canonical_candidate_id,canonical_locator_id,duplicate_group_role,duplicate_group_basis
EXTCAND-873782c926fc95668e12d205,EXTLOC-d3e16c2ff22b152ddc1a0fbc,,
EXTCAND-44104c4fd715944d3ae1efbb,EXTLOC-af6df5a97537b86b8b53095d,,
RESCAND-0cf6550917a699b5028d9265,EXTLOC-310e5f6820ea78fb7327f934,,
RESCAND-9fb561119b4c971dda9998dc,EXTLOC-e4264563969b62abeaa1b168,,
RESCAND-294426b1a19392c6cffc1512,EXTLOC-451571b6d7d1d2adc31fe741,,
RESCAND-a25ab9493afb851302a7f3ff,EXTLOC-8dde09a865f95660477435b2,,
EXTCAND-17fc9c5fcca320b468b7a180,EXTLOC-da067c6369c5f6181e248f5f,,
RESCAND-58ed85d777e42414f22e4e91,EXTLOC-955f903743e4ff93c00ae468,,
RESCAND-b1fa38abf45f69f63cd9d7aa,EXTLOC-bb12a86c6b2a1631db492634,,
RESCAND-a775401ebf55e93aaa015abe,EXTLOC-15c048e8769b00247c815500,,
RESCAND-93959a14fab140ae420b3371,EXTLOC-d875573707cfa512491a02a2,,
RESCAND-6b1cb912cc0ea5a6334e52b0,EXTLOC-007c84df86e24bc04440dbe0,,
RESCAND-facb7452cdadd0497083f98b,EXTLOC-960dd25acadc3dcaa6cc0b49,,
RESCAND-dcfa4cca9648092aed23711a,EXTLOC-19a11f78f91462c521b51048,,
RESCAND-1bd596be7ad570ae22f70108,EXTLOC-94064d950e63438a2e1b6285,,
RESCAND-ef8501030e278d77a6beae32,EXTLOC-0c87cbb15d696bbdeaa04bd2,,
RESCAND-dc964eafb6d2c2178d886b4b,EXTLOC-2dba803d4fa1947e986f184c,,
RESCAND-14009dfecea30c771bbc3c90,EXTLOC-6342891f723879204f927b7a,,
RESCAND-5d7a1aa9f25346fa19a9edfb,EXTLOC-f17afb59e02155254a2293dc,,
RESCAND-946272296d7ac92be93d3f7b,EXTLOC-f4b660882520bb3dd1f8de17,,
EXTCAND-42dafaa5b5b49e2295da2ab9,EXTLOC-85ae129c82e4b8a60c365f3e,,
EXTCAND-a11240103154cbca971de2fa,EXTLOC-7fa6c3788168dfcb5005b1af,,
RESCAND-140eadf296ac0662d85ccd94,EXTLOC-a40070650c318a2a92fb8077,,
RESCAND-e10f7ca57dca8011b9f82ae0,EXTLOC-7e9b2bfcf29d51ba317ee8dd,,
RESCAND-1b6e02b3050e654d6acc761e,EXTLOC-6a29857cc121a765f77a7aab,,
RESCAND-6cbba96db9f11255be8d1a8d,EXTLOC-2bbc3b6516bd5484c2fb581c,,
RESCAND-3106d68fa530e345051dbfa1,EXTLOC-5b3cf3c57e5ccd0ea4f4d53f,,
RESCAND-ff6e5714fe7d2fd6a4ab5080,EXTLOC-b1b76688a2dc39f7653d38b6,,
RESCAND-c8ef2cf5f7b0114eb43fd089,EXTLOC-c11d5d3640cf0d9917c1a896,,
RESCAND-58c7f56ea93e6f7e224e72de,EXTLOC-4d87087b6a0e22b912da821d,,
RESCAND-c771f223c6071ae0c2524a97,EXTLOC-7ccd875e95eeb07e93d578e7,,
RESCAND-8f1d5587daf15c87b9b8d518,EXTLOC-819999a8726a9f1a3a551a99,,
RESCAND-75dc2f7b0cccd6ddd10bb0df,EXTLOC-c1c5b17104fd993577dea122,,
RESCAND-a0d56837c1e0551bc2a742fd,EXTLOC-ea7f08a72fcd9d5d0dd4666b,,
RESCAND-5648113dd5bab5709a5b2381,EXTLOC-127d836a673c02d72d4770a6,,
EXTCAND-f791c1b5c981eeaab5588a94,EXTLOC-ca7fba04e1c1995dd485a84e,,
RESCAND-c244a76a9a82af268d153b69,EXTLOC-7a26660c84a0f9514abe8d1d,,
EXTCAND-59e4898c76efaee0a7644ed5,EXTLOC-2ea87ac77831e225cfba6eed,,
RESCAND-05cbe814380dd72d4dc54893,EXTLOC-8f7a9efa90367fa65b683bd7,,
RESCAND-bdf6e61eb8c1ce6b90fd88fd,EXTLOC-c017f1671e2e66dca5c37c01,,
EXTCAND-a4c0af6ef1e1f467b523bfd8,EXTLOC-20cae4aebe8dfab07063fabd,,
EXTCAND-d9902855be9b9e00205b3de4,EXTLOC-56f2d74e59219b0cc5721328,,
EXTCAND-3df14af885df591dc9a203b4,EXTLOC-7b4aad9711d0068842944e50,,
EXTCAND-9d84c1570095848af75e25ab,EXTLOC-2c8b9c0094c344e1c7a78132,,
EXTCAND-d2294aac09a12d38cf0f90f2,EXTLOC-799e14d2e5280a09cd67c01c,,
EXTCAND-297ec9b9c6f25bc2651df3c1,EXTLOC-0e86d9d20d01ab30d34b494a,,
EXTCAND-ebd0f9d4aa83d995c5e02cb1,EXTLOC-d708259050883fb3c538a0d5,,
EXTCAND-fba475c0099188ea72534890,EXTLOC-212f8284b446d4920008df8f,,
EXTCAND-1240ce2c385822f513361bd0,EXTLOC-8fd7105eaf87643b7ab1067e,,
EXTCAND-0ab3b2ae0cb4f3f9b26141e7,EXTLOC-3de89c58f61b4b6cdf7e62b3,,
EXTCAND-7b792e306708f0738506e9bb,EXTLOC-f8beb053d0e1f807cec6bf13,,
EXTCAND-326bdc28bc8cc5cabf5cea0f,EXTLOC-9082bf683ba5ae175eb45a21,,
EXTCAND-e65c0bc8448eeb9828c3061e,EXTLOC-df59ebc8fee664002e77e9f1,,
EXTCAND-d57da089c9db14e57240639e,EXTLOC-b9e5c70a864273bdc8efe105,,
EXTCAND-330720eff6a1532ece89779e,EXTLOC-418f8123319b177d03b23948,,
EXTCAND-3e596d53cbeaf92ce929f5b5,EXTLOC-44bce48381706125744c4112,,
EXTCAND-afb101243cef86a3df72aa18,EXTLOC-b8fd6155075889690cc53f4a,,
RESCAND-fd64db01af4d57621f27b35e,EXTLOC-c392b085a506b1c2396dded5,,
RESCAND-94f743577e5a65ba3a6e6922,EXTLOC-f3f73ea1a95b1650824ce88b,,
RESCAND-0cf49ef9cff6cea6c92f712e,EXTLOC-387087d00d107754cdeb9343,,
EXTCAND-3dbff76f0318f7347d5e27bb,EXTLOC-f83b7c7852507f95a72b17f8,,
RESCAND-cce18235127ef56a77d01045,EXTLOC-4875d93d00e8e9de19c18d03,,
RESCAND-391a7341598940e83b9f3b66,EXTLOC-c2c2e0f64c63db5b4bc58317,,
RESCAND-b03baefce30c80bb89fb6a39,EXTLOC-e6447989ac3bb556c96f59b3,,
EXTCAND-0bfdec64fb6d587ae139e0a3,EXTLOC-4e29c07349bf455d0f3e6fa9,,
EXTCAND-82a32ff0113995a8a067ee03,EXTLOC-766084245e607a2338fa530a,,
EXTCAND-6e4a989908ebabe8a945502b,EXTLOC-09b1dbea2090e84eb1d066dc,,
RESCAND-7b7f928752b02b1349b6b939,EXTLOC-31711ec26c5d9cd73d2cf56d,,
EXTCAND-55e21ed6ef906af70e6ddde4,EXTLOC-2877b29d3059048dc35806ef,,
EXTCAND-8dc5f076d43515f9b83e40ac,EXTLOC-9ebbf740dc5e1ef6ceda763d,,
EXTCAND-313768e81a43b5c693445d68,EXTLOC-8ab9becddba90e7a1e6c3861,,
EXTCAND-3725df5cd4e5fb3396224883,EXTLOC-084a4b645dcff79f576c07cd,,
EXTCAND-d73d1512408b44dd0ef9e921,EXTLOC-ef7feb1a2bbb2ff042632f56,,
RESCAND-0b40a56c3975141be16862f3,EXTLOC-bff4fcf7ae7dca9c5902b272,,
RESCAND-f12b75c956a71a910057d102,EXTLOC-04469013d967448396453506,,
EXTCAND-bcf7770535300d0229b0d8e5,EXTLOC-f0256bbeee91b050bdafee9a,,
RESCAND-ee8785fd29581a55541cb2e8,EXTLOC-7a2f07610ae4991caa32161a,,
RESCAND-1bd03ce3a367a9a6c2eefc1d,EXTLOC-c007acadeecaaf459d8e9942,,
RESCAND-4e88b4b86a143beec96b11c4,EXTLOC-a7b7d418a3972aafa91b9e24,,
RESCAND-cbfc1337113d58e0ad76206c,EXTLOC-07265d85ac5f4819b1a66571,,
RESCAND-ff39c41376079e8993f4efdf,EXTLOC-0aaf5387293b986687206020,,
RESCAND-4026fcf62fa52bb724e78a82,EXTLOC-12f4184fa5fca5d0f01c36f8,,
EXTCAND-5c2f61c76b6ecafbb9eebd7e,EXTLOC-aaf9be55f7f009ccb2255b06,,
RESCAND-b9736b2e41249e69faccdc21,EXTLOC-b20758558ab9c76d69272e1f,,
RESCAND-1237fb9b8c943f4c17672c6f,EXTLOC-7188e92e4a437dcc9ea740b9,,
RESCAND-3e406a6543e5917ba3854cdd,EXTLOC-f438c6f8ce80317e55a5ae2c,,
RESCAND-0501f12cdde9761d8e9c365d,EXTLOC-ccf04bedc0e8bd968cb93cb8,,
RESCAND-20859282d2275f2ca2261504,EXTLOC-f7bd85a44d1ae3e5af00adb5,,
EXTCAND-07a4e1dac60ee46c8ef86916,EXTLOC-2ea27466e2e2d7dcf7cc0acc,,
RESCAND-ba20f31b9cd726b4849657d9,EXTLOC-7a68dcb7b91a9f076b35e90c,,
RESCAND-ae067d47e485d77bcd3c7664,EXTLOC-a56252c1164ab4b1f879cf75,,
RESCAND-85918f5de1db273b25a60f93,EXTLOC-5b528f97103d6dc52b1ad07b,,
RESCAND-baf79f7796a3eec56ab09f50,EXTLOC-ace2a1910ec7fb5d032f8c7c,,
RESCAND-07bf5609a0fecc4c1713bf9a,EXTLOC-c34aa8a131367bfa7433f8ab,,
RESCAND-f280ccbe5a16ff2d306b569d,EXTLOC-d96f7cae86a90d91f427da30,,
RESCAND-ccfa497f252debcfa4379fee,EXTLOC-391355954245ec0e2dd9abba,,
RESCAND-5470409b2978dbb52aad60a5,EXTLOC-82494bf2c110dc9baa3c67af,,
RESCAND-4fb5088296a45cab52295ad4,EXTLOC-891be68246c45fb3430af1d7,,
EXTCAND-ade3d3f2637b3c2a99759cf1,EXTLOC-4ebb8ebe9e710d30ae0c0042,,
EXTCAND-ffd006c7780b50640b036ed7,EXTLOC-b569f5fa1019878013560674,,
EXTCAND-1112a43b0e03c337db28c615,EXTLOC-409c71a7ffe8235bc61d356f,,
EXTCAND-0e41fed1a87926356f581bf7,EXTLOC-8c5e24e9a9b513df5d8c023a,,
EXTCAND-1734d9bcd402d86639afc46a,EXTLOC-f82d79e2be19fa2eb7f4b04a,,
EXTCAND-2ff85ced6c159b012ef442f0,EXTLOC-b2cb13dd02d02a948ce68637,,
EXTCAND-e8f2df0c716b218b186b51a6,EXTLOC-76a092b09d73b7bfe86853b8,,
EXTCAND-dc91c265a81b815db74a3ff4,EXTLOC-d6d68ca32b6ba9e7d63a9e91,,
RESCAND-dba6709a479d44cfb275ffab,EXTLOC-6dfc4056a02f603f88a975be,,
RESCAND-68754379d94f9bf82aade576,EXTLOC-9128da85a376ebc80392edcc,,
RESCAND-93145b7334e79203fe6dd166,EXTLOC-35f82cb504da55f4ed771c02,,
RESCAND-661ea04764240806a438b52a,EXTLOC-876f34078ea97eee4925e785,,
EXTCAND-52499f5474776cd67f7477eb,EXTLOC-72316bd48ffce35a7c97622d,,
EXTCAND-ebbe21f578e76c593a73c9ab,EXTLOC-587b52165d7e0926b93bafe2,,
RESCAND-bb13d47a99d136461561a4e3,EXTLOC-20c47337f4eda663421c72b8,,
RESCAND-265ba963e0e04bdfda7e37ed,EXTLOC-91ac18b5a23407320cc28af2,,
RESCAND-d2a401031e583578c73d9612,EXTLOC-25e9ea86787a2439e1d021fc,,
RESCAND-13be25c8e7dfc81d34aeda75,EXTLOC-8067ad059ab22a31d9a04a08,,
RESCAND-8ef18b5e10e1931bffc22454,EXTLOC-f6855d35df503b45097f89b9,,
RESCAND-0a724315452a8316ed8af44f,EXTLOC-4c939426648ef08f6bf1e2cd,,
RESCAND-6d65cbb6244b722ecb5060ca,EXTLOC-e31ddddc19da08860036c824,,
RESCAND-0c3ab5af4b7539e584cc8935,EXTLOC-6f4d5e249ff8685d39d25811,,
RESCAND-e4bca42c133a8f3088b1815b,EXTLOC-03ce299a264ba5ba0ec6db10,,
RESCAND-7241986edbc92907430d8a0d,EXTLOC-3d11086c3bde54339ba8490e,,
RESCAND-255f776b0c1fd3cf99ecdb18,EXTLOC-e68709b12c5dd16b53265165,,
RESCAND-80e9f537d68421a5dae48ae0,EXTLOC-d4cf09fb54a23cae0c38e0ec,,
RESCAND-5c94befb98a7a2a159595c74,EXTLOC-77d4763d72e37b9878269638,,
RESCAND-45bef316ae9088eb01a14d65,EXTLOC-e2c00d0a3ea38020719a0b59,,
RESCAND-e76a3078f5b1377e239b231a,EXTLOC-61c70e3d895243a2e0cd48a0,,
RESCAND-cac929a8ad435b969fd96757,EXTLOC-032df05d7328b9932a53a731,,
RESCAND-51e66b6bc471878c451562e7,EXTLOC-c29dcc1ae6083b2130893f33,,
