lane_id,prior_attempt,prior_request_id,reason,retry_after_observed,retry_id,retry_number,scheduled_at,verification_locator_id
verification_lane_002,1,EXTREQ-9da978c75d8c3804cfaf8e11,bounded_transient_failure,,EXTRETRY-47be84c88b37b52dab8bcc02,1,2026-08-05T15:13:48.973988+00:00,EXTLOC-532a2584526569c4468335f4
verification_lane_002,1,EXTREQ-05250bc08dd5498bf6fe7886,bounded_transient_failure,,EXTRETRY-0a3aa63b3b1b26076f804e21,1,2026-08-05T15:13:48.982505+00:00,EXTLOC-214af4da3da4ce695638c9b9
verification_lane_002,1,EXTREQ-2fe106b7f64a2bce8cdca982,bounded_transient_failure,,EXTRETRY-3e0b14e4df77e8cf65c9858a,1,2026-08-05T15:13:48.990315+00:00,EXTLOC-5babfa1f06981a005e9a8fc9
verification_lane_002,1,EXTREQ-00c17e703206ab6d971a3cf2,bounded_transient_failure,,EXTRETRY-b4a28c919d48f0a946a14286,1,2026-08-05T15:13:49.652193+00:00,EXTLOC-2c8a45e37ca20ce4028aafcd
verification_lane_002,1,EXTREQ-77ab4f11b32933621ba4b0c6,bounded_transient_failure,,EXTRETRY-54f65138172a6292fb10208d,1,2026-08-05T15:13:49.652538+00:00,EXTLOC-d7a9be0a7a03ebf736492b4a
verification_lane_002,1,EXTREQ-876e0263209b45b8fcce049c,bounded_transient_failure,,EXTRETRY-fbe2a4f013d998a3babfc85b,1,2026-08-05T15:13:50.018284+00:00,EXTLOC-4edd2e22dd2c2c898b8b27d8
verification_lane_002,1,EXTREQ-3e359f52f68cf009ccd6c280,bounded_transient_failure,,EXTRETRY-5a7a17e3454445c6a376fc02,1,2026-08-05T15:13:50.021497+00:00,EXTLOC-95821c6f19d5aad43b4f4621
verification_lane_002,1,EXTREQ-cc5442c260cb286f84a942e3,bounded_transient_failure,,EXTRETRY-3920d14ddccd993a88de1ce2,1,2026-08-05T15:13:50.018355+00:00,EXTLOC-e42a4a4434af6915c2e64ade
verification_lane_002,1,EXTREQ-2206bc164047b4d3ba6e1641,bounded_transient_failure,,EXTRETRY-02b480842ac12e2cf2cecf09,1,2026-08-05T15:13:49.994156+00:00,EXTLOC-61a76c690451ad82b963b7cc
verification_lane_002,1,EXTREQ-b7b8c45522c1783b80d35b97,bounded_transient_failure,,EXTRETRY-1448a7d5eca0cd495cc989b3,1,2026-08-05T15:13:50.175351+00:00,EXTLOC-cb16f9f6a823547c1d18b62e
