verification_locator_id,canonical_network_locator,canonical_candidate_id,candidate_row_count,priority_order,primary_external_data_families,administrative_source_types,official_source_flags,locator_host,repair_member_count,verification_lane_id,verification_lane_sequence
EXTLOC-d4cd4502661a5b22af4f3037,https://cityofwaterford.org/departments/administrative-services/human-resources,EXTCAND-234e912017a151160ca7b2a4,1,low,multi_family_administrative_source,payroll_roster,false,cityofwaterford.org,0,verification_lane_005,8001
EXTLOC-5b7149cdf11bd15eb39fe0b4,https://cityofwessingtonsprings.com/,EXTCAND-0ce85974f2564f8ea1bd1261,1,low,multi_family_administrative_source,payroll_roster,false,cityofwessingtonsprings.com,0,verification_lane_005,8002
EXTLOC-2a2f193801836b02d7774dcf,https://cityofwinterpark.org/docs/government/ordinances-resolutions/ORD3314-24.pdf,RESCAND-d76ffc3f85f519ab04b20a90,1,low,payroll_and_earnings,payroll_roster,false,cityofwinterpark.org,0,verification_lane_005,8003
EXTLOC-4dcbd9c7e6d794282e4a22cf,https://cityofxenia.org/DocumentCenter/View/10214/Res-2025-006-Amend-Res-2024-021-Pay-Plan-for-2024-2027,EXTCAND-db5b2afa6f06cc10f1b27129,1,low,multi_family_administrative_source,payroll_roster,false,cityofxenia.org,0,verification_lane_005,8004
EXTLOC-c9e8476546f28149793c787b,https://cityofxenia.org/DocumentCenter/View/9603/Res-2024-021-Pay-Plan-for-2024-2027,RESCAND-057a6b389fbf8319edf607dc,1,low,payroll_and_earnings,payroll_roster,false,cityofxenia.org,0,verification_lane_005,8005
EXTLOC-025b9885ccad393829c724dc,https://clarenceia.org/city-council-minutes-agendas/,EXTCAND-81b8c893e37cad395d3e2782,1,low,multi_family_administrative_source,payroll_roster,false,clarenceia.org,0,verification_lane_005,8006
EXTLOC-4721f271dd6151f9d59078c0,https://clarenceia.org/city-ordinances/,RESCAND-687090da4a707aad37932a2f,1,low,payroll_and_earnings,payroll_roster,false,clarenceia.org,0,verification_lane_005,8007
EXTLOC-8e00278957cb339b554eed6e,https://clarenceia.org/wp-content/uploads/2024/04/Proposed-Budget-Public-Hearing-Notice-FY25.pdf,EXTCAND-b14bc0fea31a4def51fe6960,1,low,multi_family_administrative_source,payroll_roster,false,clarenceia.org,0,verification_lane_005,8008
EXTLOC-3ff9b726eeae88791221ff9b,https://clarenceia.org/wp-content/uploads/2024/10/Code-Clarence-Ver-2024-October.pdf,RESCAND-794dbae5cb678855a1d777ce,1,low,payroll_and_earnings,payroll_roster,false,clarenceia.org,0,verification_lane_005,8009
EXTLOC-6a247e52d25b24d952546c4f,https://clark.legistar.com/LegislationDetail.aspx?GUID=65B3D47A-D263-47E7-B3FE-E8E4A55C800B&ID=7731473,EXTCAND-db11df995023e456ebb2a9c0,1,low,multi_family_administrative_source,payroll_roster,false,clark.legistar.com,0,verification_lane_005,8010
