verification_locator_id,canonical_network_locator,canonical_candidate_id,candidate_row_count,priority_order,primary_external_data_families,administrative_source_types,official_source_flags,locator_host,repair_member_count,verification_lane_id,verification_lane_sequence
EXTLOC-54f05930b8ae87defa824cfb,https://codelibrary.amlegal.com/codes/greenfieldin/latest/greenfield_in/0-0-0-2065,EXTCAND-f6f06da38ccfe3caee108e08,1,low,multi_family_administrative_source,staffing_table,false,codelibrary.amlegal.com,0,verification_lane_003,8001
EXTLOC-15aabe1a69f91c5101df8ea7,https://codelibrary.amlegal.com/codes/greenhills/latest/greenhills_oh/0-0-0-54192,RESCAND-fca95b81d98b650b0adb181b,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8002
EXTLOC-1e202bddbea5ca304a2b3f5a,https://codelibrary.amlegal.com/codes/greensburg/latest/greensburg_in/0-0-0-24040,EXTCAND-dddd61aefb61af20e257c884,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8003
EXTLOC-29a8d6711330542867374f2d,https://codelibrary.amlegal.com/codes/greensburg/latest/greensburg_in/0-0-0-24237,EXTCAND-453045de51072c6ab5df7321,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8004
EXTLOC-9ddb61e0962dc3190056fdd4,https://codelibrary.amlegal.com/codes/greentownin/latest/m/2025/1/21,EXTCAND-1c38b94392c815079f2f4df7,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8005
EXTLOC-ebf341115b415ee00c112c69,https://codelibrary.amlegal.com/codes/greentownin/latest/m/2025/5/20,EXTCAND-5a78fdcf224d93fee8a79bfc,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8006
EXTLOC-5eca8bc2dd8159732574e6a4,https://codelibrary.amlegal.com/codes/greentownin/latest/overview,EXTCAND-279437a0e58f9d510dbc7d3a,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8007
EXTLOC-dd38b203125d480da35b072a,https://codelibrary.amlegal.com/codes/greenville/latest/greenville_oh/0-0-0-22291,EXTCAND-10db4e440144622df74bf35d,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8008
EXTLOC-a5a191b96eb45775fc7bd21f,https://codelibrary.amlegal.com/codes/greenvilleil/latest/greenville_il/0-0-0-933,EXTCAND-d702814159be23309bbe233e,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8009
EXTLOC-4d0b3fa4a212938e7a93bdc4,https://codelibrary.amlegal.com/codes/greenwood/latest/greenwood_in/0-0-0-17686,EXTCAND-63fc53b0094497dd61e9da05,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8010
EXTLOC-a7968026ebbb6494c29f7f93,https://codelibrary.amlegal.com/codes/greenwood/latest/greenwood_in/0-0-0-21420,RESCAND-80407464a9354b54eeb0a87e,1,low,payroll_and_earnings,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8011
EXTLOC-40f5c1bcfe65c0fe14d2c915,https://codelibrary.amlegal.com/codes/grovecity/latest/gcity_oh/0-0-0-85490,RESCAND-ac047c167f77b3761c141ee4,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8012
EXTLOC-3d3ed64d34d042a11bc5fc64,https://codelibrary.amlegal.com/codes/grovecity/latest/gcity_oh/0-0-0-85670,EXTCAND-2ceba7e0916d5b00d744264c,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8013
EXTLOC-15492ec43ab7f2776e282ae5,https://codelibrary.amlegal.com/codes/grovecity/latest/gcity_oh/0-0-0-85701,EXTCAND-2d1b8e1cdba5852402b48b07,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8014
EXTLOC-8ea298e8ad9840d4e8fd14d6,https://codelibrary.amlegal.com/codes/grovecity/latest/gcity_oh/0-0-0-85843,EXTCAND-6e7af8e37edf6b24133af8eb,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8015
EXTLOC-35053fd0548f15a78d9d2e13,https://codelibrary.amlegal.com/codes/grovecitybor/latest/grovecityb_pa/0-0-0-6716,EXTCAND-502ebba42945216e41a57f7b,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8016
EXTLOC-777546ec0aad34b516b98198,https://codelibrary.amlegal.com/codes/groveport/latest/groveport_oh/0-0-0-31036,EXTCAND-5acdd115bebfd1fb8ac74fc8,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8017
EXTLOC-95f5b207e499d3984ba8ff1e,https://codelibrary.amlegal.com/codes/groveport/latest/groveport_oh/0-0-0-6114,EXTCAND-0c8e5e6caf2f1feb6996d30a,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8018
EXTLOC-e7729df87c073bac64d9ec02,https://codelibrary.amlegal.com/codes/groveport/latest/groveport_oh/0-0-0-7744,EXTCAND-9bf9257e6b5c29366efba808,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8019
EXTLOC-52d1d15b2ec844060185d940,https://codelibrary.amlegal.com/codes/groveport/latest/groveport_oh/0-0-0-7894,EXTCAND-10f379976d4271fab9cc6390,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8020
EXTLOC-4322f69f908d6752b2b1ea4d,https://codelibrary.amlegal.com/codes/groveport/latest/groveport_oh/0-0-0-8038,EXTCAND-494a2a5610a6ccad09620d12,1,low,multi_family_administrative_source,payroll_roster,false,codelibrary.amlegal.com,0,verification_lane_003,8021
