attempt,body_prefix_bytes_inspected,body_prefix_hex,body_prefix_sha256,completed_at,content_disposition,content_length,content_type,error_class,error_message_redacted,etag,final_observed_url,full_body_retained,http_status,lane_id,last_modified,method,raw_headers_retained,redirect_count,request_id,request_type,requested_url,retry_after,server,started_at,verification_locator_id
1,0,,,2026-08-05T15:45:58.626126+00:00,,,text/html; charset=UTF-8,,,,https://lims.minneapolismn.gov/RCA/25974,false,403,verification_lane_005,,HEAD,false,0,EXTREQ-fa26b2127d4c04feb79019da,production_head,https://lims.minneapolismn.gov/RCA/25974,,cloudflare,2026-08-05T15:45:58.472997+00:00,EXTLOC-916576347eba1502bfd93974
1,2012,3c21444f43545950452068746d6c3e0d,de15ac97f379d5d4de092e7a3eacab70ef784c17aa195064cd13186032ad1b5f,2026-08-05T15:45:59.769150+00:00,,,text/html; charset=utf-8,,,,https://lims.minneapolismn.gov/RCA/25974,false,200,verification_lane_005,,GET,false,0,EXTREQ-b7bcbba14b36acabe6acbda9,production_get_metadata,https://lims.minneapolismn.gov/RCA/25974,,cloudflare,2026-08-05T15:45:58.626136+00:00,EXTLOC-916576347eba1502bfd93974
1,0,,,2026-08-05T15:45:59.070402+00:00,,,text/html; charset=UTF-8,,,,https://lims.minneapolismn.gov/RCA/571,false,403,verification_lane_005,,HEAD,false,0,EXTREQ-608cc7ff08c67a33c24337e3,production_head,https://lims.minneapolismn.gov/RCA/571,,cloudflare,2026-08-05T15:45:58.929463+00:00,EXTLOC-92c1d83bc17b18e126b56d87
1,2012,3c21444f43545950452068746d6c3e0d,de15ac97f379d5d4de092e7a3eacab70ef784c17aa195064cd13186032ad1b5f,2026-08-05T15:45:59.777370+00:00,,,text/html; charset=utf-8,,,,https://lims.minneapolismn.gov/RCA/571,false,200,verification_lane_005,,GET,false,0,EXTREQ-ac58bad75a535ed6db32100e,production_get_metadata,https://lims.minneapolismn.gov/RCA/571,,cloudflare,2026-08-05T15:45:59.070415+00:00,EXTLOC-92c1d83bc17b18e126b56d87
1,0,,,2026-08-05T15:45:59.809481+00:00,,,text/html; charset=utf-8,,,,https://malegislature.gov/Laws/SessionLaws/Acts/2020/Chapter61,false,200,verification_lane_005,,HEAD,false,0,EXTREQ-2974b495b2254d383b849eb7,production_head,https://malegislature.gov/Laws/SessionLaws/Acts/2020/Chapter61,,Microsoft-IIS/10.0,2026-08-05T15:45:58.030760+00:00,EXTLOC-80e1c07eebf01773e30e7686
1,0,,,2026-08-05T15:45:59.821553+00:00,,3756,text/html; charset=utf-8,,,,https://www.cityofchardon.gov/Directory/Home/DepartmentListing?DID=7,false,200,verification_lane_005,,HEAD,false,0,EXTREQ-f7285f443e0545fed1529b6a,production_head,https://www.cityofchardon.gov/Directory/Home/DepartmentListing?DID=7,,,2026-08-05T15:45:59.444399+00:00,EXTLOC-1967e75ee231034d12817085
1,0,,,2026-08-05T15:45:59.847397+00:00,,,text/html; charset=UTF-8,,,,"https://en.wikipedia.org/wiki/Auburn_Township,_Geauga_County,_Ohio",false,200,verification_lane_005,"Wed, 05 Aug 2026 15:12:37 GMT",HEAD,false,0,EXTREQ-d1f2d1efe1bfa8ca449ee60b,production_head,"https://en.wikipedia.org/wiki/Auburn_Township,_Geauga_County,_Ohio",,mw-web.eqiad.main-5c69947c4f-gvsw7,2026-08-05T15:45:58.890744+00:00,EXTLOC-af5d62f723739d17747f32ef
1,0,,,2026-08-05T15:45:59.848225+00:00,,,text/html;charset=utf-8,,,,https://www.census.gov/geographies/reference-files.2017.html,false,200,verification_lane_005,,HEAD,false,1,EXTREQ-4f967c4b67b33f86ac0e510d,production_head,https://www.census.gov/geographies/reference-files/2017.html,,cloudflare,2026-08-05T15:45:59.434626+00:00,EXTLOC-7e9e8634a994086ded672a0e
1,0,,,2026-08-05T15:45:59.949776+00:00,,30062,text/html; charset=utf-8,,,,https://portal.ct.gov/cttime/content/doc/payroll,false,200,verification_lane_005,,HEAD,false,0,EXTREQ-a94aa15cc5dfeb0e55329d5d,production_head,https://portal.ct.gov/cttime/content/doc/payroll,,,2026-08-05T15:45:59.365216+00:00,EXTLOC-32cb7286d19e773a7a74d20c
1,0,,,2026-08-05T15:45:59.950061+00:00,,,text/html; charset=UTF-8,,,,https://www.mtas.tennessee.edu/directories/cities/whitwell,false,200,verification_lane_005,,HEAD,false,0,EXTREQ-88d8e82a16434c1e671d3fa9,production_head,https://www.mtas.tennessee.edu/directories/cities/whitwell,,Apache/2.4.37 (Red Hat Enterprise Linux) OpenSSL/1.1.1k,2026-08-05T15:45:59.123335+00:00,EXTLOC-f7f22928ae92aa708c2db7ed
1,0,,,2026-08-05T15:45:59.951245+00:00,,,text/html; charset=UTF-8,,,,https://www.mtas.tennessee.edu/directories/cities/whitwell#accordion-collapse--acc0,false,200,verification_lane_005,,HEAD,false,1,EXTREQ-7d1511bce96150bcc315bc8e,production_head,https://www.mtas.tennessee.edu/code/municipal-code-whitwell,,Apache/2.4.37 (Red Hat Enterprise Linux) OpenSSL/1.1.1k,2026-08-05T15:45:58.689517+00:00,EXTLOC-caa7d5b5b84fcf8a05c3d16d
1,0,,,2026-08-05T15:46:00.032596+00:00,,40123166,application/pdf,,,"""6089d282-2643b1e""",https://ci.carmel.ca.us/sites/main/files/file-attachments/may_3_and_may_4_2021_combined_city_council_agenda_packets_0.pdf,false,200,verification_lane_005,"Wed, 28 Apr 2021 21:24:18 GMT",HEAD,false,0,EXTREQ-077280da1d4f0857df410f58,production_head,https://ci.carmel.ca.us/sites/main/files/file-attachments/may_3_and_may_4_2021_combined_city_council_agenda_packets_0.pdf,,nginx,2026-08-05T15:45:58.859263+00:00,EXTLOC-e7383360c5f5218417b8ae12
1,0,,,2026-08-05T15:46:00.090073+00:00,,,text/html;charset=UTF-8,,,,https://services.austintexas.gov/hr/jobdesc/job_title_pay.cfm,false,200,verification_lane_005,,HEAD,false,0,EXTREQ-3978ddc0b877d1936f29d993,production_head,https://services.austintexas.gov/hr/jobdesc/job_title_pay.cfm,,Apache/2.4.62 (Red Hat Enterprise Linux) OpenSSL/3.5.5 mod_jk/1.2.50,2026-08-05T15:45:59.382412+00:00,EXTLOC-dea5bc8e519798f829a0a6b2
1,0,,,2026-08-05T15:45:59.418136+00:00,,,text/html; charset=UTF-8,,,,https://lims.minneapolismn.gov/RCA/FiscalNote/23971,false,403,verification_lane_005,,HEAD,false,0,EXTREQ-5db1cef3f65bd9d0117d8b04,production_head,https://lims.minneapolismn.gov/RCA/FiscalNote/23971,,cloudflare,2026-08-05T15:45:59.305691+00:00,EXTLOC-e81d71e2d0cf0e7cd833aca8
1,2011,3c21444f43545950452068746d6c3e0d,c13255faf1369f68ecb511e5d75d9934f7f82d31ff55736ac44a1d30e003c8c7,2026-08-05T15:46:00.178611+00:00,,,text/html; charset=utf-8,,,,https://lims.minneapolismn.gov/RCA/FiscalNote/23971,false,200,verification_lane_005,,GET,false,0,EXTREQ-deda14855ffcd3244d6b4bb6,production_get_metadata,https://lims.minneapolismn.gov/RCA/FiscalNote/23971,,cloudflare,2026-08-05T15:45:59.418149+00:00,EXTLOC-e81d71e2d0cf0e7cd833aca8
1,0,,,2026-08-05T15:46:00.191258+00:00,,,text/html;charset=UTF-8,,,,https://services.austintexas.gov/edims/search_pio.cfm,false,200,verification_lane_005,,HEAD,false,0,EXTREQ-764b39c7a6899a29b21f47ff,production_head,https://services.austintexas.gov/edims/search_pio.cfm,,Apache/2.4.62 (Red Hat Enterprise Linux) OpenSSL/3.5.5 mod_jk/1.2.50,2026-08-05T15:45:59.004650+00:00,EXTLOC-cb0d176206a010edfe878666
1,0,,,2026-08-05T15:46:00.343164+00:00,,21625,text/html; charset=UTF-8,,,,https://www.geaugamapleleaf.com/none/misc-legal/legal-notices-7-24-14/,false,200,verification_lane_005,"Wed, 05 Aug 2026 15:46:00 GMT",HEAD,false,0,EXTREQ-bf3f038f427ec923c171daf4,production_head,https://www.geaugamapleleaf.com/none/misc-legal/legal-notices-7-24-14/,,nginx,2026-08-05T15:45:58.882806+00:00,EXTLOC-d962202232142858f5ee6d0c
1,0,,,2026-08-05T15:46:00.610833+00:00,,33828,text/html; charset=utf-8,,,,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=6320&MeetingID=1560,false,200,verification_lane_005,,HEAD,false,0,EXTREQ-c7c703ee389d8710f646cf84,production_head,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=6320&MeetingID=1560,,Microsoft-IIS/10.0,2026-08-05T15:45:57.243725+00:00,EXTLOC-9a705be8a7db047ccf5e79a8
1,0,,,2026-08-05T15:46:00.664277+00:00,,26205,text/html; charset=UTF-8,,,,https://www.geaugamapleleaf.com/none/misc-legal/legal-notices-9-15-16/,false,200,verification_lane_005,"Wed, 05 Aug 2026 15:46:00 GMT",HEAD,false,0,EXTREQ-591c10d829199bfb221ecd75,production_head,https://www.geaugamapleleaf.com/none/misc-legal/legal-notices-9-15-16/,,nginx,2026-08-05T15:45:59.225738+00:00,EXTLOC-a134b5e3da1b03ce0a887721
1,0,,,2026-08-05T15:46:00.811221+00:00,,,text/html; charset=utf-8,,,,https://malegislature.gov/Laws/SessionLaws/Acts/2020/Chapter87,false,200,verification_lane_005,,HEAD,false,0,EXTREQ-c9a849f60aace1008ea1b552,production_head,https://malegislature.gov/Laws/SessionLaws/Acts/2020/Chapter87,,Microsoft-IIS/10.0,2026-08-05T15:45:59.049895+00:00,EXTLOC-2cc253a5be7befc557175ae2
1,0,,,2026-08-05T15:46:01.670504+00:00,,,text/html; charset=utf-8,,,,https://malegislature.gov/Laws/SessionLaws/Acts/2021/Chapter110,false,200,verification_lane_005,,HEAD,false,0,EXTREQ-3fd99e01c29460821a14479f,production_head,https://malegislature.gov/Laws/SessionLaws/Acts/2021/Chapter110,,Microsoft-IIS/10.0,2026-08-05T15:45:59.666928+00:00,EXTLOC-af43edcf839fb512abedb9ea
