verification_locator_id,canonical_network_locator,canonical_candidate_id,candidate_row_count,priority_order,primary_external_data_families,administrative_source_types,official_source_flags,locator_host,repair_member_count,verification_lane_id,verification_lane_sequence
,https://cms3.revize.com/revize/hudsonnynew/Common%20Council/Agendas%20Meeting%20Documents/2024/January/Authorizing%20Memorandum%20of%20Agreement%20with%20Hudson%20Police%20Department-%20Proposed%20Resolution.pdf,RESCAND-22dcca2026cd75a5d39a047f,1,,payroll_and_earnings,payroll_roster,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/huntingtonbeachca/Documents/Government/Transparency%20Portal/Employee%20Compensation%20and%20Pension%20Information/2018-city-of-huntington-beach-compensation-report.pdf,EXTCAND-d41476e997c4d6f0bb9c2cfd,1,,multi_family_administrative_source,payroll_roster,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/inghamcounty/Department/BOC/Boc%20Meetings/2025/25May13Agenda.pdf,EXTCAND-f5aff7756e87bb1f58ede4ae,1,,multi_family_administrative_source,payroll_roster,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/maidennc/FY25-26Budget.pdf,RESCAND-2b46a99009ab5ceb440030de,1,,multi_family_administrative_source,payroll_roster,false,cms3.revize.com,0,,
,"https://cms3.revize.com/revize/marioncountyoh/Documents/Elected%20Offices/Commissioners/Agendas/May%2029,%202025%20.pdf",EXTCAND-00a31204751fb4727938ada1,1,,multi_family_administrative_source,payroll_roster,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/midas/Agenda/Agenda/3-27-24%20Board%20Packet.pdf,RESCAND-ea9b7f4705b46b0e8f87c7b9,1,,payroll_and_earnings,payroll_roster,false,cms3.revize.com,0,,
,"https://cms3.revize.com/revize/mountaincity/Documents/Government/Boards%20Commissions/BOMA/2023-24%20BOMA/Agenda%20-%20June%204,%202024.pdf",EXTCAND-be37a9bb61520eed4f16b4bb,1,,multi_family_administrative_source,payroll_roster,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/navasotacity/Adopted%20Annual%20Budget%20FY24-25.pdf,EXTCAND-c5d7365dbe9eeb72be14269f,1,,multi_family_administrative_source,payroll_roster,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/newton/FY%202025-2026%20City%20of%20Newton%20Adopted%20Budget.pdf,RESCAND-5ba40c86aef518d7dd26561a,1,,multi_family_administrative_source,other,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/niagarafallsny/Documents/Government/Department/Controller/2020-Adopted-Budget.pdf,RESCAND-bd0342d111ed35148bdf868f,1,,multi_family_administrative_source,budget,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/niagarafallsny/Documents/Government/Department/Controller/Adopted%20Budget%202014.pdf,RESCAND-5f023887df43a80f9c997572,1,,multi_family_administrative_source,payroll_roster,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/niagarafallsny/Documents/Government/Department/Controller/Adopted-Budget-2021.pdf,RESCAND-73d53b26bb313d2a34c793c7,1,,multi_family_administrative_source,other,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/niagarafallsny/Documents/Government/Department/Controller/BUDGET-2024.pdf,RESCAND-71cacada469d7186193570e7,1,,payroll_and_earnings,payroll_roster,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/norwalkca/Documents/Departments%20&%20Services/Finance/Budget%20And%20Financial%20Reports/City%20of%20Norwalk%20Cost%20Allocation%20Plan%20FY25-26.pdf,EXTCAND-1f9be4400ca420125b955804,1,,multi_family_administrative_source,payroll_roster,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/onalaska/Documents/Government/Agendas%20&%20Minutes/Common%20Council/2023/Agenda/Sp_Common_Council_6-19-23_Agenda__Minutes.pdf,EXTCAND-ac8a9713cb4f6221e7203aec,1,,multi_family_administrative_source,staffing_table,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/palmyraboroughnj/Documents/Departments/Finance/Finance%20Documents/Salary%20Information/Ord%202022-15%20%20Salary.pdf,RESCAND-35afb4f6500f659fd13cfc42,1,,payroll_and_earnings,payroll_roster,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/palmyraboroughnj/Documents/Government/Minutes%20and%20Agendas/2019/Minutes/June-3rd-2019-Regular-Council-Meeting-Minutes.pdf,EXTCAND-df32a35315a454f3fa195364,1,,multi_family_administrative_source,payroll_roster,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/pampatx/Documents/Government/Local/Mayor%20Commission/Agendas%20Minutes/2023/Agendas/november_13_2023_agenda_packet.pdf,RESCAND-8ff94e498ede08bbcaa6e895,1,,payroll_and_earnings,payroll_roster,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/petoskey/City%20Council/Agendas/2025/council%20packet%20-%2003.17.25.pdf,RESCAND-a3e2a47321eee89f8102e373,1,,multi_family_administrative_source,payroll_roster,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/pipestonecomn/Document%20Center/Agendas%20And%20Minutes/2024/2024-12-17-24%20MINUTES%20Commissioner%20Mtg%20-%20APPROVED.pdf,EXTCAND-1917c79215061c51d7b87b39,1,,multi_family_administrative_source,payroll_roster,false,cms3.revize.com,0,,
,https://cms3.revize.com/revize/plaincityoh/Government/Council%20Packets/2022/11.28.2022%20Council%20Packet.pdf,EXTCAND-e86afb89a567ddb85dc5f9a8,1,,payroll_and_earnings,payroll_roster,false,cms3.revize.com,0,,
