national_readiness_id,normalization_id,municipality,state,region,source_family,cba_non_cba_hint,side_label,pay_basis,compensation_type,period_cycle_quality,period_label,mechanism_class,match_tier,local_comparison_readiness_status,municipality_has_clear_safety_non_safety_balance,national_readiness_status,readiness_blockers,claim_boundary,source_locator_lineage,original_national_readiness_status,cleaned_national_readiness_status,cleaned_analysis_use_primary_category,final_national_claims,national_wage_gaps,national_prevalence_estimates,national_readiness_qa_id,national_readiness_qa_status,national_readiness_qa_confidence,national_readiness_gate,national_readiness_qa_reason_codes,national_claim_boundary
BRMNATREADY-20260803-1f279a593d527ceb4fbd6df1,BRMQNORM-20260803-0019c67d5a7b6139d3b33aa0,Seagraves,TX,South,budget_or_pay_plan,non_cba_or_unresolved_hint,remains_unclear,budget_amount,other,explicit_or_bounded_repair,2025–2026,,Tier G,not_in_local_comparison_output,false,national_insufficient_structure,"[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]","readiness stratum only; no national wage gap, prevalence, or causal claim","{""candidate_id"": ""BRM5C-BRM5-20260731-18678-01"", ""final"": ""https://seagravestx.us/docs/public-notices/approved-budget-2025-2026.pdf"", ""original"": ""https://www.seagravestx.us/docs/public-notices/approved-budget-2025-2026.pdf"", ""scout_target_id"": ""BRM5-20260731-18678""}",national_insufficient_structure,national_needs_side_balance,role_side_repair_needed,0,0,0,BRMNATQA-42c9c4af20a5d0e5246edf42,national_needs_side_balance,low,fail,"[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]","coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim"
BRMNATREADY-20260803-7c7cdd15f68dea9a54448e0d,BRMQNORM-20260803-00396f477d2d99f08596e07d,Fort Ann,NY,Northeast,agenda_packet_or_minutes,non_cba_or_unresolved_hint,write_off,allowance,allowance_reimbursement,missing_period_anchor,,,Tier G,not_in_local_comparison_output,false,national_write_off,"[""period_anchor_missing_or_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]","readiness stratum only; no national wage gap, prevalence, or causal claim","{""candidate_id"": ""BRM5C-BRM5-20260731-17930-02"", ""final"": ""https://townoffortannny.gov/uploads/7/3/6/3/73635113/1.13.25_tbm___organizational_meeting_minutes.pdf"", ""original"": ""https://www.townoffortannny.gov/uploads/7/3/6/3/73635113/1.13.25_tbm___organizational_meeting_minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-17930""}",national_write_off,national_write_off,write_off_or_exclude,0,0,0,BRMNATQA-57fbecfcfe0743ebc0872d0a,national_write_off,high,fail,"[""period_anchor_missing_or_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]","coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim"
BRMNATREADY-20260803-4e0bbcac10e7ad907bb55e95,BRMQNORM-20260803-00483a69cc1c55342a75e42a,Marshfield,WI,Midwest,budget_or_pay_plan,non_cba_or_unresolved_hint,remains_unclear,unknown_or_mixed,budget_or_pay_plan,explicit_or_bounded_repair,2025–2026,,Tier G,not_in_local_comparison_output,false,national_insufficient_structure,"[""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]","readiness stratum only; no national wage gap, prevalence, or causal claim","{""candidate_id"": ""BRM5C-BRM5-20260731-02772-03"", ""final"": ""https://cms4files1.revize.com/marshfieldwi/Human%20Resources/Policies%20%26%20Procedures/2025-2026%20Salary%20Schedule%20Marshfield%20-%20Website%20Info.pdf"", ""original"": ""https://cms4files1.revize.com/marshfieldwi/Human%20Resources/Policies%20%26%20Procedures/2025-2026%20Salary%20Schedule%20Marshfield%20-%20Website%20Info.pdf"", ""scout_target_id"": ""BRM5-20260731-02772""}",national_insufficient_structure,national_needs_side_balance,role_side_repair_needed,0,0,0,BRMNATQA-3148c21b4614e380689dadb1,national_needs_side_balance,low,fail,"[""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]","coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim"
BRMNATREADY-20260803-f5fd6c4ac5c2c3200a8006c4,BRMQNORM-20260803-0078e04f670b46fc3a9f7e7b,DeRuyter,NY,Northeast,agenda_packet_or_minutes,non_cba_or_unresolved_hint,remains_unclear,budget_amount,other,explicit_or_bounded_repair,2022–2023,,Tier G,not_in_local_comparison_output,false,national_insufficient_structure,"[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]","readiness stratum only; no national wage gap, prevalence, or causal claim","{""candidate_id"": ""BRM5C-BRM5-20260731-02963-02"", ""final"": ""https://deruyter.gov/wp-content/uploads/2025/06/Village-Minutes-April-13-2022.pdf"", ""original"": ""https://deruyter.gov/wp-content/uploads/2025/06/Village-Minutes-April-13-2022.pdf"", ""scout_target_id"": ""BRM5-20260731-02963""}",national_insufficient_structure,national_needs_side_balance,role_side_repair_needed,0,0,0,BRMNATQA-446ab1dcfdabcf61339a47bf,national_needs_side_balance,low,fail,"[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]","coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim"
BRMNATREADY-20260803-6827da8733e973394ac238ef,BRMQNORM-20260803-008e33031f6286a41d16e40f,Blue Mound,TX,South,personnel_policy,non_cba_or_unresolved_hint,remains_unclear,hourly,base_wage,explicit_or_bounded_repair,2023,,Tier G,not_in_local_comparison_output,false,national_insufficient_structure,"[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]","readiness stratum only; no national wage gap, prevalence, or causal claim","{""candidate_id"": ""BRM5C-BRM5-20260731-03619-01"", ""final"": ""https://bluemoundtexas.gov/wp-content/uploads/2023/11/11.20.23-AGENDA-PACKET-website.pdf"", ""original"": ""https://bluemoundtexas.gov/wp-content/uploads/2023/11/11.20.23-AGENDA-PACKET-website.pdf"", ""scout_target_id"": ""BRM5-20260731-03619""}",national_insufficient_structure,national_needs_side_balance,role_side_repair_needed,0,0,0,BRMNATQA-23cca537b4c6cb5f6267ee43,national_needs_side_balance,low,fail,"[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]","coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim"
BRMNATREADY-20260803-348bb03691894bb0577d2439,BRMQNORM-20260803-009ead44f634c282410d7751,Clarendon,TX,South,mou_or_memorandum,non_cba_or_unresolved_hint,remains_unclear,unknown_or_mixed,non_base_compensation,missing_period_anchor,,,Tier G,not_in_local_comparison_output,false,national_insufficient_structure,"[""period_anchor_missing_or_unresolved"",""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]","readiness stratum only; no national wage gap, prevalence, or causal claim","{""candidate_id"": ""BRM5C-BRM5-20260731-07373-01"", ""final"": ""https://cityofclarendontx.com/documents/451/2025_Covey_Employment_Agreement_OCR.pdf"", ""original"": ""https://cityofclarendontx.com/documents/451/2025_Covey_Employment_Agreement_OCR.pdf"", ""scout_target_id"": ""BRM5-20260731-07373""}",national_insufficient_structure,national_needs_side_balance,role_side_repair_needed,0,0,0,BRMNATQA-1c5473f886381a95277d16ef,national_needs_side_balance,low,fail,"[""period_anchor_missing_or_unresolved"",""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]","coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim"
BRMNATREADY-20260803-d971026650a81e8a4827e2e2,BRMQNORM-20260803-00b13e6599a214dd40b89c4d,East Fallowfield,PA,Northeast,budget_or_pay_plan,non_cba_or_unresolved_hint,remains_unclear,budget_amount,other,explicit_or_bounded_repair,2023,,Tier G,not_in_local_comparison_output,true,national_insufficient_structure,"[""role_unit_anchor_unresolved_or_not_applicable""]","readiness stratum only; no national wage gap, prevalence, or causal claim","{""candidate_id"": ""BRM5C-BRM5-20260731-18166-02"", ""final"": ""https://eastfallowfield.org/2015pdf/2023_Proposed_East.Fallowfield.Township.Budget.pdf"", ""original"": ""https://www.eastfallowfield.org/2015pdf/2023_Proposed_East.Fallowfield.Township.Budget.pdf"", ""scout_target_id"": ""BRM5-20260731-18166""}",national_insufficient_structure,national_needs_side_balance,role_side_repair_needed,0,0,0,BRMNATQA-aa1db950e27213934dcdec2f,national_needs_side_balance,low,fail,"[""role_unit_anchor_unresolved_or_not_applicable""]","coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim"
BRMNATREADY-20260803-cfd5bb7e933606e16e6633d5,BRMQNORM-20260803-00c1e51030788459373d2aca,Elmira,NY,Northeast,civil_service_or_hr_pay_plan,non_cba_or_unresolved_hint,write_off,overtime_rate,overtime_holiday,explicit_or_bounded_repair,2026,,Tier G,not_in_local_comparison_output,false,national_write_off,"[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]","readiness stratum only; no national wage gap, prevalence, or causal claim","{""candidate_id"": ""BRM5C-BRM5-20260731-14177-03"", ""final"": ""https://d3n9y02raazwpg.cloudfront.net/cityofelmira/b206158e-8df0-11ed-9024-0050569183fa-ac35a5f0-ac44-4d79-9290-2e26ac1d98b1-1701379648.pdf"", ""original"": ""https://d3n9y02raazwpg.cloudfront.net/cityofelmira/b206158e-8df0-11ed-9024-0050569183fa-ac35a5f0-ac44-4d79-9290-2e26ac1d98b1-1701379648.pdf"", ""scout_target_id"": ""BRM5-20260731-14177""}",national_write_off,national_write_off,write_off_or_exclude,0,0,0,BRMNATQA-eb7cfc7b2183e6beaf8e2601,national_write_off,high,fail,"[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]","coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim"
BRMNATREADY-20260803-d126de1b39f0ab4d3a85245b,BRMQNORM-20260803-00fe991130100e5e9b358c1f,Bay,OH,Midwest,cba,cba_arbitration_factfinding_hint,remains_unclear,percentage_raise,other,explicit_or_bounded_repair,2024,,Tier G,not_in_local_comparison_output,false,national_insufficient_structure,"[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]","readiness stratum only; no national wage gap, prevalence, or causal claim","{""candidate_id"": ""BRM5C-BRM5-20260731-13411-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-0998.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-0998.pdf"", ""scout_target_id"": ""BRM5-20260731-13411""}",national_insufficient_structure,national_needs_side_balance,role_side_repair_needed,0,0,0,BRMNATQA-67391a8a8d5d7cebce7c5dd6,national_needs_side_balance,low,fail,"[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]","coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim"
BRMNATREADY-20260803-5ad4dc11e274757fb268878c,BRMQNORM-20260803-01026e85ed29ae9d15a03d30,Penn,PA,Northeast,agenda_packet_or_minutes,non_cba_or_unresolved_hint,police_direct,hourly,base_wage,missing_period_anchor,,,Tier F,not_in_local_comparison_output,false,national_needs_period_repair,"[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]","readiness stratum only; no national wage gap, prevalence, or causal claim","{""candidate_id"": ""BRM5C-BRM5-20260731-14599-01"", ""final"": ""https://penntownship.org/wp-content/uploads/2024/10/January-2-2024.pdf"", ""original"": ""https://penntownship.org/wp-content/uploads/2024/10/January-2-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-14599""}",national_needs_period_repair,national_needs_period_repair,period_repair_needed,0,0,0,BRMNATQA-7ab45957b4bed2039121a509,national_needs_period_repair,low,fail,"[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]","coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim"
