cleaned_id,cleaned_unit_type,original_unit_id,normalization_id,match_id,span_id,source_rating_id,municipality,state,region,source_family,cba_non_cba_hint,original_evidence_category,original_evidence_family,claim_readiness_bucket,downstream_use_bucket,original_normalization_status,original_matching_status,original_blocker_flags,final_side_label,reconciliation_confidence,reconciliation_reason_codes,raw_value_tokens,raw_span_snippet_sha256,raw_bounded_context_snippet_sha256,raw_evidence_pointer,source_locator_lineage_sha256,cleaned_analysis_use_primary_category,cleaned_analysis_use_secondary_tags,cleaned_blocker_status,cleaned_repair_status,cleaned_downstream_route,cleaned_claim_boundary,cleaned_confidence,cleaned_caveats,cleaned_period_label,cleaned_period_status,cleaned_pay_basis,cleaned_compensation_type,cleaned_non_scalar_structure_type,quant_qual_link_status,national_readiness_status,same_side_qa_id,same_side_evidence_group,same_side_qa_status,same_side_qa_confidence,same_side_qa_reason_codes,same_side_clear_side_gate,same_side_period_gate,same_side_pay_basis_gate,same_side_raw_or_structured_evidence_gate,same_side_claim_boundary
BRMCLEAN-d434feffff20541087074eb9,normalized_record,BRMQNORM-20260803-0001d204e3083ffa11178fb4,BRMQNORM-20260803-0001d204e3083ffa11178fb4,,BRMSPAN-20260802-ce70e0a3580e61811ad52fdc,BRMGRS-20260802-78d2f69dd30ad008112ec369,Baxter,MN,Midwest,cba,cba_arbitration_factfinding_hint,quant_allowance_or_reimbursement,quantitative_compensation,quantitative_direct_text_claim_ready,supporting_example_candidate,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token"",""period_anchor_missing_or_unresolved""]",police_direct,high,"[""source_title_anchor:police_direct""]",[],7db72f4f0de0a9bb54c82d3f7f6de0544338932d3348eebd8acaded810d88b4b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-0001d204e3083ffa11178fb4,acea9e8d788a8bfa8074970c039aeec8b765a773ed7964aca30a010904e0c868,same_side_non_base_compensation_evidence,"[""clear_safety_side"",""missing_period"",""needs_manual_review"",""non_base_compensation_available""]",no_material_blocker_after_reclassification,resolved_or_routed,analysis_use_qa,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",moderate,"[""no credible bounded period anchor"",""no_explicit_normalizable_value_token"",""period_anchor_missing_or_unresolved""]",,period_missing_after_rescue,allowance,allowance_reimbursement,non_base_amount,,national_insufficient_structure,BRMSAMESIDEQA-00e85a59ec7cc2b631081267,non_base,same_side_needs_repair,low,"[""non_base_value_not_explicitly_tokenized"",""period_anchor_incomplete""]",pass,fail,pass,pass,"bounded non base evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim"
BRMCLEAN-1397d9847bb0336ab454e9ce,normalized_record,BRMQNORM-20260803-009939a34aea7fdd1f16f016,BRMQNORM-20260803-009939a34aea7fdd1f16f016,,BRMSPAN-20260802-1f7f51b380ea7a4f3e4e62fb,BRMGRS-20260802-19bc0674e6a9d73be90f0df1,North Sewickley,PA,Northeast,civil_service_or_hr_pay_plan,non_cba_or_unresolved_hint,quant_allowance_or_reimbursement,quantitative_compensation,quantitative_needs_normalization,manual_review_candidate,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token""]",police_direct,high,"[""source_title_anchor:police_direct""]",[],b271f561b29ef294bf1825ec6ad54371f0a78ab4836f78999e4206d6588ad66c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-009939a34aea7fdd1f16f016,d53d0b8003172a7846a831b0cc49b54a570ae0e16517a278ebb6cf225d6b5a74,same_side_non_base_compensation_evidence,"[""clear_safety_side"",""explicit_period_available"",""needs_manual_review"",""non_base_compensation_available""]",no_material_blocker_after_reclassification,resolved_or_routed,analysis_use_qa,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",moderate,"[""no_explicit_normalizable_value_token""]",2025–2027,explicit_period_rescued,allowance,allowance_reimbursement,non_base_amount,,national_insufficient_structure,BRMSAMESIDEQA-07b8aba078cb98484595fc93,non_base,same_side_supporting_example_ready,moderate,"[""non_base_value_not_explicitly_tokenized""]",pass,pass,pass,pass,"bounded non base evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim"
BRMCLEAN-31ef1e53ba0ad1a862401991,normalized_record,BRMQNORM-20260803-00ad8cdeabcce59863ed68d6,BRMQNORM-20260803-00ad8cdeabcce59863ed68d6,,BRMSPAN-20260802-86f62f078fd31fd68a9bc719,BRMGRS-20260802-99abeefc21e9453f28bbcfa2,Virgil,IL,Midwest,other_local_government_pay_policy,non_cba_or_unresolved_hint,quant_allowance_or_reimbursement,quantitative_compensation,weak_or_not_supported,exclude_or_write_off,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token""]",non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",[],ea7ce896d25e755307589f2ec4e22fdc2e3f522af2b00300eb0b9c08e5c6f324,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-00ad8cdeabcce59863ed68d6,eaa3695e0a4a509d2740d91d2a74f5b9e882f503d6d9ce03fee0a5db4415c423,same_side_non_base_compensation_evidence,"[""clear_non_safety_side"",""explicit_period_available"",""needs_manual_review"",""non_base_compensation_available""]",no_material_blocker_after_reclassification,resolved_or_routed,analysis_use_qa,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",moderate,"[""no_explicit_normalizable_value_token""]",2023,explicit_period_rescued,allowance,allowance_reimbursement,non_base_amount,,national_insufficient_structure,BRMSAMESIDEQA-e750bfef090e275488d571a1,non_base,same_side_write_off,high,"[""non_base_value_not_explicitly_tokenized"",""weak_or_reference_only_without_explicit_value""]",pass,pass,pass,pass,"bounded non base evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim"
BRMCLEAN-6f27707c7fb7fc5ef13aa92a,normalized_record,BRMQNORM-20260803-00d4584dfc5c7bc9c8ab9726,BRMQNORM-20260803-00d4584dfc5c7bc9c8ab9726,,BRMSPAN-20260802-1b893b057fa456f0f81b625a,BRMGRS-20260802-7d400df81cfcc93f1848ac9c,Tinicum,PA,Northeast,budget_or_pay_plan,non_cba_or_unresolved_hint,quant_allowance_or_reimbursement,quantitative_compensation,quantitative_direct_text_claim_ready,supporting_example_candidate,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token""]",non_safety_direct,original_rating_preserved,[],[],67521b98517cb4949ca300697174527d4867ecc1ea3cdbf6c6bbb6af80526379,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-00d4584dfc5c7bc9c8ab9726,b6f7312e7daa4ddbdd336f5cce0ccf3b79dfb31cbdd06f7ae673a7eaad63ba09,same_side_non_base_compensation_evidence,"[""clear_non_safety_side"",""explicit_period_available"",""needs_manual_review"",""non_base_compensation_available""]",no_material_blocker_after_reclassification,resolved_or_routed,analysis_use_qa,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",moderate,"[""no_explicit_normalizable_value_token""]",2026,explicit_period_rescued,allowance,allowance_reimbursement,non_base_amount,,national_insufficient_structure,BRMSAMESIDEQA-108b15c6f4c19de8caefb44c,non_base,same_side_supporting_example_ready,moderate,"[""non_base_value_not_explicitly_tokenized""]",pass,pass,pass,pass,"bounded non base evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim"
BRMCLEAN-d6765b0cfb7cec97b2c2d02a,normalized_record,BRMQNORM-20260803-00fbdd76e87a38b90a0f9374,BRMQNORM-20260803-00fbdd76e87a38b90a0f9374,,BRMSPAN-20260802-5da9a4bb74fe2eecb201e0a6,BRMGRS-20260802-0987d81c9e77d5f44c1f38e4,McPherson,KS,Midwest,arbitration_award,cba_arbitration_factfinding_hint,quant_stipend_or_premium,quantitative_compensation,weak_or_not_supported,manual_review_candidate,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token""]",fire_direct,high,"[""source_title_anchor:fire_direct""]",[],72ef605a02d610f40727760e5557981ffc5fe7598be9b3ab489318e57322c526,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-00fbdd76e87a38b90a0f9374,d65f51e8463273ac35ec22db1777c24add3bd840ae17e9ad00190b7068c6459c,same_side_non_base_compensation_evidence,"[""clear_safety_side"",""explicit_period_available"",""needs_manual_review"",""non_base_compensation_available""]",no_material_blocker_after_reclassification,resolved_or_routed,analysis_use_qa,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",moderate,"[""no_explicit_normalizable_value_token""]",1976,explicit_period_rescued,overtime_rate,stipend_premium,non_base_amount,,national_insufficient_structure,BRMSAMESIDEQA-ee54886752a29ae4c4a28015,non_base,same_side_write_off,high,"[""non_base_value_not_explicitly_tokenized"",""weak_or_reference_only_without_explicit_value""]",pass,pass,pass,pass,"bounded non base evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim"
BRMCLEAN-588c27349514fb782dba95a5,normalized_record,BRMQNORM-20260803-01448f9aca78d86fc0a56c23,BRMQNORM-20260803-01448f9aca78d86fc0a56c23,,BRMSPAN-20260802-6f9a2c6a1b4bd5aa9f37dec0,BRMGRS-20260802-99f98243ec7f4694549fde88,Cecil,PA,Northeast,mou_or_memorandum,non_cba_or_unresolved_hint,quant_overtime_or_holiday_rate,quantitative_compensation,weak_or_not_supported,manual_review_candidate,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token"",""period_anchor_missing_or_unresolved""]",police_direct,original_rating_preserved,[],[],ed9c74252b1fa5b40884edf9f1832101e632cd799f9022544805007aae0bba51,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-01448f9aca78d86fc0a56c23,c0566bc545e958726e9d392fdba57072228dc15d7e6201ff3142fb0b44155d8f,same_side_non_base_compensation_evidence,"[""clear_safety_side"",""missing_period"",""needs_manual_review"",""non_base_compensation_available""]",no_material_blocker_after_reclassification,resolved_or_routed,analysis_use_qa,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",moderate,"[""no credible bounded period anchor"",""no_explicit_normalizable_value_token"",""period_anchor_missing_or_unresolved""]",,period_missing_after_rescue,overtime_rate,overtime_holiday,non_base_amount,,national_insufficient_structure,BRMSAMESIDEQA-1031d7496bfbf22337e3ef32,non_base,same_side_write_off,high,"[""non_base_value_not_explicitly_tokenized"",""period_anchor_incomplete"",""weak_or_reference_only_without_explicit_value""]",pass,fail,pass,pass,"bounded non base evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim"
BRMCLEAN-0fb412d55f68443b40ae5bb1,normalized_record,BRMQNORM-20260803-01b1f6edca1ced5b96912640,BRMQNORM-20260803-01b1f6edca1ced5b96912640,,BRMSPAN-20260802-a5e078427e52e4eeb5e97b46,BRMGRS-20260802-327099d5ce39b70383b7ab79,Vergas,MN,Midwest,wage_schedule,non_cba_or_unresolved_hint,qual_non_base_compensation_mechanism,qualitative_mechanism,quantitative_direct_text_claim_ready,core_finding_candidate,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token"",""period_anchor_missing_or_unresolved""]",non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",[],f288b3c7f3e83e94f9e457856346dfe02b0cc315328e2bf7841a4b3bb9cc0ec2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-01b1f6edca1ced5b96912640,9e330f96bbd7ef113e548669cc4cc875fc338bb4622629a4cc9289c57ebcb52a,same_side_non_base_compensation_evidence,"[""clear_non_safety_side"",""missing_period"",""needs_manual_review"",""non_base_compensation_available""]",no_material_blocker_after_reclassification,resolved_or_routed,analysis_use_qa,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",moderate,"[""no credible bounded period anchor"",""no_explicit_normalizable_value_token"",""period_anchor_missing_or_unresolved""]",,period_missing_after_rescue,overtime_rate,mechanism_only,non_base_amount,,national_insufficient_structure,BRMSAMESIDEQA-c9008217174347553af925af,non_base,same_side_needs_repair,low,"[""non_base_value_not_explicitly_tokenized"",""period_anchor_incomplete""]",pass,fail,pass,pass,"bounded non base evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim"
BRMCLEAN-daebd74c06339b51f2f2ed42,normalized_record,BRMQNORM-20260803-01edc71782ed2882dad80d05,BRMQNORM-20260803-01edc71782ed2882dad80d05,,BRMSPAN-20260802-abe806f90ca6a8a960ef7b08,BRMGRS-20260802-997692cceb147fb04e0e3634,Manheim,PA,Northeast,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_overtime_or_holiday_rate,quantitative_compensation,directional_hint_only,supporting_example_candidate,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token""]",fire_direct,original_rating_preserved,[],[],3bc77e5d8135fdff9c8557574ed881a86586caf4ea52074e695d0eadce197c91,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-01edc71782ed2882dad80d05,f47d2c514839bfde9ae9a325663cbb78d0ad0fe706e9df362511b77039ac9c49,same_side_non_base_compensation_evidence,"[""clear_safety_side"",""explicit_period_available"",""needs_manual_review"",""non_base_compensation_available""]",no_material_blocker_after_reclassification,resolved_or_routed,analysis_use_qa,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",moderate,"[""no_explicit_normalizable_value_token""]",2024,explicit_period_rescued,overtime_rate,overtime_holiday,non_base_amount,,national_insufficient_structure,BRMSAMESIDEQA-41678792a62355be61618977,non_base,same_side_supporting_example_ready,moderate,"[""non_base_value_not_explicitly_tokenized""]",pass,pass,pass,pass,"bounded non base evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim"
BRMCLEAN-76ef422b437f106f868217c7,normalized_record,BRMQNORM-20260803-02b0c802455c23ac1a6db3c1,BRMQNORM-20260803-02b0c802455c23ac1a6db3c1,,BRMSPAN-20260802-bc1751606911e73dc0fb0285,BRMGRS-20260802-2d99db9c5d98380c4c599bff,Huntington Bay,NY,Northeast,arbitration_award,cba_arbitration_factfinding_hint,qual_non_base_compensation_mechanism,qualitative_mechanism,quantitative_direct_text_claim_ready,core_finding_candidate,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token""]",police_direct,high,"[""source_title_anchor:police_direct""]",[],8795c5780faf45f2ff1173334464d4bad6d432bad429c06cd744f2f184f46b74,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-02b0c802455c23ac1a6db3c1,7f620e5d2cadfb6036f09488106c280ee76995dbb582425ca07d1ad050bb4dc6,same_side_non_base_compensation_evidence,"[""clear_safety_side"",""explicit_period_available"",""needs_manual_review"",""non_base_compensation_available""]",no_material_blocker_after_reclassification,resolved_or_routed,analysis_use_qa,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",moderate,"[""no_explicit_normalizable_value_token""]",1998,explicit_period_rescued,overtime_rate,mechanism_only,non_base_amount,,national_insufficient_structure,BRMSAMESIDEQA-fedb35b781ff5d13dd1382dd,non_base,same_side_supporting_example_ready,moderate,"[""non_base_value_not_explicitly_tokenized""]",pass,pass,pass,pass,"bounded non base evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim"
BRMCLEAN-9136a3ec3e6c119c93ed4deb,normalized_record,BRMQNORM-20260803-02d826e731bf37c87e9d0972,BRMQNORM-20260803-02d826e731bf37c87e9d0972,,BRMSPAN-20260802-3ff0735bcab2d69d7e052e79,BRMGRS-20260802-a7bf8661d37aae6e8ea5b0cf,Salem,OH,Midwest,mou_or_memorandum,non_cba_or_unresolved_hint,quant_stipend_or_premium,quantitative_compensation,source_navigation_or_reference_only,exclude_or_write_off,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token"",""period_anchor_missing_or_unresolved"",""pay_basis_unresolved""]",police_direct,high,"[""source_title_anchor:police_direct""]",[],4f668e103570c9ece54dba974ca98bcefda0c0f607617c3a42fc4dbc540db6e0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-02d826e731bf37c87e9d0972,bd82289c2dbedc46df59519c8b19720323d8a01bcb4e786317078c37396d5ff1,same_side_non_base_compensation_evidence,"[""clear_safety_side"",""missing_period"",""needs_manual_review"",""non_base_compensation_available""]",no_material_blocker_after_reclassification,resolved_or_routed,analysis_use_qa,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",moderate,"[""no credible bounded period anchor"",""no_explicit_normalizable_value_token"",""pay_basis_unresolved"",""period_anchor_missing_or_unresolved""]",,period_missing_after_rescue,stipend,stipend_premium,non_base_amount,,national_insufficient_structure,BRMSAMESIDEQA-56189ca7ce8aea6c09b262da,non_base,same_side_write_off,high,"[""non_base_value_not_explicitly_tokenized"",""period_anchor_incomplete"",""weak_or_reference_only_without_explicit_value""]",pass,fail,pass,pass,"bounded non base evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim"
