lane_id,scout_target_id,municipality,state,target_rank,skip_reason,live_attempted,candidate_count,notes
lane_3,TS4-3-c0792ce8683af03e,Pigeon,IN,10,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-34d3de6ab01bc20b,Norwood Park,IL,30,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-03691a41e44d0818,Montgomery,PA,36,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-3e1f8f19b635b213,Galt,CA,42,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-81bb014eafa95918,Le Ray,NY,46,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-ce855be99607039a,Union,IN,50,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-74bafbe0656a89b3,Ardmore,OK,82,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-10f9f7f8ff5098a6,Harris,IN,89,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-d2d0e72aa03e202f,Rockford,KS,92,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-86fd2d797a64501f,Seal Beach,CA,95,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-c3c80764b23c66dd,Niskayuna,NY,136,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-215192ee51fb0c75,Crete,IL,146,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-13e23de41cc98dce,Waxhaw,NC,158,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-6588dea763c86677,Summit,MI,169,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-91a649961cf85a17,Helena,AL,193,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-ddafea4c1150ea6f,Henry,IN,207,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-da395f6b3ff95828,Addison,IN,208,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
lane_3,TS4-3-7fd65f469a88dc03,Vincennes,IN,218,no_high_specificity_candidate,yes,0,Hosted scout returned no usable high-specificity candidate lead.
