candidate_id,lane_id,scout_target_id,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,secondary_mechanism_families,match_priority_tier,matched_safety_or_non_safety_counterpart_id,same_city_match_status,overlapping_cycle_status,duplicate_risk,prior_seen_status,reason_selected,search_query_used,retrieval_status,verification_status,extraction_status,rating_status,causal_status,notes
TS4L-ae2be421f4913245961a,lane_3,TS4-3-3d5703b661b99ae1,https://go.boarddocs.com/in/mcas/Board.nsf/files/A3QLNM50A2CF/%24file/Meeting%20Minutes%209.29.2015.pdf,Michigan City Area Schools Board meeting minutes (9/29/2015) - Ratification of Collective Bargaining Agreement with Michigan City Education Association (MCEA),Michigan,IN,non_safety_municipal_units,Education (teachers/classroom instructional staff),Michigan City Education Association (MCEA),"Effective July 1, 2015 through June 30, 2017 (two-year agreement, per meeting minutes)",2015-07-01,2017-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,exact_city_name_match,overlaps_2014_2024_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Michigan IN non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Lead only: meeting minutes explicitly reference ratification of a CBA with effective dates, and note that wage/compensation changes would be reflected after 2014-2015 evaluations."
TS4L-3a93320a475bfe0b0352,lane_3,TS4-3-3d5703b661b99ae1,https://go.boarddocs.com/in/mcas/Board.nsf/files/9QCQNL52E660/%24file/Discussion%20Minutes%20September%2030%2C%202014.1.pdf,Michigan City Area Schools discussion minutes (9/30/2014) - Approval of CBA with Michigan City Education Association (MCEA) (shared sacrifice / difficult financial reality),Michigan,IN,non_safety_municipal_units,Education (teachers/classroom instructional staff),Michigan City Education Association (MCEA),"Ratified by MCEA on Tuesday, September 23, 2014 (term end not shown in snippet)",2014-09-23,,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,exact_city_name_match,overlaps_2014_2024_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Michigan IN non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead only: minutes describe the financial constraint context (“difficult financial reality”) and approve the CBA; compensation-impact language is suggested but the explicit pay mechanics/term boundaries are not contained in the visible snippet.
TS4L-687fb7dadc827f2b6570,lane_3,TS4-3-3d5703b661b99ae1,https://go.boarddocs.com/in/mcas/Board.nsf/files/AWEUGW72F35D/%24file/meeting%20minutes.pdf,Michigan City Area Schools special meeting minutes (11/14/2017) - Ratification of Collective Bargaining Agreement with Michigan City Education Association (MCEA),Michigan,IN,non_safety_municipal_units,Education (teachers/classroom instructional staff),Michigan City Education Association (MCEA),"Ratification meeting dated November 14, 2017 (contract term details not shown in snippet)",2017-11-14,,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,exact_city_name_match,overlaps_2014_2024_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Michigan IN non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Lead only: special meeting minutes explicitly call for ratification of an MCEA collective bargaining agreement in 2017, implying an associated compensation mechanism; specific fiscal-constraint language and pay-mechanism details are not visible in the snippet."
TS4L-10c84c7efe5bf22ca88d,lane_3,TS4-3-c8301a9196bc6230,https://shalerarea.org/departments/human-resources/collective-bargaining/,Collective Bargaining – Shaler Area School District (HR downloads by employee group),Shaler,PA,non_safety_municipal_units,"Non-safety support employee groups (e.g., secretarial/clerical, custodial/maintenance, professional/nonprofessional groups as posted by HR)",,2014-2024 target window (page provides CBA download links; specific term not asserted here),,,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,same_municipality_name_match,unknown,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Shaler PA non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Lead: HR-hosted public page listing CBA documents to download by bargaining/employee category for Shaler Area School District (Glenshaw, PA)."
TS4L-82cdfa4d1edf4a61e42f,lane_3,TS4-3-c8301a9196bc6230,https://go.boarddocs.com/pa/shal/Board.nsf/files/D9EPMJ6549CD/%24file/Voting-Meeting-Minutes-04192023.pdf,"Shaler Area School District BoardDocs voting meeting minutes (Apr 19, 2023) approving CBA term",Shaler,PA,non_safety_municipal_units,Secretaries/clerks/aides represented by Teamsters (non-safety support roles),Teamsters Local Union No. 205,"July 1, 2023 to June 30, 2028 (CBA term stated in the minutes)",2023-07-01,2028-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,same_municipality_name_match,overlaps_target_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Shaler PA non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead: Board minutes explicitly reference approval of a collective bargaining agreement with an explicit multi-year term; likely contains compensation mechanisms for the represented non-safety unit.
TS4L-8432df312d0664516d2a,lane_3,TS4-3-c8301a9196bc6230,https://www.pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/documents/orders/2014/may/shaler%20area%20school%20district%20pe10-408.pdf,Commonwealth of Pennsylvania (PLRB) order – Shaler Area School District (PE10-408) (May 2014 folder),Shaler,PA,non_safety_municipal_units,Education bargaining unit context (non-safety categories may be implicated; specific unit not asserted here),,2014 (order document in 2014 PLRB orders folder),,2014-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,same_municipality_name_match,overlaps_target_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Shaler PA non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead: State labor-relations decision/order referencing bargaining context for Shaler Area School District; may guide where to locate specific compensation/pay-related bargaining language for non-safety units.
TS4L-bc1898d0b001ae8be61b,lane_3,TS4-3-df7808f9e692fa3d,https://wethersfieldct.gov/DocumentCenter/View/322/Agreement-Between-Wethersfield-and-AFSCME-Local-818-22-July-1-2023-to-June-30-2026-PDF,Agreement Between Wethersfield and AFSCME Local 818-22 July 1 2023 to June 30 2026 (PDF),Wethersfield,CT,non_safety_municipal_units,Municipal/Town employees represented by AFSCME Local 818-22 (non-public-safety unit),AFSCME Local 818-22,"July 1, 2023 through June 30, 2026",2023-07-01,2026-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,match,overlaps_target_window (overlaps via 2024),low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Wethersfield CT non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"CBA PDF explicitly covering FYs that overlap 2014-2024 via calendar year 2024; likely contains compensation/pay mechanics (e.g., wage schedules, step increases, general wage increases, or reopener language) and may reference budget/fiscal constraint conditions as part of wage implementation."
TS4L-e076dbf2919006271987,lane_3,TS4-3-df7808f9e692fa3d,https://wethersfieldct.gov/DocumentCenter/View/323/CSEA-SEIU-Local-2001-Custodians-and-Maintenance-CBA-July-1-2024-Through-June-30-2027-PDF,CSEA SEIU Local 2001 Custodians and Maintenance CBA July 1 2024 Through June 30 2027 (PDF),Wethersfield,CT,non_safety_municipal_units,Custodians and Maintenance (municipal employees),CSEA SEIU Local 2001,"July 1, 2024 through June 30, 2027",2024-07-01,2027-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,match,overlaps_target_window (overlaps via 2024),low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Wethersfield CT non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,CBA PDF for custodians/maintenance with explicit contract dates overlapping 2024; candidate for compensation mechanism language that may tie wage implementation to municipal budget/fiscal constraint signals.
TS4L-902222060217ac01c060,lane_3,TS4-3-df7808f9e692fa3d,https://wethersfieldct.gov/DocumentCenter/View/6641/Library-Non-Supervisors-CBA--July-1-2024-Through-June-30-2027-PDF,"Library Non-Supervisors CBA — July 1, 2024 Through June 30, 2027 (PDF)",Wethersfield,CT,non_safety_municipal_units,Library Non-Supervisors (municipal library employees),Library bargaining unit (non-supervisors; collective bargaining agreement PDF),"July 1, 2024 through June 30, 2027",2024-07-01,2027-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,match,overlaps_target_window (overlaps via 2024),low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Wethersfield CT non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,CBA PDF for library non-supervisors overlapping the 2014-2024 window via 2024; candidate for explicit pay/compensation mechanics and any fiscal constraint or gap-parity related provisions tied to budget signals.
TS4L-b53ba9eda05b62948eb4,lane_3,TS4-3-a316548f69f09b54,https://files.municipalone.com/horsham-pa/12020BudgetPresentation1742013834112219PM.pdf,Horsham Township 2020 Budget Presentation (PDF),Horsham,PA,non_safety_municipal_units,non_safety_municipal_units,,2020 Budget Presentation,2020-01-01,2020-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,non_safety_constraint_signal|parity_or_internal_equity_signal|gap_narrowing_signal,tier_3_mechanism_gap_discovery,,match,overlaps_2014_2024,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for fiscal, non-safety constraint, parity, equity, and gap-narrowing discovery.",Horsham PA non_safety_municipal_units 2014-2024 target window fiscal constraint cba or budget pay plan with explicit compensation mechanism,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Budget/payplan-style public document likely containing municipal compensation line items and/or funding rationale relevant to non-safety positions.
