lane_id,scout_target_id,scheduled_offset_minutes,request_started_utc,request_finished_utc,elapsed_seconds,request_attempted,request_status,candidate_count,input_tokens,output_tokens,total_tokens,response_id_hash,backend,model,retry_count,secrets_redacted,raw_prompt_saved,raw_response_saved,error_type,error_detail_redacted
lane_3,TS4-3-3d5703b661b99ae1,16,2026-07-26T21:29:44Z,2026-07-26T21:30:17Z,33.355,yes,completed,3,24575,2876,27451,5e0eddc3d6aa2936,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-c8301a9196bc6230,16,2026-07-26T21:30:17Z,2026-07-26T21:30:36Z,18.646,yes,completed,3,17090,1840,18930,08596bc6230312b1,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-df7808f9e692fa3d,16,2026-07-26T21:30:36Z,2026-07-26T21:30:51Z,14.677,yes,completed,3,11067,1723,12790,1f2e8b46e54f763a,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-a316548f69f09b54,16,2026-07-26T21:30:51Z,2026-07-26T21:31:24Z,33.58,yes,completed,3,26374,1882,28256,f8a519716b173bd6,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-f2dd3d6725195644,16,2026-07-26T21:31:24Z,2026-07-26T21:31:47Z,22.885,yes,completed,3,25854,2496,28350,b66518d230dce38d,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-b64407596e762318,16,2026-07-26T21:31:47Z,2026-07-26T21:32:22Z,35.13,yes,completed,2,34723,3033,37756,a866c9bf9cf996b1,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-65e17a9c044c3bdd,16,2026-07-26T21:32:22Z,2026-07-26T21:32:32Z,10.103,yes,completed,3,8983,1200,10183,1e1299d93f2b1daf,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-c0f4f5b69aa14e29,16,2026-07-26T21:32:32Z,2026-07-26T21:32:48Z,16.034,yes,completed,3,16004,1829,17833,54784168d44bfdca,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-3c6f510818653620,16,2026-07-26T21:32:48Z,2026-07-26T21:33:10Z,21.157,yes,completed,3,20389,2550,22939,60d8bc43780579eb,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-c0792ce8683af03e,16,2026-07-26T21:33:10Z,2026-07-26T21:33:28Z,18.539,yes,completed,0,17846,535,18381,373686b47f0390a7,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-cbb497e553a49a06,16,2026-07-26T21:33:28Z,2026-07-26T21:34:05Z,36.848,yes,completed,3,38640,3122,41762,9f95b61d38307736,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-c5ca28967cccc613,16,2026-07-26T21:34:05Z,2026-07-26T21:34:47Z,42.548,yes,completed,3,36927,3277,40204,79e09f82d18c62ac,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-25e95f8b9014d251,16,2026-07-26T21:34:47Z,2026-07-26T21:35:11Z,23.3,yes,completed,3,21686,1834,23520,65aa8ca0474c5fc9,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-b4a1d9fa6f1996e1,16,2026-07-26T21:35:11Z,2026-07-26T21:35:42Z,31.513,yes,completed,3,30139,2136,32275,13bf01248ba2bf73,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-b2614de733563e62,16,2026-07-26T21:35:42Z,2026-07-26T21:36:12Z,30.129,yes,completed,3,25462,2985,28447,844a117dfcfbd60c,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-ffd5afbbaa622c1f,16,2026-07-26T21:36:12Z,2026-07-26T21:36:36Z,23.986,yes,completed,3,19927,2006,21933,8bba181751df19a2,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-f7dd6c09fd3daa21,16,2026-07-26T21:36:36Z,2026-07-26T21:36:55Z,18.671,yes,completed,3,17157,1521,18678,c506c61d8cf12c31,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-8f3f43212fce2f1e,16,2026-07-26T21:36:55Z,2026-07-26T21:37:09Z,13.546,yes,completed,3,15219,1532,16751,1a0dfa5d4620b240,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-de4ac1daacd5fe6c,16,2026-07-26T21:37:09Z,2026-07-26T21:37:34Z,25.689,yes,completed,3,23483,2018,25501,eb896c382469eaac,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_3,TS4-3-fcf1f81a759462c0,16,2026-07-26T21:37:34Z,2026-07-26T21:37:53Z,18.737,yes,completed,3,18836,1575,20411,20d28f3b3b1a3d36,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
