MIME_type,SHA_256,administrative_source_type,analytical_rows_extracted,byte_size,candidate_fanout,canonical_payload_id,canonical_retained_source_ids,canonical_source_fanout,canonical_source_record_ids,claim_fanout,deferred_queue,department_scope,detected_file_type,diagnostic_full_text_persisted,diagnostics_json,duplicate_retained_source_ids,event_fanout,expected_claim_upgrade_tags,extraction_priority,extraction_ready,inspected_at,inspection_runtime_seconds,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,municipality,ocr_performed,original_filename,payload_origin,period,primary_extraction_queue,prior_retained_source_reuse_ids,readiness_lane_id,readiness_lane_sequence,readiness_reason_codes,readiness_result_id,readiness_status,review_priority,secondary_processing_hints,secondary_source_families,side_scope,source_family,source_quality,state,version_relationship_ids
application/pdf,7862edf322870141d1b8212546bb24a8ecdf90847057e4b3553621812777767b,payroll_roster,0,641811,1,EXTPAYLOAD-0001d1c2c0d00a9d04d43cb9,EXTSOURCE-0001d1c2c0d00a9d04d43cb9,1,EXTREADYQ-3545b170bdc732ba58f96aa7,5,,side_independent,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":76,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.5\r\n%µµµµ\r"",""sampled_image_object_count"":0,""sampled_page_count"":5,""sampled_text_characters"":12723,""valid_pdf_signature"":true}",,19,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:00:49.856531+00:00,0.085524,EXTCAND-face135d7eb4850fb2777bdf,,MECHEXP-0a5ffef669e0c313a524367b|MECHEXP-1ec3ba98b10075af61174545|MECHEXP-22fcec4ded73ce00dc708256|MECHEXP-3d0f5f6dd72df46958a903e8|MECHEXP-4a19bf20a03ea846c78f1fec|MECHEXP-67b346ce72c31e9ac0d56eed|MECHEXP-6850c7634b58ad40335e8cd7|MECHEXP-6c9b2575947d896976ba6ded|MECHEXP-7bdbb117b13f9c85c1fbfd1a|MECHEXP-904daef7c909fd44e63b65c4|MECHEXP-91bedcc3759b16550f9aedfc|MECHEXP-9c9bd6d111e936e7b1aaf882|MECHEXP-aea193d0817fa1a6cfcb897a|MECHEXP-c053fe8baf45fd8420dd1a5a|MECHEXP-ea5dd33ef9cd429d763807ee|MECHEXP-eae62264c722357462d142e4,ROOTCOMP-2bd80b90004df8c40043a1c9|ROOTCOMP-36f76234fe1c0afa7230e10f|ROOTCOMP-db957cfd50d6dc21f6ee0133,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/7862edf322870141d1b8212546bb24a8ecdf90847057e4b3553621812777767b.pdf,Siler City,False,SL2026-40.pdf,current_30_gib_store,2026,parse_text_pdf_extraction_queue,,readiness_lane_003,1796,usable_sampled_text_layer,EXTREADINESS-7a6c3a3ae955d1ae33e7db7f,parse_text_pdf_ready,high,,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,side_independent,multi_family_administrative_source,direct_official_administrative_record,NC,
application/pdf,2e9feec2fcf77581902e9769f558840bb62f3a04f0d9a0421d0775d505e8d97e,payroll_roster,0,109881,1,EXTPAYLOAD-000842740a46817d53deae4c,EXTSOURCE-000842740a46817d53deae4c,1,EXTREADYQ-2bc0ef8f6ba45a1ab6167849,3,,police,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":3,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.7\r%âãÏÓ\r\n"",""sampled_image_object_count"":0,""sampled_page_count"":3,""sampled_text_characters"":2509,""valid_pdf_signature"":true}",,9,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T18:57:49.692011+00:00,0.025683,RESCAND-b76487c6181ae90841d733bf,,MECHEXP-2ead77f6d068bc7f3358ba43|MECHEXP-53f2452353e7fc1ecb1aefa9|MECHEXP-756192861174b17fd3165887|MECHEXP-82c6745d8484cffacb2be3c2|MECHEXP-8de5a281eb579a1bba9d1798|MECHEXP-90a6b5195448468ea78bd83d|MECHEXP-c64e5394c50e11a2c77c6b59,ROOTCOMP-4175b19a5d0189229fe93ab2|ROOTCOMP-d7270125af4f5fd9afbbfa1b,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/2e9feec2fcf77581902e9769f558840bb62f3a04f0d9a0421d0775d505e8d97e.pdf,Champion,False,Questions  Issues Running List_5-5-26.pdf,current_30_gib_store,2020,parse_text_pdf_extraction_queue,,readiness_lane_002,1796,usable_sampled_text_layer,EXTREADINESS-9c66e3f92d60d13c2b4883f1,parse_text_pdf_ready,high,,staffing_and_headcount,police,payroll_and_earnings,direct_official_administrative_record,OH,
application/pdf,ab7a50361484f6851226b41a9fc50aa27a2fbd6696d735cdc983a678a69d1899,payroll_roster,0,325617,1,EXTPAYLOAD-001a1204ca212b6b85f43ef5,EXTSOURCE-001a1204ca212b6b85f43ef5,1,EXTREADYQ-eea9f412bc68448b57fed427,6,,non_safety,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":36,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.7\r\n%¡³Å×\r"",""sampled_image_object_count"":1,""sampled_page_count"":5,""sampled_text_characters"":6385,""valid_pdf_signature"":true}",,7,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:06:50.054728+00:00,0.062968,EXTCAND-2b1b5bcd6839ae4bfbe0c15c,,MECHEXP-1e0969577c4208fcfa2fc3c1|MECHEXP-2df5f2a6a42538e788433ed6|MECHEXP-a0e897c2673b46028c6a96a7|MECHEXP-a58461f7da39deaca4a69945|MECHEXP-b3ffa96faeb8f389bd329334|MECHEXP-c949c13630e18dd3c4251344,ROOTCOMP-08a66c1ee67147d560198849,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ab7a50361484f6851226b41a9fc50aa27a2fbd6696d735cdc983a678a69d1899.pdf,Watertown,False,December 2025 Board Session Minutes.pdf,current_30_gib_store,2026,parse_text_pdf_extraction_queue,,readiness_lane_005,1796,usable_sampled_text_layer,EXTREADINESS-c76f6a3dd7e3039fe7b148d3,parse_text_pdf_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,non_safety,multi_family_administrative_source,direct_official_administrative_record,NY,
application/pdf,40cfb579681cbaf5f783d3a0509840dfad4ed04f31039400a38da8119948445c,payroll_roster,0,97763,1,EXTPAYLOAD-0027da9767f30538f6a95de6,EXTSOURCE-0027da9767f30538f6a95de6,1,EXTREADYQ-d936a50adfa3cf3fd1ff4c91,2,,police,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":21,""page_height_max"":793.22,""page_height_min"":792.0,""page_width_max"":615.051,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":1,""sampled_page_count"":5,""sampled_text_characters"":6245,""valid_pdf_signature"":true}",,6,upgrades_growth_analysis|upgrades_local_wage_comparison,extraction_priority_high,True,2026-08-05T19:06:50.128266+00:00,0.072799,RESCAND-777f40bbcb93f6aa159ce49d,,MECHEXP-341fc34e0fecda9105bf19ad|MECHEXP-4dbc27da1c757cb0e176cfdb|MECHEXP-70ff4f6e9a8a4256527bc5cb|MECHEXP-9591f0f1b082679b0e3ef1ff|MECHEXP-faad3625e6fa48170ce329df,ROOTCOMP-7f3da6a99285651f9427bbfa,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/40cfb579681cbaf5f783d3a0509840dfad4ed04f31039400a38da8119948445c.pdf,Avon,False,m2009-266.pdf,current_30_gib_store,undated-source-B4X2500LIVE-20260729-001409,parse_text_pdf_extraction_queue,,readiness_lane_005,1797,usable_sampled_text_layer,EXTREADINESS-14fcee98088356faab483d19,parse_text_pdf_ready,high,,,police,payroll_and_earnings,direct_official_administrative_record,NY,
application/pdf,97d3079bb5d1ee4b42f36c01d6d917231fe2a020634742bfb114be7ffb37324e,payroll_roster,0,2564456,1,EXTPAYLOAD-00437bb92546727dc37ba255,EXTSOURCE-00437bb92546727dc37ba255,1,EXTREADYQ-bb65e99be7bd1d532ec081aa,4,,non_safety,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":1,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":196,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.4\n%âãÏÓ\n2"",""sampled_image_object_count"":0,""sampled_page_count"":5,""sampled_text_characters"":15095,""valid_pdf_signature"":true}",,15,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:00:49.881146+00:00,0.023986,RESCAND-cbc270e3a1d31b568a24d2e4,,MECHEXP-0090c971d55d88eb59b21a70|MECHEXP-10596d6ab509734bb5ab0636|MECHEXP-44e567bda43dda6bd4d5b93f|MECHEXP-496791b4a587faf7377d377f|MECHEXP-80d2cff250f9a79b648cf252|MECHEXP-aec6e39f56159567e600bc69|MECHEXP-b7c0565006d0123ae759f5f0|MECHEXP-c020974cd161b227dbdaa876|MECHEXP-c06c65ea22fb79dc58510240|MECHEXP-c5689aee182318b89d46804a|MECHEXP-d8cb3cf99155996b23e682b1|MECHEXP-f238b26494e15183de8cf45d,ROOTCOMP-9e7bdc798793ee82db315b4e|ROOTCOMP-e8d3d7131d55faa2a6278da3|ROOTCOMP-eb5d912c4a1d565682bd0023,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/97d3079bb5d1ee4b42f36c01d6d917231fe2a020634742bfb114be7ffb37324e.pdf,Conemaugh,False,CRPT-119hrpt236.pdf,current_30_gib_store,2026,parse_text_pdf_extraction_queue,,readiness_lane_003,1797,usable_sampled_text_layer,EXTREADINESS-84414f10258e4b74e77523da,parse_text_pdf_ready,high,,implementation_confirmation,non_safety,payroll_and_earnings,direct_official_administrative_record,PA,
application/pdf,ca72b92ed16d9b3efd26be99bd7a7602331c45f07a067bbf211407f986b00a2e,payroll_roster,0,186782,1,EXTPAYLOAD-00452fdbe1df698e6d99e5fb,EXTSOURCE-00452fdbe1df698e6d99e5fb,1,EXTREADYQ-d0013988463fdfb7c3d85cb3,6,,mixed,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":11,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.7\r\n%µµµµ\r"",""sampled_image_object_count"":0,""sampled_page_count"":5,""sampled_text_characters"":9437,""valid_pdf_signature"":true}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:06:50.201284+00:00,0.07237,EXTCAND-22c848de1a96aed88fcb342a,,MECHEXP-286f84b4b4c960ed31e9effd|MECHEXP-6727d44b69876c7d80154303|MECHEXP-8fa906f85c2a654aa85ec122|MECHEXP-a96bf5f6c79155c67261a21b,ROOTCOMP-09212dc81726e39a8d417625,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ca72b92ed16d9b3efd26be99bd7a7602331c45f07a067bbf211407f986b00a2e.pdf,Wilkins,False,_02182025-564,current_30_gib_store,2025,parse_text_pdf_extraction_queue,,readiness_lane_005,1798,usable_sampled_text_layer,EXTREADINESS-950c903146e04fd235e66621,parse_text_pdf_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,mixed,multi_family_administrative_source,direct_official_administrative_record,PA,
application/pdf,789df34f5ce00d2df2eab96126fe9d3c457be788a6e1c780e72399952008d28a,payroll_roster,0,182821,1,EXTPAYLOAD-0052b8a8e93a2c8f1f47cdf1,EXTSOURCE-0052b8a8e93a2c8f1f47cdf1,1,EXTREADYQ-54e8a191ee1a226107a26056,2,,fire,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":5,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\n%äãÏÒ\n1"",""sampled_image_object_count"":10,""sampled_page_count"":5,""sampled_text_characters"":29000,""valid_pdf_signature"":true}",,5,upgrades_growth_analysis|upgrades_local_wage_comparison,extraction_priority_high,True,2026-08-05T18:57:49.718074+00:00,0.025445,EXTCAND-059887b4389d2b336a489698,,MECHEXP-1f8413d30cec2cf6a01f46c7|MECHEXP-4bdbab1c1cba20f030d29ed2|MECHEXP-d67a2a3ae0947f874287e450|MECHEXP-d704fde673414e38c0b6d475,ROOTCOMP-acb305f8aa5fd6db77a4c9e5,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/789df34f5ce00d2df2eab96126fe9d3c457be788a6e1c780e72399952008d28a.pdf,American,False,ED243171.pdf,current_30_gib_store,2017,parse_text_pdf_extraction_queue,,readiness_lane_002,1797,usable_sampled_text_layer,EXTREADINESS-1187bdf98fe188bf3f22b072,parse_text_pdf_ready,high,,,fire,payroll_and_earnings,direct_official_administrative_record,OH,
application/pdf,ced5e7a83c6de56413c18ce210755ebef86c7111a18e2c2d1005577d474a6c82,payroll_roster,0,7509505,1,EXTPAYLOAD-00577fa21ff20d5b617e10e7,EXTSOURCE-00577fa21ff20d5b617e10e7,1,EXTREADYQ-a85a2bdaa82a6fc37d9c05da,6,,all_units,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":22,""page_height_max"":795.359985,""page_height_min"":792.47998,""page_width_max"":613.679993,""page_width_min"":611.280029,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\n%âãÏÓ\n2"",""sampled_image_object_count"":5,""sampled_page_count"":5,""sampled_text_characters"":6454,""valid_pdf_signature"":true}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:00:49.908605+00:00,0.026949,EXTCAND-82029a758ebd31c09c541816,,MECHEXP-76cd92ce6be7c267690a19c2|MECHEXP-7919971994835a26e7da5bb9|MECHEXP-8682ad5b7af76d1348031cb3|MECHEXP-8a62bb13a39c16b9622f915a,ROOTCOMP-781ad4a519432242be3dac50,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ced5e7a83c6de56413c18ce210755ebef86c7111a18e2c2d1005577d474a6c82.pdf,Sister Bay,False,5724,current_30_gib_store,2024,parse_text_pdf_extraction_queue,,readiness_lane_003,1798,usable_sampled_text_layer,EXTREADINESS-28ffe02bb2095abc362d9d92,parse_text_pdf_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,direct_official_administrative_record,WI,
application/pdf,d1a6182697ea77d73e3b37acfe925662dfba99e89eb1d6a8b52c72be0476e90e,payroll_roster,0,543293,1,EXTPAYLOAD-0062f64da9060a0cd6ed8c7f,EXTSOURCE-0062f64da9060a0cd6ed8c7f,1,EXTREADYQ-02a3a36e884545ac77ad3230,4,,all_units,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":23,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":1,""sampled_page_count"":5,""sampled_text_characters"":9087,""valid_pdf_signature"":true}",,6,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:57:49.789436+00:00,0.070746,EXTCAND-7fb6a2567a140f846217aae6,,MECHEXP-1aeaf7fd2012c5d64f909cdc|MECHEXP-5698ad1f4a2f61d4f7c76bf1|MECHEXP-654ca23a96482360441169ad|MECHEXP-d9d33bccf6840f3aabbf058b|MECHEXP-e857b4d3dd5c6cf2240001bf,ROOTCOMP-57cbfeb99753c04dd8c4ef20,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d1a6182697ea77d73e3b37acfe925662dfba99e89eb1d6a8b52c72be0476e90e.pdf,Highspire,False,Workshop-Meeting-AGENDA-03-11-2025-with-items-for-Borough-Councils-Consideration.pdf,current_30_gib_store,2022,parse_text_pdf_extraction_queue,,readiness_lane_002,1798,usable_sampled_text_layer,EXTREADINESS-eba727969c51407a7b122afa,parse_text_pdf_ready,high,,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,all_units,multi_family_administrative_source,direct_official_administrative_record,PA,
application/pdf,5947995fabacb7793938c3e0cfd5b0d9caf6e79f6c0f1f4c05f38423c85572e5,payroll_roster,0,215816,1,EXTPAYLOAD-006a99166d964f8c2aaab706,EXTSOURCE-006a99166d964f8c2aaab706,1,EXTREADYQ-d00fd5cd92285218c714968b,4,,police,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":12,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":0,""sampled_page_count"":5,""sampled_text_characters"":11157,""valid_pdf_signature"":true}",,11,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:00:49.955799+00:00,0.046626,RESCAND-8328dd7f24b61c1197615e61,,MECHEXP-1f20b03d55512eb205a7c3d3|MECHEXP-338536a13bb31a6e0a1ac3d4|MECHEXP-4f7743ef63dd6738defe00c8|MECHEXP-628d4e233c8393541b8673e4|MECHEXP-74e93826211aada2a17d9b14|MECHEXP-91d3a8e16c46a95bda964807|MECHEXP-af87ac266539d0a6c6048ebb|MECHEXP-de36b11994f2164e762d23ec,ROOTCOMP-1afd36454d631862f10fd7b5|ROOTCOMP-bf1ccef955dbdcc6c89a12cf|ROOTCOMP-ed149bcbdecbb939f3fcc342,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/5947995fabacb7793938c3e0cfd5b0d9caf6e79f6c0f1f4c05f38423c85572e5.pdf,Bedford,False,_11142023-1319,current_30_gib_store,2023,parse_text_pdf_extraction_queue,,readiness_lane_003,1799,usable_sampled_text_layer,EXTREADINESS-8fdad447468ec67b2500c56b,parse_text_pdf_ready,high,,implementation_confirmation,police,payroll_and_earnings,direct_official_administrative_record,OH,
