MIME_type,SHA_256,administrative_source_type,analytical_rows_extracted,byte_size,candidate_fanout,canonical_payload_id,canonical_retained_source_ids,canonical_source_fanout,canonical_source_record_ids,claim_fanout,deferred_queue,department_scope,detected_file_type,diagnostic_full_text_persisted,diagnostics_json,duplicate_retained_source_ids,event_fanout,expected_claim_upgrade_tags,extraction_priority,extraction_ready,inspected_at,inspection_runtime_seconds,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,municipality,ocr_performed,original_filename,payload_origin,period,primary_extraction_queue,prior_retained_source_reuse_ids,readiness_lane_id,readiness_lane_sequence,readiness_reason_codes,readiness_result_id,readiness_status,review_priority,secondary_processing_hints,secondary_source_families,side_scope,source_family,source_quality,state,version_relationship_ids
text/html; charset=utf-8,f04c69e62d0d9ed11fb2a955babe5d10e2b27f06072a366178d4f42484b0764d,payroll_roster,0,74324,1,EXTPAYLOAD-004e648ef843f16a60c20d54,EXTSOURCE-004e648ef843f16a60c20d54,1,EXTREADYQ-6d8104ad9b71ac792d139af1,4,shell_or_navigation_only_queue,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":74324,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":0,""navigation_density"":0.0,""payload_bytes"":74324,""row_element_count"":0,""script_count"":7,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":24}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,False,2026-08-05T18:57:39.137456+00:00,0.000764,RESCAND-92d525d3549bc81ffd73a546,,MECHEXP-5948c34e6057a15af8d5cee9|MECHEXP-74249fcb92400d8a342ac72a|MECHEXP-8bcc07fd0ec13229280b83da|MECHEXP-a46675e96b87ca64823f5b15,ROOTCOMP-1b29dfdf09ff5987a773febc,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f04c69e62d0d9ed11fb2a955babe5d10e2b27f06072a366178d4f42484b0764d.html,Buckhead,False,search,current_30_gib_store,undated-source-BRMGRS-20260802-7d838488546c50d5f639cdae,,,readiness_lane_002,7,script_shell_with_minimal_visible_text,EXTREADINESS-26b71c4b15e952a6189eadda,shell_or_navigation_only,high,,implementation_confirmation,unclear,payroll_and_earnings,official_administrative_summary,GA,
text/html; charset=utf-8,12a8d1506afeecce41cb76dd84d14d08d7b46ca04077421e7bc88cc5844d15b5,payroll_roster,0,13548,1,EXTPAYLOAD-01f38ddd43627062495b0b0f,EXTSOURCE-01f38ddd43627062495b0b0f,1,EXTREADYQ-d5fdf3b3c6b8a91e63172c76,5,shell_or_navigation_only_queue,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":13548,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":1,""link_count"":42,""navigation_density"":0.3,""payload_bytes"":13548,""row_element_count"":0,""script_count"":12,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":946}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,False,2026-08-05T19:00:39.126291+00:00,0.00087,RESCAND-614ad4810af476d74a93febd,,MECHEXP-64e65ed9d690947b8fc41e81|MECHEXP-7a48334d13b2946cbdcae89e|MECHEXP-8bdd2b633452aa5e2cae8d3f|MECHEXP-97250b624d3695278737c4cd|MECHEXP-e0157f17089604fbce4372c8,ROOTCOMP-0add7e1b5093f19ad1067e1b,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/12a8d1506afeecce41cb76dd84d14d08d7b46ca04077421e7bc88cc5844d15b5.html,Corinth,False,38,current_30_gib_store,2018,,,readiness_lane_003,15,navigation_or_error_shell_markers,EXTREADINESS-93ca6cd3c5b18d54ecbc54ba,shell_or_navigation_only,high,,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,unclear,multi_family_administrative_source,official_administrative_summary,VT,
text/html; charset=utf-8,c443543f7c44216e5492d1cde2a06cd0a896759b72c85858f6a942f54a1e8d11,other,0,14603,1,EXTPAYLOAD-01f87a25f547ab62c9a8b33a,EXTSOURCE-01f87a25f547ab62c9a8b33a,1,EXTREADYQ-d3fea12d501699bb73cf68dc,1,shell_or_navigation_only_queue,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":14603,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":1,""link_count"":52,""navigation_density"":0.327044,""payload_bytes"":14603,""row_element_count"":0,""script_count"":12,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":1036}",,6,upgrades_staffing_hypothesis,extraction_priority_high,False,2026-08-05T19:03:39.145795+00:00,0.000521,RESCAND-277c9bedf86bb1f720ff717e,,MECHEXP-4334f9a09bd0113b4df7ee50|MECHEXP-4b13eadd923039241e541d6b|MECHEXP-afd1a4159c1e398a685fb006|MECHEXP-b367c604b7da05bfef60ef1b|MECHEXP-c6789f4e7557bdce294bac1c,ROOTCOMP-aa3e9f0ac7e1f48ac0b1f7ef,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c443543f7c44216e5492d1cde2a06cd0a896759b72c85858f6a942f54a1e8d11.html,Berlin,False,51,current_30_gib_store,2021,,,readiness_lane_004,19,navigation_or_error_shell_markers,EXTREADINESS-1e2b93515bf2d8f3070e8157,shell_or_navigation_only,medium,,recruitment_and_retention,unclear,staffing_and_headcount,official_administrative_summary,OH,
text/html; charset=utf-8,24876600dc48971ee6c213d38484d93fdab505b5724c03fef972094e76f07fae,payroll_roster,0,13990,1,EXTPAYLOAD-053acc9d8bc9be8b2946bfc8,EXTSOURCE-053acc9d8bc9be8b2946bfc8,1,EXTREADYQ-f6f82a3b29a98de73ffa2285,6,shell_or_navigation_only_queue,mixed|police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":13990,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":1,""link_count"":47,""navigation_density"":0.281437,""payload_bytes"":13990,""row_element_count"":0,""script_count"":12,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":1126}",,11,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,False,2026-08-05T19:06:39.275454+00:00,0.000674,EXTCAND-3918f12557b0bbd1c4d0b70d,,MECHEXP-14759b6fd16909fec1d7b30a|MECHEXP-150c4102b97fd2c251998b88|MECHEXP-2a0066dd63b403b8ad6edbac|MECHEXP-3273fefe3ac9eddc22746eaa|MECHEXP-5d7c9fe2266c7b13a319305a|MECHEXP-a5001dd74c7bda88274c7318|MECHEXP-ad73a0bd6f0768bb9069f831|MECHEXP-d99b32f8202ef1288cc69d5e|MECHEXP-de27335193e499fdd018b029,ROOTCOMP-8bb732b3f9afeab527d9280a|ROOTCOMP-fa2b8798f43ff1e613b78272,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/24876600dc48971ee6c213d38484d93fdab505b5724c03fef972094e76f07fae.html,West Seneca,False,38,current_30_gib_store,2020,,,readiness_lane_005,36,navigation_or_error_shell_markers,EXTREADINESS-4d0a80a9b8c3d3e9f8a59b0d,shell_or_navigation_only,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,mixed|police,multi_family_administrative_source,official_administrative_summary,NY,
text/html; charset=utf-8,2f40f6a2617376dace641f0189f4adb4367a8019f51814c2f2af8d1508181f17,staffing_table,0,14007,1,EXTPAYLOAD-05e6eef5500c1d79e53d322d,EXTSOURCE-05e6eef5500c1d79e53d322d,1,EXTREADYQ-22840d7cac27f279be92f8ec,1,shell_or_navigation_only_queue,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":14007,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":1,""link_count"":45,""navigation_density"":0.272727,""payload_bytes"":14007,""row_element_count"":0,""script_count"":12,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":1141}",,6,upgrades_staffing_hypothesis,extraction_priority_high,False,2026-08-05T19:06:39.283146+00:00,0.000684,RESCAND-776ea2ca319b8cfc12847542,,MECHEXP-251baed1a03b4d464f6d49df|MECHEXP-6622c13a5070b4769e1a77cc|MECHEXP-6b6105ac8248653adcd6fb08|MECHEXP-a58d822e1f53ab4c83ddddbd|MECHEXP-e74157d2b5adbe61608c420d,ROOTCOMP-de389227a3a5c1adffb3a2a5,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/2f40f6a2617376dace641f0189f4adb4367a8019f51814c2f2af8d1508181f17.html,Berlin,False,36,current_30_gib_store,2020,,,readiness_lane_005,40,navigation_or_error_shell_markers,EXTREADINESS-adda8f0cd936196fdb8af6cb,shell_or_navigation_only,high,,,police,staffing_and_headcount,official_administrative_summary,NJ,
text/html; charset=utf-8,c6f9b100171e29f761c0c9b7ca786a9625ce7f4091f2f8c0177221d8ee15c212,budget,0,14067,1,EXTPAYLOAD-068087f9bfb6ffcf7463ef68,EXTSOURCE-068087f9bfb6ffcf7463ef68,1,EXTREADYQ-230d9e5d5a8581b5773a1f24,1,shell_or_navigation_only_queue,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":14067,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":1,""link_count"":47,""navigation_density"":0.361538,""payload_bytes"":14067,""row_element_count"":0,""script_count"":12,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":905}",,6,upgrades_staffing_hypothesis,extraction_priority_high,False,2026-08-05T19:00:39.313232+00:00,0.000702,RESCAND-76d98c57485e1b607b6766ff,,MECHEXP-118dbc823ee7c49e9678694f|MECHEXP-45608434cf412ec631491fad|MECHEXP-8eb1c002747a2596cb6f8472|MECHEXP-b923886a324a09354403f204|MECHEXP-e663a195a254f577b4b48d61,ROOTCOMP-0f00d0138788bc157991a3d8,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c6f9b100171e29f761c0c9b7ca786a9625ce7f4091f2f8c0177221d8ee15c212.html,Clementon,False,36,current_30_gib_store,2020,,,readiness_lane_003,43,navigation_or_error_shell_markers,EXTREADINESS-347f2a6433d7bfaf13994b08,shell_or_navigation_only,medium,,recruitment_and_retention,unclear,staffing_and_headcount,official_administrative_summary,NJ,
text/html,3a06b69d4e2799cf541aea4d7b28629328b8a67bfc5dd20d0590ba6ea44e9b7d,staffing_table,0,3273,1,EXTPAYLOAD-06d450c83d817c07990e7a1b,EXTSOURCE-06d450c83d817c07990e7a1b,1,EXTREADYQ-979ef9ce9e5549accbcc6a1d,4,shell_or_navigation_only_queue,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":3273,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":0,""navigation_density"":0.0,""payload_bytes"":3273,""row_element_count"":0,""script_count"":10,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":17}",,7,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,False,2026-08-05T18:54:39.223089+00:00,0.000357,EXTCAND-c419fe10f22b20254289d83e,,MECHEXP-0a33b15dc70a41527933bcbb|MECHEXP-12a4452e967d8141fefa2701|MECHEXP-4b15f5d3dab3e9c04608db52|MECHEXP-714ef8e76eb97ee787177d3a|MECHEXP-755e28396340b52ee19405ba|MECHEXP-a61be89b2d4c1d6aa2196459,ROOTCOMP-61a2a11511e14cb0a426e206,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3a06b69d4e2799cf541aea4d7b28629328b8a67bfc5dd20d0590ba6ea44e9b7d.html,Fox Chase,False,11016497,current_30_gib_store,2024,,,readiness_lane_001,47,script_shell_with_minimal_visible_text,EXTREADINESS-e752645ed72aceb596698f14,shell_or_navigation_only,high,,benefits_and_total_compensation|implementation_confirmation|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,official_administrative_summary,KY,
text/html; charset=utf-8,d5c0df178301449f6accd28a9cff2ea7ebb30c76ec7dfd0efcd5e65b40dc0c65,payroll_roster,0,13971,1,EXTPAYLOAD-082a08ebc0e3e327c90cc08a,EXTSOURCE-082a08ebc0e3e327c90cc08a,1,EXTREADYQ-b290c141aa1e8bd1c272e453,6,shell_or_navigation_only_queue,fire|side_independent,html,False,"{""bounded_inspection"":false,""bytes_inspected"":13971,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":1,""link_count"":46,""navigation_density"":0.317241,""payload_bytes"":13971,""row_element_count"":0,""script_count"":12,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":1082}",,13,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,False,2026-08-05T18:57:39.808900+00:00,0.000758,EXTCAND-da2693ff1b7670863e2f29ff,,MECHEXP-27449805d11f1b79844c2468|MECHEXP-4630e4ec92ac1fc620d2b24e|MECHEXP-5fe088633d784eafcacc5db3|MECHEXP-6b3356c1fdfd28f9f2148e3c|MECHEXP-760bfb432dd0b20a54675fb8|MECHEXP-86afa2f5290c8e470dee6ff1|MECHEXP-90a061921d474d440f823be8|MECHEXP-9bd329e0f16a35ef0e238767|MECHEXP-bc31b240e5fb56261a942e14|MECHEXP-ee2322ef5206762c94a5bf83|MECHEXP-f17143fa179c1152eb332cd8,ROOTCOMP-3553a37a1d0e8e7aae3967a4|ROOTCOMP-7d04579c30302299d916c22b,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d5c0df178301449f6accd28a9cff2ea7ebb30c76ec7dfd0efcd5e65b40dc0c65.html,Geneva,False,82,current_30_gib_store,2022,,,readiness_lane_002,63,navigation_or_error_shell_markers,EXTREADINESS-f1bff4b4f8d5a1c749d2d6d1,shell_or_navigation_only,high,,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,fire|side_independent,benefits_and_total_compensation,official_administrative_summary,IL,
text/html,cd94d993f38be29bcfe1d6af1678af282c3962ee93e1355204cc87aa4318ed0d,payroll_roster,0,823,1,EXTPAYLOAD-099b30478e260608ffa6824a,EXTSOURCE-099b30478e260608ffa6824a,1,EXTREADYQ-cbb5cfe86cc2fd47e6f16c69,6,shell_or_navigation_only_queue,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":823,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":0,""navigation_density"":0.0,""payload_bytes"":823,""row_element_count"":0,""script_count"":3,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":10}",,10,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,False,2026-08-05T18:54:39.260183+00:00,0.000361,EXTCAND-ccae265fd019fcf8d20209a8,,MECHEXP-0882ba60a5961d0ea9f6261d|MECHEXP-0a2a34428590f5735cd9c7d8|MECHEXP-60fa202cb022f5cc3497f0da|MECHEXP-79edfb09262b54d5addef303|MECHEXP-7d590d61deabbbf23f69ebad|MECHEXP-986811fe41ceb63f3de08515|MECHEXP-db603b521050880452be3bc0|MECHEXP-ee3c62e64fc9dffe07c8b1d6,ROOTCOMP-5374544dcbecb89f77eb884d|ROOTCOMP-84e33d91754e6c4ecfbc5c62,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/cd94d993f38be29bcfe1d6af1678af282c3962ee93e1355204cc87aa4318ed0d.html,Bradley,False,collectionDiscovery,current_30_gib_store,2026,,,readiness_lane_001,65,script_shell_with_minimal_visible_text,EXTREADINESS-04d9fea6590864c2d76e26b3,shell_or_navigation_only,repaired,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,official_administrative_summary,ME,
text/html; charset=utf-8,b06092d254ab23fad97d1583806addd60f37aa4530dbea91252829d5ad2a56c3,budget,0,12831,1,EXTPAYLOAD-0b61f2695d38b84887547c45,EXTSOURCE-0b61f2695d38b84887547c45,1,EXTREADYQ-c76084f8bfa3de94337541d1,4,shell_or_navigation_only_queue,non_safety,html,False,"{""bounded_inspection"":false,""bytes_inspected"":12831,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":1,""link_count"":38,""navigation_density"":0.358491,""payload_bytes"":12831,""row_element_count"":0,""script_count"":12,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":696}",,11,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_medium,False,2026-08-05T19:06:39.402110+00:00,0.000667,RESCAND-8dbf1d61733ef82760232dbc,,MECHEXP-10e669d83f17677f0422f2dd|MECHEXP-45ab16b26c357a3e1a65a3fc|MECHEXP-51aa396432d693ac23e2ecb1|MECHEXP-5ef9c548897b7137cc2a6dd7|MECHEXP-714726101da29f67a6da259e|MECHEXP-ae515596e78d36afa2274943|MECHEXP-cc5363f8fabcd94bacc4030c|MECHEXP-ebf14c724a3fd96850a6e2f8,ROOTCOMP-2e73669ab0ed1c50cb3d1aee|ROOTCOMP-9012b2c3d1408dec34c1a121|ROOTCOMP-f823a04bb4c0a3599f2214d4,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b06092d254ab23fad97d1583806addd60f37aa4530dbea91252829d5ad2a56c3.html,Chittenango,False,37,current_30_gib_store,undated-source-B4X2500LIVE-20260729-006401,,,readiness_lane_005,76,navigation_or_error_shell_markers,EXTREADINESS-47118335963fa3e2f78fd88e,shell_or_navigation_only,high,,implementation_confirmation|payroll_and_earnings|tenure_and_progression,non_safety,multi_family_administrative_source,official_administrative_summary,NY,
