canonical_source_record_id,retained_source_id,canonical_source_review_id,canonical_payload_id,SHA_256,local_artifact_path,byte_size,detected_file_type,MIME_type,original_filename,readiness_hint,source_quality,primary_content_family,secondary_content_families,administrative_source_type,final_priority_bucket,municipality,state,period,side_scope,department_scope,linked_search_waves,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,duplicate_relationship_count,exact_duplicate_source_review_ids,prior_reuse_source_review_ids,version_relationship_ids,payload_origin,source_review_only,analytical_extraction_performed
EXTREADYQ-46b6be1a7d1c568dbd4ea368,EXTSOURCE-9821e604ae573b3a67cc96ab,EXTSRCREV-c818cc5e428dc439c1d8ced2,EXTPAYLOAD-9821e604ae573b3a67cc96ab,959ae83307409f808cd070943283bc1b59043f56b8f23581f2eba8e1e9d9998a,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/959ae83307409f808cd070943283bc1b59043f56b8f23581f2eba8e1e9d9998a.html,156504,html,text/html; charset=utf-8,staff-salary-quartiles,html_text_candidate,official_administrative_summary,payroll_and_earnings,implementation_confirmation,payroll_roster,high,Blue Mound,TX,2023,unclear,unclear,external_search_wave_002_exhaustive_residual,RESCAND-2360b5a6ee9a065481063463,ROOTCOMP-10ec1cc2e4a57ec0c4b49dbb,MECHEXP-42e7135c196551d04313afb7|MECHEXP-b448d94bbfebad0b45630dcb|MECHEXP-c95c78193bbdd61d651d7bc5|MECHEXP-ca74a6776c066b9f00e77925|MECHEXP-e554b7357e6086e2aa479001,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,0,,,,current_30_gib_store,True,False
EXTREADYQ-46baa0b98bf8896c9f8ebcc5,EXTSOURCE-5d3ec7281ca56618d73c88fc,EXTSRCREV-a0a655e45ed8b3216241c957,EXTPAYLOAD-5d3ec7281ca56618d73c88fc,fd88deca026f477c2989649ac66e33e07bce11af69d1710512d8115293080015,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/fd88deca026f477c2989649ac66e33e07bce11af69d1710512d8115293080015.pdf,515225,pdf,application/pdf,11.2.21 Approved.pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,high,East Windsor,NJ,2021,all_units,all_units,external_search_wave_001_compacted,EXTCAND-36e723a435dcf8a54dc0c384,ROOTCOMP-1f6c7906bd560ea8a297f1fa,MECHEXP-14c839b2f646d8364dbbcd22|MECHEXP-1d991d34f24f8b7e3ba61216|MECHEXP-620bfe90a564a49dea7d1813|MECHEXP-8cc19890bfb86a1edd1ace7b|MECHEXP-b5ba74575f77b8dcc4ef4322,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-46c05fb71512713f472e470c,EXTSOURCE-8c29b8b8264f6c8f21e47f1a,EXTSRCREV-b02cc195a2739e65999aca11,EXTPAYLOAD-8c29b8b8264f6c8f21e47f1a,d93ae4c47097108a44701fb0e7552e231bd42d157a37328dd8c62d2b5b2c5841,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d93ae4c47097108a44701fb0e7552e231bd42d157a37328dd8c62d2b5b2c5841.html,313175,html,text/html; charset=utf-8,gf8w-4jjf,html_text_candidate,official_administrative_summary,payroll_and_earnings,implementation_confirmation|staffing_and_headcount,payroll_roster,high,Liberty,NJ,2022,side_independent,side_independent,external_search_wave_001_compacted,EXTCAND-3a59d98b542bc61d140dfa4e,ROOTCOMP-636e40b4b3f6710e768e8acf,MECHEXP-771834d22d7b84b070929479|MECHEXP-8f93ed0981d07a7449396d16|MECHEXP-aae757a1f8901f8b220f9790|MECHEXP-f09e9360bf6d401848b4f734|MECHEXP-f60d6ff2e77ea2f01a61b2cf,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,0,,,,current_30_gib_store,True,False
EXTREADYQ-46c709887a041723c80e16d1,EXTSOURCE-14eb02cfe8403a11056a27b7,EXTSRCREV-3c873832515e9bdd6e5cdabe,EXTPAYLOAD-14eb02cfe8403a11056a27b7,24dfbb7fdb6a9645e512763334b21cb5ba42e807e93e0362af0d9822cc6570fa,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/24dfbb7fdb6a9645e512763334b21cb5ba42e807e93e0362af0d9822cc6570fa.pdf,19769931,pdf,application/pdf,_01062026-734,parse_text_pdf_candidate,direct_official_administrative_record,payroll_and_earnings,benefits_and_total_compensation,payroll_roster,high,Portageville,MO,2026,all_units,all_units,external_search_wave_001_compacted,EXTCAND-36ccae12f587b4bf72a6ba6d,ROOTCOMP-d29f44cbff95e4834f11b810,MECHEXP-4ef6ffced9e86531ff6d5e42|MECHEXP-9b57f9f8cb69a594a69ca0e9|MECHEXP-a2f31d333eb99b969ae89cf1|MECHEXP-c711899daf75e34e00c2acd8|MECHEXP-daa83417808dde9370ffa5e1,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-46c784ce831d088384a01f82,EXTSOURCE-412ccd9f11a111f2592657f8,EXTSRCREV-5c0a59e70e2c95b9e7a660de,EXTPAYLOAD-412ccd9f11a111f2592657f8,a2520dc3fe56e07ef3d7fc3765236dbd06ecad17beb9e509739bb13537f84236,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/a2520dc3fe56e07ef3d7fc3765236dbd06ecad17beb9e509739bb13537f84236.pdf,800185,pdf,application/pdf,i1-20241022-cc-city-council-compensation.pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,high,Twisp,WA,2024,police,police,external_search_wave_001_compacted,EXTCAND-a60a7240d20d42acb89db073,ROOTCOMP-1866bdb77fb11547a3c076c8|ROOTCOMP-3453cbd55232cc4406c26445,MECHEXP-06b60e55f73273182b621718|MECHEXP-07ccc2788eab678e8f3527ed|MECHEXP-cda0dcc3410a355e25179737|MECHEXP-db69382222a8750fcc7476d4|MECHEXP-ed06e24a2a71be0dc9e71c7f|MECHEXP-ef8e5b2f8bbd4761818f8fc0|MECHEXP-ffce33699728cf593d4fa7ec,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,0,,,,current_30_gib_store,True,False
EXTREADYQ-46d236bb849153f283c38c2e,EXTSOURCE-333b3edcecb68930c2216ef6,EXTSRCREV-76bcb870c1ece9e70e9a3d0c,EXTPAYLOAD-333b3edcecb68930c2216ef6,9a6b5ad6f7bb47e08369e247acc2d855137c7b8b5c86142d60584c3efea94161,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/9a6b5ad6f7bb47e08369e247acc2d855137c7b8b5c86142d60584c3efea94161.pdf,121504,pdf,application/pdf,6885,parse_text_pdf_candidate,direct_official_administrative_record,payroll_and_earnings,staffing_and_headcount,payroll_roster,high,Milroy,MN,2026,side_independent,side_independent,external_search_wave_001_compacted,EXTCAND-60c45c6a49dc585ff465d1b1,ROOTCOMP-bee1776ff979360ed40b5668,MECHEXP-287f8121b6e0db69e1d9362d|MECHEXP-3d3bf2ae0a06728790eaa46a|MECHEXP-59564be09e298406d05f9e34|MECHEXP-a572e7d40f0de49d9f6dbef5|MECHEXP-f79a0822abecacf964f23115,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis,0,,,,current_30_gib_store,True,False
EXTREADYQ-46d92a89637af14e75fdafa8,EXTSOURCE-7dd6bdab35ab0dfc086ab173,EXTSRCREV-015a12d6489d1260b4c7205a,EXTPAYLOAD-7dd6bdab35ab0dfc086ab173,b3492482df0505c3f439d01044be766b91f314513a3fa303aab8a452203030ba,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b3492482df0505c3f439d01044be766b91f314513a3fa303aab8a452203030ba.html,91382,html,text/html; charset=utf-8,South-Newton-Township,html_text_candidate,official_administrative_summary,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,high,South Newton,PA,2018,non_safety,non_safety,external_search_wave_001_compacted,EXTCAND-9da5ad7f8b3759132fd1a209,ROOTCOMP-5277f723bc066222af6921e7,MECHEXP-16610228ad6c63a0f1c76a72|MECHEXP-a63edbbf70ceef92cab23170|MECHEXP-c21472c1cc89e83b0ce84114|MECHEXP-ca7e7ce855483f365eef3f62,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-46dca3caf8b92ffcd9b1467f,EXTSOURCE-a3fa7461b35975484170ce53,EXTSRCREV-c900b77fee4d4370194f1d56,EXTPAYLOAD-a3fa7461b35975484170ce53,7ce1f57950ec31c43072a0e157db3c470d632b3d9b988cb71bb2dd1550234d6c,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/7ce1f57950ec31c43072a0e157db3c470d632b3d9b988cb71bb2dd1550234d6c.pdf,11519230,pdf,application/pdf,2023-24BlueBookVol2.pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,high,Green,IN,2024,fire,fire,external_search_wave_001_compacted,EXTCAND-2223f19c1630c722ccb34c42,ROOTCOMP-0e583adad2fb2c6d51ea77f5,MECHEXP-1b935ae22c4ee068fcb27f8f|MECHEXP-7c40bbe6e60aa2e1dbb8d914|MECHEXP-8889157cb1871b660e9a4428|MECHEXP-c685df436ad6d29292a703ae|MECHEXP-d2c89274bf1aaa0f21ff71d3,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-46f2167432d91daafd1fefff,EXTSOURCE-2a1782e2e5dc75601e097440,EXTSRCREV-e18796cb8cd9ef7a875e678b,EXTPAYLOAD-2a1782e2e5dc75601e097440,b1e6e163be450f4113301c74668e53a0fdf47a617270274722e1910490eab2e0,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/b1e6e163be450f4113301c74668e53a0fdf47a617270274722e1910490eab2e0.pdf,355517,pdf,application/pdf,_04142026-174,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,high,Bellmead,TX,2026,unclear,unclear,external_search_wave_002_exhaustive_residual,RESCAND-eeb2a3e6a4b2c7915c4c3263,ROOTCOMP-0ebfa6a88ca8b19b0175ab6e|ROOTCOMP-6442cfb1fa2faae863d4b38c,MECHEXP-2f427a10e3ed9834812d82f5|MECHEXP-6f0f24ab7ccfb6a58ad96bcc|MECHEXP-9b575bfd2bfa86c547cb32b2|MECHEXP-a7ec486f449b0592bb954f88|MECHEXP-becc8d86b97719117b61d5f6|MECHEXP-d8fbd71e866eaf6c138cb1c8|MECHEXP-f26dbd3d556cddc05502331e|MECHEXP-ff4d73c8e10f685d1ff771f2,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,0,,,,current_30_gib_store,True,False
EXTREADYQ-46f763ac617260ebcc08019f,RMSRD-20260802-55303bae65bf4b4e1d35,EXTSRCREV-7feac06e2d2b525f00283913,EXTPAYLOAD-1e5108db2e7a0ed9f6a3bc5b,5533befe521c6e93f56391c3f6f53ab39c215087737fbb5e5419d1e9b34c7dcf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-55303bae65bf4b4e1d35.pdf,10104949,pdf,application/pdf,03-02-26.pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,benefits_and_total_compensation|payroll_and_earnings|staffing_and_headcount,payroll_roster,high,Austin,MN,2025,police,police,external_search_wave_001_compacted,EXTCAND-a5bf41fb9228d51ab2f21931,ROOTCOMP-53cc270fe609aba013451d4c,MECHEXP-1a647d4f97770fddfe98cb7c|MECHEXP-1beeec19c0048bef29687ea5|MECHEXP-6628b6b6c4f7eab903f70fba|MECHEXP-d18ccd2ceda3abe97e17b51d|MECHEXP-f541df89d381657901a337c1,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,1,,EXTSRCREV-7feac06e2d2b525f00283913,,canonical_prior_retained_source_reuse,True,False
