canonical_payload_id,SHA_256,local_artifact_path,byte_size,detected_file_type,MIME_type,original_filename,canonical_source_record_ids,canonical_retained_source_ids,duplicate_retained_source_ids,prior_retained_source_reuse_ids,version_relationship_ids,municipality,state,period,side_scope,department_scope,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,linked_search_waves,source_family,secondary_source_families,administrative_source_type,source_quality,review_priority,payload_origin,canonical_source_fanout,candidate_fanout,event_fanout,claim_fanout,readiness_lane_id,readiness_lane_sequence,readiness_result_id,readiness_status,extraction_ready,primary_extraction_queue,deferred_queue,secondary_processing_hints,extraction_priority,readiness_reason_codes,diagnostics_json,diagnostic_full_text_persisted,analytical_rows_extracted,ocr_performed,inspected_at,inspection_runtime_seconds
EXTPAYLOAD-0001d1c2c0d00a9d04d43cb9,7862edf322870141d1b8212546bb24a8ecdf90847057e4b3553621812777767b,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/7862edf322870141d1b8212546bb24a8ecdf90847057e4b3553621812777767b.pdf,641811,pdf,application/pdf,SL2026-40.pdf,EXTREADYQ-3545b170bdc732ba58f96aa7,EXTSOURCE-0001d1c2c0d00a9d04d43cb9,,,,Siler City,NC,2026,side_independent,side_independent,EXTCAND-face135d7eb4850fb2777bdf,ROOTCOMP-2bd80b90004df8c40043a1c9|ROOTCOMP-36f76234fe1c0afa7230e10f|ROOTCOMP-db957cfd50d6dc21f6ee0133,MECHEXP-0a5ffef669e0c313a524367b|MECHEXP-1ec3ba98b10075af61174545|MECHEXP-22fcec4ded73ce00dc708256|MECHEXP-3d0f5f6dd72df46958a903e8|MECHEXP-4a19bf20a03ea846c78f1fec|MECHEXP-67b346ce72c31e9ac0d56eed|MECHEXP-6850c7634b58ad40335e8cd7|MECHEXP-6c9b2575947d896976ba6ded|MECHEXP-7bdbb117b13f9c85c1fbfd1a|MECHEXP-904daef7c909fd44e63b65c4|MECHEXP-91bedcc3759b16550f9aedfc|MECHEXP-9c9bd6d111e936e7b1aaf882|MECHEXP-aea193d0817fa1a6cfcb897a|MECHEXP-c053fe8baf45fd8420dd1a5a|MECHEXP-ea5dd33ef9cd429d763807ee|MECHEXP-eae62264c722357462d142e4,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_001_compacted,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,19,5,readiness_lane_003,1796,EXTREADINESS-7a6c3a3ae955d1ae33e7db7f,parse_text_pdf_ready,True,parse_text_pdf_extraction_queue,,,extraction_priority_high,usable_sampled_text_layer,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":76,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.5\r\n%µµµµ\r"",""sampled_image_object_count"":0,""sampled_page_count"":5,""sampled_text_characters"":12723,""valid_pdf_signature"":true}",False,0,False,2026-08-05T19:00:49.856531+00:00,0.085524
EXTPAYLOAD-00437bb92546727dc37ba255,97d3079bb5d1ee4b42f36c01d6d917231fe2a020634742bfb114be7ffb37324e,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/97d3079bb5d1ee4b42f36c01d6d917231fe2a020634742bfb114be7ffb37324e.pdf,2564456,pdf,application/pdf,CRPT-119hrpt236.pdf,EXTREADYQ-bb65e99be7bd1d532ec081aa,EXTSOURCE-00437bb92546727dc37ba255,,,,Conemaugh,PA,2026,non_safety,non_safety,RESCAND-cbc270e3a1d31b568a24d2e4,ROOTCOMP-9e7bdc798793ee82db315b4e|ROOTCOMP-e8d3d7131d55faa2a6278da3|ROOTCOMP-eb5d912c4a1d565682bd0023,MECHEXP-0090c971d55d88eb59b21a70|MECHEXP-10596d6ab509734bb5ab0636|MECHEXP-44e567bda43dda6bd4d5b93f|MECHEXP-496791b4a587faf7377d377f|MECHEXP-80d2cff250f9a79b648cf252|MECHEXP-aec6e39f56159567e600bc69|MECHEXP-b7c0565006d0123ae759f5f0|MECHEXP-c020974cd161b227dbdaa876|MECHEXP-c06c65ea22fb79dc58510240|MECHEXP-c5689aee182318b89d46804a|MECHEXP-d8cb3cf99155996b23e682b1|MECHEXP-f238b26494e15183de8cf45d,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,15,4,readiness_lane_003,1797,EXTREADINESS-84414f10258e4b74e77523da,parse_text_pdf_ready,True,parse_text_pdf_extraction_queue,,,extraction_priority_high,usable_sampled_text_layer,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":1,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":196,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.4\n%âãÏÓ\n2"",""sampled_image_object_count"":0,""sampled_page_count"":5,""sampled_text_characters"":15095,""valid_pdf_signature"":true}",False,0,False,2026-08-05T19:00:49.881146+00:00,0.023986
EXTPAYLOAD-00577fa21ff20d5b617e10e7,ced5e7a83c6de56413c18ce210755ebef86c7111a18e2c2d1005577d474a6c82,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ced5e7a83c6de56413c18ce210755ebef86c7111a18e2c2d1005577d474a6c82.pdf,7509505,pdf,application/pdf,5724,EXTREADYQ-a85a2bdaa82a6fc37d9c05da,EXTSOURCE-00577fa21ff20d5b617e10e7,,,,Sister Bay,WI,2024,all_units,all_units,EXTCAND-82029a758ebd31c09c541816,ROOTCOMP-781ad4a519432242be3dac50,MECHEXP-76cd92ce6be7c267690a19c2|MECHEXP-7919971994835a26e7da5bb9|MECHEXP-8682ad5b7af76d1348031cb3|MECHEXP-8a62bb13a39c16b9622f915a,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,5,6,readiness_lane_003,1798,EXTREADINESS-28ffe02bb2095abc362d9d92,parse_text_pdf_ready,True,parse_text_pdf_extraction_queue,,,extraction_priority_high,usable_sampled_text_layer,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":22,""page_height_max"":795.359985,""page_height_min"":792.47998,""page_width_max"":613.679993,""page_width_min"":611.280029,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\n%âãÏÓ\n2"",""sampled_image_object_count"":5,""sampled_page_count"":5,""sampled_text_characters"":6454,""valid_pdf_signature"":true}",False,0,False,2026-08-05T19:00:49.908605+00:00,0.026949
EXTPAYLOAD-006a99166d964f8c2aaab706,5947995fabacb7793938c3e0cfd5b0d9caf6e79f6c0f1f4c05f38423c85572e5,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/5947995fabacb7793938c3e0cfd5b0d9caf6e79f6c0f1f4c05f38423c85572e5.pdf,215816,pdf,application/pdf,_11142023-1319,EXTREADYQ-d00fd5cd92285218c714968b,EXTSOURCE-006a99166d964f8c2aaab706,,,,Bedford,OH,2023,police,police,RESCAND-8328dd7f24b61c1197615e61,ROOTCOMP-1afd36454d631862f10fd7b5|ROOTCOMP-bf1ccef955dbdcc6c89a12cf|ROOTCOMP-ed149bcbdecbb939f3fcc342,MECHEXP-1f20b03d55512eb205a7c3d3|MECHEXP-338536a13bb31a6e0a1ac3d4|MECHEXP-4f7743ef63dd6738defe00c8|MECHEXP-628d4e233c8393541b8673e4|MECHEXP-74e93826211aada2a17d9b14|MECHEXP-91d3a8e16c46a95bda964807|MECHEXP-af87ac266539d0a6c6048ebb|MECHEXP-de36b11994f2164e762d23ec,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,11,4,readiness_lane_003,1799,EXTREADINESS-8fdad447468ec67b2500c56b,parse_text_pdf_ready,True,parse_text_pdf_extraction_queue,,,extraction_priority_high,usable_sampled_text_layer,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":12,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":0,""sampled_page_count"":5,""sampled_text_characters"":11157,""valid_pdf_signature"":true}",False,0,False,2026-08-05T19:00:49.955799+00:00,0.046626
EXTPAYLOAD-008873b5b51a2c3bfd49fcc1,4dd54667c92c989807cbf4abfac19d60b8c947283f75374cb947293115ba4cbd,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4dd54667c92c989807cbf4abfac19d60b8c947283f75374cb947293115ba4cbd.html,80953,html,text/html; charset=UTF-8,time-and-payroll-and-invoicing,EXTREADYQ-7e1186ad0c574f3c0abaf033,EXTSOURCE-008873b5b51a2c3bfd49fcc1,,,,Atlantic Beach,NC,2025,unclear,unclear,RESCAND-514b2b49614e7fad20dc2f5f,ROOTCOMP-6ec7d2e0b8f8ad5b11bd3e7e,MECHEXP-24a21baeaf1d06f52bd4fd97|MECHEXP-3d09c970abb4438a6a219ccd|MECHEXP-46f1b0b852f5b05c9bf1c512|MECHEXP-c1007c49dad782232eeb287f|MECHEXP-d30fa1ecadac5322190984a1,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation|tenure_and_progression,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,6,4,readiness_lane_003,5,EXTREADINESS-b5740c91946600b1471e5a5a,html_structured_data_candidate,True,html_table_candidate_queue,,table_candidate,extraction_priority_high,structured_data_or_dataset_signal,"{""bounded_inspection"":false,""bytes_inspected"":80953,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":90,""navigation_density"":0.189873,""payload_bytes"":80953,""row_element_count"":0,""script_count"":72,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":3226}",False,0,False,2026-08-05T19:00:39.097306+00:00,0.006308
EXTPAYLOAD-0088f8e26b201e1f26a3fbf7,07e8d318df001ade3ec9bf2fb75695f591d8ea56adaaa871e2159e10b4792363,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/07e8d318df001ade3ec9bf2fb75695f591d8ea56adaaa871e2159e10b4792363.pdf,177792,pdf,application/pdf,_12142021-939,EXTREADYQ-22eb0b592f258fefdeeb3159,EXTSOURCE-0088f8e26b201e1f26a3fbf7,,,,Belle,SD,2021,police,police,RESCAND-0541f5812fb5a56c806ce361,ROOTCOMP-40b77ecd930658466476ef8e|ROOTCOMP-93bb9303eb8c74b24bf2f4ab,MECHEXP-3dc6d91d33d0cb53219a5c92|MECHEXP-3e3cf25a9727f5a4faa344f3|MECHEXP-525f0cb5f04a805a03c20ca6|MECHEXP-848a8dc0fe13756a7b4bcdb2|MECHEXP-89e3c222f4d030c9bfd9ea3a|MECHEXP-aa1dde17198904b9ddfa0da4|MECHEXP-ddf6cb34bb82a4dab4587cbe|MECHEXP-f1095f5cf10c2446e16d4e37,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,10,5,readiness_lane_003,1800,EXTREADINESS-007accbb0a333dce424c5719,parse_text_pdf_ready,True,parse_text_pdf_extraction_queue,,,extraction_priority_high,usable_sampled_text_layer,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":13,""page_height_max"":1008.0,""page_height_min"":1008.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.3\n%Çì¢\n5"",""sampled_image_object_count"":0,""sampled_page_count"":5,""sampled_text_characters"":18063,""valid_pdf_signature"":true}",False,0,False,2026-08-05T19:00:50.067356+00:00,0.110979
EXTPAYLOAD-00b5328c2a2e71098302a5df,7c13ecadbc2b348150f76ce4e097553594bd365bbba2c56fa8585bd2c4168c36,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/7c13ecadbc2b348150f76ce4e097553594bd365bbba2c56fa8585bd2c4168c36.pdf,1057616,pdf,application/pdf,24-MED-10-1268.pdf,EXTREADYQ-a4a367deb68a8d15e7d7a128,EXTSOURCE-00b5328c2a2e71098302a5df,,,,Athens,OH,2025,unclear,unclear,RESCAND-c181886016c2c0fbee71195a,ROOTCOMP-96df05e7770ea1bf200f9c72,MECHEXP-314f9e571629ba76e1e85f1b|MECHEXP-3cbd4ca67c211111183509cc|MECHEXP-8991ac5bf0a835e66b9d2265|MECHEXP-dbcdc4b00255b49421bfb1c0,,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,5,2,readiness_lane_003,1801,EXTREADINESS-4538a0377e049742164b8ae3,parse_text_pdf_ready,True,parse_text_pdf_extraction_queue,,,extraction_priority_high,usable_sampled_text_layer,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":46,""page_height_max"":792.72,""page_height_min"":790.2,""page_width_max"":610.56,""page_width_min"":607.32,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":5,""sampled_page_count"":5,""sampled_text_characters"":9691,""valid_pdf_signature"":true}",False,0,False,2026-08-05T19:00:50.166222+00:00,0.098262
EXTPAYLOAD-00c82f29fc8c3c5cb8d7eb7c,4b3f39156ac7aab8cdf9afa4fe18ef05f78fe5b14f35bf47d7bf56cfdec436d7,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/4b3f39156ac7aab8cdf9afa4fe18ef05f78fe5b14f35bf47d7bf56cfdec436d7.pdf,5140125,pdf,application/pdf,24-MED-08-0773.pdf,EXTREADYQ-1f6b00eef1bcc1c11d0fa350,EXTSOURCE-00c82f29fc8c3c5cb8d7eb7c,,,,Athens,OH,2024,unclear,unclear,RESCAND-5a6e4d0f3655f13738e76509,ROOTCOMP-16c2b1ad3c2f45bb4f0d0b2e,MECHEXP-188d2d5e6f45144878501b54|MECHEXP-1b30572cfb3b3377bb307532|MECHEXP-2236dbaf176e30f769b4bad3|MECHEXP-b8b7bddfb1f1f18d061370a7|MECHEXP-d7cbbb3f3a09947be3f59900,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,6,4,readiness_lane_003,1802,EXTREADINESS-d1e01af5f9a624e3629f5456,parse_text_pdf_ready,True,parse_text_pdf_extraction_queue,,,extraction_priority_high,usable_sampled_text_layer,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":43,""page_height_max"":792.0,""page_height_min"":612.0,""page_width_max"":792.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":5,""sampled_page_count"":5,""sampled_text_characters"":7291,""valid_pdf_signature"":true}",False,0,False,2026-08-05T19:00:50.203630+00:00,0.03687
EXTPAYLOAD-00dbee82ff0988263847740a,022fc5f8ee6d5d7d10dda0a21838867c16fb0179284cc06d742e40bfe1be411f,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/022fc5f8ee6d5d7d10dda0a21838867c16fb0179284cc06d742e40bfe1be411f.pdf,628831,pdf,application/pdf,proposed-fy25-budget.pdf,EXTREADYQ-545afb62966120ba318df935,EXTSOURCE-00dbee82ff0988263847740a,,,,Highland charter,MI,2018,all_units,all_units,EXTCAND-75046cb249acdb782896c9d9,ROOTCOMP-e1047ecfc02916034590ff2e,MECHEXP-1b050858bbd1e80c0a0a4342|MECHEXP-81dd622879820cc102ba3f21|MECHEXP-90711ac840314957061aec60|MECHEXP-b3a8da4603192bd58c1e5998|MECHEXP-ec966ba90024211679c53298,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,6,6,readiness_lane_003,1803,EXTREADINESS-b6a50a37af84224a68423873,parse_text_pdf_ready,True,parse_text_pdf_extraction_queue,,,extraction_priority_high,usable_sampled_text_layer,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":45,""page_height_max"":612.0,""page_height_min"":611.9997999999999,""page_width_max"":792.0,""page_width_min"":791.9996,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":1,""sampled_page_count"":5,""sampled_text_characters"":5540,""valid_pdf_signature"":true}",False,0,False,2026-08-05T19:00:50.285638+00:00,0.081385
EXTPAYLOAD-01167a717375bbfc0229baeb,35d8f04248a17dfd34b6fec43baf025386d3effd7867212faf36c8d73f74949f,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/35d8f04248a17dfd34b6fec43baf025386d3effd7867212faf36c8d73f74949f.html,83343,html,text/html; charset=UTF-8,budgets-financial-data,EXTREADYQ-fef40114f133f3b578c94e1f,EXTSOURCE-01167a717375bbfc0229baeb,,,,Coventry,OH,2020,fire,fire,RESCAND-a64246ab26fb4ec1272f106d,ROOTCOMP-1f99df04e1f36cdb18b4843c|ROOTCOMP-ef54651b801c3021ae492f45,MECHEXP-16df61ad349cdd5cec01dce2|MECHEXP-22f2a6a6c647d031c4242d15|MECHEXP-901a1bb1127d487182a88598|MECHEXP-93cda44027a9c403e0cedca0|MECHEXP-ce7e0085e5b6b2d074e53662|MECHEXP-d55459848504248ef42230c4|MECHEXP-fef183ec75f38f93f5b7790f,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,9,5,readiness_lane_003,6,EXTREADINESS-e89f45da9bf040b150841b71,html_structured_data_candidate,True,html_table_candidate_queue,,table_candidate,extraction_priority_high,structured_data_or_dataset_signal,"{""bounded_inspection"":false,""bytes_inspected"":83343,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":249,""navigation_density"":0.275442,""payload_bytes"":83343,""row_element_count"":0,""script_count"":7,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":6654}",False,0,False,2026-08-05T19:00:39.100712+00:00,0.002867
