canonical_payload_id,SHA_256,local_artifact_path,byte_size,detected_file_type,MIME_type,original_filename,canonical_source_record_ids,canonical_retained_source_ids,duplicate_retained_source_ids,prior_retained_source_reuse_ids,version_relationship_ids,municipality,state,period,side_scope,department_scope,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,linked_search_waves,source_family,secondary_source_families,administrative_source_type,source_quality,review_priority,payload_origin,canonical_source_fanout,candidate_fanout,event_fanout,claim_fanout,readiness_lane_id,readiness_lane_sequence,readiness_result_id,readiness_status,extraction_ready,primary_extraction_queue,deferred_queue,secondary_processing_hints,extraction_priority,readiness_reason_codes,diagnostics_json,diagnostic_full_text_persisted,analytical_rows_extracted,ocr_performed,inspected_at,inspection_runtime_seconds
EXTPAYLOAD-000842740a46817d53deae4c,2e9feec2fcf77581902e9769f558840bb62f3a04f0d9a0421d0775d505e8d97e,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/2e9feec2fcf77581902e9769f558840bb62f3a04f0d9a0421d0775d505e8d97e.pdf,109881,pdf,application/pdf,Questions  Issues Running List_5-5-26.pdf,EXTREADYQ-2bc0ef8f6ba45a1ab6167849,EXTSOURCE-000842740a46817d53deae4c,,,,Champion,OH,2020,police,police,RESCAND-b76487c6181ae90841d733bf,ROOTCOMP-4175b19a5d0189229fe93ab2|ROOTCOMP-d7270125af4f5fd9afbbfa1b,MECHEXP-2ead77f6d068bc7f3358ba43|MECHEXP-53f2452353e7fc1ecb1aefa9|MECHEXP-756192861174b17fd3165887|MECHEXP-82c6745d8484cffacb2be3c2|MECHEXP-8de5a281eb579a1bba9d1798|MECHEXP-90a6b5195448468ea78bd83d|MECHEXP-c64e5394c50e11a2c77c6b59,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis,external_search_wave_002_exhaustive_residual,payroll_and_earnings,staffing_and_headcount,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,9,3,readiness_lane_002,1796,EXTREADINESS-9c66e3f92d60d13c2b4883f1,parse_text_pdf_ready,True,parse_text_pdf_extraction_queue,,,extraction_priority_high,usable_sampled_text_layer,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":3,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.7\r%âãÏÓ\r\n"",""sampled_image_object_count"":0,""sampled_page_count"":3,""sampled_text_characters"":2509,""valid_pdf_signature"":true}",False,0,False,2026-08-05T18:57:49.692011+00:00,0.025683
EXTPAYLOAD-001ba8bdc409337d8c467913,47e463ffa35c44071cb9a7807fd1d80b1e7c0d9ed697ac78aec28913d0af0ca6,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/47e463ffa35c44071cb9a7807fd1d80b1e7c0d9ed697ac78aec28913d0af0ca6.html,16960,html,text/html; charset=utf-8,mem,EXTREADYQ-7fa59054f231714075b84a90,EXTSOURCE-001ba8bdc409337d8c467913,,,,North Castle,NY,2024,police,police,EXTCAND-29cf03f93d2d594afc6e81d2,ROOTCOMP-cd2a3cdcbe1ff5024fd718ed,MECHEXP-02c0fee7643a0557ed8ca866|MECHEXP-5e4fa5b6f2d5f36d6e181e40|MECHEXP-bf98c3c8b8cae711c036eb6d|MECHEXP-d56419eee3a8a2eec7270bea|MECHEXP-fadbcb4a3a5bebc5d75f359d,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,6,6,readiness_lane_002,5,EXTREADINESS-bf6867d1c05a010a3e48b0d4,html_text_ready,True,html_text_extraction_queue,,,extraction_priority_high,substantive_visible_html_text,"{""bounded_inspection"":false,""bytes_inspected"":16960,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":29,""navigation_density"":0.028798,""payload_bytes"":16960,""row_element_count"":0,""script_count"":13,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":6727}",False,0,False,2026-08-05T18:57:39.132823+00:00,0.006653
EXTPAYLOAD-0048c78471b3515ec2731089,7ee8a56406d2d52f6a61a2cc59b9b6ce2153f2732f0021ce9df039d8834e71e6,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7ee8a56406d2d52f6a61a2cc59b9b6ce2153f2732f0021ce9df039d8834e71e6.html,38810,html,text/html;charset=utf-8,salaryBook,EXTREADYQ-b9125b47e9ed73d034f4fcb9,EXTSOURCE-0048c78471b3515ec2731089,,,,Gowrie,IA,2020,police,police,EXTCAND-824914d0bd91c7f2b7d1c135,ROOTCOMP-eda485ac949a4da1c824d21d,MECHEXP-25d2912a1ae40339977437af|MECHEXP-3b612a9b8a230c0cb5e0c6cc|MECHEXP-6e7faf29146eb4f217c6e1bc|MECHEXP-8762071983e8b0b901187177|MECHEXP-b59e634c8de02885ffa47fb0|MECHEXP-f9bc81c0418b0198118343bd|MECHEXP-fdb6a5434a51cb1f828dec8e,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,8,6,readiness_lane_002,6,EXTREADINESS-7c1dbf808f09040fa05665c9,html_table_candidate_ready,True,html_table_candidate_queue,,table_candidate,extraction_priority_high,html_table_structure_present,"{""bounded_inspection"":false,""bytes_inspected"":38810,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":2,""link_count"":30,""navigation_density"":0.024979,""payload_bytes"":38810,""row_element_count"":33,""script_count"":11,""structured_data_script_count"":0,""table_count"":1,""valid_html_structure"":true,""visible_text_characters"":8267}",False,0,False,2026-08-05T18:57:39.135979+00:00,0.002222
EXTPAYLOAD-004e648ef843f16a60c20d54,f04c69e62d0d9ed11fb2a955babe5d10e2b27f06072a366178d4f42484b0764d,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f04c69e62d0d9ed11fb2a955babe5d10e2b27f06072a366178d4f42484b0764d.html,74324,html,text/html; charset=utf-8,search,EXTREADYQ-6d8104ad9b71ac792d139af1,EXTSOURCE-004e648ef843f16a60c20d54,,,,Buckhead,GA,undated-source-BRMGRS-20260802-7d838488546c50d5f639cdae,unclear,unclear,RESCAND-92d525d3549bc81ffd73a546,ROOTCOMP-1b29dfdf09ff5987a773febc,MECHEXP-5948c34e6057a15af8d5cee9|MECHEXP-74249fcb92400d8a342ac72a|MECHEXP-8bcc07fd0ec13229280b83da|MECHEXP-a46675e96b87ca64823f5b15,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,5,4,readiness_lane_002,7,EXTREADINESS-26b71c4b15e952a6189eadda,shell_or_navigation_only,False,,shell_or_navigation_only_queue,,extraction_priority_high,script_shell_with_minimal_visible_text,"{""bounded_inspection"":false,""bytes_inspected"":74324,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":0,""navigation_density"":0.0,""payload_bytes"":74324,""row_element_count"":0,""script_count"":7,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":24}",False,0,False,2026-08-05T18:57:39.137456+00:00,0.000764
EXTPAYLOAD-0052b8a8e93a2c8f1f47cdf1,789df34f5ce00d2df2eab96126fe9d3c457be788a6e1c780e72399952008d28a,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/789df34f5ce00d2df2eab96126fe9d3c457be788a6e1c780e72399952008d28a.pdf,182821,pdf,application/pdf,ED243171.pdf,EXTREADYQ-54e8a191ee1a226107a26056,EXTSOURCE-0052b8a8e93a2c8f1f47cdf1,,,,American,OH,2017,fire,fire,EXTCAND-059887b4389d2b336a489698,ROOTCOMP-acb305f8aa5fd6db77a4c9e5,MECHEXP-1f8413d30cec2cf6a01f46c7|MECHEXP-4bdbab1c1cba20f030d29ed2|MECHEXP-d67a2a3ae0947f874287e450|MECHEXP-d704fde673414e38c0b6d475,,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_001_compacted,payroll_and_earnings,,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,5,2,readiness_lane_002,1797,EXTREADINESS-1187bdf98fe188bf3f22b072,parse_text_pdf_ready,True,parse_text_pdf_extraction_queue,,,extraction_priority_high,usable_sampled_text_layer,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":5,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\n%äãÏÒ\n1"",""sampled_image_object_count"":10,""sampled_page_count"":5,""sampled_text_characters"":29000,""valid_pdf_signature"":true}",False,0,False,2026-08-05T18:57:49.718074+00:00,0.025445
EXTPAYLOAD-0062f64da9060a0cd6ed8c7f,d1a6182697ea77d73e3b37acfe925662dfba99e89eb1d6a8b52c72be0476e90e,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d1a6182697ea77d73e3b37acfe925662dfba99e89eb1d6a8b52c72be0476e90e.pdf,543293,pdf,application/pdf,Workshop-Meeting-AGENDA-03-11-2025-with-items-for-Borough-Councils-Consideration.pdf,EXTREADYQ-02a3a36e884545ac77ad3230,EXTSOURCE-0062f64da9060a0cd6ed8c7f,,,,Highspire,PA,2022,all_units,all_units,EXTCAND-7fb6a2567a140f846217aae6,ROOTCOMP-57cbfeb99753c04dd8c4ef20,MECHEXP-1aeaf7fd2012c5d64f909cdc|MECHEXP-5698ad1f4a2f61d4f7c76bf1|MECHEXP-654ca23a96482360441169ad|MECHEXP-d9d33bccf6840f3aabbf058b|MECHEXP-e857b4d3dd5c6cf2240001bf,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,6,4,readiness_lane_002,1798,EXTREADINESS-eba727969c51407a7b122afa,parse_text_pdf_ready,True,parse_text_pdf_extraction_queue,,,extraction_priority_high,usable_sampled_text_layer,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":23,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":1,""sampled_page_count"":5,""sampled_text_characters"":9087,""valid_pdf_signature"":true}",False,0,False,2026-08-05T18:57:49.789436+00:00,0.070746
EXTPAYLOAD-0099935e48efcdcf57b9f5a8,808b6e61423b40d4a6f8bbc54456d98637cfca9d9d0e3337e664d8711295dd87,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/808b6e61423b40d4a6f8bbc54456d98637cfca9d9d0e3337e664d8711295dd87.html,106202,html,text/html; charset=utf-8,Benefits,EXTREADYQ-0122d8d647574b449025ee24,EXTSOURCE-0099935e48efcdcf57b9f5a8,,,,Blue Mound,TX,2023,unclear,unclear,RESCAND-8eed64f77f97c6a3692971f1,ROOTCOMP-10ec1cc2e4a57ec0c4b49dbb,MECHEXP-42e7135c196551d04313afb7|MECHEXP-b448d94bbfebad0b45630dcb|MECHEXP-c95c78193bbdd61d651d7bc5|MECHEXP-ca74a6776c066b9f00e77925|MECHEXP-e554b7357e6086e2aa479001,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,external_search_wave_002_exhaustive_residual,benefits_and_total_compensation,implementation_confirmation|payroll_and_earnings,benefits_document,official_administrative_summary,high,current_30_gib_store,1,1,6,5,readiness_lane_002,8,EXTREADINESS-794ee661f2a132c1cfb2ef46,html_text_ready,True,html_text_extraction_queue,,,extraction_priority_high,substantive_visible_html_text,"{""bounded_inspection"":false,""bytes_inspected"":106202,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":68,""navigation_density"":0.228956,""payload_bytes"":106202,""row_element_count"":0,""script_count"":50,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":2122}",False,0,False,2026-08-05T18:57:39.140450+00:00,0.002605
EXTPAYLOAD-00a12b392568f74643c07c1c,14c846c37c633632d16ddc320f66b3d1e8bc9a44cfdcfb39c1378ce2f0939d31,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/14c846c37c633632d16ddc320f66b3d1e8bc9a44cfdcfb39c1378ce2f0939d31.html,184693,html,text/html; charset=UTF-8,accounts-and-budgets,EXTREADYQ-34c71ec572940b0ffeaffa45,EXTSOURCE-00a12b392568f74643c07c1c,,,,Bruceton,TN,undated-source-B4X2500LIVE-20260729-007127,unclear,unclear,RESCAND-822155db9c42784140f346cb,ROOTCOMP-62b96ad7c5052c0bb85fead8|ROOTCOMP-a4ac54d78711ececb43c03ab,MECHEXP-01b2ef28d2bb833af0f7b9ee|MECHEXP-574cd93acf6ef9e1f5562794|MECHEXP-6df78a2f186b0ea7e6673a9f|MECHEXP-88ab0b44d62837b94024e8d0|MECHEXP-9428e66823a564ded6e98047|MECHEXP-9bc8ca01a189a0d448975852|MECHEXP-adcb9c5590968382d0a39a88|MECHEXP-b68d5a203d166e30d9f7c59e|MECHEXP-be7c4a04f060ae1fa5d0e781|MECHEXP-ee5715e2316dba737e9746db|MECHEXP-fe875f15dbf348ac5162b1f6,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|tenure_and_progression,budget,official_administrative_summary,high,current_30_gib_store,1,1,13,4,readiness_lane_002,9,EXTREADINESS-c5cebd0c1da96cc06e2088a9,html_structured_data_candidate,True,html_table_candidate_queue,,table_candidate,extraction_priority_medium,structured_data_or_dataset_signal,"{""bounded_inspection"":false,""bytes_inspected"":184693,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":0,""link_count"":46,""navigation_density"":0.151815,""payload_bytes"":184693,""row_element_count"":0,""script_count"":38,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":1898}",False,0,False,2026-08-05T18:57:39.142306+00:00,0.001482
EXTPAYLOAD-00a8d28c11f7331b6f77fb6f,c97342df200d618aac2d34efb0c46512cf4ecb83524ae1d0cd2ceab95ff1b956,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c97342df200d618aac2d34efb0c46512cf4ecb83524ae1d0cd2ceab95ff1b956.html,70727,html,text/html; charset=UTF-8,benefits-summary,EXTREADYQ-efada3ba59d9cd6dc42a4bb3,EXTSOURCE-00a8d28c11f7331b6f77fb6f,,,,Oberlin,LA,2025,all_units,all_units,EXTCAND-07a741cca535e36af5a03319,ROOTCOMP-c1d9a794038d082afc2fa421,MECHEXP-01b935028084288f785d3609|MECHEXP-1337f01c065bd7b16213d032|MECHEXP-2faa72fcde6bddf9907d2753|MECHEXP-5ae0405b092b7ca744009c8d|MECHEXP-7114caf185962a9657e59ab4|MECHEXP-b43cd4867e145720afdf7dd8,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,7,4,readiness_lane_002,10,EXTREADINESS-89aef99764e041bee207ca59,html_structured_data_candidate,True,html_table_candidate_queue,,table_candidate,extraction_priority_high,structured_data_or_dataset_signal,"{""bounded_inspection"":false,""bytes_inspected"":70727,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":138,""navigation_density"":0.244681,""payload_bytes"":70727,""row_element_count"":0,""script_count"":8,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":3951}",False,0,False,2026-08-05T18:57:39.144956+00:00,0.002229
EXTPAYLOAD-00f2cebf3d25f4244f906c33,2dc2ce81943404277493cc529fb23d468c1a0c67d28a3dff3f39855f7f80fa7e,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-c2fe17f413937648d4f4.pdf,1879757,pdf,application/pdf,5103822631960288681162358353035871522,EXTREADYQ-a7ea21875e9fbca3c10b2398,B4X2500SRD-20260730-c2fe17f413937648d4f4,,EXTSRCREV-754ab78a171031882b9ea1e4,,East Fishkill,NY,undated,all_units,all_units,EXTCAND-45bfaddb750d468071279cb9,ROOTCOMP-985148696fe4ec3394f5e7bd,MECHEXP-069fa3a1eef1b201fb85d460|MECHEXP-342a89c6e1916c142b8abe7e|MECHEXP-6d6ab744652283734019e1d8|MECHEXP-cdd581c49dc4220931769d4b|MECHEXP-fa91ca8ca502e80891d15776,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,direct_official_administrative_record,high,canonical_prior_retained_source_reuse,1,1,6,6,readiness_lane_002,1799,EXTREADINESS-ca2a17942c63ff6c621b81b9,parse_text_pdf_ready,True,parse_text_pdf_extraction_queue,,,extraction_priority_high,usable_sampled_text_layer,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":35,""page_height_max"":793.933,""page_height_min"":792.0,""page_width_max"":615.624,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r3"",""sampled_image_object_count"":5,""sampled_page_count"":5,""sampled_text_characters"":5602,""valid_pdf_signature"":true}",False,0,False,2026-08-05T18:57:49.896583+00:00,0.106557
