canonical_source_record_id,retained_source_id,canonical_source_review_id,canonical_payload_id,SHA_256,local_artifact_path,byte_size,detected_file_type,MIME_type,original_filename,readiness_hint,source_quality,primary_content_family,secondary_content_families,administrative_source_type,final_priority_bucket,municipality,state,period,side_scope,department_scope,linked_search_waves,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,duplicate_relationship_count,exact_duplicate_source_review_ids,prior_reuse_source_review_ids,version_relationship_ids,payload_origin,source_review_only,analytical_extraction_performed
EXTREADYQ-d186e35dffbf54476717eb09,EXTSOURCE-0cbb76353cc925f116b292ea,EXTSRCREV-d2d5976955850aea5dc21d5c,EXTPAYLOAD-0cbb76353cc925f116b292ea,91961067f2d7523145bb1848d21677806f8187b834c22a94c1da60c0880957f7,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/91961067f2d7523145bb1848d21677806f8187b834c22a94c1da60c0880957f7.pdf,1928715,pdf,application/pdf,07-08-2026.11.pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,benefits_and_total_compensation|payroll_and_earnings|staffing_and_headcount,payroll_roster,high,Kanawha,IA,2026,all_units,all_units,external_search_wave_001_compacted,EXTCAND-c61a63b17b390658f5d76dcc,ROOTCOMP-4b8174b77c043d9494f71501,MECHEXP-16956e484ac6290010694b9d|MECHEXP-1d733aa1786fc4a8513ba987|MECHEXP-47055b659397505a3ef1f482|MECHEXP-4fc6ef7f19af19c6a9e588ae|MECHEXP-5de10a5d967ee6c4ec4b362c|MECHEXP-69448c273de7092d88bbf960|MECHEXP-d4fdc53b69177f9c51030aee,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-d1903a551f22287c512a5c9a,EXTSOURCE-eb955fbf7ce8315e690f101d,EXTSRCREV-64cac54679dcb43a497aefc7,EXTPAYLOAD-eb955fbf7ce8315e690f101d,6cefa96532b3dd38b7861d320494ea825f39170276baff9df70d04d58bb6056d,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6cefa96532b3dd38b7861d320494ea825f39170276baff9df70d04d58bb6056d.html,137088,html,text/html; charset=utf-8,2021-Monthly-Financial-Reports,html_text_candidate,official_administrative_summary,payroll_and_earnings,implementation_confirmation,payroll_roster,high,Beaver,OH,2021,unclear,unclear,external_search_wave_002_exhaustive_residual,RESCAND-abf631a1418408a0fc86a784,ROOTCOMP-11ae0b649c91537d912efeb9,MECHEXP-43a54f65d5782e9723a4b009|MECHEXP-45913eac24cb2d31702426a4|MECHEXP-522f9ca90eac7a834c6f6018|MECHEXP-8e3a0a828ad74a8994f87529|MECHEXP-b210e8cb0e55cc4f8e3df21f|MECHEXP-c34858c0bd3dc9c8ee6ceae2|MECHEXP-d9c3e895d7c64fb30146fdd2,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,0,,,EXTVERSION-6a001ca796793fc3ba5a53f2,current_30_gib_store,True,False
EXTREADYQ-d197ca4c698cc4305df7e658,EXTSOURCE-cafdf3838a4070fde4abbf1f,EXTSRCREV-6e4d1491ca0f322321bd9b2f,EXTPAYLOAD-cafdf3838a4070fde4abbf1f,afd6bc2f0f3f9f8c03ac54baaa4d0974391679225e514da35bce95e36144e409,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/afd6bc2f0f3f9f8c03ac54baaa4d0974391679225e514da35bce95e36144e409.html,214320,html,text/html; charset=utf-8,agendacenter,html_text_candidate,official_administrative_summary,payroll_and_earnings,implementation_confirmation,payroll_roster,high,Cawker City,KS,2025,unclear,unclear,external_search_wave_002_exhaustive_residual,RESCAND-b3f8eb9effb01117bca948ff,ROOTCOMP-6629916798554eb32d714e99,MECHEXP-856f41e20bc98af24eaeb506|MECHEXP-9aaa763f2f731500150f2206|MECHEXP-9df5ee00e38047cbca5fb8d0|MECHEXP-c00ccbe0064ee6503d6066d1|MECHEXP-faeb49abe28b27f9f5d84796,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,0,,,,current_30_gib_store,True,False
EXTREADYQ-d197dbb23fb45c0a63aee69e,EXTSOURCE-3c00de21c7dc37d0f5ad3011,EXTSRCREV-fbab1a4fd52434db965ca71e,EXTPAYLOAD-3c00de21c7dc37d0f5ad3011,add52d0da881697365a477d15c4567fb6389ee1f93d109706b94e518b670d56e,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/add52d0da881697365a477d15c4567fb6389ee1f93d109706b94e518b670d56e.pdf,113378,pdf,application/pdf,BAS24P13700013560.pdf,parse_text_pdf_candidate,direct_official_administrative_record,payroll_and_earnings,implementation_confirmation,payroll_roster,high,Colerain,NC,2021,unclear,unclear,external_search_wave_002_exhaustive_residual,RESCAND-ee5732eb11eb1bea226b23ca,ROOTCOMP-dc9dd1787a1d5bc22d3d5136|ROOTCOMP-f2d986e32408cded5f0f127a,MECHEXP-34a124c0804c1063de9fa3be|MECHEXP-4ada5e905da7ccb3a8336bea|MECHEXP-4c841c7cf4030403f1609739|MECHEXP-4f86c67602348db4e2cc6827|MECHEXP-635c5ea500e7b559890c9679|MECHEXP-b2094762806c52c9d825fcd2|MECHEXP-c471fd14b082fc72deb73cd3|MECHEXP-d6f89f9d1efb5e313ab69418|MECHEXP-e48babca148c60f28da2337f|MECHEXP-e86288be426c19316b39cf08,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,0,,,,current_30_gib_store,True,False
EXTREADYQ-d19a348ec62fcee16de3956b,EXTSOURCE-eaa26c4d6478fca343f52a61,EXTSRCREV-e57d61e9f35174c23211dc67,EXTPAYLOAD-eaa26c4d6478fca343f52a61,70d32d53ffe08ff68f5f636925fa271fe0df7c96b2f4812f5c8f3c7ccf78ce88,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/70d32d53ffe08ff68f5f636925fa271fe0df7c96b2f4812f5c8f3c7ccf78ce88.html,123760,html,text/html; charset=UTF-8,human-resources,html_text_candidate,official_administrative_summary,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,high,Fish Lake,MN,undated,side_independent,side_independent,external_search_wave_001_compacted,EXTCAND-eb905a61777ceae6c2ca47a0,ROOTCOMP-83243214ed75bea459d47b0a,MECHEXP-146bbe2af64a02dcd10c2d08|MECHEXP-6993fe7a6e0f66d424e9de6c|MECHEXP-76b029e58cff32f2a3f4801a|MECHEXP-a0524c49df5e6411b36164c5|MECHEXP-d91286fb9a60160b1c2560e7,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-d1a378b8f276569c6bf32317,EXTSOURCE-9e1f1b4ac158c51ecb9c7bf4,EXTSRCREV-e45099b4b39b26a61873d32f,EXTPAYLOAD-9e1f1b4ac158c51ecb9c7bf4,049e85dbb551e2ec7c019b00f8b9071fdef0c639c1ddbd6ef54433a4575b9d45,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/049e85dbb551e2ec7c019b00f8b9071fdef0c639c1ddbd6ef54433a4575b9d45.html,155196,html,text/html; charset=utf-8,newsflash,html_text_candidate,official_administrative_summary,payroll_and_earnings,implementation_confirmation,payroll_roster,high,Bedford,OH,2026,police,police,external_search_wave_002_exhaustive_residual,RESCAND-51800e046ed40fa728195c3a,ROOTCOMP-b9ea9982a9b255d807535750,MECHEXP-3f72242766ca0ef62d62dbc5|MECHEXP-971b610e0ec556a9c91e7001|MECHEXP-ba60a6d3d1f87326c9a878d3|MECHEXP-f61c0c20683591d89dce9d34,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,0,,,,current_30_gib_store,True,False
EXTREADYQ-d1a3d31a7e31f5b65fcba6f6,EXTSOURCE-8401b8e16c1c3e78616b6692,EXTSRCREV-102368ea732efbcace6a9cfd,EXTPAYLOAD-8401b8e16c1c3e78616b6692,e10394a3418c7bc5f44c5f844666b5c03d65d9cbe7455c7cffeafa83b0350e93,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e10394a3418c7bc5f44c5f844666b5c03d65d9cbe7455c7cffeafa83b0350e93.html,34590,html,text/html; charset=utf-8,ServiceCatalog,html_text_candidate,official_administrative_summary,payroll_and_earnings,benefits_and_total_compensation|implementation_confirmation|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,high,Fairfield,OH,2026,police,police,external_search_wave_001_compacted,EXTCAND-18b1fc1ba52a3fb1fb6eecae,ROOTCOMP-0ae7ff684426777350263391,MECHEXP-0911adecfb69ef4f0b65c71b|MECHEXP-3018c1b196d592115f600e48|MECHEXP-3d8052a5773ecfd5f3d969e0|MECHEXP-e371fab0d9211318e02c9012,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-d1a4e1d418a7f0faad2c47a6,EXTSOURCE-e7351f4cdab7fa131619588f,EXTSRCREV-ca0da186284e383d01f5833f,EXTPAYLOAD-e7351f4cdab7fa131619588f,0ce6f1e03866262c3a4c1b0be30cffbc8831a775040bb34e5553e0b71098c871,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/0ce6f1e03866262c3a4c1b0be30cffbc8831a775040bb34e5553e0b71098c871.pdf,111064,pdf,application/pdf,2025-01-07-Board-of-Selectmen-Minutes.pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,high,Canterbury,NH,2025,police,police,external_search_wave_001_compacted,EXTCAND-b07a610c832f357b9569ec60,ROOTCOMP-89f32871f7d3725275c28d2e,MECHEXP-21fc892d79f7752cde74afd7|MECHEXP-3bb1d4fec2be6e59f3f5fddc|MECHEXP-7d3ef5925312b1407107e789|MECHEXP-bb7ed6355ae6fc8b8f6e9b03|MECHEXP-dbb5bee9084816e6a9da8a74,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,EXTVERSION-2e09fecbae429ccaac70df7f,current_30_gib_store,True,False
EXTREADYQ-d1a6df2a30f439bea879bc17,EXTSOURCE-c1789f74dea67f3f6c3de42e,EXTSRCREV-7be76a65c6f88cb874790a97,EXTPAYLOAD-c1789f74dea67f3f6c3de42e,6a658e18ffc86bf374296721ebc0449717ff6d4479f6909f0f1331ded453eb8d,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/6a658e18ffc86bf374296721ebc0449717ff6d4479f6909f0f1331ded453eb8d.pdf,290434,pdf,application/pdf,FY2425_ORG8940_BCP7435.pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,high,Westmorland,CA,2024,all_units,all_units,external_search_wave_001_compacted,EXTCAND-602e872802242c0029b9edc2,ROOTCOMP-b830aedef8c79c31366acb76,MECHEXP-317e445297f1a9f70f779344|MECHEXP-423c0e4b674c1ea65b4ac934|MECHEXP-4c0c3c7f53d758a24f0465c1|MECHEXP-70319996e30c72933a48d5c0|MECHEXP-de56cbf2699f98a7a466280f|MECHEXP-f3f8e2fc05df26dc16ef16bb,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-d1af422cd14db5a355fabfa9,EXTSOURCE-20fff55b33f87b89d4da7499,EXTSRCREV-38ca717799c9556a7b053620,EXTPAYLOAD-20fff55b33f87b89d4da7499,2bedafa79a3bb86fe5dca1779451048866517a1478b2142d1b329ffff4d75ca1,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/2bedafa79a3bb86fe5dca1779451048866517a1478b2142d1b329ffff4d75ca1.pdf,8331681,pdf,application/pdf,2022-Adams-County-Adopted-Budget.pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,payroll_roster,high,Adams,WI,undated-source-B4X2500LIVE-20260729-000902,unclear,unclear,external_search_wave_002_exhaustive_residual,RESCAND-5e5658fe5239271028dbcc7c,ROOTCOMP-4134eb3da21c42cad30bd5b1,MECHEXP-0202a7aaeb617270c4fde2d9|MECHEXP-5176388fda0afd08d8060dd1|MECHEXP-5a05ce861e4e7b1a6972999b|MECHEXP-5fd35b37e319dac107f0b8e4|MECHEXP-c04c7579c06610e11e7be989,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,0,,,EXTVERSION-3e21d652d403f77f0a509274|EXTVERSION-ebee800abf91634e704d3c53,current_30_gib_store,True,False
