MIME_type,SHA_256,administrative_source_type,analytical_rows_extracted,byte_size,candidate_fanout,canonical_payload_id,canonical_retained_source_ids,canonical_source_fanout,canonical_source_record_ids,claim_fanout,deferred_queue,department_scope,detected_file_type,diagnostic_full_text_persisted,diagnostics_json,duplicate_retained_source_ids,event_fanout,expected_claim_upgrade_tags,extraction_priority,extraction_ready,inspected_at,inspection_runtime_seconds,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,municipality,ocr_performed,original_filename,payload_origin,period,primary_extraction_queue,prior_retained_source_reuse_ids,readiness_lane_id,readiness_lane_sequence,readiness_reason_codes,readiness_result_id,readiness_status,review_priority,secondary_processing_hints,secondary_source_families,side_scope,source_family,source_quality,state,version_relationship_ids
text/csv; charset=utf-8,48929fabbdb5e0f3282abd49080d80af6097a62275f3e5061b9b53db598b7b44,payroll_roster,0,5218,1,EXTPAYLOAD-d059a434a0fcd62fc09aa5af,EXTSOURCE-d059a434a0fcd62fc09aa5af,1,EXTREADYQ-5248ce6d67e3a9f4d745bbd3,5,,fire,csv,False,"{""blank_row_count"":4,""column_count"":4,""delimiter"":"","",""diagnostic_rows_persisted"":false,""duplicate_header_count"":0,""encoding"":""utf-8"",""header_candidates"":[""Fact"",""Fact Note"",""Broadview village, Illinois"",""Value Note for Broadview village, Illinois""],""likely_compensation_staffing_columns"":[],""likely_date_columns"":[],""likely_municipality_department_employee_columns"":[],""malformed_row_count"":0,""row_count"":85}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T18:57:39.125826+00:00,0.000924,RESCAND-07daca562aa94f6d0bc74de8,,MECHEXP-3a7056b40587c5d0c94cfd9b|MECHEXP-d21164f809a1c7ea66141f4b|MECHEXP-f49a57ffb43053bf89208c76|MECHEXP-f65c8d3392d378e07464ca0f,ROOTCOMP-329d0a0286521d22457aac4d,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/csv/48929fabbdb5e0f3282abd49080d80af6097a62275f3e5061b9b53db598b7b44.csv,Broadview,False,BZA210223,current_30_gib_store,2023,csv_extraction_queue,,readiness_lane_002,4,parseable_delimited_schema,EXTREADINESS-7fdf96c0653f0a33b399d4ce,csv_structured_ready,high,,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,fire,multi_family_administrative_source,direct_official_administrative_record,IL,
application/pdf,12da0a4619080a7b8ed8e7078d4a35df5b941fb1f239bc521eb5eb457e35615b,payroll_roster,0,154179,1,EXTPAYLOAD-d064b01287a9dcbfbac8c340,EXTSOURCE-d064b01287a9dcbfbac8c340,1,EXTREADYQ-dd54025e59faede830343963,4,,fire|police,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":4,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.7\r\n%µµµµ\r"",""sampled_image_object_count"":0,""sampled_page_count"":4,""sampled_text_characters"":9364,""valid_pdf_signature"":true}",,10,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:59:26.051895+00:00,0.071434,EXTCAND-2df665cb0e1c12c6f6b67401,,MECHEXP-0011f25cb6cee324bd41ca2a|MECHEXP-04642c98096cee5c50a5f362|MECHEXP-35212bd359d274fcab234c50|MECHEXP-3dfd93995457914c3fcae6d2|MECHEXP-682beb5a0ce5f1742aa75518|MECHEXP-8771525f7de8a51de210dc4d|MECHEXP-a5ee3d78b1d5a33a4e92376a|MECHEXP-d86408b14de54281b72cdfd6,ROOTCOMP-453b6befa21df431a3273d32|ROOTCOMP-82cfda8b2208034a980da92e,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/12da0a4619080a7b8ed8e7078d4a35df5b941fb1f239bc521eb5eb457e35615b.pdf,Perry,False,Annual-Report-2023-for-website.pdf,current_30_gib_store,2020,parse_text_pdf_extraction_queue,,readiness_lane_002,2715,usable_sampled_text_layer,EXTREADINESS-fad9bd6f6e9ec49a6d532734,parse_text_pdf_ready,high,,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,fire|police,multi_family_administrative_source,direct_official_administrative_record,WI,
text/html; charset=utf-8,ccaf7d316c5b856757e38f53e264b15ae37c9a0e213328f6fa7c851e993cdf1a,ordinance_or_resolution,0,113086,1,EXTPAYLOAD-d06724d855b7eb4c3ca6dbd3,EXTSOURCE-d06724d855b7eb4c3ca6dbd3,1,EXTREADYQ-1a39b1e4143a7dd3c399eace,4,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":113086,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":113,""navigation_density"":0.25,""payload_bytes"":113086,""row_element_count"":0,""script_count"":40,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":3013}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:06:47.710781+00:00,0.002368,EXTCAND-869d7fd49d4c30f8cca33844,,MECHEXP-3646c96bd3f76bfca0c3c2c2|MECHEXP-70669a0e52b08e430d9f13dc|MECHEXP-89303915b9d96372064042fb|MECHEXP-b7571632316f306ce2e5cf18|MECHEXP-c43292cee411c0080f9ee2f9,ROOTCOMP-5ee792f69d5ba070e52682e7,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ccaf7d316c5b856757e38f53e264b15ae37c9a0e213328f6fa7c851e993cdf1a.html,Kirby,False,Livable-Wage-Ordinance,current_30_gib_store,2026,html_table_candidate_queue,,readiness_lane_005,1467,structured_data_or_dataset_signal,EXTREADINESS-e850acbe6d4381d89861ff8a,html_structured_data_candidate,high,table_candidate,,all_units,implementation_confirmation,official_administrative_summary,VT,
application/pdf,a2b823e5d41c21757c02301203fa6ac89fa2cb2f5f80fda5fb2277e7a4f64027,ordinance_or_resolution,0,140381,1,EXTPAYLOAD-d06c718cca14c1022a4effaa,EXTSOURCE-d06c718cca14c1022a4effaa,1,EXTREADYQ-2e1bf295e22aa4e5a0f9c5b4,4,,all_units,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":5,""page_height_max"":792.0004,""page_height_min"":792.0004,""page_width_max"":612.0002000000001,""page_width_min"":612.0002000000001,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.5\r%âãÏÓ\r\n"",""sampled_image_object_count"":5,""sampled_page_count"":5,""sampled_text_characters"":27639,""valid_pdf_signature"":true}",,6,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:08:22.482161+00:00,0.168612,EXTCAND-b52aee01d54b7d7f22246903,,MECHEXP-1ae00f6341e5ad3344a4e0c7|MECHEXP-78e29825d214ccab37de7bf4|MECHEXP-7bf4a0c40e15c14e058049f2|MECHEXP-cc59483df31fe5fefe5a3571|MECHEXP-d97533fdafadd64183c6e506,ROOTCOMP-209826bb7d834ab9893ac110,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/a2b823e5d41c21757c02301203fa6ac89fa2cb2f5f80fda5fb2277e7a4f64027.pdf,Elmer City,False,download,current_30_gib_store,undated,parse_text_pdf_extraction_queue,,readiness_lane_005,2722,usable_sampled_text_layer,EXTREADINESS-03ed1e19d1a23fafa901f7ad,parse_text_pdf_ready,high,,benefits_and_total_compensation|implementation_confirmation|recruitment_and_retention|staffing_and_headcount,all_units,multi_family_administrative_source,direct_official_administrative_record,WA,
text/html; charset=UTF-8,b76b9b6efe7b29b4daef5a551c6fa0fe1a284040d94af2fdfc934d6654ae5081,payroll_roster,0,107865,1,EXTPAYLOAD-d06cf1ed2d6b221bbc64d432,EXTSOURCE-d06cf1ed2d6b221bbc64d432,1,EXTREADYQ-bfbea8be1484d2f1627eee08,5,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":107865,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":49,""navigation_density"":0.120098,""payload_bytes"":107865,""row_element_count"":0,""script_count"":11,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":2868}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T18:57:48.188041+00:00,0.001228,RESCAND-92106cdcfeb577fa49949e40,,MECHEXP-07b89e20bfa663a796e011f4|MECHEXP-13e680d0fe096693699a934e|MECHEXP-1c81a2ac39652d4d5135b5bb|MECHEXP-8b893df5c39eeaea61544430|MECHEXP-ee08d5445b9e2cef1d92f266,ROOTCOMP-873dc744994848c7a245c105,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b76b9b6efe7b29b4daef5a551c6fa0fe1a284040d94af2fdfc934d6654ae5081.html,Bonduel,False,41111,current_30_gib_store,undated-source-B4X2500LIVE-20260729-005879,html_table_candidate_queue,,readiness_lane_002,1475,structured_data_or_dataset_signal,EXTREADINESS-c0a5d92d83f012abfa1a3605,html_structured_data_candidate,high,table_candidate,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,unclear,multi_family_administrative_source,official_administrative_summary,WI,
text/html; charset=UTF-8,25b588e0dc329b96fd5b510f482ec5361744223c1e6b173e97671eee69340aad,ordinance_or_resolution,0,210069,1,EXTPAYLOAD-d06eb7e15080962a703f0573,EXTSOURCE-d06eb7e15080962a703f0573,1,EXTREADYQ-09ace1ab57daed2a65a96fa8,6,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":210069,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":110,""navigation_density"":0.044124,""payload_bytes"":210069,""row_element_count"":27,""script_count"":67,""structured_data_script_count"":1,""table_count"":2,""valid_html_structure"":true,""visible_text_characters"":15528}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:03:47.567577+00:00,0.003084,EXTCAND-1aac5ecbb44ba6eb6ca9997a,,MECHEXP-091c1b98f4a4a882539a1945|MECHEXP-5caa4a78e8ae93a0b3cd14aa|MECHEXP-a1f164ceedf82d1f285189f6|MECHEXP-b6d023407cadc4b45078d6f3|MECHEXP-c7493589af591140f03dfa31,ROOTCOMP-452586b9027c5023ae68affd,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/25b588e0dc329b96fd5b510f482ec5361744223c1e6b173e97671eee69340aad.html,DeWitt charter,False,police-department,current_30_gib_store,undated,html_table_candidate_queue,,readiness_lane_004,1477,structured_data_or_dataset_signal,EXTREADINESS-c1ad8d75be2b607c5179e474,html_structured_data_candidate,high,table_candidate,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,implementation_confirmation,official_administrative_summary,MI,
application/pdf,96c4b1ce0bd5e7515dd87397f1a0cd86a800966266f9729b10d080e495e4cc25,payroll_roster,0,182007,1,EXTPAYLOAD-d06f3cb6b865853da556f39b,EXTSOURCE-d06f3cb6b865853da556f39b,1,EXTREADYQ-162b19e3511229c6da1cc66b,5,,fire|police,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":2,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":0,""sampled_page_count"":2,""sampled_text_characters"":3990,""valid_pdf_signature"":true}",,11,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T18:59:26.079021+00:00,0.026494,EXTCAND-d8eab1d67cc3efa6f770013d,,MECHEXP-2ab56ee89769654da71d1ff1|MECHEXP-3e26bc54fb01c9f4757c8335|MECHEXP-4c38ecc2875ef7a2dabd524d|MECHEXP-593b322e55c18f728f512175|MECHEXP-5eacbea3e95c8ed9b10168ea|MECHEXP-69e4fe9d011e49cb2bf2fbd2|MECHEXP-723841e938c05073fe20edcd|MECHEXP-a88fa58affa87032e6c42bb7|MECHEXP-b2814385a0cfb07e04909738,ROOTCOMP-683b2c2eb8275061f23a32c6|ROOTCOMP-8b1f66fd397e25f8d0fa9047,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/96c4b1ce0bd5e7515dd87397f1a0cd86a800966266f9729b10d080e495e4cc25.pdf,Bloomfield,False,office_website-meeting-synopsis-november-2025.pdf,current_30_gib_store,2025,parse_text_pdf_extraction_queue,,readiness_lane_002,2716,usable_sampled_text_layer,EXTREADINESS-68c9bb14490e3f1fdb7e3061,parse_text_pdf_ready,high,,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,fire|police,multi_family_administrative_source,direct_official_administrative_record,MI,
text/html; charset=UTF-8,fe9840753722b3048f13bd8bdf1201a7cdd62a6b5d441f2cd8ffde79d666afba,budget,0,63122,1,EXTPAYLOAD-d070a3c0f223892fc26ff14f,EXTSOURCE-d070a3c0f223892fc26ff14f,1,EXTREADYQ-99ef805c779b14c2a83019a3,5,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":63122,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":1,""link_count"":160,""navigation_density"":0.201765,""payload_bytes"":63122,""row_element_count"":0,""script_count"":20,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":5427}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_medium,True,2026-08-05T18:54:46.625160+00:00,0.001554,EXTCAND-68927d30367572f447c66407,,MECHEXP-0838a1aa27150e5f1415fdb6|MECHEXP-3743eb803c921b8f4dab278b|MECHEXP-58bc058fe810588c53c9ddc4|MECHEXP-61b741e4c9f30910a64937d9|MECHEXP-73d4c3e9da36dc417a179982,ROOTCOMP-72ebdeb020f8726771330d0d,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fe9840753722b3048f13bd8bdf1201a7cdd62a6b5d441f2cd8ffde79d666afba.html,South Glens Falls,False,dpw,current_30_gib_store,2018,html_text_extraction_queue,,readiness_lane_001,1467,substantive_visible_html_text,EXTREADINESS-0c27f4ea6d4be3a51e7f8418,html_text_ready,high,,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,police,multi_family_administrative_source,official_administrative_summary,NY,
text/html; charset=utf-8,3fcc01eb1dab9a06961f99aea86a5e50ea4ad7c7f7436d6b8cedb17142c1fa35,payroll_roster,0,22893,1,EXTPAYLOAD-d077c52ed817d3dc15ee1712,EXTSOURCE-d077c52ed817d3dc15ee1712,1,EXTREADYQ-202d96b53800f736e8da3db4,5,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":22893,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":1,""link_count"":8,""navigation_density"":0.026756,""payload_bytes"":22893,""row_element_count"":23,""script_count"":11,""structured_data_script_count"":0,""table_count"":4,""valid_html_structure"":true,""visible_text_characters"":2101}",,7,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:00:47.283622+00:00,0.000766,RESCAND-edd5688de047f203c2fcf1ec,,MECHEXP-46950f8d865d4408df6a5948|MECHEXP-4c0df2778a00e479059ac5a9|MECHEXP-abac30929fbf97a7eb024387|MECHEXP-d3a1d849d8dea7cf564796ac|MECHEXP-d99a294b9f5bec8fd0a6e5de|MECHEXP-fa61f462cf001d06fc6fae1c,ROOTCOMP-9fdaf9b547fac53e2c57a4aa,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3fcc01eb1dab9a06961f99aea86a5e50ea4ad7c7f7436d6b8cedb17142c1fa35.html,Afton,False,DistrictByFunctionAndObjectCode.aspx,current_30_gib_store,2025,html_table_candidate_queue,,readiness_lane_003,1470,html_table_structure_present,EXTREADINESS-4f2a477fc6a7ab3abfc5eac4,html_table_candidate_ready,high,table_candidate,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,unclear,multi_family_administrative_source,official_administrative_summary,KS,EXTVERSION-4d48ed1fae4f7572da6994ff|EXTVERSION-dbe655940fa9166224b48f6d
text/html; charset=UTF-8,eddab8c048eacc83fb40290a527908dcd0d0b9e416b1406085951d3d5411f793,payroll_roster,0,59812,1,EXTPAYLOAD-d07af9028362a5fc5f4d3c13,EXTSOURCE-d07af9028362a5fc5f4d3c13,1,EXTREADYQ-4caa0449d3235cefcb129497,4,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":59812,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":133,""navigation_density"":0.160048,""payload_bytes"":59812,""row_element_count"":3,""script_count"":10,""structured_data_script_count"":1,""table_count"":2,""valid_html_structure"":true,""visible_text_characters"":5218}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:00:47.285561+00:00,0.001602,RESCAND-8174167702d514ad622bf397,,MECHEXP-2d47e492fc5d9b68b33f281b|MECHEXP-466d33451fc947b2c39b17d2|MECHEXP-e7a14c8cf5d157ebf1ed490d|MECHEXP-e80b7e17bf1f96e514ce19f8|MECHEXP-efb26ae253b4fe7f40ba6725,ROOTCOMP-ec5422bb8106be3198b27755,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/eddab8c048eacc83fb40290a527908dcd0d0b9e416b1406085951d3d5411f793.html,Alexandria,False,FinancialReports,current_30_gib_store,2025,html_table_candidate_queue,,readiness_lane_003,1471,structured_data_or_dataset_signal,EXTREADINESS-a1727a9898ae6bd655a15020,html_structured_data_candidate,high,table_candidate,implementation_confirmation,unclear,payroll_and_earnings,official_administrative_summary,NJ,
