canonical_payload_id,SHA_256,local_artifact_path,byte_size,detected_file_type,MIME_type,original_filename,canonical_source_record_ids,canonical_retained_source_ids,duplicate_retained_source_ids,prior_retained_source_reuse_ids,version_relationship_ids,municipality,state,period,side_scope,department_scope,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,linked_search_waves,source_family,secondary_source_families,administrative_source_type,source_quality,review_priority,payload_origin,canonical_source_fanout,candidate_fanout,event_fanout,claim_fanout
EXTPAYLOAD-6ca7622545f0e557d465eb18,d09f1528e83f6837120787ed5699d250a31d62f9a7442ec302e98d9fa809412f,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d09f1528e83f6837120787ed5699d250a31d62f9a7442ec302e98d9fa809412f.html,19784,html,text/html; charset=utf-8,directory.htm,EXTREADYQ-fec96497396e35440f20caaf,EXTSOURCE-6ca7622545f0e557d465eb18,,,,Barrington Hills,IL,2015,police,police,RESCAND-11f2e8b8bf1a71a901611e53,ROOTCOMP-dbcbdf8e2ab2274ab6ccdcbe,MECHEXP-3dccf2842e166fde0726142a|MECHEXP-47bca5ae8b9dfb83682f41e8|MECHEXP-4fa7f20cb93fe467f73a55a4|MECHEXP-a684bd01af613eb6cdf195dd|MECHEXP-d5f167dc4460753a80113bca,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,6,3
EXTPAYLOAD-a0283255b87f72fc3049fb24,d0abee2dfe3bc96145dc39972d752520bb866fc6f88a66e0ad00c831503f20a0,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d0abee2dfe3bc96145dc39972d752520bb866fc6f88a66e0ad00c831503f20a0.pdf,2109058,pdf,application/pdf,2a-Division of Administrative Services.pdf,EXTREADYQ-b42f4697be3b5f198613fd9d,EXTSOURCE-a0283255b87f72fc3049fb24,,,,Auburndale,WI,2023,unclear,unclear,RESCAND-8614a7dcd353e9e5e34491bf,ROOTCOMP-afe1cd6a9310442d9065ee53,MECHEXP-16995247487640005e4222e6|MECHEXP-1fe65b4e8d9f8718c389c5ea|MECHEXP-2a09291f206817754fd4009b|MECHEXP-4431e1ce2b6193641c22b6f1|MECHEXP-686032fb631a92b5adcd570b|MECHEXP-7aea3bc377cdea24d97603ec|MECHEXP-a6f4edc669e79adc98e67db2,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,8,5
EXTPAYLOAD-194f2d0aa22d79adf906dcfb,d0acdfd239897e4fec5a1ef223e9a142964381ce8fe3180eb47cf1d819e8fdb4,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d0acdfd239897e4fec5a1ef223e9a142964381ce8fe3180eb47cf1d819e8fdb4.pdf,1223417,pdf,application/pdf,download,EXTREADYQ-ae76a8dd33339c98be380bd6,EXTSOURCE-194f2d0aa22d79adf906dcfb,EXTSRCREV-98aefcbdd12148de8b163d7d,,,Oberlin,LA,2025,all_units,all_units,EXTCAND-ca9ee73fc64453034b8aa888|EXTCAND-eb5fd98dccb3109dfe609c33,ROOTCOMP-c1d9a794038d082afc2fa421,MECHEXP-01b935028084288f785d3609|MECHEXP-1337f01c065bd7b16213d032|MECHEXP-2faa72fcde6bddf9907d2753|MECHEXP-5ae0405b092b7ca744009c8d|MECHEXP-7114caf185962a9657e59ab4|MECHEXP-b43cd4867e145720afdf7dd8,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,2,7,4
EXTPAYLOAD-2a2cd2e22cf615c15fbc4413,d0b01c61219e20057aa6f175325e0595f7bd3cffad90cd58b64e94069b00eb59,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0b01c61219e20057aa6f175325e0595f7bd3cffad90cd58b64e94069b00eb59.html,176714,html,text/html; charset=utf-8,City-Council-Workshop-22,EXTREADYQ-1f4831c9a60f9565a1a7fdad,EXTSOURCE-2a2cd2e22cf615c15fbc4413,,,,Bangor,MI,2026,unclear,unclear,RESCAND-82c21125c7f4775e22e229ad,ROOTCOMP-2359f1c4774ef46caa5303d6,MECHEXP-1f949e62b2a4405d29e226f6|MECHEXP-3e93ebe70f6d546b4f0f730f|MECHEXP-6c6ed9c656b8851c400312eb|MECHEXP-927c404b1145aed33ad2f1be|MECHEXP-f3c865f0683c532afd28e04f,,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,payroll_and_earnings,tenure_and_progression,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,6,2
EXTPAYLOAD-e22d4c261e5e1673614f1fbc,d0b3d9c582ba3e5b656123f3ec2520e954169c23f30df7d6870b235c2985cacc,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0b3d9c582ba3e5b656123f3ec2520e954169c23f30df7d6870b235c2985cacc.html,113628,html,text/html; charset=utf-8,Chapter21.aspx,EXTREADYQ-7b1b995a2b93c9194aaf9519,EXTSOURCE-e22d4c261e5e1673614f1fbc,,,,Doyline,LA,2024,all_units,all_units,EXTCAND-3d1a76b216a152333a402657,ROOTCOMP-61e8762cc0787f0e12625313,MECHEXP-6169b86f96fa689690920e7b|MECHEXP-7247de7fe5dfb88198268bd3|MECHEXP-a0fd4df36b05079d89ca5318|MECHEXP-be39bebf7eaa2053f9ab9bac|MECHEXP-dc4d17622eb597fbb04fc31c,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,6,6
EXTPAYLOAD-aee29e25e77075352f014bd6,d0b652c01ba4b71a56346d7d071fd4a24a3d68b26b889a6ad51c04c114f9f98e,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0b652c01ba4b71a56346d7d071fd4a24a3d68b26b889a6ad51c04c114f9f98e.html,107426,html,text/html; charset=utf-8,Annual-Comprehensive-Financial-Reports,EXTREADYQ-397f0ce213cd15688d4ad540,EXTSOURCE-aee29e25e77075352f014bd6,,,,Charleston,TN,undated,all_units,all_units,EXTCAND-7eef1d16dc7c09e9a9218b8e,ROOTCOMP-bd5b0cf780367b7a71c15e42,MECHEXP-27eec0d0907b02668cc8bc96|MECHEXP-3006ef9490098d27115bbe83|MECHEXP-5818a41666fcccc4771cd610|MECHEXP-9b5f75a6e2654618dd01883c|MECHEXP-e79c5fdc5badb3aace1b3adb,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,6,6
EXTPAYLOAD-076d1e30384896802c3f7c47,d0c38fc496ac5aa4cacea4a65bb591583edbdc98f766bb0a8773d5fe9e5f96b2,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0c38fc496ac5aa4cacea4a65bb591583edbdc98f766bb0a8773d5fe9e5f96b2.html,72305,html,text/html; charset=UTF-8,zoning-commission,EXTREADYQ-58e52bc4db1a251d60b54ca1,EXTSOURCE-076d1e30384896802c3f7c47,,,,Lake Nebagamon,WI,2020,non_safety,non_safety,EXTCAND-49897e00905a7c99d4fac3b2,ROOTCOMP-d1bad0f491a186693cceda5e,MECHEXP-0b4d17936b6e7ccdcf03ddba|MECHEXP-15221a24ad729ea8a54d54b7|MECHEXP-4c74f4271436adaad621308e|MECHEXP-4d1204de3cf4626690ab3db2|MECHEXP-7209dfa5e57f9c843cc9aa44|MECHEXP-e335c381910703ba40ab266f,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_001_compacted,implementation_confirmation,payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,ordinance_or_resolution,official_administrative_summary,high,current_30_gib_store,1,1,7,5
EXTPAYLOAD-d08caab3db7c5803dcd5567b,d0c686a48f01dae77b76d6a2a72a731a909c060b6bb1f0c4d37f4d81a2a1f9d3,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d0c686a48f01dae77b76d6a2a72a731a909c060b6bb1f0c4d37f4d81a2a1f9d3.pdf,1454381,pdf,application/pdf,2022,EXTREADYQ-7fd16f901d13a61b7c052f98,EXTSOURCE-d08caab3db7c5803dcd5567b,,,,Newcastle,IN,2016,non_safety,non_safety,EXTCAND-635439584e8ff67e19fe840e,ROOTCOMP-c7f76134bb9fb854f09af524,MECHEXP-74c7d1afed87a21419f909e7|MECHEXP-82886090fcb1ada1d825cb45|MECHEXP-839bdfbd7e96915474aeeebd|MECHEXP-fa4cd23049bf4dd682e4b2c8,,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|tenure_and_progression,ordinance_or_resolution,direct_official_administrative_record,high,current_30_gib_store,1,1,5,3
EXTPAYLOAD-c622c085e3e74bf3e2f83669,d0c72aead5ed4fd10abf8393698f6c5806f373e77d5d48c10b8df890fecbc6a5,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d0c72aead5ed4fd10abf8393698f6c5806f373e77d5d48c10b8df890fecbc6a5.pdf,2261684,pdf,application/pdf,pers0425.pdf,EXTREADYQ-5c65cb18e24a9c928c82f1d0,EXTSOURCE-c622c085e3e74bf3e2f83669,,,,Cinnaminson,NJ,2025,unclear,unclear,RESCAND-4c6d216a687018af8f08b26e,ROOTCOMP-d7199c10a2e4b9641e11853c,MECHEXP-11630caeef014c1a4dcc3df8|MECHEXP-1db4830aee24904c67a95c12|MECHEXP-839832e3ba5626acb5f0dab4|MECHEXP-8f567675678769b39dfe6a58|MECHEXP-a2c61f9c634795cd2edab946|MECHEXP-dca08e88e3f20d947b840538,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,7,5
EXTPAYLOAD-900a7d27d9776d76b168fb76,d0cdeecc087930d30c1b8c4f715c95e37e6386b0ca922d06a8881c411b3cdbae,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0cdeecc087930d30c1b8c4f715c95e37e6386b0ca922d06a8881c411b3cdbae.html,702525,html,text/html; charset=utf-8,newsflash,EXTREADYQ-d8780c8eef8e7019603dd881,EXTSOURCE-900a7d27d9776d76b168fb76,,,,Chester,NY,2025,police,police,RESCAND-58dde91fe205568fc7bdfebd,ROOTCOMP-563a29dec913be98b896ed8d|ROOTCOMP-6533d469dedb49e66474e19c|ROOTCOMP-698963aa96704a21788a0c7c|ROOTCOMP-ef699e72c9f7359e26949fec,MECHEXP-308d058bf2a08094e4f548b6|MECHEXP-3792a76a48c88d049c1c81bc|MECHEXP-3a47a0f282936724f2759b68|MECHEXP-3b6ac662d75083ea24dea8bf|MECHEXP-3f75327c42ebfb86113aee71|MECHEXP-41c33f3fe7b9b859159b3792|MECHEXP-45f0989d12365e9eef39d680|MECHEXP-5b09f55f8a45b75939dcf2f0|MECHEXP-6ceba3d5f7af393df82dfeb3|MECHEXP-72108b284c24f6f65379d6e0|MECHEXP-7503a5ed40d11d2be44d4e8d|MECHEXP-76e9720fcfd7f7058652aafd|MECHEXP-997bbb4316e8f4081f9b779d|MECHEXP-a764aeeb3fb4f6a6bbdc15dd|MECHEXP-b0bd0fa86bf404f302347218|MECHEXP-ca7ae4836d647a9ce9c9e35a|MECHEXP-d18906137e7a58ef326c834d|MECHEXP-f30ee38bb31a49d8f9dbb302,,upgrades_staffing_hypothesis,external_search_wave_002_exhaustive_residual,staffing_and_headcount,recruitment_and_retention,media_or_context,official_administrative_summary,medium,current_30_gib_store,1,1,22,1
