canonical_payload_id,SHA_256,local_artifact_path,byte_size,detected_file_type,MIME_type,original_filename,canonical_source_record_ids,canonical_retained_source_ids,duplicate_retained_source_ids,prior_retained_source_reuse_ids,version_relationship_ids,municipality,state,period,side_scope,department_scope,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,linked_search_waves,source_family,secondary_source_families,administrative_source_type,source_quality,review_priority,payload_origin,canonical_source_fanout,candidate_fanout,event_fanout,claim_fanout
EXTPAYLOAD-3ee3110c1dbc9dc2ab426eb6,43da788b7f8d2f38d81f49cae53b4b6da26b34e95c08962473b11d0460c01106,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/43da788b7f8d2f38d81f49cae53b4b6da26b34e95c08962473b11d0460c01106.pdf,25638814,pdf,application/pdf,Town-Council-Packet-111225.pdf,EXTREADYQ-c5c27e974feb793fbd6dc23b,EXTSOURCE-3ee3110c1dbc9dc2ab426eb6,,,,Belville,NC,2022,unclear,unclear,RESCAND-d4a2e774578550f4064f32d2,ROOTCOMP-98b1eda04e1a076a0e19bba4,MECHEXP-423137edf60768faef56891e|MECHEXP-52eaae2c29273569511a9634|MECHEXP-772a605c88673f389bb96d5e|MECHEXP-884822f3e2c047e685b45542|MECHEXP-ce169c2c4d5e0193d15f68af,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,6,4
EXTPAYLOAD-5f466635153d22d19c2271d4,43dd7b3d082acaf0212426f4d728c766ac2f1384aed3c3315caa46dc577a4799,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/43dd7b3d082acaf0212426f4d728c766ac2f1384aed3c3315caa46dc577a4799.html,96070,html,text/html; charset=utf-8,Employee-Benefits,EXTREADYQ-c43bcfa616f48bc453a52ae8,EXTSOURCE-5f466635153d22d19c2271d4,,,,Brunswick Hills,OH,2024,unclear,unclear,RESCAND-bb857a76813a213b30526de0,ROOTCOMP-03adf49cd6997d7ffed16a65|ROOTCOMP-0c29f25eb557599dc8404af4|ROOTCOMP-770d51ad8c1aaf260fab0163|ROOTCOMP-f94cbd8cba5fdbbbc8f95398,MECHEXP-169fcb8daa2e1347f98b6d09|MECHEXP-303327d53637787aab51aaa1|MECHEXP-36954f8ca6394fbe4613d743|MECHEXP-3eac0850388a1085d1441a9f|MECHEXP-40102b077cbbc270c9554c9b|MECHEXP-54868e4a83d81f26950a8ec7|MECHEXP-75d480295baf9ae38fcd453d|MECHEXP-811381f3c9edaca24c1ccaa7|MECHEXP-b6d3750ae42519e1182bff87|MECHEXP-bf36f40b630b8ea545545d0c|MECHEXP-e70dc57f7b1d335927778948|MECHEXP-f9057615f169a87b2c2ece0d|MECHEXP-f910fec3df0298e61774e9f0,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_total_compensation_comparison,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,benefits_and_total_compensation|payroll_and_earnings,benefits_document,official_administrative_summary,high,current_30_gib_store,1,1,17,3
EXTPAYLOAD-d61c08b99e6ecbc811117a8e,43e16345a3840e28cecb1aba0f0791dff0c415d69a3cd967d48fe718e2afb562,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/43e16345a3840e28cecb1aba0f0791dff0c415d69a3cd967d48fe718e2afb562.pdf,229057,pdf,application/pdf,18-MED-09-0889.pdf,EXTREADYQ-587edeaf04383dd2c78a3a92,EXTSOURCE-d61c08b99e6ecbc811117a8e,,,,Copley,OH,2020,fire,fire,RESCAND-7ba8d73c8c817cec1383459d,ROOTCOMP-67901a4769cc496a778acb60|ROOTCOMP-ae6bb549e09f2b90b2a81869|ROOTCOMP-db53a535d0c480a2bdcfeb20|ROOTCOMP-fc47a8df0cb758c955b7da42,MECHEXP-0582221dff363cc236d5e14b|MECHEXP-1fd67473200d15ca7f2db680|MECHEXP-266e20fb0c737d6c68698508|MECHEXP-277abf3068485e4aa6847c51|MECHEXP-3379b6759ccf46d9b801301f|MECHEXP-3b1349ba874b342b5f21e68e|MECHEXP-4afb001e64e91cea6115e756|MECHEXP-5c999845e8ed7a1890d6a37b|MECHEXP-698b1cabb898c867ceca6094|MECHEXP-6dcbf1b4693560333ed84fb4|MECHEXP-964ddaab06e37b10a8be1d3e|MECHEXP-ac65788179f49357a8f5c23f|MECHEXP-b49a9ca4d4d4ba92697b9dc9|MECHEXP-bb5e82d824aeb52ee412b5e2|MECHEXP-dad6c046f53566eabf375520|MECHEXP-e57c76206a76b9ba3a08debe|MECHEXP-f45b7c37217b457c3b431b3c|MECHEXP-f5420f74f8538fb9f68e2eaf|MECHEXP-fd14e1c10f71562a7ed4a812,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,23,4
EXTPAYLOAD-d541c85ea3dbb05885213d01,43e45cb0300da8b132032c73df7de0adf2db041f0b9307c9475101673bfca796,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/43e45cb0300da8b132032c73df7de0adf2db041f0b9307c9475101673bfca796.html,157292,html,text/html; charset=utf-8,Archive.aspx,EXTREADYQ-63f3b42141eb4f5d388f43a8,EXTSOURCE-d541c85ea3dbb05885213d01,,,,Blowing Rock,NC,2023,unclear,unclear,RESCAND-b8c9cf5e7ba90eced79d026f,ROOTCOMP-0c247d0e5c30c847ed24d229|ROOTCOMP-2f417719478a9239179beef0,MECHEXP-2ab493e2c4111416424e39ac|MECHEXP-4708d8f7848b36d060d176c2|MECHEXP-9b3f64d621d3372bb52142bd|MECHEXP-bdb71d08ac707778932af812|MECHEXP-d0506554047765d79de85ce1|MECHEXP-d521ceb88b2ddca72fdbb4c7|MECHEXP-d5e7001fe7b897fe4976e73d|MECHEXP-d8d2ca8e0bbb3d392c08e7b2,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|staffing_and_headcount|tenure_and_progression,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,10,5
EXTPAYLOAD-48c0dc54a09376d643fa3a35,43eb29a0f4ea28ee8eff2a04d6786756cf8451fb34a2344a577d78dec24272fa,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/43eb29a0f4ea28ee8eff2a04d6786756cf8451fb34a2344a577d78dec24272fa.pdf,12231728,pdf,application/pdf,_03172026-422,EXTREADYQ-e60cfc2e1e7b59dac5ac1c22,EXTSOURCE-48c0dc54a09376d643fa3a35,,,,Oak Park Heights,MN,2023,police,police,EXTCAND-fbc5f3429cfae4d799974a0d,ROOTCOMP-a6f445010b9ebec3558283c7,MECHEXP-00fdf464ed1266bfdbf6cae7|MECHEXP-05a18d26738a6591af7715b5|MECHEXP-39d13ccc4f6af4b2462d4909|MECHEXP-6d5c6d57d7db3807317268e7|MECHEXP-9094456b4ba78b5d9e2124b8|MECHEXP-d989de433ac659353252ce88|MECHEXP-de9ddfdcfd2eaffc471e044f,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,8,6
EXTPAYLOAD-0c68382099fa70385a1ffbf0,43ededc1104f70e43f8db2faf4381f99d5b2a20d6221a06a5aa99a9c5446089b,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/43ededc1104f70e43f8db2faf4381f99d5b2a20d6221a06a5aa99a9c5446089b.pdf,219494,pdf,application/pdf,22-MED-10-1114.pdf,EXTREADYQ-4991fa7f256d9f05877d5a6e,EXTSOURCE-0c68382099fa70385a1ffbf0,,,,Bainbridge,OH,2022,unclear,unclear,RESCAND-5261c0fa7629dca057d56f7c,ROOTCOMP-2601dd896315ee2907fbf200|ROOTCOMP-c0893d4e922b105bfc6df71c|ROOTCOMP-e4fc802273c7eaaf7718fd57,MECHEXP-03ec8f47c94414b2ae5076d9|MECHEXP-146eb7e8c1f22258d52d3092|MECHEXP-2138a4f5f556aacdc772aae0|MECHEXP-37883088229cebf1f7b684e9|MECHEXP-54c227c8e106730fd769314e|MECHEXP-7fb964a671acdb5b961c62a6|MECHEXP-817e925471f2bedc14456d04|MECHEXP-9c38ddddb036274b1d5d521a|MECHEXP-9ce4348d1c061d8a8f5e3786|MECHEXP-e4ed27fee3a8002ed15502b1|MECHEXP-f9945c845c83e090d67e0e9f,,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_total_compensation_comparison,external_search_wave_002_exhaustive_residual,implementation_confirmation,benefits_and_total_compensation,pension_or_retirement_document,direct_official_administrative_record,high,current_30_gib_store,1,1,14,3
EXTPAYLOAD-e81a1048f23cc4b659e17df7,43ef7b9d54a5e24467798ec8935d96fee5b44316384a8cb8b2037fbc370ed8e8,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/43ef7b9d54a5e24467798ec8935d96fee5b44316384a8cb8b2037fbc370ed8e8.pdf,1534123,pdf,application/pdf,580243.PDF,EXTREADYQ-3aae193410ed563be3b31e38,EXTSOURCE-e81a1048f23cc4b659e17df7,,,,Carlock,IL,2017,unclear,unclear,RESCAND-d3b6ab4055420eb6b3dba334,ROOTCOMP-110494cc88d947b1fb81d9bc,MECHEXP-34475f3d07fa6ee3fc0f3576|MECHEXP-4c3b94ed66c589a6658ec64c|MECHEXP-939bc3c61def2587b8c5d082|MECHEXP-b3a217d36dce0e8b0e35e8a5,,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,payroll_and_earnings,,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,5,2
EXTPAYLOAD-fa6b4dc7edfbdddced72da4d,43f05477764fcd916dc191b294a3996283265fbe1d544c33f64759c9a127cd09,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/43f05477764fcd916dc191b294a3996283265fbe1d544c33f64759c9a127cd09.html,85284,html,text/html; charset=utf-8,Ordinances,EXTREADYQ-b6b6f1153cb43f6b39b8fd6f,EXTSOURCE-fa6b4dc7edfbdddced72da4d,,,,Frenchtown,MI,undated,fire,fire,EXTCAND-3c4e656149424db306946f0a,ROOTCOMP-b6f026a6216422010c166cee,MECHEXP-17def8dd7ae0ca0742d93bd9|MECHEXP-321e7193cdf9e3c2becbe1af|MECHEXP-b43f33dc447a4a7ee1283be7|MECHEXP-ee6f0cfef3b5e2bcdff8be85,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,implementation_confirmation,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,ordinance_or_resolution,official_administrative_summary,high,current_30_gib_store,1,1,5,6
EXTPAYLOAD-a8f729a979f5346ff6dbfeba,43f27c91d39dedb3bcbe5f971cd92681be693e4a7c64161fd229c6cc62cfffc7,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/43f27c91d39dedb3bcbe5f971cd92681be693e4a7c64161fd229c6cc62cfffc7.pdf,8187816,pdf,application/pdf,20250401P.pdf,EXTREADYQ-d31b40bbafe81aef5fb4242f,EXTSOURCE-a8f729a979f5346ff6dbfeba,,,,Grey Eagle,MN,2025,side_independent,side_independent,EXTCAND-5724e26deab73f4e0b19eaec,ROOTCOMP-da40b889bcd3ff3420374606,MECHEXP-14a77b302dabb753b61a3a91|MECHEXP-663314ab7650fc9be9d85e13|MECHEXP-ce78f28997397be0be889824|MECHEXP-d33a7549b5f5ec61480a969b|MECHEXP-f7e3d459a1d01c69b437da34,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,6,6
EXTPAYLOAD-23f66c4f1dc9fd5761da6ca0,43f36f5757b76da88ec91f1a6bcfe0d33a49e190cfca729ed68fda54e0ef2b08,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/43f36f5757b76da88ec91f1a6bcfe0d33a49e190cfca729ed68fda54e0ef2b08.pdf,1088055,pdf,application/pdf,CRPT-117hrpt540.pdf,EXTREADYQ-c99021306de76b76fea9707b,EXTSOURCE-23f66c4f1dc9fd5761da6ca0,,,,Crete,NE,undated-source-CBSRD-20260728-3d7b690187d8c2636953,unclear,unclear,RESCAND-889675b11bd78de640df0a3f,ROOTCOMP-aee90f2af589612dade4a7e1|ROOTCOMP-dfaf60748d4fdd2d77f940cc,MECHEXP-19a0f384e83d67c1bb156ad1|MECHEXP-22d6f28ec3d5edc5301cab23|MECHEXP-a10dc55904fa2fa3903e8474|MECHEXP-a7b7ce346d63faf90c5c14b4|MECHEXP-b0c03d5c7e7a045acfcc2444|MECHEXP-c1e3aa350ece1494d8e37fd3,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,8,4
