MIME_type,SHA_256,administrative_source_type,analytical_rows_extracted,byte_size,candidate_fanout,canonical_payload_id,canonical_retained_source_ids,canonical_source_fanout,canonical_source_record_ids,claim_fanout,deferred_queue,department_scope,detected_file_type,diagnostic_full_text_persisted,diagnostics_json,duplicate_retained_source_ids,event_fanout,expected_claim_upgrade_tags,extraction_priority,extraction_ready,inspected_at,inspection_runtime_seconds,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,municipality,ocr_performed,original_filename,payload_origin,period,primary_extraction_queue,prior_retained_source_reuse_ids,readiness_lane_id,readiness_lane_sequence,readiness_reason_codes,readiness_result_id,readiness_status,review_priority,secondary_processing_hints,secondary_source_families,side_scope,source_family,source_quality,state,version_relationship_ids
application/pdf,0509b8c5293312ac0c9ff72a1975de3382a029c9a8c65769996d26ffa737b72d,payroll_roster,0,1595392,1,EXTPAYLOAD-460e3b54803721bb12a13633,EXTSOURCE-460e3b54803721bb12a13633,1,EXTREADYQ-32e8971196da71a5d79e8ca7,5,corrupt_or_broken_queue,police,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":true,""likely_image_only"":false,""page_count"":0,""page_height_max"":null,""page_height_min"":null,""page_width_max"":null,""page_width_min"":null,""parser_error"":""DependencyError: cryptography>=3.1 is required for AES algorithm"",""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.7\r%âãÏÓ\r\n"",""sampled_image_object_count"":0,""sampled_page_count"":0,""sampled_text_characters"":0,""valid_pdf_signature"":true}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,False,2026-08-05T18:55:25.156386+00:00,0.011807,RESCAND-20b84b593fed8dbb50ceb7ba,,MECHEXP-00ed0d31982847f54866688a|MECHEXP-4005b5bb91eca44ff8c924a2|MECHEXP-424da1a495b132ca91d09a74|MECHEXP-d51ecf8f899ee9b4e0c948f9|MECHEXP-dc3a7942d55674cffad743ba,ROOTCOMP-3a05197640d21a9d8877d3a5,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/0509b8c5293312ac0c9ff72a1975de3382a029c9a8c65769996d26ffa737b72d.pdf,Cassopolis,False,2022_q4_opd_qtrlystaffingmemo_2023-03-01-051307_wewh.pdf,current_30_gib_store,2016,,,readiness_lane_001,2111,pdf_parser_error,EXTREADINESS-1c5c36b34fb19c528083e353,corrupt_or_broken,high,,implementation_confirmation|payroll_and_earnings,police,staffing_and_headcount,direct_official_administrative_record,MI,
text/html; charset=UTF-8,27d8e1453c34fe6f55cc976887712ef71168707ceaec7fd8d4e369d0261bc428,payroll_roster,0,172776,1,EXTPAYLOAD-4610e852223d956e9bba49c7,EXTSOURCE-4610e852223d956e9bba49c7,1,EXTREADYQ-6fae9319ec47fe68bfca5c71,6,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":172776,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":1,""link_count"":231,""navigation_density"":0.145192,""payload_bytes"":172776,""row_element_count"":0,""script_count"":15,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":9906}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:00:41.586435+00:00,0.002833,EXTCAND-da2b51e82cf8e112ff6504ce,,MECHEXP-0f2820ceb21f3933f7877017|MECHEXP-0feb393f83e325966ea43437|MECHEXP-12ec4820485bcbbe85333b6e|MECHEXP-308bf67568d5e09ffe52073c,ROOTCOMP-1f8b6d480dd0d148d621925a,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/27d8e1453c34fe6f55cc976887712ef71168707ceaec7fd8d4e369d0261bc428.html,Saugerties,False,,current_30_gib_store,undated,html_text_extraction_queue,,readiness_lane_003,486,substantive_visible_html_text,EXTREADINESS-f0accd07e814119ca899c11b,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,all_units,multi_family_administrative_source,official_administrative_summary,NY,
text/html;charset=UTF-8,0d448eae509167c2f12f0c30f8f309e431cff92c4a9bb5ea006c4a6a81bd93c6,payroll_roster,0,10693,1,EXTPAYLOAD-4614ca10593de441b2c7eb2d,EXTSOURCE-4614ca10593de441b2c7eb2d,1,EXTREADYQ-0990a950404798cc1ca86c6a,6,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":10693,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":14,""navigation_density"":0.084337,""payload_bytes"":10693,""row_element_count"":0,""script_count"":5,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":1140}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:06:42.032690+00:00,0.001075,EXTCAND-3888eda1a3f91efe0444aaa7,,MECHEXP-510b67c24483a1dd7d36e16d|MECHEXP-7650f647a440843a0aa0633f|MECHEXP-9cebe7df5534cb43a9629f98|MECHEXP-d2dd3a2db354162e01739edf,ROOTCOMP-2dc0a12c28d7bad029440927,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0d448eae509167c2f12f0c30f8f309e431cff92c4a9bb5ea006c4a6a81bd93c6.html,Monticello,False,vacancyDetailsPrint.cfm,current_30_gib_store,undated,html_text_extraction_queue,,readiness_lane_005,489,substantive_visible_html_text,EXTREADINESS-9c9ad8123672077242ba2794,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,all_units,staffing_and_headcount,official_administrative_summary,NY,EXTVERSION-136f355ba1744a035df1871e
text/html; charset=utf-8,1113b53cce91589a31297faaa037f922b990a59baf9ec940ecf532674796d5e0,salary_schedule,0,101159,1,EXTPAYLOAD-4615401dfab0c05464c8f768,EXTSOURCE-4615401dfab0c05464c8f768,1,EXTREADYQ-87bb989ddcadfafe1ac448ac,4,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":101159,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":2,""link_count"":670,""navigation_density"":0.296329,""payload_bytes"":101159,""row_element_count"":0,""script_count"":10,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":17439}",,6,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:06:42.037186+00:00,0.003284,EXTCAND-a29c99fd5a5954a3f2474447,,MECHEXP-0852c8615817f70d3fb6d4c4|MECHEXP-9088557b88d623c87ad23342|MECHEXP-be9c6e2539fc393112af7c06|MECHEXP-e4f294086b65d697dc16f130|MECHEXP-fdf644041caacd4ecee8b7cb,ROOTCOMP-4e69e7c6ee5d4146fc1afd3c,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/1113b53cce91589a31297faaa037f922b990a59baf9ec940ecf532674796d5e0.html,Mapleton,False,salary-schedules,current_30_gib_store,2024,html_text_extraction_queue,,readiness_lane_005,490,substantive_visible_html_text,EXTREADINESS-a1ed9f8d7f4e30706ce35d71,html_text_ready,high,,implementation_confirmation|staffing_and_headcount,all_units,multi_family_administrative_source,official_administrative_summary,ME,
text/html; charset=utf-8,17566b56d49efd516a1a9cc2ac149e8800a8151f8eafba7902d5abf781b82fc8,payroll_roster,0,31430,1,EXTPAYLOAD-461ab45ecba3c10cf14f966b,EXTSOURCE-461ab45ecba3c10cf14f966b,1,EXTREADYQ-fcb817910fb21c3acb14ba9e,5,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":31430,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":64,""navigation_density"":0.090014,""payload_bytes"":31430,""row_element_count"":0,""script_count"":23,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":4324}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:57:41.922382+00:00,0.00101,EXTCAND-8b013f82ea24db6e30e8157a,,MECHEXP-3fe412e13e43c0e81013c527|MECHEXP-6ccce8e99e0b4f5edcb955ff|MECHEXP-8c5af6a0e563cf9cf83234bb|MECHEXP-a0f0575e02a1bcbd0152b018|MECHEXP-cd2520e426274af2825017a6,ROOTCOMP-8e44c7ac06fa9cc2a9c3906c,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/17566b56d49efd516a1a9cc2ac149e8800a8151f8eafba7902d5abf781b82fc8.html,Maple Shade,False,N-J-A-C-4A-3-5-6,current_30_gib_store,2023,html_table_candidate_queue,,readiness_lane_002,493,structured_data_or_dataset_signal,EXTREADINESS-e51f163588fd526724092ef0,html_structured_data_candidate,high,table_candidate,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,police,multi_family_administrative_source,official_administrative_summary,NJ,
text/html; charset=utf-8,aca24387f167edb5d1d846c7cb93a84862b1cc3fa7628e7ef4e99347adf8d57e,payroll_roster,0,150768,1,EXTPAYLOAD-461d8b4feaa7ec5f6384c90c,EXTSOURCE-461d8b4feaa7ec5f6384c90c,1,EXTREADYQ-dd0351b9ebf8bca5a422a0cb,5,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":150768,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":4,""link_count"":75,""navigation_density"":0.284091,""payload_bytes"":150768,""row_element_count"":15,""script_count"":56,""structured_data_script_count"":0,""table_count"":15,""valid_html_structure"":true,""visible_text_characters"":1878}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T18:57:41.925203+00:00,0.002477,RESCAND-18bc8499a0531a9558c4637a,,MECHEXP-66cda5d53573383f7590abfb|MECHEXP-9582935ea8440607391f3565|MECHEXP-9784b473a0ca18c2bc5c1702|MECHEXP-dae045aaf5c3962c9403b2a9,ROOTCOMP-b827e8e576c6384badcece77,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/aca24387f167edb5d1d846c7cb93a84862b1cc3fa7628e7ef4e99347adf8d57e.html,Belle Plaine,False,Archive.aspx,current_30_gib_store,2023,html_table_candidate_queue,,readiness_lane_002,494,html_table_structure_present,EXTREADINESS-16fea91693b067b58bc8f2ec,html_table_candidate_ready,high,table_candidate,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,police,multi_family_administrative_source,official_administrative_summary,MN,
application/pdf,cd748095bed54700f2ba8ce0844fcee6f68937a096df7640cd8676034499b8cd,payroll_roster,0,308572,1,EXTPAYLOAD-461deaf4c2d3de491204b67b,EXTSOURCE-461deaf4c2d3de491204b67b,1,EXTREADYQ-e32b67caa95ee9f1406ca037,6,,all_units,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":4,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.7\r\n%µµµµ\r"",""sampled_image_object_count"":1,""sampled_page_count"":4,""sampled_text_characters"":12852,""valid_pdf_signature"":true}",,7,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:58:26.137170+00:00,0.081773,EXTCAND-1718b079a578882e8cf904c2,,MECHEXP-4cfcf09f1ddd749f279d3242|MECHEXP-5a29a5a109b4e53b4d61de0e|MECHEXP-6d8d3406466673d5b01e3e57|MECHEXP-8a1a469e64e5c32e0ba34729|MECHEXP-d21b8b9d367f7d9a12a46c00|MECHEXP-d45fb262a978352b76784e61,ROOTCOMP-d9381930d6c0d14132a97da3,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/cd748095bed54700f2ba8ce0844fcee6f68937a096df7640cd8676034499b8cd.pdf,Lincoln Center,False,vc-0823-sy2023-2024.pdf,current_30_gib_store,2023,parse_text_pdf_extraction_queue,,readiness_lane_002,2118,usable_sampled_text_layer,EXTREADINESS-676bbfbc44dc72955c04b5a5,parse_text_pdf_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,direct_official_administrative_record,KS,
text/html; charset=UTF-8,83dc2d12ac14907c8d27edcc2bdac12191086bd1152001e2e74f908b1e04c71a,payroll_roster,0,183653,1,EXTPAYLOAD-46222557999604f1bf4c597a,EXTSOURCE-46222557999604f1bf4c597a,1,EXTREADYQ-7057fc7d7360b5201100621c,4,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":183653,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":76,""navigation_density"":0.019911,""payload_bytes"":183653,""row_element_count"":401,""script_count"":15,""structured_data_script_count"":2,""table_count"":7,""valid_html_structure"":true,""visible_text_characters"":28043}",,9,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:00:41.591206+00:00,0.004384,EXTCAND-240bbd3323eb59ecc84fd2a6,,MECHEXP-19e4ed759568659210aa3c39|MECHEXP-447b21cbf7066c95b82cac33|MECHEXP-6c38f81cce3a3c90a1c05d6e|MECHEXP-94866d5ac1e28316baec23fc|MECHEXP-9d3522c69303dfb10a36617b|MECHEXP-c9619f1ba76f507cf8a4e156|MECHEXP-e0fe0d63b74c83bad7d3dfa2,ROOTCOMP-4c6d85dbb751e51fea7f7d57|ROOTCOMP-80086536ea90e055f64a18e1,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/83dc2d12ac14907c8d27edcc2bdac12191086bd1152001e2e74f908b1e04c71a.html,Elk Horn,False,fall-2026-recertification-and-retention-election,current_30_gib_store,2026,html_table_candidate_queue,,readiness_lane_003,487,structured_data_or_dataset_signal,EXTREADINESS-078c7c6679c40c2fffffbdde,html_structured_data_candidate,high,table_candidate,contextual_controls|recruitment_and_retention,all_units,multi_family_administrative_source,official_administrative_summary,IA,
application/pdf,c06006799f1e0b4fd8f0ccbb46c01136f0afb2506ea56ac4a77cf36458a4002e,payroll_roster,0,795048,1,EXTPAYLOAD-46256e0f8e812af099708fef,EXTSOURCE-46256e0f8e812af099708fef,1,EXTREADYQ-70a9e51e7bb03b485d816800,4,ocr_later_queue,unclear,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":5,""encrypted"":false,""likely_image_only"":true,""page_count"":12,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.5\n%\n1"",""sampled_image_object_count"":12,""sampled_page_count"":5,""sampled_text_characters"":0,""valid_pdf_signature"":true}",,16,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,False,2026-08-05T19:04:18.177779+00:00,0.003042,RESCAND-2fb8ce9b0e7dd273f7ad3a6f,,MECHEXP-00ae396ef943de59d3faf371|MECHEXP-0c39a45386a5289b0f40a030|MECHEXP-0ce523323f6062b224354b7e|MECHEXP-0ff2db4b3d227596669648e7|MECHEXP-11da2a673de94c86cc053d92|MECHEXP-23615a3e647d5f0587487740|MECHEXP-53bd2073334da81edd97c527|MECHEXP-745ce8258b517135c3b9d278|MECHEXP-8d81176dfd7fcac8c9390ac8|MECHEXP-b29557b41c98f493cffc204f|MECHEXP-bb4dfd482978295a797f0103|MECHEXP-c87c800c59eeb1bea92f1618|MECHEXP-f995550df0dcbebd95718956,ROOTCOMP-14ae680190ee0550ae9da63b|ROOTCOMP-4d65163d3dc538fb2d9ad50b|ROOTCOMP-509c255348bfda60c75cce3f,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/c06006799f1e0b4fd8f0ccbb46c01136f0afb2506ea56ac4a77cf36458a4002e.pdf,Blue Lake,False,04-04.pdf,current_30_gib_store,2024,,,readiness_lane_004,2096,no_extractable_text_in_representative_pages,EXTREADINESS-4e74deb9f45861e49a248e94,ocr_later,high,,implementation_confirmation,unclear,payroll_and_earnings,direct_official_administrative_record,CA,
text/html; charset=utf-8,800547b0e4b898d6425f76470722ec9ae48a4ff7b58a6ef3db8f411f42d9102b,payroll_roster,0,174130,1,EXTPAYLOAD-4628f4ec3c9e29a807b719c2,EXTSOURCE-4628f4ec3c9e29a807b719c2,1,EXTREADYQ-a7cff554ef6cab04148018ff,3,,fire,html,False,"{""bounded_inspection"":false,""bytes_inspected"":174130,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":152,""navigation_density"":0.020302,""payload_bytes"":174130,""row_element_count"":0,""script_count"":7,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":50305}",,6,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:03:41.371892+00:00,0.00409,EXTCAND-f1cb188207c5378dbfb16411,,MECHEXP-63959637c1c3c645e1572f04|MECHEXP-6ed58cf59df0de8a9c8d3c0d|MECHEXP-bed8e09c4262a4afd70543cd|MECHEXP-cf3957c105d35477516c15ad|MECHEXP-e8047cb59795651a01ed41de,ROOTCOMP-a93630bef5de812e52d7759a,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/800547b0e4b898d6425f76470722ec9ae48a4ff7b58a6ef3db8f411f42d9102b.html,Oakland charter,False,877336300,current_30_gib_store,2022,html_table_candidate_queue,,readiness_lane_004,493,structured_data_or_dataset_signal,EXTREADINESS-04e468bf59497a27f4128159,html_structured_data_candidate,high,table_candidate,staffing_and_headcount,fire,payroll_and_earnings,official_administrative_summary,MI,
