readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256,observed_file_size_bytes,observed_sha256,file_integrity_status,content_type,page_count,encrypted_or_locked_flag,corrupt_or_broken_flag,has_text_layer_flag,bounded_text_probe_page_count,bounded_text_probe_character_count,estimated_text_density_chars_per_probed_page,table_layout_indicator,likely_scanned_or_image_only_flag,oversized_flag,local_html_payload_exists_flag,html_visible_character_count,html_link_count,html_script_count,html_mostly_scripts_or_boilerplate_flag,other_document_non_ocr_extraction_feasible_flag,primary_readiness_status,reason_code,classified_at,full_text_persisted_flag,ocr_run_flag,extraction_id,extraction_lane_id,extraction_lane_sequence,locked_source_path,queue_locked_at,extraction_status,extraction_method,extraction_timestamp,extracted_text_artifact_path,extracted_text_sha256,extracted_text_byte_size,character_count,approximate_word_count,line_count,page_count_input,pages_successfully_parsed,empty_page_count,characters_per_page,quality_flags,boilerplate_or_noise_flag,error_class,error_message_redacted,ocr_run_flag,span_extraction_run_flag,rating_run_flag,ingestion_run_flag,codification_run_flag
B4X2500RDY-20260730-4e1cec280978663f5812,readiness_lane_001,893,pdf,pdf,B4X2500SRD-20260730-973211d97df2a21b124d,B4X2500V-20260730-03857,B4X2500LIVE-20260729-003963,B4X2500-20260729-03799,NY,Northeast,Larchmont,"In the Matter of the Public Arbitration between Incorporated Village of Larchmont and Larchmont Police Benevolent Association, Inc. — Interest Arbitration Award",https://perb.ny.gov/system/files/documents/2024/03/ia86-013-award-7-13-87.pdf,https://perb.ny.gov/system/files/documents/2024/03/ia86-013-award-7-13-87.pdf,arbitration_award,high_priority_verification_ready,non_cba_or_other_hint,strike_or_no_strike_constraint,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-973211d97df2a21b124d.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-973211d97df2a21b124d.pdf,sha256:6e9483b08133d3dc0251e41736fd89853b64ae20730aae3f8f0bf3ce779b1d80,locally_available,local_only_not_replicated,local_research_workspace,1675860,6e9483b08133d3dc0251e41736fd89853b64ae20730aae3f8f0bf3ce779b1d80,1675860,6e9483b08133d3dc0251e41736fd89853b64ae20730aae3f8f0bf3ce779b1d80,integrity_pass,application/pdf,48,false,false,true,3,2261,753.667,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:28:25Z,false,false,B4X2500TXT-20260730-8c53d2a0815787cf0d19,text_extraction_lane_004,1,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-973211d97df2a21b124d.pdf,2026-07-30T16:27:47Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:59:38Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-8c53d2a0815787cf0d19.txt,ed6ec637384143a0b2a5169f10d33182ab2d22ddff02f869281a1ac9baf58778,58766,58522,9939,1798,48,48,,1219.21,,false,,,false,false,false,false,false
B4X2500RDY-20260730-ba76a0910cc3031b1922,readiness_lane_004,297,pdf,pdf,B4X2500SRD-20260730-a9c4133129a6a1098a6d,B4X2500V-20260730-02644,B4X2500LIVE-20260729-005851,B4X2500-20260729-05894,SD,Midwest,Sisseton,City Council minutes: Patrol Officer employment/wage and on-call pay language (as part of hiring item),https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/3954/Sisseton/3165045/November_14__2022.pdf,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/3954/Sisseton/3165045/November_14__2022.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,strike_or_no_strike_constraint,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-a9c4133129a6a1098a6d.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-a9c4133129a6a1098a6d.pdf,sha256:d9c33ee326243d751f6b449ff718d2604a1597c9ae05d0914ce441c2d9be54a0,locally_available,local_only_not_replicated,local_research_workspace,77641,d9c33ee326243d751f6b449ff718d2604a1597c9ae05d0914ce441c2d9be54a0,77641,d9c33ee326243d751f6b449ff718d2604a1597c9ae05d0914ce441c2d9be54a0,integrity_pass,application/pdf,3,false,false,true,3,5565,1855.0,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:52:11Z,false,false,B4X2500TXT-20260730-fab34fd67163e2957be5,text_extraction_lane_004,2,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-a9c4133129a6a1098a6d.pdf,2026-07-30T16:27:49Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:59:38Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-fab34fd67163e2957be5.txt,5138248bb930973a0b869f565368d91edcdfbc71acdd8c05ada1b3fa524fb16c,6944,6938,1122,137,3,3,,2312.67,,false,,,false,false,false,false,false
B4X2500RDY-20260730-59cfd89a1e49871c5dbb,readiness_lane_002,465,pdf,pdf,B4X2500SRD-20260730-ab8ef544044bc31fdd38,B4X2500V-20260730-01533,B4X2500LIVE-20260729-005991,B4X2500-20260729-06013,CT,Northeast,Salisbury,"Personnel, Wage and Salary Administration (Classification and Compensation Plan; standard salary schedules) — Town of Salisbury",https://content.civicplus.com/api/assets/687c694b-6886-4755-8743-6358cece48f2?cache=1800,https://content.civicplus.com/api/assets/687c694b-6886-4755-8743-6358cece48f2,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-ab8ef544044bc31fdd38.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-ab8ef544044bc31fdd38.pdf,sha256:ec39fab742b52aedcdbfbb9a8e8ed330528ac5bf4afda5633bc62ad3cb3ef6d0,locally_available,local_only_not_replicated,local_research_workspace,370227,ec39fab742b52aedcdbfbb9a8e8ed330528ac5bf4afda5633bc62ad3cb3ef6d0,370227,ec39fab742b52aedcdbfbb9a8e8ed330528ac5bf4afda5633bc62ad3cb3ef6d0,integrity_pass,application/pdf,11,false,false,true,3,3077,1025.667,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:36:16Z,false,false,B4X2500TXT-20260730-228defa0444f04cdfd50,text_extraction_lane_004,3,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-ab8ef544044bc31fdd38.pdf,2026-07-30T16:27:47Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:59:38Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-228defa0444f04cdfd50.txt,892dffaca6321feb23defedf57c824045637b739f9758dd03ceb94413dbdd161,19685,19509,3843,504,11,11,,1773.55,,false,,,false,false,false,false,false
B4X2500RDY-20260730-0eee4c0d45018b098ca1,readiness_lane_004,556,pdf,pdf,B4X2500SRD-20260730-92def2fad51e9a674381,B4X2500V-20260730-00544,B4X2500LIVE-20260729-007876,B4X2500-20260729-07840,MI,Midwest,Bloomfield charter,"Police Officers Labor Council (POLC) Contract - January 1, 2026 to December 31, 2028 (signed with attachments)",https://www.bloomfieldtwpmi.gov/media/nwepukaq/bt-polc-patrol-contract-2026-2028-signed-with-attachments.pdf,https://bloomfieldtwpmi.gov/media/nwepukaq/bt-polc-patrol-contract-2026-2028-signed-with-attachments.pdf,cba,high_priority_verification_ready,cba_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-92def2fad51e9a674381.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-92def2fad51e9a674381.pdf,sha256:a4089d4c68ed5cde013a54c5916833942813946e6d2908a77e84f02e29125a84,locally_available,local_only_not_replicated,local_research_workspace,4366144,a4089d4c68ed5cde013a54c5916833942813946e6d2908a77e84f02e29125a84,4366144,a4089d4c68ed5cde013a54c5916833942813946e6d2908a77e84f02e29125a84,integrity_pass,application/pdf,294,false,false,true,3,1799,599.667,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:52:16Z,false,false,B4X2500TXT-20260730-548c6f65902237d7a994,text_extraction_lane_004,4,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-92def2fad51e9a674381.pdf,2026-07-30T16:27:49Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:59:38Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-548c6f65902237d7a994.txt,79ab3adf134b1ff45a3c3fff4b16dad3e01495895cf09459bb0894f38d629b36,587673,586118,93268,12112,294,294,,1993.6,,false,,,false,false,false,false,false
B4X2500RDY-20260730-8ffa9ef18a5b21ca5cd8,readiness_lane_004,808,pdf,pdf,B4X2500SRD-20260730-1a43c4f308da0bd0fbde,B4X2500V-20260730-04842,B4X2500LIVE-20260729-003683,B4X2500-20260729-03643,ME,Northeast,Weld,"Select Board Meeting Minutes (Oct 14, 2025)",https://bcms-files.s3.amazonaws.com/J5p0q5O049-1715/docs/board/select-board/PUBLISH-APPROVED-Select-Board-Minutes-10_14_2025.pdf,https://bcms-files.s3.amazonaws.com/J5p0q5O049-1715/docs/board/select-board/PUBLISH-APPROVED-Select-Board-Minutes-10_14_2025.pdf,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-1a43c4f308da0bd0fbde.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-1a43c4f308da0bd0fbde.pdf,sha256:6cd0ccc3e97d01bc20adaf70d94003aef288b6edad4b4cd6c71b9c05ad4178e5,locally_available,local_only_not_replicated,local_research_workspace,143955,6cd0ccc3e97d01bc20adaf70d94003aef288b6edad4b4cd6c71b9c05ad4178e5,143955,6cd0ccc3e97d01bc20adaf70d94003aef288b6edad4b4cd6c71b9c05ad4178e5,integrity_pass,application/pdf,4,false,false,true,3,4132,1377.333,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:52:22Z,false,false,B4X2500TXT-20260730-8f76f016a4003d047760,text_extraction_lane_004,5,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-1a43c4f308da0bd0fbde.pdf,2026-07-30T16:27:50Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:59:39Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-8f76f016a4003d047760.txt,a521cf074cc4b0995dae1124c72593a56031b323f2f439f353fb8855fbc1de40,6121,6089,1049,142,4,4,,1522.25,,false,,,false,false,false,false,false
B4X2500RDY-20260730-2d7738d1bd80c9ed627a,readiness_lane_004,392,html,html,B4X2500SRD-20260730-078fd5af6ad0f0e8fa05,B4X2500V-20260730-01830,B4X2500LIVE-20260729-007862,B4X2500-20260729-07828,KS,Midwest,Wakefield,"Code of the City of Wakefield, Kansas — Article 1, Fire Department (Section 6-102: Meetings; pay)",https://wakefieldks.citycode.net/articleFireDepartment.htm,https://wakefieldks.citycode.net/articleFireDepartment.htm,other_local_government_pay_policy,medium_priority_verification_ready,non_cba_or_other_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-078fd5af6ad0f0e8fa05.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-078fd5af6ad0f0e8fa05.html,sha256:9040e6beb942a36c3650a5c6d7998caba1e98a4ff7242bf031523a4c1c3b34a8,locally_available,local_only_not_replicated,local_research_workspace,13792,9040e6beb942a36c3650a5c6d7998caba1e98a4ff7242bf031523a4c1c3b34a8,13792,9040e6beb942a36c3650a5c6d7998caba1e98a4ff7242bf031523a4c1c3b34a8,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,3918,38,5,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-07-30T14:52:13Z,false,false,B4X2500TXT-20260730-7cb4a7d77f0964080cd6,text_extraction_lane_004,6,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-078fd5af6ad0f0e8fa05.html,2026-07-30T16:27:49Z,extracted_ok,stdlib_htmlparser_visible_text_cleanup,2026-07-30T16:59:39Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-7cb4a7d77f0964080cd6.txt,7447a868fdea6a0309eacfe463a72ea0f97f16379bf426298eed58cc4b8bc9de,5153,5072,882,141,,,,,,false,,,false,false,false,false,false
B4X2500RDY-20260730-f7504626688b7335527a,readiness_lane_003,361,pdf,pdf,B4X2500SRD-20260730-08bd0c74a8aeb49669fa,B4X2500V-20260730-03948,B4X2500LIVE-20260729-003311,B4X2500-20260729-03298,OH,Midwest,Newtown,Call to Order/Pledge of Allegiance/Attendance (Council Minutes) — 12-10-2024,https://newtownohio.gov/download/55/council-min-2024/123103/12-10-2024-council-minutes,https://newtownohio.gov/download/55/council-min-2024/123103/12-10-2024-council-minutes,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-08bd0c74a8aeb49669fa.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-08bd0c74a8aeb49669fa.pdf,sha256:0702857863e4e8fb7d4926e272adbfdcedfd3b607ecd02cc744c2e14071c6a97,locally_available,local_only_not_replicated,local_research_workspace,228709,0702857863e4e8fb7d4926e272adbfdcedfd3b607ecd02cc744c2e14071c6a97,228709,0702857863e4e8fb7d4926e272adbfdcedfd3b607ecd02cc744c2e14071c6a97,integrity_pass,application/pdf,8,false,false,true,3,10705,3568.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:44:13Z,false,false,B4X2500TXT-20260730-9a62e0eba219ed8af0f2,text_extraction_lane_004,7,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-08bd0c74a8aeb49669fa.pdf,2026-07-30T16:27:48Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:59:39Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-9a62e0eba219ed8af0f2.txt,326d1b7f2976d41920c509c88c48f442c57fad027497af9e29acc4358f2cb600,34019,33751,5744,478,8,8,,4218.88,,false,,,false,false,false,false,false
B4X2500RDY-20260730-1c539979353b244038aa,readiness_lane_002,247,pdf,pdf,B4X2500SRD-20260730-67334d82e40518ff6dba,B4X2500V-20260730-01366,B4X2500LIVE-20260729-007439,B4X2500-20260729-07482,WA,West,Darrington,Town Council Meeting minutes PDF (example from agendas page; may contain agenda items including employment/pay policy references),https://townofdarrington.com/wp-content/uploads/2021/12/I.-CM-Minutes-September-8-2021.pdf,https://townofdarrington.com/wp-content/uploads/2021/12/I.-CM-Minutes-September-8-2021.pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-67334d82e40518ff6dba.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-67334d82e40518ff6dba.pdf,sha256:62a1fee2bd44150606ec91bab23611af46fdb708cbb3d68d0ce557837734b836,locally_available,local_only_not_replicated,local_research_workspace,117683,62a1fee2bd44150606ec91bab23611af46fdb708cbb3d68d0ce557837734b836,117683,62a1fee2bd44150606ec91bab23611af46fdb708cbb3d68d0ce557837734b836,integrity_pass,application/pdf,5,false,false,true,3,5076,1692.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:36:11Z,false,false,B4X2500TXT-20260730-66ec7107ced58eb40a32,text_extraction_lane_004,8,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-67334d82e40518ff6dba.pdf,2026-07-30T16:27:47Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:59:39Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-66ec7107ced58eb40a32.txt,ab24510f554cc45287538465d013c1afe191d70596b66509d503d5836c10d968,9615,9587,1703,177,5,5,,1917.4,,false,,,false,false,false,false,false
B4X2500RDY-20260730-4d46bc7c4e3fc860ac64,readiness_lane_004,696,pdf,pdf,B4X2500SRD-20260730-06ed316cc9dbf632c52e,B4X2500V-20260730-02415,B4X2500LIVE-20260729-008955,B4X2500-20260729-08799,NY,Northeast,Lancaster,INTEREST ARBITRATION - Opinion and Award (Compulsory Interest Arbitration Award) - Town of Lancaster and Lancaster Police Benevolent Association (Cayuga Club),https://perb.ny.gov/system/files/documents/2024/03/ia83-014-award-9-2-83.pdf,https://perb.ny.gov/system/files/documents/2024/03/ia83-014-award-9-2-83.pdf,arbitration_award,high_priority_verification_ready,non_cba_or_other_hint,strike_or_no_strike_constraint,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-06ed316cc9dbf632c52e.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-06ed316cc9dbf632c52e.pdf,sha256:ce75d2d47af350e8162997c32c564d536bf698c2982e95a414fdc880870aa1ba,locally_available,local_only_not_replicated,local_research_workspace,453624,ce75d2d47af350e8162997c32c564d536bf698c2982e95a414fdc880870aa1ba,453624,ce75d2d47af350e8162997c32c564d536bf698c2982e95a414fdc880870aa1ba,integrity_pass,application/pdf,13,false,false,true,3,3097,1032.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:52:19Z,false,false,B4X2500TXT-20260730-ccdb5613d8cf609d339f,text_extraction_lane_004,9,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-06ed316cc9dbf632c52e.pdf,2026-07-30T16:27:49Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:59:39Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-ccdb5613d8cf609d339f.txt,8265fd32db814e712dd1ea3638ea87787f1b7c3c4dedbc2c5abfaf9f89f31cfe,13894,13854,2451,499,13,13,,1065.69,,false,,,false,false,false,false,false
B4X2500RDY-20260730-b469c231f270b2c460bf,readiness_lane_002,629,pdf,pdf,B4X2500SRD-20260730-f9e8b0f5b544de8fa365,B4X2500V-20260730-00102,B4X2500LIVE-20260729-009357,B4X2500-20260729-09244,GA,South,Rossville,"AGENDA — City of Rossville, Georgia Regular Meeting (November 12, 2024)",https://static1.squarespace.com/static/60f35413670cec307f56614e/t/672e3e3d8cfb8d0fe25c9744/1731083837513/Agenda%2BNovember%2C%2B2024%2B.pdf,https://static1.squarespace.com/static/60f35413670cec307f56614e/t/672e3e3d8cfb8d0fe25c9744/1731083837513/Agenda%2BNovember%2C%2B2024%2B.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-f9e8b0f5b544de8fa365.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-f9e8b0f5b544de8fa365.pdf,sha256:e559e8fe11dd6fc86a8ce990ff22e90edc6d7f125e8ea778fbe9f27928db035d,locally_available,local_only_not_replicated,local_research_workspace,13808,e559e8fe11dd6fc86a8ce990ff22e90edc6d7f125e8ea778fbe9f27928db035d,13808,e559e8fe11dd6fc86a8ce990ff22e90edc6d7f125e8ea778fbe9f27928db035d,integrity_pass,application/pdf,1,false,false,true,1,992,992.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:36:20Z,false,false,B4X2500TXT-20260730-99fc642bf0ce73c38709,text_extraction_lane_004,10,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-f9e8b0f5b544de8fa365.pdf,2026-07-30T16:27:48Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:59:39Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-99fc642bf0ce73c38709.txt,58c63d935c10d70aae25db9dc7e6d18b46b3117a40f0edd5460e530bb297757d,1238,1238,186,42,1,1,,1238.0,,false,,,false,false,false,false,false
