municipality,verification_rows,verified_reachable,unavailable,blocked_or_timeout,verification_error,global_analysis_readiness
Stanwood,4,0,4,0,0,false
Staples,1,1,0,0,0,false
Star City,2,1,1,0,0,false
Star Valley,3,3,0,0,0,false
Star Valley Ranch,1,1,0,0,0,false
Starke,1,0,1,0,0,false
Statesville,2,2,0,0,0,false
Ste. Genevieve,1,0,1,0,0,false
Steamboat Springs,2,1,1,0,0,false
Steelton,1,1,0,0,0,false
Steger,4,4,0,0,0,false
Steilacoom,3,3,0,0,0,false
Stephenville,2,2,0,0,0,false
Sterling,7,5,2,0,0,false
Sterling Heights,1,1,0,0,0,false
Sterlington,3,3,0,0,0,false
Stevenson,4,4,0,0,0,false
Stevensville,2,0,0,2,0,false
Stewartville,2,0,2,0,0,false
Stilwell,2,2,0,0,0,false
Stockton,3,3,0,0,0,false
Stonecrest,2,2,0,0,0,false
Stoneham,2,0,2,0,0,false
Stonewall,3,3,0,0,0,false
Stonewood,1,1,0,0,0,false
Stonington,3,0,3,0,0,false
Story City,4,4,0,0,0,false
Stoughton,6,0,6,0,0,false
Stowe,2,0,2,0,0,false
Strafford,1,1,0,0,0,false
Strasburg,2,0,2,0,0,false
Stratford,2,2,0,0,0,false
Streamwood,3,1,2,0,0,false
Streator,2,2,0,0,0,false
Stromsburg,2,1,1,0,0,false
Stroudsburg,2,2,0,0,0,false
Sturgis,2,2,0,0,0,false
Sturtevant,5,0,5,0,0,false
Sublimity,4,0,4,0,0,false
Sudbury,3,3,0,0,0,false
Sudlersville,1,1,0,0,0,false
Suffern,5,4,1,0,0,false
Suffield,4,4,0,0,0,false
Sugar Hill,2,2,0,0,0,false
Sullivan,2,2,0,0,0,false
Sulphur,3,3,0,0,0,false
Sulphur Springs,4,4,0,0,0,false
Sultan,2,0,2,0,0,false
Summerfield,2,2,0,0,0,false
Summerset,1,0,1,0,0,false
Summersville,1,0,1,0,0,false
Sumter,2,2,0,0,0,false
Sun Valley,1,1,0,0,0,false
Sunapee,2,0,2,0,0,false
Sundance,2,1,1,0,0,false
Sunset,4,1,3,0,0,false
Sunset Hills,3,3,0,0,0,false
Superior,8,4,4,0,0,false
Superior charter,3,0,3,0,0,false
Surf City,1,0,1,0,0,false
Surfside,3,2,1,0,0,false
Surfside Beach,1,1,0,0,0,false
Surrey,1,1,0,0,0,false
Sutherland,4,3,1,0,0,false
Sutton,1,1,0,0,0,false
Suwanee,6,5,1,0,0,false
Swansea,4,1,3,0,0,false
Swanton,4,4,0,0,0,false
Swarthmore,2,0,2,0,0,false
Swartz Creek,4,2,2,0,0,false
Sweetwater,4,4,0,0,0,false
Swissvale,1,1,0,0,0,false
Sylacauga,2,1,0,1,0,false
Symmes,1,1,0,0,0,false
Syracuse,1,1,0,0,0,false
Tahlequah,5,2,3,0,0,false
Talent,1,0,1,0,0,false
Talladega,4,4,0,0,0,false
Tama,1,1,0,0,0,false
Tamaqua,4,3,1,0,0,false
Tampa,2,2,0,0,0,false
Tamworth,3,2,0,1,0,false
Tanana,1,1,0,0,0,false
Taos Ski Valley,2,2,0,0,0,false
Tappahannock,3,3,0,0,0,false
Tarrant,2,1,0,1,0,false
Tarrytown,2,2,0,0,0,false
Tatum,1,0,1,0,0,false
Taylor,3,2,1,0,0,false
Taylor Mill,4,4,0,0,0,false
Taylorville,2,2,0,0,0,false
Tecumseh,4,3,1,0,0,false
Tega Cay,2,2,0,0,0,false
Tehachapi,3,2,1,0,0,false
Telford,1,0,1,0,0,false
Teller,1,1,0,0,0,false
Tenino,2,2,0,0,0,false
Tequesta,3,1,2,0,0,false
Terrell,5,0,5,0,0,false
Terry,3,3,0,0,0,false
Teton,3,3,0,0,0,false
Tewksbury,3,0,3,0,0,false
Texico,2,0,2,0,0,false
The Village,2,0,2,0,0,false
Thermopolis,3,3,0,0,0,false
Thetford,2,1,1,0,0,false
Thief River Falls,2,1,1,0,0,false
Thomaston,2,1,1,0,0,false
Thomasville,4,4,0,0,0,false
Thompson,1,1,0,0,0,false
Thorne Bay,2,0,2,0,0,false
Thornton,1,1,0,0,0,false
Three Forks,3,3,0,0,0,false
Three Rivers,1,1,0,0,0,false
Tiburon,3,1,2,0,0,false
Tiffin,2,2,0,0,0,false
Tifton,2,2,0,0,0,false
Tijeras,2,2,0,0,0,false
Tilden,3,3,0,0,0,false
Tillamook,1,0,1,0,0,false
Tilton,1,1,0,0,0,false
Timber Lake,1,1,0,0,0,false
Timberville,2,2,0,0,0,false
Timnath,2,2,0,0,0,false
Tinley Park,1,1,0,0,0,false
Tioga,4,4,0,0,0,false
Tipton,3,0,3,0,0,false
Tishomingo,2,0,2,0,0,false
Tiverton,2,1,1,0,0,false
Togiak,2,2,0,0,0,false
Toksook Bay,1,1,0,0,0,false
Toledo,7,5,2,0,0,false
Tolland,3,1,2,0,0,false
Tolleson,1,1,0,0,0,false
Tomahawk,1,1,0,0,0,false
Tomball,4,3,1,0,0,false
Tombstone,2,0,2,0,0,false
Toms River,3,1,2,0,0,false
Tonganoxie,3,2,1,0,0,false
Tonkawa,2,1,0,1,0,false
Tontitown,2,2,0,0,0,false
Toppenish,2,1,1,0,0,false
Topsham,1,1,0,0,0,false
Toquerville,1,1,0,0,0,false
Torrington,1,1,0,0,0,false
Totowa,3,1,2,0,0,false
Towamencin,2,2,0,0,0,false
Town and Country,2,0,2,0,0,false
Townsend,7,7,0,0,0,false
Trappe,1,1,0,0,0,false
Treasure Island,3,3,0,0,0,false
Tremonton,2,2,0,0,0,false
Trenton,4,4,0,0,0,false
Trinidad,3,3,0,0,0,false
Trophy Club,2,2,0,0,0,false
Troy,5,5,0,0,0,false
Trumbull,3,1,2,0,0,false
Tuckahoe,3,2,1,0,0,false
Tucker,1,1,0,0,0,false
Tucson,2,1,1,0,0,false
Tucumcari,3,3,0,0,0,false
Tulare,3,0,3,0,0,false
Tularosa,1,1,0,0,0,false
Turner,3,3,0,0,0,false
Turtle Lake,1,1,0,0,0,false
Tustin,2,0,2,0,0,false
Tuttle,2,1,1,0,0,false
Twin Bridges,3,2,1,0,0,false
Twin Lakes,3,2,0,1,0,false
Twinsburg,6,6,0,0,0,false
Ulysses,3,0,3,0,0,false
Unalaska,3,0,0,3,0,false
Underhill,1,0,1,0,0,false
Union,2,2,0,0,0,false
Union City,3,1,2,0,0,false
Unionville,2,1,1,0,0,false
Universal City,2,0,2,0,0,false
University Park,5,2,3,0,0,false
Upland,2,0,2,0,0,false
Upper Chichester,3,1,2,0,0,false
Upper Darby,1,0,1,0,0,false
Upper Gwynedd,1,1,0,0,0,false
Upper Providence,1,1,0,0,0,false
Upper Saddle River,2,0,2,0,0,false
Upper Saucon,1,1,0,0,0,false
Upper St. Clair,1,1,0,0,0,false
Upper Uwchlan,2,0,2,0,0,false
Utica,1,0,1,0,0,false
Uvalde,4,4,0,0,0,false
Uxbridge,6,0,6,0,0,false
Vadnais Heights,1,1,0,0,0,false
Vail,4,0,4,0,0,false
Valdez,1,0,1,0,0,false
Valdosta,1,1,0,0,0,false
Vale,2,2,0,0,0,false
Valier,2,2,0,0,0,false
Vallejo,1,1,0,0,0,false
Valley,2,2,0,0,0,false
Valley Center,1,0,1,0,0,false
Valley Park,2,0,2,0,0,false
Valley Springs,2,2,0,0,0,false
Valparaiso,2,0,2,0,0,false
Van Buren,1,0,1,0,0,false
Van Buren charter,2,2,0,0,0,false
Vancouver,5,5,0,0,0,false
Vassalboro,1,1,0,0,0,false
Velva,2,2,0,0,0,false
Veneta,1,0,1,0,0,false
Ventnor City,3,3,0,0,0,false
Vergennes,1,1,0,0,0,false
Vernal,3,3,0,0,0,false
Vernon,10,6,3,1,0,false
Vernon Hills,2,0,2,0,0,false
Verona,3,2,1,0,0,false
Versailles,5,4,1,0,0,false
Viborg,3,3,0,0,0,false
Victor,3,3,0,0,0,false
Vidalia,6,6,0,0,0,false
Vienna,3,1,2,0,0,false
Villa Hills,2,1,1,0,0,false
Villa Rica,2,1,1,0,0,false
Ville Platte,2,2,0,0,0,false
Vilonia,3,3,0,0,0,false
Vincennes,1,1,0,0,0,false
Vine Grove,3,3,0,0,0,false
Vineyard,2,1,1,0,0,false
Vinita,1,0,1,0,0,false
Vinton,6,4,2,0,0,false
Virginia,3,3,0,0,0,false
Virginia City,2,2,0,0,0,false
Viroqua,2,2,0,0,0,false
Vivian,3,3,0,0,0,false
Wabash,1,1,0,0,0,false
Waco,1,1,0,0,0,false
Waconia,2,2,0,0,0,false
Wadena,1,0,1,0,0,false
Wagner,1,1,0,0,0,false
Wagon Mound,1,1,0,0,0,false
Wahoo,1,1,0,0,0,false
Wahpeton,1,1,0,0,0,false
Wainwright,1,1,0,0,0,false
Waite Park,1,1,0,0,0,false
Wakefield,6,0,6,0,0,false
Walden,3,2,1,0,0,false
Waldoboro,2,2,0,0,0,false
Waldwick,3,2,1,0,0,false
Walhalla,3,1,2,0,0,false
Walker,2,2,0,0,0,false
Walkerville,2,2,0,0,0,false
Wall,3,0,3,0,0,false
Wallace,3,2,1,0,0,false
Walled Lake,3,3,0,0,0,false
Wallingford,1,1,0,0,0,false
Wallowa,2,2,0,0,0,false
Walpole,5,3,2,0,0,false
Walsenburg,2,0,2,0,0,false
Walterboro,1,1,0,0,0,false
Walton,3,3,0,0,0,false
Wamego,1,1,0,0,0,false
Wamsutter,2,2,0,0,0,false
Wanaque,1,0,1,0,0,false
Wapato,5,4,1,0,0,false
Wappingers Falls,3,3,0,0,0,false
Ward,1,1,0,0,0,false
Warden,1,1,0,0,0,false
Ware Shoals,2,2,0,0,0,false
Wareham,1,1,0,0,0,false
Warr Acres,3,1,2,0,0,false
Warren,13,10,3,0,0,false
Warrensburg,2,2,0,0,0,false
Warrenton,7,1,6,0,0,false
Warrenville,2,1,1,0,0,false
Warrington,3,1,2,0,0,false
Warsaw,7,6,1,0,0,false
Warwick,2,0,2,0,0,false
Waseca,3,0,3,0,0,false
Washburn,3,3,0,0,0,false
Washington,13,11,2,0,0,false
Washington Grove,2,2,0,0,0,false
Washington Terrace,2,1,1,0,0,false
Washingtonville,2,1,1,0,0,false
Watauga,4,1,3,0,0,false
Watchung,2,2,0,0,0,false
Water Valley,2,2,0,0,0,false
Waterboro,2,2,0,0,0,false
Waterbury,2,2,0,0,0,false
Waterford,4,1,3,0,0,false
Waterford charter,9,1,8,0,0,false
Waterloo,5,5,0,0,0,false
Watertown,8,7,1,0,0,false
Watervliet,4,3,1,0,0,false
Watford City,2,2,0,0,0,false
Wauchula,2,1,0,1,0,false
Wauconda,4,3,1,0,0,false
Waukon,2,2,0,0,0,false
Waupaca,1,1,0,0,0,false
Waveland,2,0,2,0,0,false
Waverly,5,4,1,0,0,false
Waxhaw,1,1,0,0,0,false
Waycross,3,1,2,0,0,false
Wayne,5,5,0,0,0,false
Waynesboro,4,4,0,0,0,false
Waynesville,6,5,1,0,0,false
Weare,4,3,1,0,0,false
Weatherford,4,4,0,0,0,false
Weathersfield,6,3,3,0,0,false
Webb City,1,1,0,0,0,false
Webster,7,1,6,0,0,false
Webster City,3,1,2,0,0,false
Weddington,2,2,0,0,0,false
Weeping Water,3,2,1,0,0,false
Weiser,3,2,1,0,0,false
Wellesley,3,0,3,0,0,false
Wellington,8,7,1,0,0,false
Wells,4,1,3,0,0,false
Wells River,1,1,0,0,0,false
Wellsville,1,0,1,0,0,false
Wellton,2,1,1,0,0,false
Wendell,6,1,5,0,0,false
Wentzville,2,2,0,0,0,false
Wesley Chapel,2,0,2,0,0,false
Wesley Hills,1,0,1,0,0,false
Wessington Springs,3,2,1,0,0,false
West Bloomfield charter,6,4,2,0,0,false
West Bountiful,3,3,0,0,0,false
West Branch,3,3,0,0,0,false
West Columbia,4,4,0,0,0,false
West Deptford,1,1,0,0,0,false
West Greenwich,2,1,1,0,0,false
West Haverstraw,2,1,1,0,0,false
West Hempfield,2,2,0,0,0,false
West Lafayette,3,3,0,0,0,false
West Lampeter,2,2,0,0,0,false
West Liberty,1,1,0,0,0,false
West Long Branch,3,1,2,0,0,false
West Manchester,2,1,1,0,0,false
West Miami,1,1,0,0,0,false
West Norriton,3,0,3,0,0,false
West Park,3,2,1,0,0,false
West Plains,1,1,0,0,0,false
West Point,5,3,2,0,0,false
West Salem,3,3,0,0,0,false
West University Place,3,2,1,0,0,false
West View,2,1,1,0,0,false
West Warwick,4,4,0,0,0,false
West Wendover,2,2,0,0,0,false
West Whiteland,1,0,1,0,0,false
West Yellowstone,3,3,0,0,0,false
Westborough,5,0,5,0,0,false
Westbrook,2,0,2,0,0,false
Westby,1,0,1,0,0,false
Westchester,4,4,0,0,0,false
Westerly,5,3,2,0,0,false
Western Springs,2,0,2,0,0,false
Westernport,1,1,0,0,0,false
Westfield Washington,1,0,1,0,0,false
Westford,8,3,5,0,0,false
Westlake,2,1,0,1,0,false
Westminster,5,4,0,0,0,false
Weston,7,0,7,0,0,false
Westport,7,3,4,0,0,false
Westwego,4,4,0,0,0,false
Westwood,5,0,5,0,0,false
Wethersfield,5,0,5,0,0,false
Wetumpka,4,0,4,0,0,false
Wharton,3,3,0,0,0,false
Wheat Ridge,1,1,0,0,0,false
Wheatfield,1,1,0,0,0,false
Wheatland,1,1,0,0,0,false
Wheeling,1,0,1,0,0,false
White,1,1,0,0,0,false
White Bluff,1,1,0,0,0,false
White Castle,1,1,0,0,0,false
White City metro,1,1,0,0,0,false
White House,4,1,3,0,0,false
White Lake charter,2,0,0,2,0,false
White Mountain,1,1,0,0,0,false
White Oak,3,3,0,0,0,false
White Salmon,3,0,0,3,0,false
White Settlement,3,0,3,0,0,false
White Sulphur Springs,3,2,1,0,0,false
Whitehall,2,2,0,0,0,false
Whitestown,3,3,0,0,0,false
Whitewood,2,1,1,0,0,false
Whitman,4,0,4,0,0,false
Whittier,3,2,1,0,0,false
Wichita,1,1,0,0,0,false
Wickenburg,1,0,1,0,0,false
Wilber,3,2,1,0,0,false
Wilbraham,1,0,1,0,0,false
Wilder,2,2,0,0,0,false
Willamina,2,2,0,0,0,false
Willard,5,4,1,0,0,false
Willcox,2,2,0,0,0,false
Williams,4,4,0,0,0,false
Williamsburg,7,7,0,0,0,false
Williamston,2,2,0,0,0,false
Williamstown,3,3,0,0,0,false
Williston,8,7,1,0,0,false
Williston Park,1,1,0,0,0,false
Willows,2,0,2,0,0,false
Wilmington,9,5,4,0,0,false
Wilmore,1,1,0,0,0,false
Wilson,3,0,3,0,0,false
Wilton,9,5,4,0,0,false
Wilton Manors,5,1,4,0,0,false
Winchester,15,5,10,0,0,false
Winder,2,1,1,0,0,false
Windham,9,3,6,0,0,false
Windom,2,0,0,2,0,false
Windsor,2,1,1,0,0,false
Windsor Locks,2,2,0,0,0,false
Winfield,6,5,1,0,0,false
Winifred,1,1,0,0,0,false
Winlock,3,2,1,0,0,false
Winner,1,1,0,0,0,false
Winnfield,2,2,0,0,0,false
Winnsboro,1,1,0,0,0,false
Winslow,3,3,0,0,0,false
Winston,2,1,1,0,0,false
Winterport,2,2,0,0,0,false
Winterset,2,2,0,0,0,false
Winterville,2,2,0,0,0,false
Winthrop,2,1,1,0,0,false
Wiscasset,3,3,0,0,0,false
Wisconsin Dells,2,2,0,0,0,false
Wise,1,0,0,1,0,false
Wisner,2,2,0,0,0,false
Wolcott,4,2,0,2,0,false
Wolf Point,3,0,1,2,0,false
Wolfeboro,3,1,2,0,0,false
Wood Dale,2,0,2,0,0,false
Wood River,3,2,1,0,0,false
Wood-Ridge,2,2,0,0,0,false
Woodbridge,2,1,1,0,0,false
Woodbury,5,5,0,0,0,false
Woodhaven,3,3,0,0,0,false
Woodlake,1,1,0,0,0,false
Woodland,3,0,3,0,0,false
Woodland Park,2,2,0,0,0,false
Woods Cross,2,2,0,0,0,false
Woodsfield,2,2,0,0,0,false
Woodstock,9,8,1,0,0,false
Woodward,4,4,0,0,0,false
Woolwich,1,1,0,0,0,false
Worth,6,0,6,0,0,false
Worthing,1,1,0,0,0,false
Wrangell,2,0,0,2,0,false
Wright,1,1,0,0,0,false
Wyckoff,3,3,0,0,0,false
Wymore,2,2,0,0,0,false
Wyndmere,2,2,0,0,0,false
Wynne,2,2,0,0,0,false
Wyoming,4,4,0,0,0,false
Wytheville,2,1,1,0,0,false
Yakima,1,0,1,0,0,false
Yamhill,2,1,1,0,0,false
Yarmouth,5,5,0,0,0,false
Yerington,2,2,0,0,0,false
York,10,3,7,0,0,false
Yorktown,1,1,0,0,0,false
Youngsville,2,2,0,0,0,false
Youngtown,3,3,0,0,0,false
Ypsilanti charter,4,0,4,0,0,false
Yreka,3,0,3,0,0,false
Yucca Valley,2,0,2,0,0,false
Yukon,2,2,0,0,0,false
Yutan,2,2,0,0,0,false
Zachary,2,1,0,1,0,false
Zebulon,2,0,2,0,0,false
Zeeland,2,1,1,0,0,false
Zillah,4,3,1,0,0,false
Zimmerman,3,2,1,0,0,false
Zumbrota,2,2,0,0,0,false
