verification_row_id,source_candidate_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,canonical_locator_before_verification,source_domain,source_family_hint,document_type_hint,candidate_quality_tier,possible_mechanism_hints,prior_seen_locator_flag,prior_verification_status,verification_status,http_status_code,redirect_count,final_canonical_locator,content_type_header,content_length_header,transport_error_type,verification_attempt_count,verification_started_at,verification_completed_at,worker_id,checkpoint_id,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
BCV-20260728-06801,B4XPAR-20260727-000021,broad_4x1000_deduped,verify_lane_004,371,IA,Midwest,Iowa Falls,Hardin County (19083; primary),Meeting Agendas & Minutes listing page (City of Iowa Falls),https://www.cityofiowafalls.com/meeting-agendas--minutes.html,https://cityofiowafalls.com/meeting-agendas--minutes.html,cityofiowafalls.com,agenda_packet_or_minutes,index_page,pending_combined_review,,false,,blocked_transport,,,,not_reported,not_reported,ConnectError,2,2026-07-28T15:10:29Z,2026-07-28T15:10:30Z,worker_verify_lane_004_resume,verify_lane_004-resume-checkpoint-00003,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Escalated-network HEAD-only locator verification; no response body/raw headers/document content retained.
BCV-20260728-06671,B4XPAR-20260727-000658,broad_4x1000_deduped,verify_lane_004,241,NH,Northeast,Durham,Strafford County (33017; primary),Collective Bargaining Agreement between Durham Police Officers' Union (NEPBA Local #21) and the Town of Durham,https://www.ci.durham.nh.us/sites/default/files/fileattachments/business_office/page/18581/dpoa_agreement_2025-2026.pdf,https://ci.durham.nh.us/sites/default/files/fileattachments/business_office/page/18581/dpoa_agreement_2025-2026.pdf,ci.durham.nh.us,cba,cba,pending_combined_review,,false,,blocked_transport,,,,not_reported,not_reported,RemoteProtocolError,2,2026-07-28T15:12:13Z,2026-07-28T15:12:15Z,worker_verify_lane_004_resume,verify_lane_004-resume-checkpoint-00133,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Escalated-network HEAD-only locator verification; no response body/raw headers/document content retained.
BCV-20260728-07447,B4XPAR-20260727-001119,broad_4x1000_deduped,verify_lane_004,1017,MS,South,Gluckstadt,Madison County (28089; primary),"City of Gluckstadt, Mississippi — Employee Handbook (Adopted by Board of Aldermen: June 13, 2023)",https://www.gluckstadtms.org/sites/default/files/fileattachments/board_of_aldermen/page/2417/city_of_gluckstadt_employee_handbook_revised_6.13.23.pdf,https://gluckstadtms.org/sites/default/files/fileattachments/board_of_aldermen/page/2417/city_of_gluckstadt_employee_handbook_revised_6.13.23.pdf,gluckstadtms.org,budget_or_pay_plan,ordinance_or_policy,pending_combined_review,strike_or_no_strike_constraint;non_safety_constraint_signal,false,,blocked_transport,,,,not_reported,not_reported,RemoteProtocolError,2,2026-07-28T15:13:40Z,2026-07-28T15:13:42Z,worker_verify_lane_004_resume,verify_lane_004-resume-checkpoint-00236,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Escalated-network HEAD-only locator verification; no response body/raw headers/document content retained.
BCV-20260728-08363,B4XPAR-20260727-001189,broad_4x1000_deduped,verify_lane_004,1933,OK,South,Roland,Sequoyah County (40135; primary),"Town of Roland Regular Monthly Meeting - May 12, 2015 (minutes: Assistant Police Chief added to pay scale; salary adjustments)",https://www.townofroland.net/sites/default/files/fileattachments/town_council/meeting/2053/town_of_roland_-_may_12_2015_-_6_00pm.pdf,https://townofroland.net/sites/default/files/fileattachments/town_council/meeting/2053/town_of_roland_-_may_12_2015_-_6_00pm.pdf,townofroland.net,agenda_packet_or_minutes,agenda_cover_sheet,pending_combined_review,,false,,blocked_transport,,,,not_reported,not_reported,RemoteProtocolError,2,2026-07-28T15:13:53Z,2026-07-28T15:13:56Z,worker_verify_lane_004_resume,verify_lane_004-resume-checkpoint-00254,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Escalated-network HEAD-only locator verification; no response body/raw headers/document content retained.
BCV-20260728-08310,B4XPAR-20260727-001336,broad_4x1000_deduped,verify_lane_004,1880,VA,South,Richlands,Tazewell County (51185; primary),"Town Council Minutes Index (Richlands, VA)",https://www.town.richlands.va.us/minutes/2024MINUTES.html,https://town.richlands.va.us/minutes/2024MINUTES.html,town.richlands.va.us,agenda_packet_or_minutes,index_page,pending_combined_review,,false,,blocked_transport,,,,not_reported,not_reported,ConnectError,2,2026-07-28T15:14:22Z,2026-07-28T15:14:26Z,worker_verify_lane_004_resume,verify_lane_004-resume-checkpoint-00287,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Escalated-network HEAD-only locator verification; no response body/raw headers/document content retained.
BCV-20260728-08365,B4XPAR-20260727-001339,broad_4x1000_deduped,verify_lane_004,1935,VA,South,Shenandoah,Page County (51139; primary),"Regular Meeting Town Council Minutes — October 24, 2023 (personnel/salary discussion appears)",https://www.townofshenandoah.com/sites/default/files/fileattachments/mayor_amp_council/meeting/2728/rm_10.24.23.pdf,https://townofshenandoah.com/sites/default/files/fileattachments/mayor_amp_council/meeting/2728/rm_10.24.23.pdf,townofshenandoah.com,agenda_packet_or_minutes,meeting_minutes,pending_combined_review,,false,,blocked_transport,,,,not_reported,not_reported,RemoteProtocolError,2,2026-07-28T15:14:22Z,2026-07-28T15:14:27Z,worker_verify_lane_004_resume,verify_lane_004-resume-checkpoint-00288,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Escalated-network HEAD-only locator verification; no response body/raw headers/document content retained.
BCV-20260728-06805,B4XPAR-20260727-001573,broad_4x1000_deduped,verify_lane_004,375,OR,West,John Day,Grant County (41023; primary),"Agreement between the City of John Day, Oregon, and the Grant County Police Officers Association (signed) (2016-2019)",https://www.cityofjohnday.com/sites/default/files/fileattachments/9-1-1_emergency_communications_center/page/621/2016-2019_cba_gcpao_and_city_of_john_day_signed.pdf,https://cityofjohnday.com/sites/default/files/fileattachments/9-1-1_emergency_communications_center/page/621/2016-2019_cba_gcpao_and_city_of_john_day_signed.pdf,cityofjohnday.com,cba,cba,pending_combined_review,,false,,blocked_transport,,,,not_reported,not_reported,RemoteProtocolError,2,2026-07-28T15:15:11Z,2026-07-28T15:15:12Z,worker_verify_lane_004_resume,verify_lane_004-resume-checkpoint-00338,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Escalated-network HEAD-only locator verification; no response body/raw headers/document content retained.
BCV-20260728-07626,B4XPAR-20260727-001671,broad_4x1000_deduped,verify_lane_004,1196,WA,West,White Salmon,Klickitat County (53039; primary),Resolution 2024-02-587 Revising the Firefighter Officer Pay to Include Fire Chief,https://legacywhitesalmonwa.teammunicode.com/sites/default/files/fileattachments/city_council/page/3261/resolution_2024-02-587_revising_fire_fighter_officer_pay_signed.pdf,https://legacywhitesalmonwa.teammunicode.com/sites/default/files/fileattachments/city_council/page/3261/resolution_2024-02-587_revising_fire_fighter_officer_pay_signed.pdf,legacywhitesalmonwa.teammunicode.com,mou_or_memorandum,memorandum_or_settlement,pending_combined_review,,false,,blocked_transport,,,,not_reported,not_reported,RemoteProtocolError,2,2026-07-28T15:15:26Z,2026-07-28T15:15:29Z,worker_verify_lane_004_resume,verify_lane_004-resume-checkpoint-00358,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Escalated-network HEAD-only locator verification; no response body/raw headers/document content retained.
BCV-20260728-07854,B4XPAR-20260727-001829,broad_4x1000_deduped,verify_lane_004,1424,IN,Midwest,Monticello,White County (18181; primary),"MINUTES OF MEETING — November 17, 2025 (mentions Ordinance 2025-15: 2026 MPD Salary Matrix — 2nd reading)",https://monticelloin.gov/document-library/city-council-minutes/2025-1/1274-cc-minutes-november-17-2025/file,https://monticelloin.gov/document-library/city-council-minutes/2025-1/1274-cc-minutes-november-17-2025/file,monticelloin.gov,agenda_packet_or_minutes,meeting_minutes,pending_combined_review,,false,,blocked_transport,,,,not_reported,not_reported,ConnectError,2,2026-07-28T15:15:45Z,2026-07-28T15:15:53Z,worker_verify_lane_004_resume,verify_lane_004-resume-checkpoint-00383,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Escalated-network HEAD-only locator verification; no response body/raw headers/document content retained.
BCV-20260728-06797,B4XPAR-20260727-001902,broad_4x1000_deduped,verify_lane_004,367,MI,Midwest,Hillsdale,Hillsdale County (26059; primary),"FY2018 budget resolution text: wage and salary schedule increase for non-union, non-contractual employees (effective July 1, 2017)",https://www.cityofhillsdale.org/sites/default/files/fileattachments/finance/page/1481/fy2018_final_draft_version.pdf,https://cityofhillsdale.org/sites/default/files/fileattachments/finance/page/1481/fy2018_final_draft_version.pdf,cityofhillsdale.org,budget_or_pay_plan,wage_schedule_or_compensation_plan,pending_combined_review,fiscal_constraint_signal,false,,blocked_transport,,,,not_reported,not_reported,RemoteProtocolError,2,2026-07-28T15:16:05Z,2026-07-28T15:16:06Z,worker_verify_lane_004_resume,verify_lane_004-resume-checkpoint-00402,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Escalated-network HEAD-only locator verification; no response body/raw headers/document content retained.
