residual_target_id,raw_target_id,raw_row_number,search_wave,prior_compacted_target_id,municipality,state,period,side_scope,department_scope,external_data_family,missingness_id,missing_external_variable,current_claim_family,current_evidence_status,likely_source_family,expected_claim_upgrade,search_priority,linked_root_event_id,linked_mechanism_exposure_event_ids,query_primary,query_repair,terminal_without_search,lane_id,lane_sequence,raw_resolution,superseded_terminal_status,resume_reason,resume_required,resume_precondition,resume_run_id,resume_lane_id,resume_lane_sequence,locked_pending_status
RESIDUAL-d0554a0218e53070457e2546,EXTTARGET-a2b0a58a5c958e73fa90aef2,10926,external_search_wave_002_exhaustive_residual,EXTSEARCH-1bd12388f732704ffe5e7bb8,Liberty,OH,2016,fire,fire,benefits_and_total_compensation,EXTMISS-d0c7fca579bb6f48b0db4061,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",non_base_compensation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-05e61dcfa96eb812d54e35c9|ROOTCOMP-c5545acb2c41f59f06778e51,MECHEXP-050a191691781879590ff8a3|MECHEXP-055f84d9a09ec6513d4ce498|MECHEXP-0d89b168c41567172e7d77d4|MECHEXP-4e543a8527337dbeb89c55fd|MECHEXP-751b627a03169d8d63eba0fc|MECHEXP-8b25529846adabe532ddbed8|MECHEXP-bd107acd1b71797caa88c374,"""Liberty"" ""OH"" ""2016"" fire fire pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Liberty"" ""OH"" 2016 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,1947,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe,external_data_exhaustive_resume_2026-08-05,residual_resume_lane_004,294,hosted_search_backend_error_pending_resume
RESIDUAL-3a7b729cbf4dbf3321e141c2,EXTTARGET-f0e08e7dae378f6fdc22f7d2,10961,external_search_wave_002_exhaustive_residual,EXTSEARCH-3226a5a18e584d8044c1b6a4,Liberty,OH,2020,police,police,benefits_and_total_compensation,EXTMISS-5643595266a9d4165291e956,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-6c7c52b92b97f0a6d399fe19|ROOTCOMP-912561d4d96199a1c1a2c9fd|ROOTCOMP-9c32e701116e009ff1f3022a|ROOTCOMP-a97495d415e322480c084f4b|ROOTCOMP-c816130a4f1a0852cb473311,MECHEXP-01a2630e208bf4ee3c6a16c9|MECHEXP-116fa68aa5582ec4800fc83b|MECHEXP-168ecd67736689a84c762fb3|MECHEXP-3d4550804381846752e5f29b|MECHEXP-502cf4e27b55a8d4e84ab702|MECHEXP-51f457a97da7807cdac59474|MECHEXP-54124e01c5f9af274b2c3144|MECHEXP-5d7a48fa95731c540d0f2268|MECHEXP-5dafaad83e8cca3f1533869d|MECHEXP-61753b194484e50b98606889|MECHEXP-6e06502b3ac819944a0b6395|MECHEXP-8b28a2b7a65611da1c545ca6|MECHEXP-900f716850a8be71f1fa7051|MECHEXP-c79870f0f51e43c36b0aa8a9|MECHEXP-dc0e54988c74a56cbe91d702|MECHEXP-dcc3d1f4262c262665cfc8d9|MECHEXP-f79b15ac17024d168994cf85,"""Liberty"" ""OH"" ""2020"" police police pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Liberty"" ""OH"" 2020 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,1953,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe,external_data_exhaustive_resume_2026-08-05,residual_resume_lane_004,295,hosted_search_backend_error_pending_resume
RESIDUAL-1b5e34bd54448c7c0135f900,EXTTARGET-4d202a858b91d48642fc4d86,11003,external_search_wave_002_exhaustive_residual,EXTSEARCH-4967f271eab42a787542a004,Liberty,OH,2023,police,police,benefits_and_total_compensation,EXTMISS-6957f4982fbf83ddca28d3c4,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",non_base_compensation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-f29c5c69da3db39814405038,MECHEXP-382eaf1c414efb0d0e087593|MECHEXP-aaf092e304663ed2b333684b|MECHEXP-ab707351ac9b71ba35b3e135|MECHEXP-c5cfb031fa2216463b0fd251,"""Liberty"" ""OH"" ""2023"" police police pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Liberty"" ""OH"" 2023 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,1961,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe,external_data_exhaustive_resume_2026-08-05,residual_resume_lane_004,296,hosted_search_backend_error_pending_resume
RESIDUAL-295c0052532fe75b7d779221,EXTTARGET-46c50f7dd9456d6a0eef3d4b,11423,external_search_wave_002_exhaustive_residual,EXTSEARCH-d1adf67be2c148d28368c234,Madison,OH,2016,fire,fire,benefits_and_total_compensation,EXTMISS-658c1792a6b7ad7a5050d85a,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-7ce2b342a37b7d2f3df6bc5a|ROOTCOMP-d4a3dd82263d83fc15652087,MECHEXP-1d55062930cd08059f78f209|MECHEXP-3dc485c5fe17253cc837fb39|MECHEXP-5aa973f6ed2637cb8587026b|MECHEXP-8a530d5a231a7c129749ad51|MECHEXP-8bafdb0d3f33c8788efb8185|MECHEXP-8c6ee4372d612f640b3cae23|MECHEXP-a305eed6d7fcbb492fe3ead5|MECHEXP-a78328bfc7543e75b7822966,"""Madison"" ""OH"" ""2016"" fire fire pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Madison"" ""OH"" 2016 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,2036,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe,external_data_exhaustive_resume_2026-08-05,residual_resume_lane_004,297,hosted_search_backend_error_pending_resume
RESIDUAL-fb2e6bc33f0b79eb4bab5f0f,EXTTARGET-49946c2141e5a3aa29b7bea3,11465,external_search_wave_002_exhaustive_residual,EXTSEARCH-8258bc952f736ed67114422f,Madison,OH,2020,unclear,unclear,benefits_and_total_compensation,EXTMISS-8207f4a3e8272878e32cd539,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-54bdabbd23d0fa1b256ae2d2|ROOTCOMP-6e9b8a9bfb9fa44b3e1363e7,MECHEXP-10f6b15ae8c0fc8126eeca0c|MECHEXP-3769b2c6537649b97a4981af|MECHEXP-3f914d64374954e53a8e369d|MECHEXP-4414f0c230872d2c0777ef1e|MECHEXP-5f8b39d94c345e82e6d1503c|MECHEXP-870674942c5301da10dc322b|MECHEXP-a3b12327c15e1ce376b87e34,"""Madison"" ""OH"" ""2020"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Madison"" ""OH"" 2020 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,2044,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe,external_data_exhaustive_resume_2026-08-05,residual_resume_lane_004,298,hosted_search_backend_error_pending_resume
RESIDUAL-4fec5eb12abd3d79d7d0075b,EXTTARGET-9a436e39f4db395c2006c8dd,11633,external_search_wave_002_exhaustive_residual,EXTSEARCH-5ba319c3f9717033a1e5b54a,Mantua,OH,2024,unclear,unclear,benefits_and_total_compensation,EXTMISS-115c83e8391b03d8929e5924,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-618a3751be1181ee85e0654d,MECHEXP-3dda2240296dfd50079fa6f9|MECHEXP-4838b5269d6fa7523581b1dd|MECHEXP-5de0e3276261f8280eeb1673|MECHEXP-5ffbeead1347af05784183bb|MECHEXP-82f2befcd956e8f304be260a|MECHEXP-a5084f6dff272b8ce104149a,"""Mantua"" ""OH"" ""2024"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Mantua"" ""OH"" 2024 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,2073,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe,external_data_exhaustive_resume_2026-08-05,residual_resume_lane_004,299,hosted_search_backend_error_pending_resume
RESIDUAL-e6d9c4a7b6c219f9d1ce6ad8,EXTTARGET-55d3c9e12df135bdd203effd,11780,external_search_wave_002_exhaustive_residual,EXTSEARCH-b6e91a075801a65dac45bfb5,Margaretta,OH,2024,unclear,unclear,benefits_and_total_compensation,EXTMISS-f1880eb4c391df96a6798440,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-2a9077e170e4b3e485df6b7f,MECHEXP-2558eebb9daa0817eed06e84|MECHEXP-c9380fe6bafc829b9ed5a5f7|MECHEXP-d0c10c5bb19f0d7f7bef1085|MECHEXP-e398eb92c6bfadd955c1edfa,"""Margaretta"" ""OH"" ""2024"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Margaretta"" ""OH"" 2024 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,2099,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe,external_data_exhaustive_resume_2026-08-05,residual_resume_lane_004,300,hosted_search_backend_error_pending_resume
RESIDUAL-48c9e12d63f4be08af6f0367,EXTTARGET-a729962bd164168237795fb9,11843,external_search_wave_002_exhaustive_residual,EXTSEARCH-e45abdf2a580fcd251552847,Marion,OH,2018,fire,fire,benefits_and_total_compensation,EXTMISS-94520879c9bb1b7becfd0e62,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-6e7efc6f7b3a0e8fda0253b1|ROOTCOMP-dc621e98796568f5eb8acd5a,MECHEXP-15df00a37c03e540eac7d647|MECHEXP-21138a3e44a782308f4e9a26|MECHEXP-298d888e7006d00b68223445|MECHEXP-343dce7808ff22eb938f2e2e|MECHEXP-41694ff6d00c969289703297|MECHEXP-750980e0753aed697608437f|MECHEXP-9d85101f363762ab2ee08c6e|MECHEXP-de28d3a1b41be63dab2b1dc1,"""Marion"" ""OH"" ""2018"" fire fire pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Marion"" ""OH"" 2018 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,2110,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe,external_data_exhaustive_resume_2026-08-05,residual_resume_lane_004,301,hosted_search_backend_error_pending_resume
RESIDUAL-0125ace3266754d4b5dc7385,EXTTARGET-d870dcc1fe534e9a457f9fbd,11878,external_search_wave_002_exhaustive_residual,EXTSEARCH-0c90e5b361f5410d0b191dcf,Marion,OH,2020,fire,fire,benefits_and_total_compensation,EXTMISS-40e24d2536a7b9627c55e858,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",classification_civil_service,formally_adopted,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-3f86c8daa9e5e65fe4cae7de|ROOTCOMP-46aa835efd6f39fc003c1496|ROOTCOMP-84e8e8d6d1700c21d59ffd70,MECHEXP-2a7ca532f61aae8730bdbc2b|MECHEXP-31bbda209521987afff2281a|MECHEXP-39315a5f7e9b2d35171ad76a|MECHEXP-71119f6798672f8ceb6c1975|MECHEXP-929c5e24ca5bc3284d772a92|MECHEXP-9db73410ec88a88c982882aa|MECHEXP-b0d2c065dafb2af194abdbcb|MECHEXP-b0e5934b8fb8c34bdc46b145|MECHEXP-bab55f413cbde8c40d5faade|MECHEXP-be5e9f362016bf331d8dd2cc|MECHEXP-be71efa5a730fb06cfbc2a0f|MECHEXP-c84a460de8fa9a69504f1575|MECHEXP-e161edbe4d73a108c6db2c73,"""Marion"" ""OH"" ""2020"" fire fire pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects classification_civil_service municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Marion"" ""OH"" 2020 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,2117,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe,external_data_exhaustive_resume_2026-08-05,residual_resume_lane_004,302,hosted_search_backend_error_pending_resume
RESIDUAL-b33514bd25cc5e8d905d2b1f,EXTTARGET-cc3ba7fa93ec60d9d1926ce6,11913,external_search_wave_002_exhaustive_residual,EXTSEARCH-e3a228db47dac0e6937d395f,Marion,OH,2021,unclear,unclear,benefits_and_total_compensation,EXTMISS-f1a2769ffe4d6dba7978aab6,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-7507de84fccea43e92396f0e|ROOTCOMP-978f4831010b93223c3505f8|ROOTCOMP-ebef25654fd5a38c63286ae6,MECHEXP-10fa59c4d70b6e72e83d5e1d|MECHEXP-1dcb1b75b6dd47f4233e1372|MECHEXP-1fedd98d16b5e50d7478724a|MECHEXP-3a22072a04fd3ad67ac0b2e3|MECHEXP-3e1f987d4aa4babdfcb2d608|MECHEXP-403a26f91bb6c6ec19d5a537|MECHEXP-4e434c4ad341c9266592de86|MECHEXP-69f2e344700cd4c910b4ade7|MECHEXP-761195d35533a5df6534e925|MECHEXP-76d34e26563042d1488a7d4d|MECHEXP-7f36554e777a304a76564753|MECHEXP-8986d40e7c197913988e2a4f|MECHEXP-a4d8cd8fb1e214750448c7d5|MECHEXP-a997233b8f926537d2c70349|MECHEXP-c86c196c1d559c99870d86ab,"""Marion"" ""OH"" ""2021"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Marion"" ""OH"" 2021 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,2123,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe,external_data_exhaustive_resume_2026-08-05,residual_resume_lane_004,303,hosted_search_backend_error_pending_resume
