residual_target_id,raw_target_id,raw_row_number,search_wave,prior_compacted_target_id,municipality,state,period,side_scope,department_scope,external_data_family,missingness_id,missing_external_variable,current_claim_family,current_evidence_status,likely_source_family,expected_claim_upgrade,search_priority,linked_root_event_id,linked_mechanism_exposure_event_ids,query_primary,query_repair,terminal_without_search,lane_id,lane_sequence,raw_resolution
RESIDUAL-a9bb9ad37b6697036c522055,EXTTARGET-211fe64ad3075bd0a6da0895,2,external_search_wave_002_exhaustive_residual,EXTSEARCH-74473e66fbe11e22e1bc4f2c,Abernathy,TX,2022,unclear,unclear,staffing_and_headcount,EXTMISS-4d17b421557af5694f3c0d6c,"authorized positions, filled positions, vacancy rate, layoffs, attrition",other_pay_setting_mechanism,formally_adopted,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-c789f6897998d9512609bfa1,MECHEXP-5f4521b9369775d1602d4908|MECHEXP-60ede34f10784dc1b9799eca|MECHEXP-9db7e2278f4905d0d483eb23|MECHEXP-be3329ecadf0607aa1c0fe67,"""Abernathy"" ""TX"" ""2022"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition other_pay_setting_mechanism municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Abernathy"" ""TX"" 2022 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,1,linked_to_compacted_live_target
RESIDUAL-0f615cbfee8b9bd38bfdb535,EXTTARGET-d4bc9d884677d7f7ee8b2443,8,external_search_wave_002_exhaustive_residual,EXTSEARCH-2a3ad9d7d2c4c2fcab09c416,Acworth,NH,undated-source-B4X2500LIVE-20260729-006176,unclear,unclear,payroll_and_earnings,EXTMISS-d49703edf95fc19f2d93a773,"actual wages paid, total earnings, overtime, premiums, retroactive payments",retroactivity_implementation,formally_adopted,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-2134158ea02e9cb8124a94ff,MECHEXP-04805b78bb1baff2a9ab7605|MECHEXP-29fa124156ef8ef95a887799|MECHEXP-7c029682218cdbf0adcdace5|MECHEXP-a345640ab1c506147745a4ea|MECHEXP-ab5d38f326f594af29447eb5|MECHEXP-eb8d1aa10444798557d46573,"""Acworth"" ""NH"" ""undated-source-B4X2500LIVE-20260729-006176"" unclear unclear actual wages paid, total earnings, overtime, premiums, retroactive payments retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Acworth"" ""NH"" undated-source-B4X2500LIVE-20260729-006176 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,2,linked_to_compacted_live_target
RESIDUAL-d763c30426ea9b068aaa08e1,EXTTARGET-9beeefa9eddb29dbb57a3e48,14,external_search_wave_002_exhaustive_residual,,Acworth,NH,undated-source-B4X2500LIVE-20260729-006176,unclear,unclear,urbanicity_and_context,EXTMISS-b23a8f3538c62947289c7462,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",retroactivity_implementation,formally_adopted,"municipal payroll/open data, adopted budget, HR report, Census/USDA",enables hex-density placement and contextual interpretation,Tier 2,,,"""Acworth"" ""NH"" ""undated-source-B4X2500LIVE-20260729-006176"" unclear unclear authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Acworth"" ""NH"" undated-source-B4X2500LIVE-20260729-006176 urbanicity_and_context authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime (site:.gov OR site:.us) filetype:pdf",resolved_by_authoritative_bulk_join,residual_search_lane_002,3,target_resolved_by_authoritative_bulk_join
RESIDUAL-db26c7326c3693a519b273ff,EXTTARGET-aca8ec962b98cf0f46f78a97,20,external_search_wave_002_exhaustive_residual,EXTSEARCH-0bc1f4a7337938440a02af2c,Adams,PA,2026,police,police,benefits_and_total_compensation,EXTMISS-061cfa7bd46c148073ef2639,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",other_pay_setting_mechanism,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-1a63c59c9fabdbe7a1eb44b3,MECHEXP-3fdb630cb5ae7c41486bb587|MECHEXP-82597e9d414b37ea71911cd0|MECHEXP-b3b57adf0a1def89bf064213|MECHEXP-d70c5396bc23fa3593719eb7,"""Adams"" ""PA"" ""2026"" police police pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects other_pay_setting_mechanism municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Adams"" ""PA"" 2026 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,4,linked_to_compacted_live_target
RESIDUAL-dc8abddbdb0942ed1b1db968,EXTTARGET-5e44f143af1dfa1462465333,26,external_search_wave_002_exhaustive_residual,EXTSEARCH-692269f10e344434298a7739,Adams,WI,2024,non_safety,non_safety,implementation,EXTMISS-cbea5d6e7e8ea09318aa48b4,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-d8da717fb16c45f92c9b5d49,MECHEXP-2278935578c369dc012f46e3|MECHEXP-51117b6b219b66ab9eb6d42c|MECHEXP-e8999630fc77a54139e5725c|MECHEXP-ff0bec2e139abef2e21abbe8,"""Adams"" ""WI"" ""2024"" non_safety non_safety payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Adams"" ""WI"" 2024 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,5,linked_to_compacted_live_target
RESIDUAL-2bc2c401098a6e5b05004ed3,EXTTARGET-e116f58b6e96dbc4174cd8c8,31,external_search_wave_002_exhaustive_residual,EXTSEARCH-c2f486f9f3334e9133faee17,Adams,WI,undated-source-B4X2500LIVE-20260729-000902,unclear,unclear,recruitment_and_retention,EXTMISS-5a6650ed8db59cfad0fbed16,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-4134eb3da21c42cad30bd5b1,MECHEXP-0202a7aaeb617270c4fde2d9|MECHEXP-5176388fda0afd08d8060dd1|MECHEXP-5a05ce861e4e7b1a6972999b|MECHEXP-5fd35b37e319dac107f0b8e4|MECHEXP-c04c7579c06610e11e7be989,"""Adams"" ""WI"" ""undated-source-B4X2500LIVE-20260729-000902"" unclear unclear applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Adams"" ""WI"" undated-source-B4X2500LIVE-20260729-000902 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,6,linked_to_compacted_live_target
RESIDUAL-1413031703a55db94420cd20,EXTTARGET-39b0887244f01707a4888b35,37,external_search_wave_002_exhaustive_residual,EXTSEARCH-5f859efaf6056d04070de06c,Addison,IL,undated-source-RS429-728fa34f79dffe429f1c,unclear,unclear,staffing_and_headcount,EXTMISS-aa837059935a61616c7ffb72,"authorized positions, filled positions, vacancy rate, layoffs, attrition",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-fc49bcf3fb8f8675662c1ef3,MECHEXP-0b405a1e9585bd4b83b7e942|MECHEXP-2e4f8f32e43ca2cda36d91e9|MECHEXP-b951577bf5151b91279148e2|MECHEXP-f2629b14757ccf1af7c66d3f,"""Addison"" ""IL"" ""undated-source-RS429-728fa34f79dffe429f1c"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Addison"" ""IL"" undated-source-RS429-728fa34f79dffe429f1c staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,7,linked_to_compacted_live_target
RESIDUAL-5ebf23188d138095793bf983,EXTTARGET-b0dcc6c2ea3267e072d569b1,43,external_search_wave_002_exhaustive_residual,EXTSEARCH-ed1e2fefaf60f8c5b6d69f46,Afton,KS,2025,unclear,unclear,payroll_and_earnings,EXTMISS-155ea189fb92bc59abbc8fce,"actual wages paid, total earnings, overtime, premiums, retroactive payments",across_the_board_raise,formally_adopted,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-9fdaf9b547fac53e2c57a4aa,MECHEXP-46950f8d865d4408df6a5948|MECHEXP-4c0df2778a00e479059ac5a9|MECHEXP-abac30929fbf97a7eb024387|MECHEXP-d3a1d849d8dea7cf564796ac|MECHEXP-d99a294b9f5bec8fd0a6e5de|MECHEXP-fa61f462cf001d06fc6fae1c,"""Afton"" ""KS"" ""2025"" unclear unclear actual wages paid, total earnings, overtime, premiums, retroactive payments across_the_board_raise municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Afton"" ""KS"" 2025 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,8,linked_to_compacted_live_target
RESIDUAL-b81d5eccf6012b4350cd18d9,EXTTARGET-254d6c06deb0d0d954da46a8,49,external_search_wave_002_exhaustive_residual,,Afton,KS,2025,unclear,unclear,urbanicity_and_context,EXTMISS-e3abb86e4a12d46d63cfbc97,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",across_the_board_raise,formally_adopted,"municipal payroll/open data, adopted budget, HR report, Census/USDA",enables hex-density placement and contextual interpretation,Tier 2,,,"""Afton"" ""KS"" ""2025"" unclear unclear authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime across_the_board_raise municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Afton"" ""KS"" 2025 urbanicity_and_context authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime (site:.gov OR site:.us) filetype:pdf",resolved_by_authoritative_bulk_join,residual_search_lane_002,9,target_resolved_by_authoritative_bulk_join
RESIDUAL-0357788e74b8d520a3ad2e48,EXTTARGET-70efb92e981f5b8b092a00ce,55,external_search_wave_002_exhaustive_residual,EXTSEARCH-c97d8fd862124d4723bc54ee,Alaiedon,MI,2022,unclear,unclear,benefits_and_total_compensation,EXTMISS-bd5e8b7ec70487fb1fe2d929,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-3217f1650f2ef8694d0aad14,MECHEXP-740de3ec351913151ee0ac97|MECHEXP-bdeb3fd11deeb96b724b6aa9|MECHEXP-e883c27e8f542f27847c672c|MECHEXP-faa4f2535fd46fb0eaa7f80a,"""Alaiedon"" ""MI"" ""2022"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alaiedon"" ""MI"" 2022 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,10,linked_to_compacted_live_target
