lane_id,scout_target_id,municipality,state,target_unit_type,match_priority_tier,same_city_match_status,overlapping_cycle_status,candidate_source_count,coverage_status
lane_1,TS4-1-fe8a77939646e0a2,Newton,MA,non_safety_comparator,tier_1_core_known_safety_cycle_gap,unmatched_safety_unit,same_or_overlapping_cycle_required,3,candidate_lead_found
lane_1,TS4-1-3b25eeabdfa9d810,Somerville,MA,non_safety_comparator,tier_1_core_known_safety_cycle_gap,unmatched_safety_unit,same_or_overlapping_cycle_required,3,candidate_lead_found
lane_1,TS4-1-c563fe0ca6e8ab82,Somerville,MA,non_safety_comparator,tier_1_core_known_safety_cycle_gap,unmatched_safety_unit,same_or_overlapping_cycle_required,1,candidate_lead_found
lane_1,TS4-1-1ac8622167c0e80e,Newark,NJ,non_safety_comparator,tier_1_core_known_safety_cycle_gap,unmatched_safety_unit,same_or_overlapping_cycle_required,3,candidate_lead_found
lane_1,TS4-1-1a0035ea9b2cc4a7,San Antonio,TX,non_safety_comparator,tier_1_core_known_safety_cycle_gap,unmatched_safety_unit,same_or_overlapping_cycle_required,3,candidate_lead_found
lane_1,TS4-1-ab8594900c394513,San Antonio,TX,non_safety_comparator,tier_1_core_known_safety_cycle_gap,unmatched_safety_unit,same_or_overlapping_cycle_required,0,no_candidate_lead
lane_1,TS4-1-b48bd2c683c5d44c,Cleveland,OH,non_safety_comparator,tier_1_core_known_safety_cycle_gap,exploratory_adjacent_only,same_or_overlapping_cycle_required,3,candidate_lead_found
lane_1,TS4-1-ac5a5e4ec364e4e2,Denver,CO,non_safety_comparator,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,3,candidate_lead_found
lane_1,TS4-1-f6f8ca5199539bb1,Oklahoma City,OK,non_safety_comparator,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,2,candidate_lead_found
lane_1,TS4-1-96a67be842029337,Nashville-Davidson County,TN,non_safety_comparator,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,3,candidate_lead_found
lane_1,TS4-1-4a1e280c7ed373c4,Boston,MA,non_safety_comparator,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,0,no_candidate_lead
lane_1,TS4-1-95d9ea9171a3b30f,Memphis,TN,non_safety_comparator,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,3,candidate_lead_found
lane_1,TS4-1-1debe54cd8c59c45,Milwaukee,WI,non_safety_comparator,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,3,candidate_lead_found
lane_1,TS4-1-3c3d71be7971a94f,Atlanta,GA,non_safety_comparator,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,3,candidate_lead_found
lane_1,TS4-1-c20a8e81df938237,Omaha,NE,non_safety_comparator,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,3,candidate_lead_found
lane_1,TS4-1-572854261d8b8d43,Aurora,CO,non_safety_comparator,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,3,candidate_lead_found
lane_1,TS4-1-4b7176fc4f9b032f,Corpus Christi,TX,non_safety_comparator,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,0,no_candidate_lead
lane_1,TS4-1-83de2a162462e3d6,Pittsburgh,PA,non_safety_comparator,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,3,candidate_lead_found
