post_pi_wave_rank,original_priority_rank,post_pi_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,population_year,county_relationship_count,multi_county_flag,county_context_summary,population_percentile,population_log_scale,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,data_completeness_score,evidence_signal_score,retry_adjustment,total_priority_score,national_priority_rank,priority_tier,priority_confidence,priority_reason_summary,state_successful_scout_count,state_candidate_positive_rate,state_candidate_rows_per_covered,state_parseable_empty_rate,state_failure_rate,state_score_confidence,scout_coverage_status,candidate_positive_flag,candidate_row_count,later_verification_row_count,failure_only_flag,retry_flag,retry_priority,prior_failure_run_ids,already_canonical_flag,future_scout_eligible_flag,future_scout_exclusion_reason,score_version,score_stage_disclaimer,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
1,9,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23,parallel_lane_1,1,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23-LANE1,cog_2025_174832,174832,RI,Newport,CITY OF NEWPORT,municipal,place,24717,2023,1,no,Newport County (44005; primary),0.941441,0.635115,22.729,10.000,17.207,12.823,8.452,5.000,0.000,0.000,76.212,808,Tier 1,low,population percentile 94.1; municipal/place; state evidence low; smoothed yield component 17.2/20; 2 county relationship(s); unscouted,6,1.000000,3.166667,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF NEWPORT"" RI official website","""CITY OF NEWPORT"" RI collective bargaining agreement","""CITY OF NEWPORT"" RI police union contract","""CITY OF NEWPORT"" RI fire union contract","""CITY OF NEWPORT"" RI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF NEWPORT (Census government ID 174832; locked municipality ID cog_2025_174832). County context: Newport County (44005; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-checkpoint-round-3x160-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,160,rank_ordered_disjoint_parallel_lane
2,18,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23,parallel_lane_1,2,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23-LANE1,cog_2025_134551,134551,SD,Brookings,CITY OF BROOKINGS,municipal,place,24312,2023,1,no,Brookings County (46011; primary),0.940472,0.634078,22.699,10.000,16.907,12.054,8.875,5.000,0.000,0.000,75.536,912,Tier 1,low,population percentile 94.0; municipal/place; state evidence low; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,3,1.000000,3.333333,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF BROOKINGS"" SD official website","""CITY OF BROOKINGS"" SD collective bargaining agreement","""CITY OF BROOKINGS"" SD police union contract","""CITY OF BROOKINGS"" SD fire union contract","""CITY OF BROOKINGS"" SD salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BROOKINGS (Census government ID 134551; locked municipality ID cog_2025_134551). County context: Brookings County (46011; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-checkpoint-round-3x160-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,160,rank_ordered_disjoint_parallel_lane
3,19,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23,parallel_lane_1,3,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23-LANE1,cog_2025_169999,169999,NH,Keene,CITY OF KEENE,municipal,place,22917,2023,1,no,Cheshire County (33005; primary),0.937086,0.630368,22.592,10.000,17.280,11.851,8.757,5.000,0.000,0.000,75.480,918,Tier 1,low,population percentile 93.7; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,5,1.000000,3.800000,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF KEENE"" NH official website","""CITY OF KEENE"" NH collective bargaining agreement","""CITY OF KEENE"" NH police union contract","""CITY OF KEENE"" NH fire union contract","""CITY OF KEENE"" NH salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF KEENE (Census government ID 169999; locked municipality ID cog_2025_169999). County context: Cheshire County (33005; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-checkpoint-round-3x160-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,160,rank_ordered_disjoint_parallel_lane
4,20,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23,parallel_lane_1,4,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23-LANE1,cog_2025_170002,170002,NH,Portsmouth,CITY OF PORTSMOUTH,municipal,place,22733,2023,1,no,Rockingham County (33015; primary),0.936636,0.629862,22.577,10.000,17.280,11.851,8.757,5.000,0.000,0.000,75.465,920,Tier 1,low,population percentile 93.7; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,5,1.000000,3.800000,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF PORTSMOUTH"" NH official website","""CITY OF PORTSMOUTH"" NH collective bargaining agreement","""CITY OF PORTSMOUTH"" NH police union contract","""CITY OF PORTSMOUTH"" NH fire union contract","""CITY OF PORTSMOUTH"" NH salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PORTSMOUTH (Census government ID 170002; locked municipality ID cog_2025_170002). County context: Rockingham County (33015; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-checkpoint-round-3x160-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,160,rank_ordered_disjoint_parallel_lane
5,21,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23,parallel_lane_1,5,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23-LANE1,cog_2025_175035,175035,SD,Watertown,CITY OF WATERTOWN,municipal,place,23230,2023,1,no,Codington County (46029; primary),0.937788,0.631220,22.615,10.000,16.907,12.054,8.875,5.000,0.000,0.000,75.452,921,Tier 1,low,population percentile 93.8; municipal/place; state evidence low; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,3,1.000000,3.333333,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF WATERTOWN"" SD official website","""CITY OF WATERTOWN"" SD collective bargaining agreement","""CITY OF WATERTOWN"" SD police union contract","""CITY OF WATERTOWN"" SD fire union contract","""CITY OF WATERTOWN"" SD salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WATERTOWN (Census government ID 175035; locked municipality ID cog_2025_175035). County context: Codington County (46029; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-checkpoint-round-3x160-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,160,rank_ordered_disjoint_parallel_lane
6,22,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23,parallel_lane_1,6,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23-LANE1,cog_2025_191508,191508,SD,Box Elder,CITY OF BOX ELDER,municipal,place,13868,2023,2,yes,Pennington County (46103; primary); Meade County (46093),0.902790,0.598832,21.612,10.000,16.907,12.054,9.821,5.000,0.000,0.000,75.396,925,Tier 1,low,population percentile 90.3; municipal/place; state evidence low; smoothed yield component 16.9/20; 3 county relationship(s); unscouted,3,1.000000,3.333333,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF BOX ELDER"" SD official website","""CITY OF BOX ELDER"" SD collective bargaining agreement","""CITY OF BOX ELDER"" SD police union contract","""CITY OF BOX ELDER"" SD fire union contract","""CITY OF BOX ELDER"" SD salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BOX ELDER (Census government ID 191508; locked municipality ID cog_2025_191508). County context: Pennington County (46103; primary); Meade County (46093). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-checkpoint-round-3x160-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,160,rank_ordered_disjoint_parallel_lane
7,24,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23,parallel_lane_1,7,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23-LANE1,cog_2025_166166,166166,ME,Bangor,CITY OF BANGOR,municipal,place,31628,2023,1,no,Penobscot County (23019; primary),0.954535,0.650595,23.165,10.000,16.731,11.464,8.912,5.000,0.000,0.000,75.272,936,Tier 1,low,population percentile 95.5; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,2,1.000000,3.000000,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF BANGOR"" ME official website","""CITY OF BANGOR"" ME collective bargaining agreement","""CITY OF BANGOR"" ME police union contract","""CITY OF BANGOR"" ME fire union contract","""CITY OF BANGOR"" ME salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BANGOR (Census government ID 166166; locked municipality ID cog_2025_166166). County context: Penobscot County (23019; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-checkpoint-round-3x160-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,160,rank_ordered_disjoint_parallel_lane
8,27,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23,parallel_lane_1,8,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23-LANE1,cog_2025_134385,134385,RI,Central Falls,CITY OF CENTRAL FALLS,municipal,place,22543,2023,1,no,Providence County (44007; primary),0.936439,0.629335,22.565,10.000,17.207,12.823,7.515,5.000,0.000,0.000,75.110,954,Tier 1,low,population percentile 93.6; municipal/place; state evidence low; smoothed yield component 17.2/20; 2 county relationship(s); unscouted,6,1.000000,3.166667,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF CENTRAL FALLS"" RI official website","""CITY OF CENTRAL FALLS"" RI collective bargaining agreement","""CITY OF CENTRAL FALLS"" RI police union contract","""CITY OF CENTRAL FALLS"" RI fire union contract","""CITY OF CENTRAL FALLS"" RI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF CENTRAL FALLS (Census government ID 134385; locked municipality ID cog_2025_134385). County context: Providence County (44007; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-checkpoint-round-3x160-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,160,rank_ordered_disjoint_parallel_lane
9,28,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23,parallel_lane_1,9,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23-LANE1,cog_2025_169998,169998,NH,Laconia,CITY OF LACONIA,municipal,place,17142,2023,1,no,Belknap County (33001; primary),0.918596,0.612139,22.042,10.000,17.280,11.851,8.757,5.000,0.000,0.000,74.930,976,Tier 1,low,population percentile 91.9; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,5,1.000000,3.800000,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF LACONIA"" NH official website","""CITY OF LACONIA"" NH collective bargaining agreement","""CITY OF LACONIA"" NH police union contract","""CITY OF LACONIA"" NH fire union contract","""CITY OF LACONIA"" NH salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LACONIA (Census government ID 169998; locked municipality ID cog_2025_169998). County context: Belknap County (33001; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-checkpoint-round-3x160-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,160,rank_ordered_disjoint_parallel_lane
10,29,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23,parallel_lane_1,10,POST-PI-CHECKPOINT-ROUND-3X160-2026-07-23-LANE1,cog_2025_166161,166161,ME,South Portland,CITY OF SOUTH PORTLAND,municipal,place,26840,2023,1,no,Cumberland County (23005; primary),0.946443,0.640289,22.883,10.000,16.731,11.464,8.805,5.000,0.000,0.000,74.882,983,Tier 1,low,population percentile 94.6; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,2,1.000000,3.000000,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF SOUTH PORTLAND"" ME official website","""CITY OF SOUTH PORTLAND"" ME collective bargaining agreement","""CITY OF SOUTH PORTLAND"" ME police union contract","""CITY OF SOUTH PORTLAND"" ME fire union contract","""CITY OF SOUTH PORTLAND"" ME salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SOUTH PORTLAND (Census government ID 166161; locked municipality ID cog_2025_166161). County context: Cumberland County (23005; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-checkpoint-round-3x160-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,160,rank_ordered_disjoint_parallel_lane
