readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256,observed_file_size_bytes,observed_sha256,file_integrity_status,content_type,page_count,encrypted_or_locked_flag,corrupt_or_broken_flag,has_text_layer_flag,bounded_text_probe_page_count,bounded_text_probe_character_count,estimated_text_density_chars_per_probed_page,table_layout_indicator,likely_scanned_or_image_only_flag,oversized_flag,local_html_payload_exists_flag,html_visible_character_count,html_link_count,html_script_count,html_mostly_scripts_or_boilerplate_flag,other_document_non_ocr_extraction_feasible_flag,primary_readiness_status,reason_code,classified_at,full_text_persisted_flag,ocr_run_flag,extraction_id,extraction_lane_id,extraction_lane_sequence,locked_source_path,queue_locked_at
RMRDY-20260802-1e4cfe8d65a300733c99,readiness_lane_003,410,pdf,pdf,RMSRD-20260802-51ae0f182d8d1a4553f8,RMV-20260801-00634,BRM5C-BRM5-20260731-12169-01,BRM5-20260731-12169,KS,Midwest,Robinson,"City of Robinson, Kansas Code of Ordinances (includes “Personnel Policy and Employee Benefits (Reserved)”)",https://www.cityofrobinsonks.org/_files/ugd/20fc13_2ae8a68bcf9e482eadc58b0573deb884.pdf,https://cityofrobinsonks.org/_files/ugd/20fc13_2ae8a68bcf9e482eadc58b0573deb884.pdf,personnel_policy,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-51ae0f182d8d1a4553f8.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-51ae0f182d8d1a4553f8.pdf,sha256:5b1a59777bf1af1736b85191c4d78095ffa56d7a7558384697a3429391863725,locally_available,local_only_not_replicated,local_research_workspace,1510241,5b1a59777bf1af1736b85191c4d78095ffa56d7a7558384697a3429391863725,1510241,5b1a59777bf1af1736b85191c4d78095ffa56d7a7558384697a3429391863725,integrity_pass,application/pdf,335,false,false,true,3,1261,420.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:39:10Z,false,false,RMTXT-20260802-07a4732e4073776a4c55,text_extraction_lane_002,1,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-51ae0f182d8d1a4553f8.pdf,2026-08-02T17:52:03Z
RMRDY-20260802-c36174698b7b685e8ce3,readiness_lane_002,117,pdf,pdf,RMSRD-20260802-1e660b6225ea60b3198e,RMV-20260801-02185,BRM5C-BRM5-20260731-04382-01,BRM5-20260731-04382,IN,Midwest,Liberty,"Town of Liberty Indiana Town Council Agenda (Nov 17, 2025) - Ordinance 2025-5 (2026 Salary Ordinance) on Second Reading",https://libertyin.gov/wp-content/uploads/2025/11/November-17-2025_Agenda.pdf,https://libertyin.gov/wp-content/uploads/2025/11/November-17-2025_Agenda.pdf,salary_ordinance,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-1e660b6225ea60b3198e.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-1e660b6225ea60b3198e.pdf,sha256:d16ee718b4613ef87ae88f65f3aaeb751dfd5e24d13b5315aa73321464af6caa,locally_available,local_only_not_replicated,local_research_workspace,114082,d16ee718b4613ef87ae88f65f3aaeb751dfd5e24d13b5315aa73321464af6caa,114082,d16ee718b4613ef87ae88f65f3aaeb751dfd5e24d13b5315aa73321464af6caa,integrity_pass,application/pdf,1,false,false,true,1,709,709.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:31:04Z,false,false,RMTXT-20260802-48d9fa6536a62d6d0fde,text_extraction_lane_002,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-1e660b6225ea60b3198e.pdf,2026-08-02T17:52:02Z
RMRDY-20260802-119eadc672afee83b5ac,readiness_lane_002,221,pdf,pdf,RMSRD-20260802-27cbab40c1047f265e3b,RMV-20260801-03862,BRM5C-BRM5-20260731-13484-01,BRM5-20260731-13484,OH,Midwest,Franklin,Resolution 2023-72 (Exhibit A: Organizational Listings and Pay Rates for City of Franklin Officials and Employees for the Year 2023) — Police Division step pay,https://mccmeetingspublic.blob.core.usgovcloudapi.net/frnklnoh-meet-4882aa57dbf3493f96d4798f721cd00f/ITEM-Attachment-002-c8bcd026696348d8aa46ae361c113a21.pdf,https://mccmeetingspublic.blob.core.usgovcloudapi.net/frnklnoh-meet-4882aa57dbf3493f96d4798f721cd00f/ITEM-Attachment-002-c8bcd026696348d8aa46ae361c113a21.pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-27cbab40c1047f265e3b.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-27cbab40c1047f265e3b.pdf,sha256:3e54bd1753c149fd48ea4725d5879f925406a2210758bd7f826d63df3726f3a1,locally_available,local_only_not_replicated,local_research_workspace,994507,3e54bd1753c149fd48ea4725d5879f925406a2210758bd7f826d63df3726f3a1,994507,3e54bd1753c149fd48ea4725d5879f925406a2210758bd7f826d63df3726f3a1,integrity_pass,application/pdf,7,false,false,true,3,3950,1316.667,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:31:06Z,false,false,RMTXT-20260802-d7aa8a1748c656de2ce7,text_extraction_lane_002,3,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-27cbab40c1047f265e3b.pdf,2026-08-02T17:52:02Z
RMRDY-20260802-248e05230cd2678f5cca,readiness_lane_001,447,pdf,pdf,RMSRD-20260802-685c65fa1dd6a665dfd3,RMV-20260801-03324,BRM5C-BRM5-20260731-18075-01,BRM5-20260731-18075,PA,Northeast,Albion,"Council draft agenda (Oct. 23, 2025) — Motion to Approve: Employee 2026 AFSCME Collective Bargaining Agreement",https://albionborough.org/document/council-draft-agenda-october-23rd-2025/,https://albionborough.org/document/council-draft-agenda-october-23rd-2025,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-685c65fa1dd6a665dfd3.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-685c65fa1dd6a665dfd3.pdf,sha256:2f5db78ca395d1c989253e46db06bdcd5be2d9524d3a28d59311cda626a21ba9,locally_available,local_only_not_replicated,local_research_workspace,156788,2f5db78ca395d1c989253e46db06bdcd5be2d9524d3a28d59311cda626a21ba9,156788,2f5db78ca395d1c989253e46db06bdcd5be2d9524d3a28d59311cda626a21ba9,integrity_pass,application/pdf,1,false,false,true,1,1177,1177.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:10Z,false,false,RMTXT-20260802-315017a1367eeef9c410,text_extraction_lane_002,4,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-685c65fa1dd6a665dfd3.pdf,2026-08-02T17:52:02Z
RMRDY-20260802-173eb957d99354faf2e3,readiness_lane_002,97,pdf,pdf,RMSRD-20260802-88807cf8cf9fe4fab758,RMV-20260801-02426,BRM5C-BRM5-20260731-05289-01,BRM5-20260731-05289,MN,Midwest,New Hartford,"DRAFT MINUTES Monthly meeting April 13, 2023 (New Hartford Township, Winona County, MN) — Wages for Town Board; Clerk/Treasurer pay; Road maintenance; other township staffing pay",https://townshipnewhartford.org/wp-content/uploads/2023/05/DRAFT-MINUTES-Monthly-meeting-April-13-2023-final.pdf,https://townshipnewhartford.org/wp-content/uploads/2023/05/DRAFT-MINUTES-Monthly-meeting-April-13-2023-final.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-88807cf8cf9fe4fab758.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-88807cf8cf9fe4fab758.pdf,sha256:0554caf9edb7e3707049d8b72e63445d6386a0ad8ec3b8985b39d7ec2f9c0eb9,locally_available,local_only_not_replicated,local_research_workspace,217991,0554caf9edb7e3707049d8b72e63445d6386a0ad8ec3b8985b39d7ec2f9c0eb9,217991,0554caf9edb7e3707049d8b72e63445d6386a0ad8ec3b8985b39d7ec2f9c0eb9,integrity_pass,application/pdf,5,false,false,true,3,5604,1868.0,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:31:03Z,false,false,RMTXT-20260802-480244b1cd9d895373ba,text_extraction_lane_002,5,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-88807cf8cf9fe4fab758.pdf,2026-08-02T17:52:02Z
RMRDY-20260802-392299b3285d051c0ede,readiness_lane_005,531,html,html,RMSRD-20260802-a6bf66c561ec5899bd40,RMV-20260801-02818,BRM5C-BRM5-20260731-17877-01,BRM5-20260731-17877,NY,Northeast,Beekmantown,2021 Organizational Meeting — 2021 Salary and Payment Schedule for Permanent Appointments and Rate of Pay (Civil Service Law),https://townofbeekmantown.com/wp-content/uploads/2021/02/2021-Organizational-meeting.pdf,https://townofbeekmantownny.gov,civil_service_or_hr_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,market_or_comparability_pressure;non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-a6bf66c561ec5899bd40.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-a6bf66c561ec5899bd40.html,sha256:619d1dbdf7a948ce2200e88c1b0b739c5ca580b234c8a7e6c7d4d37b8492c041,locally_available,local_only_not_replicated,local_research_workspace,185862,619d1dbdf7a948ce2200e88c1b0b739c5ca580b234c8a7e6c7d4d37b8492c041,185862,619d1dbdf7a948ce2200e88c1b0b739c5ca580b234c8a7e6c7d4d37b8492c041,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,3376,134,28,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:55:12Z,false,false,RMTXT-20260802-7dd0839bc1f70a67fe55,text_extraction_lane_002,6,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-a6bf66c561ec5899bd40.html,2026-08-02T17:52:04Z
RMRDY-20260802-9e905a45b5be929734db,readiness_lane_001,559,pdf,pdf,RMSRD-20260802-7d79f4be47c03cb4e4ac,RMV-20260801-00224,BRM5C-BRM5-20260731-07374-02,BRM5-20260731-07374,TX,South,Clear Lake Shores,City Council Regular Meeting Agenda — Consideration to update the City of Clear Lake Shores Police Department Step Plan,https://clearlakeshores-tx.gov/AgendaCenter/ViewFile/Agenda/_01172023-542,https://clearlakeshores-tx.gov/AgendaCenter/ViewFile/Agenda/_01172023-542,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-7d79f4be47c03cb4e4ac.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-7d79f4be47c03cb4e4ac.pdf,sha256:a30c966c826f068f9d60b05516ebe0dd497e7ad255a5b52fcb8f9c6b37de42fd,locally_available,local_only_not_replicated,local_research_workspace,119054,a30c966c826f068f9d60b05516ebe0dd497e7ad255a5b52fcb8f9c6b37de42fd,119054,a30c966c826f068f9d60b05516ebe0dd497e7ad255a5b52fcb8f9c6b37de42fd,integrity_pass,application/pdf,3,false,false,true,3,6073,2024.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:13Z,false,false,RMTXT-20260802-acfb0aa2933c2983b740,text_extraction_lane_002,7,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-7d79f4be47c03cb4e4ac.pdf,2026-08-02T17:52:02Z
RMRDY-20260802-80087ab7cbb2fdb56931,readiness_lane_005,501,pdf,pdf,RMSRD-20260802-72b14ebb1ba2a377421a,RMV-20260801-02582,BRM5C-BRM5-20260731-07168-02,BRM5-20260731-07168,PA,Northeast,Shenango,"Regular Monthly Meeting (Dec 14, 2017) — approval of contract agreement between Shenango Township and Teamsters Local Union 261 effective Jan 1, 2018 through Dec 31, 2020",https://www.shenangotownship.org/wp-content/uploads/2018/02/Monthly-Meeting-Minutes-December-14-2017.pdf,https://shenangotownship.org/wp-content/uploads/2018/02/Monthly-Meeting-Minutes-December-14-2017.pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-72b14ebb1ba2a377421a.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-72b14ebb1ba2a377421a.pdf,sha256:169cdcee23b3c2a43550ab10f6a7a1835b6521a2ba4f89c4ab28c696f7b661a9,locally_available,local_only_not_replicated,local_research_workspace,116563,169cdcee23b3c2a43550ab10f6a7a1835b6521a2ba4f89c4ab28c696f7b661a9,116563,169cdcee23b3c2a43550ab10f6a7a1835b6521a2ba4f89c4ab28c696f7b661a9,integrity_pass,application/pdf,4,false,false,true,3,6253,2084.333,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:55:11Z,false,false,RMTXT-20260802-92600bcab3b2a10a2d66,text_extraction_lane_002,8,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-72b14ebb1ba2a377421a.pdf,2026-08-02T17:52:04Z
RMRDY-20260802-d5daa0479e5aaf842ff1,readiness_lane_003,322,pdf,pdf,RMSRD-20260802-069e4a11a8c144620d65,RMV-20260801-03204,BRM5C-BRM5-20260731-16543-03,BRM5-20260731-16543,MN,Midwest,Pine City,"Minutes — Regular City Council Meeting (July 5, 2017) (Discussion and Consideration of Pine County Police Contract for 2018-2020)",https://pinecitymn.gov/vertical/sites/%7B6C78F918-835C-4B30-A7AF-EAF471BF7BB3%7D/uploads/7-5-17_regular_Minutes.pdf,https://pinecitymn.gov/vertical/sites/%7B6C78F918-835C-4B30-A7AF-EAF471BF7BB3%7D/uploads/7-5-17_regular_Minutes.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-069e4a11a8c144620d65.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-069e4a11a8c144620d65.pdf,sha256:a2aa125b7b57cb3ed5901e36fe3d1541b122f2d43e430be1f8166e630e954a09,locally_available,local_only_not_replicated,local_research_workspace,750966,a2aa125b7b57cb3ed5901e36fe3d1541b122f2d43e430be1f8166e630e954a09,750966,a2aa125b7b57cb3ed5901e36fe3d1541b122f2d43e430be1f8166e630e954a09,integrity_pass,application/pdf,3,false,false,true,3,7361,2453.667,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:39:08Z,false,false,RMTXT-20260802-46cec18525f5dc956e84,text_extraction_lane_002,9,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-069e4a11a8c144620d65.pdf,2026-08-02T17:52:03Z
RMRDY-20260802-fad51b8ee5d04e1c5658,readiness_lane_002,251,pdf,pdf,RMSRD-20260802-fb7e1cd313815e3dc243,RMV-20260801-02246,BRM5C-BRM5-20260731-04793-01,BRM5-20260731-04793,MI,Midwest,Blue Lake,"Blue Lake Township Board Meeting Minutes (June 5, 2024) — note: Salary Resolution 2024-2025 on file",https://www.bluelaketwpkalkaska.gov/download/13591/board_minutes_06052024.pdf,https://bluelaketwpkalkaska.gov/download/13591/board_minutes_06052024.pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-fb7e1cd313815e3dc243.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-fb7e1cd313815e3dc243.pdf,sha256:80a864c816ac093493357f03ad417c426ea777784391c2673da0550f261982cf,locally_available,local_only_not_replicated,local_research_workspace,88225,80a864c816ac093493357f03ad417c426ea777784391c2673da0550f261982cf,88225,80a864c816ac093493357f03ad417c426ea777784391c2673da0550f261982cf,integrity_pass,application/pdf,3,false,false,true,3,6555,2185.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:31:07Z,false,false,RMTXT-20260802-3a3c586f905d937c45d3,text_extraction_lane_002,10,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-fb7e1cd313815e3dc243.pdf,2026-08-02T17:52:02Z
