readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256,observed_file_size_bytes,observed_sha256,file_integrity_status,content_type,page_count,encrypted_or_locked_flag,corrupt_or_broken_flag,has_text_layer_flag,bounded_text_probe_page_count,bounded_text_probe_character_count,estimated_text_density_chars_per_probed_page,table_layout_indicator,likely_scanned_or_image_only_flag,oversized_flag,local_html_payload_exists_flag,html_visible_character_count,html_link_count,html_script_count,html_mostly_scripts_or_boilerplate_flag,other_document_non_ocr_extraction_feasible_flag,primary_readiness_status,reason_code,classified_at,full_text_persisted_flag,ocr_run_flag,extraction_id,extraction_lane_id,extraction_lane_sequence,locked_source_path,queue_locked_at
RMRDY-20260802-a69791313cbf543188cb,readiness_lane_002,25,pdf,pdf,RMSRD-20260802-b4475eccbb47c529835c,RMV-20260801-01097,BRM5C-BRM5-20260731-18053-01,BRM5-20260731-18053,NY,Northeast,Victory,"Organizational Meeting Minutes (April 13, 2021) — Resolution Approving Final Budget FY 2021-2022; salary rates increase at 3% (for village clerk/treasurer, deputy clerk/treasurer, DPW motor equipment operators; elected Mayor/Trustees stipend increases)",https://www.villageofvictory.com/wp-content/uploads/2021/05/April.13.2021.pdf,https://villageofvictory.com/wp-content/uploads/2021/05/April.13.2021.pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-b4475eccbb47c529835c.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-b4475eccbb47c529835c.pdf,sha256:6d0032414e624eb448cf93a7d5452e1b72067f150a6679cecbed50b495646eef,locally_available,local_only_not_replicated,local_research_workspace,214049,6d0032414e624eb448cf93a7d5452e1b72067f150a6679cecbed50b495646eef,214049,6d0032414e624eb448cf93a7d5452e1b72067f150a6679cecbed50b495646eef,integrity_pass,application/pdf,8,false,false,true,3,6185,2061.667,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:31:01Z,false,false,RMTXT-20260802-0d280b76bd8744c88952,text_extraction_lane_001,1,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-b4475eccbb47c529835c.pdf,2026-08-02T17:52:02Z
RMRDY-20260802-86a248fe85b67e4bbd06,readiness_lane_005,186,html,html,RMSRD-20260802-98e8ebe5d99aa9145e45,RMV-20260801-02291,BRM5C-BRM5-20260731-06699-01,BRM5-20260731-06699,NY,Northeast,Corinth,"Village Board Minutes April 6, 2022 — Resolution #77 (Authorize Mayor to sign 2022-2025 Collective Bargaining Agreement with CSEA)",https://villageofcorinthny.gov/corinth/boardminutes/2022_04_06Bdminutes.shtml,https://villageofcorinthny.gov/corinth/boardminutes/2022_04_06Bdminutes.shtml,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-98e8ebe5d99aa9145e45.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-98e8ebe5d99aa9145e45.html,sha256:1120d3b9f1d125f09092b6fe33d5897635a252d5de470b6c52a9729ff3dedf49,locally_available,local_only_not_replicated,local_research_workspace,23398,1120d3b9f1d125f09092b6fe33d5897635a252d5de470b6c52a9729ff3dedf49,23398,1120d3b9f1d125f09092b6fe33d5897635a252d5de470b6c52a9729ff3dedf49,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,8139,24,0,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:55:04Z,false,false,RMTXT-20260802-9c46437521c0b2d3e6de,text_extraction_lane_001,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-98e8ebe5d99aa9145e45.html,2026-08-02T17:52:04Z
RMRDY-20260802-b180078a7fb64f40d2d4,readiness_lane_003,454,pdf,pdf,RMSRD-20260802-91f399e7eaa8c69bb4e5,RMV-20260801-03470,BRM5C-BRM5-20260731-18147-01,BRM5-20260731-18147,PA,Northeast,Cussewago,"March 12, 2024 CUSSEWAGO TOWNSHIP SUPERVISORS’ MEETING MINUTES (Payroll hourly rate increase)",https://cussewagotownship.com/wp-content/uploads/2024/06/March-12%5EJ-2024-Supervisors-Meeting-MINUTES.pdf,https://cussewagotownship.com/wp-content/uploads/2024/06/March-12%5EJ-2024-Supervisors-Meeting-MINUTES.pdf,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-91f399e7eaa8c69bb4e5.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-91f399e7eaa8c69bb4e5.pdf,sha256:7107ed3c5fd7e69ce33cc4c6bd53b8675b7412f393cd5ffc89de234c93ab463f,locally_available,local_only_not_replicated,local_research_workspace,75035,7107ed3c5fd7e69ce33cc4c6bd53b8675b7412f393cd5ffc89de234c93ab463f,75035,7107ed3c5fd7e69ce33cc4c6bd53b8675b7412f393cd5ffc89de234c93ab463f,integrity_pass,application/pdf,2,false,false,true,2,5747,2873.5,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:39:11Z,false,false,RMTXT-20260802-18f110ae4fd582632ddb,text_extraction_lane_001,3,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-91f399e7eaa8c69bb4e5.pdf,2026-08-02T17:52:03Z
RMRDY-20260802-1132ce71bb1973311bef,readiness_lane_004,540,pdf,pdf,RMSRD-20260802-6f2c487820ff670c47bd,RMV-20260801-02373,BRM5C-BRM5-20260731-08288-01,BRM5-20260731-08288,KS,Midwest,Coldwater,Coldwater City Council minutes (employee raises listed; includes non-elected personnel compensation adjustments),https://www.coldwaterks.org/uploads/1/1/9/6/119680421/minutes190311.pdf,https://coldwaterks.org/uploads/1/1/9/6/119680421/minutes190311.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-6f2c487820ff670c47bd.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-6f2c487820ff670c47bd.pdf,sha256:0f966619b6f43a8990fad1fb9bf4532ff720710a2ed2fb1b8f7ff564824d7308,locally_available,local_only_not_replicated,local_research_workspace,91775,0f966619b6f43a8990fad1fb9bf4532ff720710a2ed2fb1b8f7ff564824d7308,91775,0f966619b6f43a8990fad1fb9bf4532ff720710a2ed2fb1b8f7ff564824d7308,integrity_pass,application/pdf,3,false,false,true,3,7868,2622.667,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:47:12Z,false,false,RMTXT-20260802-1dba3a71ae1b07e8b081,text_extraction_lane_001,4,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-6f2c487820ff670c47bd.pdf,2026-08-02T17:52:04Z
RMRDY-20260802-11d1806dc59399982f38,readiness_lane_001,224,pdf,pdf,RMSRD-20260802-801315039e4944ba9e20,RMV-20260801-01264,BRM5C-BRM5-20260731-17742-01,BRM5-20260731-17742,WI,Midwest,Nekimi,Budget Posting for 2015 (Town of Nekimi) — Notice of Public Budget Hearing (summary only),https://townofnekimi.com/wp-content/uploads/2015/08/Budget_Posting_for_2015.pdf,https://townofnekimi.com/wp-content/uploads/2015/08/Budget_Posting_for_2015.pdf,civil_service_or_hr_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-801315039e4944ba9e20.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-801315039e4944ba9e20.pdf,sha256:b784e4241c724e519d1521324e2dd54f7e2d4906d3019c7c9d717dfcf485f001,locally_available,local_only_not_replicated,local_research_workspace,18189,b784e4241c724e519d1521324e2dd54f7e2d4906d3019c7c9d717dfcf485f001,18189,b784e4241c724e519d1521324e2dd54f7e2d4906d3019c7c9d717dfcf485f001,integrity_pass,application/pdf,1,false,false,true,1,1390,1390.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:05Z,false,false,RMTXT-20260802-c8a1c720c281e6c76119,text_extraction_lane_001,5,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-801315039e4944ba9e20.pdf,2026-08-02T17:52:02Z
RMRDY-20260802-64aa500cc57de293e84c,readiness_lane_001,107,pdf,pdf,RMSRD-20260802-1e1a3024da9516e238da,RMV-20260801-03321,BRM5C-BRM5-20260731-18446-01,BRM5-20260731-18446,PA,Northeast,Waverly,"WAVERLY TOWNSHIP SUPERVISORS — Minutes of the March 11, 2024, Meeting (includes Police Contract approval period)",https://www.waverlytwp.com/_files/ugd/8dc689_731a301df13142b18235a97c9c2d5848.pdf,https://waverlytwp.com/_files/ugd/8dc689_731a301df13142b18235a97c9c2d5848.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-1e1a3024da9516e238da.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-1e1a3024da9516e238da.pdf,sha256:ee33730628a13f46059b99649b1c242d67ab4368c30030aa6b55a681eba7c736,locally_available,local_only_not_replicated,local_research_workspace,143588,ee33730628a13f46059b99649b1c242d67ab4368c30030aa6b55a681eba7c736,143588,ee33730628a13f46059b99649b1c242d67ab4368c30030aa6b55a681eba7c736,integrity_pass,application/pdf,3,false,false,true,3,4599,1533.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:03Z,false,false,RMTXT-20260802-79bd6a813790709dcae3,text_extraction_lane_001,6,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-1e1a3024da9516e238da.pdf,2026-08-02T17:52:01Z
RMRDY-20260802-72ae45af96506490ef8f,readiness_lane_002,280,pdf,pdf,RMSRD-20260802-e5aeac3470d82399c594,RMV-20260801-00567,BRM5C-BRM5-20260731-02445-02,BRM5-20260731-02445,OH,Midwest,Vanlue,"Ordinance No. 2024-03 Increase in Pay for Leo Hendricks (effective/commencing January 1, 2024)",https://villageofvanlue.com/documents/401/2024-03__1_.pdf,https://villageofvanlue.com/documents/401/2024-03__1_.pdf,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-e5aeac3470d82399c594.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-e5aeac3470d82399c594.pdf,sha256:5245eba5a9566df503fcbda3e18ffa55572536924d7eb8628440f358192b72a1,locally_available,local_only_not_replicated,local_research_workspace,697386,5245eba5a9566df503fcbda3e18ffa55572536924d7eb8628440f358192b72a1,697386,5245eba5a9566df503fcbda3e18ffa55572536924d7eb8628440f358192b72a1,integrity_pass,application/pdf,1,false,false,true,1,1492,1492.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:31:07Z,false,false,RMTXT-20260802-bcff205e4dc8026c8c59,text_extraction_lane_001,7,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-e5aeac3470d82399c594.pdf,2026-08-02T17:52:02Z
RMRDY-20260802-c77485fc7e76787f43ab,readiness_lane_001,547,pdf,pdf,RMSRD-20260802-0168c078019147497c21,RMV-20260801-02388,BRM5C-BRM5-20260731-12317-01,BRM5-20260731-12317,MI,Midwest,Crystal,"2026 Board Meeting Minutes (January 19, 2026) — wage setting reference",https://img1.wsimg.com/blobby/go/1d7ab063-5be8-43e9-a9d5-94ee78f76cea/downloads/0b31c7d0-72a5-4967-b690-33a6a43f4770/January%202026%20Board%20Meeting%20Minutes.pdf?ver=1784742762556,https://img1.wsimg.com/blobby/go/1d7ab063-5be8-43e9-a9d5-94ee78f76cea/downloads/0b31c7d0-72a5-4967-b690-33a6a43f4770/January%202026%20Board%20Meeting%20Minutes.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-0168c078019147497c21.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-0168c078019147497c21.pdf,sha256:214d73fd6dc32c51eaa72926ff22a617a41512e2da1de92ace060529d99fb81b,locally_available,local_only_not_replicated,local_research_workspace,113309,214d73fd6dc32c51eaa72926ff22a617a41512e2da1de92ace060529d99fb81b,113309,214d73fd6dc32c51eaa72926ff22a617a41512e2da1de92ace060529d99fb81b,integrity_pass,application/pdf,4,false,false,true,3,3795,1265.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:12Z,false,false,RMTXT-20260802-52e41d8cf5754eb916a5,text_extraction_lane_001,8,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-0168c078019147497c21.pdf,2026-08-02T17:52:02Z
RMRDY-20260802-b9c7e7d094fb17c9a944,readiness_lane_001,13,pdf,pdf,RMSRD-20260802-86672ee50ce0257656d9,RMV-20260801-03070,BRM5C-BRM5-20260731-18043-02,BRM5-20260731-18043,NY,Northeast,Theresa,"Town Board Minutes - January 12, 2022 (includes wages/salary schedule effective Jan 1, 2022)",https://www.townoftheresany.gov/uploads/1/1/5/4/115409115/minutesjan2022.pdf,https://townoftheresany.gov/uploads/1/1/5/4/115409115/minutesjan2022.pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-86672ee50ce0257656d9.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-86672ee50ce0257656d9.pdf,sha256:33e98b7b7ec9e138f14bc56543c364833e8d01fb2b6fc7ac60f65d074a365a86,locally_available,local_only_not_replicated,local_research_workspace,88666,33e98b7b7ec9e138f14bc56543c364833e8d01fb2b6fc7ac60f65d074a365a86,88666,33e98b7b7ec9e138f14bc56543c364833e8d01fb2b6fc7ac60f65d074a365a86,integrity_pass,application/pdf,4,false,false,true,3,5661,1887.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:01Z,false,false,RMTXT-20260802-0cb26ae6914c258de79a,text_extraction_lane_001,9,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-86672ee50ce0257656d9.pdf,2026-08-02T17:52:01Z
RMRDY-20260802-2c647a3c4cd71eaf2ca9,readiness_lane_001,275,pdf,pdf,RMSRD-20260802-3eda8286d1c51d1eac98,RMV-20260801-00779,BRM5C-BRM5-20260731-17761-02,BRM5-20260731-17761,WI,Midwest,Pine Lake,Town of Pine Lake Ordinance: Plan Commission Ordinance #01-01 (Amending Section 8—Compensation; Expenses),https://www.townofpinelake.com/ordinances/PlanCommOrd.pdf,https://townofpinelake.com/ordinances/PlanCommOrd.pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-3eda8286d1c51d1eac98.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-3eda8286d1c51d1eac98.pdf,sha256:6f33d5c484c802cedd5c00358b34d889b806c75515bf4f7d4ce1dab814c25e50,locally_available,local_only_not_replicated,local_research_workspace,187627,6f33d5c484c802cedd5c00358b34d889b806c75515bf4f7d4ce1dab814c25e50,187627,6f33d5c484c802cedd5c00358b34d889b806c75515bf4f7d4ce1dab814c25e50,integrity_pass,application/pdf,10,false,false,true,3,938,312.667,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:06Z,false,false,RMTXT-20260802-acab1014ddde79700892,text_extraction_lane_001,10,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-3eda8286d1c51d1eac98.pdf,2026-08-02T17:52:02Z
