readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256,observed_file_size_bytes,observed_sha256,file_integrity_status,content_type,page_count,encrypted_or_locked_flag,corrupt_or_broken_flag,has_text_layer_flag,bounded_text_probe_page_count,bounded_text_probe_character_count,estimated_text_density_chars_per_probed_page,table_layout_indicator,likely_scanned_or_image_only_flag,oversized_flag,local_html_payload_exists_flag,html_visible_character_count,html_link_count,html_script_count,html_mostly_scripts_or_boilerplate_flag,other_document_non_ocr_extraction_feasible_flag,primary_readiness_status,reason_code,classified_at,full_text_persisted_flag,ocr_run_flag,extraction_id,extraction_lane_id,extraction_lane_sequence,locked_source_path,queue_locked_at,extraction_status,extraction_method,extraction_timestamp,extracted_text_artifact_path,extracted_text_sha256,extracted_text_byte_size,character_count,approximate_word_count,line_count,page_count_input,pages_successfully_parsed,empty_page_count,characters_per_page,quality_flags,boilerplate_or_noise_flag,error_class,error_message_redacted,span_extraction_run_flag,rating_run_flag,ingestion_run_flag,codification_run_flag,pages_attempted,pages_extracted,pages_failed_or_problematic,extracted_character_count,extracted_byte_count,extraction_reason_code
RMRDY-20260802-a69791313cbf543188cb,readiness_lane_002,25,pdf,pdf,RMSRD-20260802-b4475eccbb47c529835c,RMV-20260801-01097,BRM5C-BRM5-20260731-18053-01,BRM5-20260731-18053,NY,Northeast,Victory,"Organizational Meeting Minutes (April 13, 2021) — Resolution Approving Final Budget FY 2021-2022; salary rates increase at 3% (for village clerk/treasurer, deputy clerk/treasurer, DPW motor equipment operators; elected Mayor/Trustees stipend increases)",https://www.villageofvictory.com/wp-content/uploads/2021/05/April.13.2021.pdf,https://villageofvictory.com/wp-content/uploads/2021/05/April.13.2021.pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-b4475eccbb47c529835c.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-b4475eccbb47c529835c.pdf,sha256:6d0032414e624eb448cf93a7d5452e1b72067f150a6679cecbed50b495646eef,locally_available,local_only_not_replicated,local_research_workspace,214049,6d0032414e624eb448cf93a7d5452e1b72067f150a6679cecbed50b495646eef,214049,6d0032414e624eb448cf93a7d5452e1b72067f150a6679cecbed50b495646eef,integrity_pass,application/pdf,8,false,false,true,3,6185,2061.667,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:31:01Z,false,false,RMTXT-20260802-0d280b76bd8744c88952,text_extraction_lane_001,1,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-b4475eccbb47c529835c.pdf,2026-08-02T17:52:02Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:15Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-0d280b76bd8744c88952.txt,d6d33fc2546f86e89726d5396d4986e2abad7ae7f03fabcbf4e038f84b69ae9f,19347,18203,2972,351,8,8,,2275.38,,false,,,false,false,false,false,8,8,0,18203,19347,usable_text_extracted
RMRDY-20260802-b180078a7fb64f40d2d4,readiness_lane_003,454,pdf,pdf,RMSRD-20260802-91f399e7eaa8c69bb4e5,RMV-20260801-03470,BRM5C-BRM5-20260731-18147-01,BRM5-20260731-18147,PA,Northeast,Cussewago,"March 12, 2024 CUSSEWAGO TOWNSHIP SUPERVISORS’ MEETING MINUTES (Payroll hourly rate increase)",https://cussewagotownship.com/wp-content/uploads/2024/06/March-12%5EJ-2024-Supervisors-Meeting-MINUTES.pdf,https://cussewagotownship.com/wp-content/uploads/2024/06/March-12%5EJ-2024-Supervisors-Meeting-MINUTES.pdf,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-91f399e7eaa8c69bb4e5.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-91f399e7eaa8c69bb4e5.pdf,sha256:7107ed3c5fd7e69ce33cc4c6bd53b8675b7412f393cd5ffc89de234c93ab463f,locally_available,local_only_not_replicated,local_research_workspace,75035,7107ed3c5fd7e69ce33cc4c6bd53b8675b7412f393cd5ffc89de234c93ab463f,75035,7107ed3c5fd7e69ce33cc4c6bd53b8675b7412f393cd5ffc89de234c93ab463f,integrity_pass,application/pdf,2,false,false,true,2,5747,2873.5,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:39:11Z,false,false,RMTXT-20260802-18f110ae4fd582632ddb,text_extraction_lane_001,3,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-91f399e7eaa8c69bb4e5.pdf,2026-08-02T17:52:03Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:15Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-18f110ae4fd582632ddb.txt,03e6bc611ba466421b8da88af5f32b29a5fc6948e71a97c381df5164a5be3042,7407,7373,1275,132,2,2,,3686.5,,false,,,false,false,false,false,2,2,0,7373,7407,usable_text_extracted
RMRDY-20260802-1132ce71bb1973311bef,readiness_lane_004,540,pdf,pdf,RMSRD-20260802-6f2c487820ff670c47bd,RMV-20260801-02373,BRM5C-BRM5-20260731-08288-01,BRM5-20260731-08288,KS,Midwest,Coldwater,Coldwater City Council minutes (employee raises listed; includes non-elected personnel compensation adjustments),https://www.coldwaterks.org/uploads/1/1/9/6/119680421/minutes190311.pdf,https://coldwaterks.org/uploads/1/1/9/6/119680421/minutes190311.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-6f2c487820ff670c47bd.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-6f2c487820ff670c47bd.pdf,sha256:0f966619b6f43a8990fad1fb9bf4532ff720710a2ed2fb1b8f7ff564824d7308,locally_available,local_only_not_replicated,local_research_workspace,91775,0f966619b6f43a8990fad1fb9bf4532ff720710a2ed2fb1b8f7ff564824d7308,91775,0f966619b6f43a8990fad1fb9bf4532ff720710a2ed2fb1b8f7ff564824d7308,integrity_pass,application/pdf,3,false,false,true,3,7868,2622.667,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:47:12Z,false,false,RMTXT-20260802-1dba3a71ae1b07e8b081,text_extraction_lane_001,4,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-6f2c487820ff670c47bd.pdf,2026-08-02T17:52:04Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:15Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-1dba3a71ae1b07e8b081.txt,45ba5af17fda85b81d208eb8c97e9001c669d1bef56ee6e395826222cc9cb8c7,9895,9865,1770,116,3,3,,3288.33,,false,,,false,false,false,false,3,3,0,9865,9895,usable_text_extracted
RMRDY-20260802-11d1806dc59399982f38,readiness_lane_001,224,pdf,pdf,RMSRD-20260802-801315039e4944ba9e20,RMV-20260801-01264,BRM5C-BRM5-20260731-17742-01,BRM5-20260731-17742,WI,Midwest,Nekimi,Budget Posting for 2015 (Town of Nekimi) — Notice of Public Budget Hearing (summary only),https://townofnekimi.com/wp-content/uploads/2015/08/Budget_Posting_for_2015.pdf,https://townofnekimi.com/wp-content/uploads/2015/08/Budget_Posting_for_2015.pdf,civil_service_or_hr_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-801315039e4944ba9e20.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-801315039e4944ba9e20.pdf,sha256:b784e4241c724e519d1521324e2dd54f7e2d4906d3019c7c9d717dfcf485f001,locally_available,local_only_not_replicated,local_research_workspace,18189,b784e4241c724e519d1521324e2dd54f7e2d4906d3019c7c9d717dfcf485f001,18189,b784e4241c724e519d1521324e2dd54f7e2d4906d3019c7c9d717dfcf485f001,integrity_pass,application/pdf,1,false,false,true,1,1390,1390.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:05Z,false,false,RMTXT-20260802-c8a1c720c281e6c76119,text_extraction_lane_001,5,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-801315039e4944ba9e20.pdf,2026-08-02T17:52:02Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:15Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-c8a1c720c281e6c76119.txt,ef2b6fa17dee6c7579cd163e6168f9e9b8953010201a2a148ff43a6de230cfd7,2054,2054,395,40,1,1,,2054.0,,false,,,false,false,false,false,1,1,0,2054,2054,usable_text_extracted
RMRDY-20260802-64aa500cc57de293e84c,readiness_lane_001,107,pdf,pdf,RMSRD-20260802-1e1a3024da9516e238da,RMV-20260801-03321,BRM5C-BRM5-20260731-18446-01,BRM5-20260731-18446,PA,Northeast,Waverly,"WAVERLY TOWNSHIP SUPERVISORS — Minutes of the March 11, 2024, Meeting (includes Police Contract approval period)",https://www.waverlytwp.com/_files/ugd/8dc689_731a301df13142b18235a97c9c2d5848.pdf,https://waverlytwp.com/_files/ugd/8dc689_731a301df13142b18235a97c9c2d5848.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-1e1a3024da9516e238da.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-1e1a3024da9516e238da.pdf,sha256:ee33730628a13f46059b99649b1c242d67ab4368c30030aa6b55a681eba7c736,locally_available,local_only_not_replicated,local_research_workspace,143588,ee33730628a13f46059b99649b1c242d67ab4368c30030aa6b55a681eba7c736,143588,ee33730628a13f46059b99649b1c242d67ab4368c30030aa6b55a681eba7c736,integrity_pass,application/pdf,3,false,false,true,3,4599,1533.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:03Z,false,false,RMTXT-20260802-79bd6a813790709dcae3,text_extraction_lane_001,6,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-1e1a3024da9516e238da.pdf,2026-08-02T17:52:01Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:15Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-79bd6a813790709dcae3.txt,eafcb8461bcfa591d97cd30d9996cec2eb9036901f4af566c7c33668cfd08dda,5750,5708,887,117,3,3,,1902.67,,false,,,false,false,false,false,3,3,0,5708,5750,usable_text_extracted
RMRDY-20260802-72ae45af96506490ef8f,readiness_lane_002,280,pdf,pdf,RMSRD-20260802-e5aeac3470d82399c594,RMV-20260801-00567,BRM5C-BRM5-20260731-02445-02,BRM5-20260731-02445,OH,Midwest,Vanlue,"Ordinance No. 2024-03 Increase in Pay for Leo Hendricks (effective/commencing January 1, 2024)",https://villageofvanlue.com/documents/401/2024-03__1_.pdf,https://villageofvanlue.com/documents/401/2024-03__1_.pdf,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-e5aeac3470d82399c594.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-e5aeac3470d82399c594.pdf,sha256:5245eba5a9566df503fcbda3e18ffa55572536924d7eb8628440f358192b72a1,locally_available,local_only_not_replicated,local_research_workspace,697386,5245eba5a9566df503fcbda3e18ffa55572536924d7eb8628440f358192b72a1,697386,5245eba5a9566df503fcbda3e18ffa55572536924d7eb8628440f358192b72a1,integrity_pass,application/pdf,1,false,false,true,1,1492,1492.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:31:07Z,false,false,RMTXT-20260802-bcff205e4dc8026c8c59,text_extraction_lane_001,7,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-e5aeac3470d82399c594.pdf,2026-08-02T17:52:02Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:15Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-bcff205e4dc8026c8c59.txt,dd6837c1fd7a007b0458ba9a45f91adf659ed9504368c009002c17d8c09ec248,1896,1891,325,42,1,1,,1891.0,,false,,,false,false,false,false,1,1,0,1891,1896,usable_text_extracted
RMRDY-20260802-c77485fc7e76787f43ab,readiness_lane_001,547,pdf,pdf,RMSRD-20260802-0168c078019147497c21,RMV-20260801-02388,BRM5C-BRM5-20260731-12317-01,BRM5-20260731-12317,MI,Midwest,Crystal,"2026 Board Meeting Minutes (January 19, 2026) — wage setting reference",https://img1.wsimg.com/blobby/go/1d7ab063-5be8-43e9-a9d5-94ee78f76cea/downloads/0b31c7d0-72a5-4967-b690-33a6a43f4770/January%202026%20Board%20Meeting%20Minutes.pdf?ver=1784742762556,https://img1.wsimg.com/blobby/go/1d7ab063-5be8-43e9-a9d5-94ee78f76cea/downloads/0b31c7d0-72a5-4967-b690-33a6a43f4770/January%202026%20Board%20Meeting%20Minutes.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-0168c078019147497c21.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-0168c078019147497c21.pdf,sha256:214d73fd6dc32c51eaa72926ff22a617a41512e2da1de92ace060529d99fb81b,locally_available,local_only_not_replicated,local_research_workspace,113309,214d73fd6dc32c51eaa72926ff22a617a41512e2da1de92ace060529d99fb81b,113309,214d73fd6dc32c51eaa72926ff22a617a41512e2da1de92ace060529d99fb81b,integrity_pass,application/pdf,4,false,false,true,3,3795,1265.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:12Z,false,false,RMTXT-20260802-52e41d8cf5754eb916a5,text_extraction_lane_001,8,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-0168c078019147497c21.pdf,2026-08-02T17:52:02Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:15Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-52e41d8cf5754eb916a5.txt,3a26ad6edf3e116b25a659a7c5f058014c664d0be141a11fa1437745a3dc41e4,5164,5008,830,138,4,4,,1252.0,,false,,,false,false,false,false,4,4,0,5008,5164,usable_text_extracted
RMRDY-20260802-b9c7e7d094fb17c9a944,readiness_lane_001,13,pdf,pdf,RMSRD-20260802-86672ee50ce0257656d9,RMV-20260801-03070,BRM5C-BRM5-20260731-18043-02,BRM5-20260731-18043,NY,Northeast,Theresa,"Town Board Minutes - January 12, 2022 (includes wages/salary schedule effective Jan 1, 2022)",https://www.townoftheresany.gov/uploads/1/1/5/4/115409115/minutesjan2022.pdf,https://townoftheresany.gov/uploads/1/1/5/4/115409115/minutesjan2022.pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-86672ee50ce0257656d9.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-86672ee50ce0257656d9.pdf,sha256:33e98b7b7ec9e138f14bc56543c364833e8d01fb2b6fc7ac60f65d074a365a86,locally_available,local_only_not_replicated,local_research_workspace,88666,33e98b7b7ec9e138f14bc56543c364833e8d01fb2b6fc7ac60f65d074a365a86,88666,33e98b7b7ec9e138f14bc56543c364833e8d01fb2b6fc7ac60f65d074a365a86,integrity_pass,application/pdf,4,false,false,true,3,5661,1887.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:01Z,false,false,RMTXT-20260802-0cb26ae6914c258de79a,text_extraction_lane_001,9,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-86672ee50ce0257656d9.pdf,2026-08-02T17:52:01Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:15Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-0cb26ae6914c258de79a.txt,db3e410c7c47db6e90f90b1be4f289196dcda9588fbb336cc3a1f0af39554171,7840,7706,1312,190,4,4,,1926.5,,false,,,false,false,false,false,4,4,0,7706,7840,usable_text_extracted
RMRDY-20260802-2c647a3c4cd71eaf2ca9,readiness_lane_001,275,pdf,pdf,RMSRD-20260802-3eda8286d1c51d1eac98,RMV-20260801-00779,BRM5C-BRM5-20260731-17761-02,BRM5-20260731-17761,WI,Midwest,Pine Lake,Town of Pine Lake Ordinance: Plan Commission Ordinance #01-01 (Amending Section 8—Compensation; Expenses),https://www.townofpinelake.com/ordinances/PlanCommOrd.pdf,https://townofpinelake.com/ordinances/PlanCommOrd.pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-3eda8286d1c51d1eac98.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-3eda8286d1c51d1eac98.pdf,sha256:6f33d5c484c802cedd5c00358b34d889b806c75515bf4f7d4ce1dab814c25e50,locally_available,local_only_not_replicated,local_research_workspace,187627,6f33d5c484c802cedd5c00358b34d889b806c75515bf4f7d4ce1dab814c25e50,187627,6f33d5c484c802cedd5c00358b34d889b806c75515bf4f7d4ce1dab814c25e50,integrity_pass,application/pdf,10,false,false,true,3,938,312.667,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:06Z,false,false,RMTXT-20260802-acab1014ddde79700892,text_extraction_lane_001,10,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-3eda8286d1c51d1eac98.pdf,2026-08-02T17:52:02Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:15Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-acab1014ddde79700892.txt,617c7119564f03ce556835ae1f97e37813fa3904b08ab4a36418f54f3a14baea,1604,1604,252,48,10,10,,160.4,,false,,,false,false,false,false,10,10,0,1604,1604,usable_text_extracted
RMRDY-20260802-7267dda5160feda2acb4,readiness_lane_002,369,pdf,pdf,RMSRD-20260802-217ccd6e3d82edffd9a3,RMV-20260801-03293,BRM5C-BRM5-20260731-03419-01,BRM5-20260731-03419,PA,Northeast,Sheshequin,"Sheshequin Township (Bradford County) — 2022 special meeting minutes (April 7, 2022) and regular monthly meeting minutes; includes motion to set wages for 2022",https://sheshequintwp.org/_MINUTES/2022-SheshequinMin-merged.pdf,https://sheshequintwp.org/_MINUTES/2022-SheshequinMin-merged.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-217ccd6e3d82edffd9a3.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-217ccd6e3d82edffd9a3.pdf,sha256:db98ab5485e4da5e976b73cde93deec138afd4c9087354713556a1ba53580218,locally_available,local_only_not_replicated,local_research_workspace,351154,db98ab5485e4da5e976b73cde93deec138afd4c9087354713556a1ba53580218,351154,db98ab5485e4da5e976b73cde93deec138afd4c9087354713556a1ba53580218,integrity_pass,application/pdf,20,false,false,true,3,5324,1774.667,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:31:09Z,false,false,RMTXT-20260802-4e1afa2bab7210d19d2c,text_extraction_lane_001,11,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-217ccd6e3d82edffd9a3.pdf,2026-08-02T17:52:03Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-08-02T17:52:15Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-4e1afa2bab7210d19d2c.txt,3af12f5ce1ea0c3436e2a72bad4960929bc4247aad3af58c79158ed440cc02d1,42278,42206,7285,778,20,20,,2110.3,,false,,,false,false,false,false,20,20,0,42206,42278,usable_text_extracted
