readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256,observed_file_size_bytes,observed_sha256,file_integrity_status,content_type,page_count,encrypted_or_locked_flag,corrupt_or_broken_flag,has_text_layer_flag,bounded_text_probe_page_count,bounded_text_probe_character_count,estimated_text_density_chars_per_probed_page,table_layout_indicator,likely_scanned_or_image_only_flag,oversized_flag,local_html_payload_exists_flag,html_visible_character_count,html_link_count,html_script_count,html_mostly_scripts_or_boilerplate_flag,other_document_non_ocr_extraction_feasible_flag,primary_readiness_status,reason_code,classified_at,full_text_persisted_flag,ocr_run_flag,extraction_id,extraction_lane_id,extraction_lane_sequence,locked_source_path,queue_locked_at
RMRDY-20260802-ddf495b17b9528a171cb,readiness_lane_003,168,html,html,RMSRD-20260802-f4000a909a1f8298c1d2,RMV-20260801-00923,BRM5C-BRM5-20260731-02956-02,BRM5-20260731-02956,NY,Northeast,Croghan,"Town of Croghan 2024 Organizational Meeting (Jan 17, 2024) — salary amounts + Teamsters contract effective dates",https://townofcroghan.gov/meetings/town-of-croghan-2024-organizational-meeting-01-17-2024/,https://townofcroghan.gov/meetings/town-of-croghan-2024-organizational-meeting-01-17-2024,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-f4000a909a1f8298c1d2.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-f4000a909a1f8298c1d2.html,sha256:c26908ae0639a9d5be478bcac0b7143b41ad53f6a7dc70849c40e579be015698,locally_available,local_only_not_replicated,local_research_workspace,78173,c26908ae0639a9d5be478bcac0b7143b41ad53f6a7dc70849c40e579be015698,78173,c26908ae0639a9d5be478bcac0b7143b41ad53f6a7dc70849c40e579be015698,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,5293,77,20,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:39:04Z,false,false,RMTXT-20260802-7dd766cf59e219efae38,text_extraction_lane_003,1,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-f4000a909a1f8298c1d2.html,2026-08-02T17:52:03Z
RMRDY-20260802-f7dcbd5d54f78dcb9fa4,readiness_lane_001,325,html,html,RMSRD-20260802-c7d870e1be1886f72795,RMV-20260801-01783,BRM5C-BRM5-20260731-14901-01,BRM5-20260731-14901,TX,South,Maud,2025 Agendas and Minutes (City of Maud Texas),https://cityofmaudtexas.com/2025-agendas-and-minutes/,https://cityofmaudtexas.com/2025-agendas-and-minutes,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-c7d870e1be1886f72795.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-c7d870e1be1886f72795.html,sha256:9c973fecd28441f8e5bb8cc0f4f632ee41b1365e4b2ce10885c0b44713e27701,locally_available,local_only_not_replicated,local_research_workspace,48774,9c973fecd28441f8e5bb8cc0f4f632ee41b1365e4b2ce10885c0b44713e27701,48774,9c973fecd28441f8e5bb8cc0f4f632ee41b1365e4b2ce10885c0b44713e27701,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,2397,141,23,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:23:07Z,false,false,RMTXT-20260802-862aa4b8d39625652a37,text_extraction_lane_003,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-c7d870e1be1886f72795.html,2026-08-02T17:52:02Z
RMRDY-20260802-4a6e9bd2b0262b38825e,readiness_lane_003,53,pdf,pdf,RMSRD-20260802-6890496a573ff76eaf29,RMV-20260801-01421,BRM5C-BRM5-20260731-06646-01,BRM5-20260731-06646,NJ,Northeast,Weymouth,Ordinance No. 590-2023: Salary Ordinance amendment (amending Ordinance No. 239),https://webgen1files1.revize.com/weymouthtownshipnj/590-2023%20Salary%20Ordinance%20Amendment%202nd%20read.pdf,https://webgen1files1.revize.com/weymouthtownshipnj/590-2023%20Salary%20Ordinance%20Amendment%202nd%20read.pdf,salary_ordinance,high_priority_verification_ready,non_cba_or_unresolved_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-6890496a573ff76eaf29.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-6890496a573ff76eaf29.pdf,sha256:eebd3bb765e32447569f56524e2a63f89b59de7b8d2c88d35dbe4dea0c01454f,locally_available,local_only_not_replicated,local_research_workspace,52778,eebd3bb765e32447569f56524e2a63f89b59de7b8d2c88d35dbe4dea0c01454f,52778,eebd3bb765e32447569f56524e2a63f89b59de7b8d2c88d35dbe4dea0c01454f,integrity_pass,application/pdf,1,false,false,true,1,1331,1331.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:39:02Z,false,false,RMTXT-20260802-ced4b8a50ab5998e7a7f,text_extraction_lane_003,3,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-6890496a573ff76eaf29.pdf,2026-08-02T17:52:03Z
RMRDY-20260802-3a0b9d0ce153d1400345,readiness_lane_003,406,pdf,pdf,RMSRD-20260802-6e09d6a4f2e29f2de62d,RMV-20260801-00330,BRM5C-BRM5-20260731-18041-01,BRM5-20260731-18041,NY,Northeast,Summerhill,"Town of Summerhill — Town Employee Handbook (Full and Part-Time Employees) — Effective December 12, 2023",https://www.cayugacounty.gov/DocumentCenter/View/24317/Town-of-Summerhill-Employee-Handbook-PDF,https://cayugacounty.gov/DocumentCenter/View/24317/Town-of-Summerhill-Employee-Handbook-PDF,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,strike_or_no_strike_constraint,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-6e09d6a4f2e29f2de62d.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-6e09d6a4f2e29f2de62d.pdf,sha256:c9a3c9b1046500e430da4b3b1969b3e39f13a3f7bdb5e3472e22b5d90e733d76,locally_available,local_only_not_replicated,local_research_workspace,125696,c9a3c9b1046500e430da4b3b1969b3e39f13a3f7bdb5e3472e22b5d90e733d76,125696,c9a3c9b1046500e430da4b3b1969b3e39f13a3f7bdb5e3472e22b5d90e733d76,integrity_pass,application/pdf,11,false,false,true,3,6312,2104.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:39:10Z,false,false,RMTXT-20260802-6f07586c317d17303d75,text_extraction_lane_003,4,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-6e09d6a4f2e29f2de62d.pdf,2026-08-02T17:52:03Z
RMRDY-20260802-697580e66f525cee25b5,readiness_lane_002,547,pdf,pdf,RMSRD-20260802-b4eed76b2b5b83f579ad,RMV-20260801-02725,BRM5C-BRM5-20260731-17632-01,BRM5-20260731-17632,WI,Midwest,Castle Rock,Minutes of the Annual Town Meeting (salaries authorized for Town Clerk and Treasurer),https://castlerock-township.com/wp-content/uploads/2025/05/TOCR-Annual-Meeting-Minutes-2025.pdf,https://castlerock-township.com/wp-content/uploads/2025/05/TOCR-Annual-Meeting-Minutes-2025.pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-b4eed76b2b5b83f579ad.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-b4eed76b2b5b83f579ad.pdf,sha256:b2a9d20d99068038ea24b3e41ce5186130b8e900ccad7d834a46c0b462991419,locally_available,local_only_not_replicated,local_research_workspace,98054,b2a9d20d99068038ea24b3e41ce5186130b8e900ccad7d834a46c0b462991419,98054,b2a9d20d99068038ea24b3e41ce5186130b8e900ccad7d834a46c0b462991419,integrity_pass,application/pdf,1,false,false,true,1,1435,1435.0,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:31:13Z,false,false,RMTXT-20260802-120a32209359ca7bca12,text_extraction_lane_003,5,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-b4eed76b2b5b83f579ad.pdf,2026-08-02T17:52:03Z
RMRDY-20260802-56928fb1ce01506319f1,readiness_lane_001,144,pdf,pdf,RMSRD-20260802-4c74bd56ddd052c11df6,RMV-20260801-00113,BRM5C-BRM5-20260731-06788-01,BRM5-20260731-06788,NY,Northeast,Parish,"Parish town board meeting minutes - Thursday, April 18, 2024",https://townofparish-ny.us/wp-content/uploads/2024/05/Parish-town-board-meeting-minutes-Thursday-April-18-2024.pdf,https://townofparish-ny.us/wp-content/uploads/2024/05/Parish-town-board-meeting-minutes-Thursday-April-18-2024.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-4c74bd56ddd052c11df6.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-4c74bd56ddd052c11df6.pdf,sha256:9e61dc37983d2212dbee877ef5a19a7c6ec1e1c3de4125c0e01c6d99d0da04e7,locally_available,local_only_not_replicated,local_research_workspace,53258,9e61dc37983d2212dbee877ef5a19a7c6ec1e1c3de4125c0e01c6d99d0da04e7,53258,9e61dc37983d2212dbee877ef5a19a7c6ec1e1c3de4125c0e01c6d99d0da04e7,integrity_pass,application/pdf,4,false,false,true,3,7882,2627.333,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:23:03Z,false,false,RMTXT-20260802-018988e6e1a322cbc35e,text_extraction_lane_003,6,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-4c74bd56ddd052c11df6.pdf,2026-08-02T17:52:01Z
RMRDY-20260802-6cf5551b25e393f6098e,readiness_lane_003,259,pdf,pdf,RMSRD-20260802-8259940126bccbf5d4aa,RMV-20260801-00473,BRM5C-BRM5-20260731-04827-02,BRM5-20260731-04827,MI,Midwest,Cumming,"CUMMING TOWNSHIP March 16, 2026 — Budget Workshop (hourly wage increase to $17/hr for all employees, $18/hr transfer station lead attendant)",https://img1.wsimg.com/blobby/go/f8422c10-8b8f-4ddb-9d5e-d2ac4434a79b/downloads/4674f111-b553-44d4-a94c-74d2e89ee53d/BUDGET%20WORSHOP%20MINUTES%203-12-2026.pdf?ver=1784142869042,https://img1.wsimg.com/blobby/go/f8422c10-8b8f-4ddb-9d5e-d2ac4434a79b/downloads/4674f111-b553-44d4-a94c-74d2e89ee53d/BUDGET%20WORSHOP%20MINUTES%203-12-2026.pdf,civil_service_or_hr_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-8259940126bccbf5d4aa.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-8259940126bccbf5d4aa.pdf,sha256:067c3f64807cba6604c32c0083d4e9d6065b8538499cbbb9b73820c72f6b39d3,locally_available,local_only_not_replicated,local_research_workspace,65702,067c3f64807cba6604c32c0083d4e9d6065b8538499cbbb9b73820c72f6b39d3,65702,067c3f64807cba6604c32c0083d4e9d6065b8538499cbbb9b73820c72f6b39d3,integrity_pass,application/pdf,2,false,false,true,2,2449,1224.5,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:39:06Z,false,false,RMTXT-20260802-e557bd343812abd1974c,text_extraction_lane_003,7,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-8259940126bccbf5d4aa.pdf,2026-08-02T17:52:03Z
RMRDY-20260802-2792f3565fd20c207bc8,readiness_lane_003,364,html,html,RMSRD-20260802-75bf1aa8f17ccfb9e0b9,RMV-20260801-01227,BRM5C-BRM5-20260731-13136-01,BRM5-20260731-13136,ND,Midwest,Drayton,Human Resources (City of Drayton),https://draytonnd.com/human-resources,https://draytonnd.com/human-resources,civil_service_or_hr_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-75bf1aa8f17ccfb9e0b9.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-75bf1aa8f17ccfb9e0b9.html,sha256:357bf71e671c345d7068346129e581d4328e4ce07dae051a82a61896dbc214b5,locally_available,local_only_not_replicated,local_research_workspace,45321,357bf71e671c345d7068346129e581d4328e4ce07dae051a82a61896dbc214b5,45321,357bf71e671c345d7068346129e581d4328e4ce07dae051a82a61896dbc214b5,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,3496,148,12,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:39:09Z,false,false,RMTXT-20260802-589a0eb370b95b0e5656,text_extraction_lane_003,8,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-75bf1aa8f17ccfb9e0b9.html,2026-08-02T17:52:03Z
RMRDY-20260802-46d07b76427c53b9920d,readiness_lane_003,145,pdf,pdf,RMSRD-20260802-6570504f1368e9830bb2,RMV-20260801-02201,BRM5C-BRM5-20260731-06686-02,BRM5-20260731-06686,NY,Northeast,Chaumont,Minutes of the Special Meeting of the Board of Trustees (Personnel Policy amendments for 2026),https://www.villageofchaumont.gov/uploads/8/7/5/2/87520606/special_meeting_minutes_december_11.pdf,https://villageofchaumont.gov/uploads/8/7/5/2/87520606/special_meeting_minutes_december_11.pdf,personnel_policy,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-6570504f1368e9830bb2.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-6570504f1368e9830bb2.pdf,sha256:645f2e0529097f7756053d117e97ea201f37daaa224b7491ee6b19e1b8ea42de,locally_available,local_only_not_replicated,local_research_workspace,118216,645f2e0529097f7756053d117e97ea201f37daaa224b7491ee6b19e1b8ea42de,118216,645f2e0529097f7756053d117e97ea201f37daaa224b7491ee6b19e1b8ea42de,integrity_pass,application/pdf,1,false,false,true,1,643,643.0,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:39:04Z,false,false,RMTXT-20260802-9ab2b830e831fa320346,text_extraction_lane_003,9,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-6570504f1368e9830bb2.pdf,2026-08-02T17:52:03Z
RMRDY-20260802-e6c3b4e041a550f0601b,readiness_lane_004,303,pdf,pdf,RMSRD-20260802-936d2c35fea3cdeb86e2,RMV-20260801-00178,BRM5C-BRM5-20260731-10941-02,BRM5-20260731-10941,PA,Northeast,Towamensing,Towamensing Township Board of Supervisors Meeting Agenda (Personnel Separation Agreement referenced),https://towamensingtownship.com/bosagenda.pdf,https://towamensingtownship.com/bosagenda.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-936d2c35fea3cdeb86e2.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-936d2c35fea3cdeb86e2.pdf,sha256:31e7d1067b982ec20c54f90521e1ee5914a150851334b485408e15c4c7e675c4,locally_available,local_only_not_replicated,local_research_workspace,104752,31e7d1067b982ec20c54f90521e1ee5914a150851334b485408e15c4c7e675c4,104752,31e7d1067b982ec20c54f90521e1ee5914a150851334b485408e15c4c7e675c4,integrity_pass,application/pdf,2,false,false,true,2,1349,674.5,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-08-02T16:47:07Z,false,false,RMTXT-20260802-0cd2d6b38733ff22a45e,text_extraction_lane_003,10,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-936d2c35fea3cdeb86e2.pdf,2026-08-02T17:52:04Z
