readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256,observed_file_size_bytes,observed_sha256,file_integrity_status,content_type,page_count,encrypted_or_locked_flag,corrupt_or_broken_flag,has_text_layer_flag,bounded_text_probe_page_count,bounded_text_probe_character_count,estimated_text_density_chars_per_probed_page,table_layout_indicator,likely_scanned_or_image_only_flag,oversized_flag,local_html_payload_exists_flag,html_visible_character_count,html_link_count,html_script_count,html_mostly_scripts_or_boilerplate_flag,other_document_non_ocr_extraction_feasible_flag,primary_readiness_status,reason_code,classified_at,full_text_persisted_flag,ocr_run_flag,extraction_id,extraction_lane_id,extraction_lane_sequence,locked_source_path,queue_locked_at,extraction_status,extraction_method,extraction_timestamp,extracted_text_artifact_path,extracted_text_sha256,extracted_text_byte_size,character_count,approximate_word_count,line_count,page_count_input,pages_successfully_parsed,empty_page_count,characters_per_page,quality_flags,boilerplate_or_noise_flag,error_class,error_message_redacted,span_extraction_run_flag,rating_run_flag,ingestion_run_flag,codification_run_flag,pages_attempted,pages_extracted,pages_failed_or_problematic,extracted_character_count,extracted_byte_count,extraction_reason_code
RMRDY-20260802-86a248fe85b67e4bbd06,readiness_lane_005,186,html,html,RMSRD-20260802-98e8ebe5d99aa9145e45,RMV-20260801-02291,BRM5C-BRM5-20260731-06699-01,BRM5-20260731-06699,NY,Northeast,Corinth,"Village Board Minutes April 6, 2022 — Resolution #77 (Authorize Mayor to sign 2022-2025 Collective Bargaining Agreement with CSEA)",https://villageofcorinthny.gov/corinth/boardminutes/2022_04_06Bdminutes.shtml,https://villageofcorinthny.gov/corinth/boardminutes/2022_04_06Bdminutes.shtml,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-98e8ebe5d99aa9145e45.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-98e8ebe5d99aa9145e45.html,sha256:1120d3b9f1d125f09092b6fe33d5897635a252d5de470b6c52a9729ff3dedf49,locally_available,local_only_not_replicated,local_research_workspace,23398,1120d3b9f1d125f09092b6fe33d5897635a252d5de470b6c52a9729ff3dedf49,23398,1120d3b9f1d125f09092b6fe33d5897635a252d5de470b6c52a9729ff3dedf49,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,8139,24,0,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:55:04Z,false,false,RMTXT-20260802-9c46437521c0b2d3e6de,text_extraction_lane_001,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-98e8ebe5d99aa9145e45.html,2026-08-02T17:52:04Z,extracted_low_text_but_usable,stdlib_htmlparser_visible_text_cleanup,2026-08-02T17:52:15Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-9c46437521c0b2d3e6de.txt,bd5f2ca10e22bf73f3451223333f7e14d4d464aaae9f1f9618935752099ae06a,11419,10631,1669,326,,,,,high_replacement_character_ratio,false,,,false,false,false,false,,,,10631,11419,high_replacement_character_ratio
RMRDY-20260802-18ad1bd94d31f879b9e4,readiness_lane_001,400,html,html,RMSRD-20260802-e3462cffbbc097550aff,RMV-20260801-03190,BRM5C-BRM5-20260731-08841-02,BRM5-20260731-08841,MN,Midwest,Deer River,03/14/22 - Council Minutes (mentions union meeting scheduling; no wage clause visible in snippet),https://www.deerrivercity.com/copy-of-02-28-22-council-meeting,https://deerrivercity.com/copy-of-02-28-22-council-meeting,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-e3462cffbbc097550aff.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-e3462cffbbc097550aff.html,sha256:49d6a30e5bc9dd4749ea23d656909aa156a3e37cd9424d9e5255f678bcee8e31,locally_available,local_only_not_replicated,local_research_workspace,673463,49d6a30e5bc9dd4749ea23d656909aa156a3e37cd9424d9e5255f678bcee8e31,673463,49d6a30e5bc9dd4749ea23d656909aa156a3e37cd9424d9e5255f678bcee8e31,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,480,29,20,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:23:09Z,false,false,RMTXT-20260802-64e7571793464d842481,text_extraction_lane_001,22,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-e3462cffbbc097550aff.html,2026-08-02T17:52:02Z,extracted_ok,stdlib_htmlparser_visible_text_cleanup,2026-08-02T17:52:16Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-64e7571793464d842481.txt,486609e5855b7f62c171f8715648f3a8d525086f4441bf88f13d5992fe908374,4082,4070,691,95,,,,,,false,,,false,false,false,false,,,,4070,4082,usable_text_extracted
RMRDY-20260802-c3300b8045e14851b7e5,readiness_lane_004,106,html,html,RMSRD-20260802-c8919d5d341d92a4bd89,RMV-20260801-00005,BRM5C-BRM5-20260731-03793-01,BRM5-20260731-03793,IA,Midwest,Luxemburg,City of Luxemburg council meeting minutes (includes RESOLUTION #2025-09 wage increase for named city personnel),https://www.luxemburgiowa.com/copy-of-24,https://luxemburgiowa.com/copy-of-24,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-c8919d5d341d92a4bd89.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-c8919d5d341d92a4bd89.html,sha256:44ccaa856ac01c56281987b2c79ca96455e5d1f07c198231cdf475f117cffaaa,locally_available,local_only_not_replicated,local_research_workspace,449618,44ccaa856ac01c56281987b2c79ca96455e5d1f07c198231cdf475f117cffaaa,449618,44ccaa856ac01c56281987b2c79ca96455e5d1f07c198231cdf475f117cffaaa,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,23766,46,28,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:47:03Z,false,false,RMTXT-20260802-3cac4b50d8b7acfa129d,text_extraction_lane_001,33,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-c8919d5d341d92a4bd89.html,2026-08-02T17:52:03Z,extracted_ok,stdlib_htmlparser_visible_text_cleanup,2026-08-02T17:52:16Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-3cac4b50d8b7acfa129d.txt,b20feac7202361a1c101788f4be09aa7cec550c8ba38024e88e9d1f320b048c3,29525,29505,4905,425,,,,,,false,,,false,false,false,false,,,,29505,29525,usable_text_extracted
RMRDY-20260802-ed03f7c048b7098e25e7,readiness_lane_002,235,html,html,RMSRD-20260802-b69d80afd4d15e8d813a,RMV-20260801-03761,BRM5C-BRM5-20260731-09036-01,BRM5-20260731-09036,MN,Midwest,New Auburn,"New Auburn Personnel Policy (effective June 10, 2020; updated March 13, 2023)",https://www.newauburnmn.com/documents/504/2023_Personnel_Policy_updated_3-13-2023.pdf,https://newauburnmn.com/404.html,personnel_policy,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-b69d80afd4d15e8d813a.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-b69d80afd4d15e8d813a.html,sha256:5ee3265a745705267c194fd96cd42ea0ed70e5f07f89e9595df311da537cec6c,locally_available,local_only_not_replicated,local_research_workspace,29497,5ee3265a745705267c194fd96cd42ea0ed70e5f07f89e9595df311da537cec6c,29497,5ee3265a745705267c194fd96cd42ea0ed70e5f07f89e9595df311da537cec6c,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,1447,79,12,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:31:06Z,false,false,RMTXT-20260802-c58de352e3607c6d795d,text_extraction_lane_001,69,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-b69d80afd4d15e8d813a.html,2026-08-02T17:52:02Z,extracted_low_text_but_usable,stdlib_htmlparser_visible_text_cleanup,2026-08-02T17:52:19Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-c58de352e3607c6d795d.txt,d3e65b4bbefcf2691baee04016b8e0ebc6dc380ea27ad0d3e347cc27137821fb,313,310,57,14,,,,,html_low_word_count_or_link_dense,false,,,false,false,false,false,,,,310,313,html_low_word_count_or_link_dense
RMRDY-20260802-2d3ad5c2b16a95305f4c,readiness_lane_004,94,html,html,RMSRD-20260802-1ec0898b33659f4c8c39,RMV-20260801-01794,BRM5C-BRM5-20260731-03739-01,BRM5-20260731-03739,TX,South,Woodbranch,City of Woodbranch Village - Agendas (landing page),https://www.woodbranchtx.us/government/city-hall/agendas,https://woodbranchtx.us/government/city-hall/agendas,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-1ec0898b33659f4c8c39.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-1ec0898b33659f4c8c39.html,sha256:b628c12f817876dd7650c3e64ba9364a2cee4b9aed4d3175a088d9fa531648ab,locally_available,local_only_not_replicated,local_research_workspace,18531,b628c12f817876dd7650c3e64ba9364a2cee4b9aed4d3175a088d9fa531648ab,18531,b628c12f817876dd7650c3e64ba9364a2cee4b9aed4d3175a088d9fa531648ab,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,814,39,11,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:47:02Z,false,false,RMTXT-20260802-ff07c0257f231f82984c,text_extraction_lane_001,79,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-1ec0898b33659f4c8c39.html,2026-08-02T17:52:03Z,extracted_low_text_but_usable,stdlib_htmlparser_visible_text_cleanup,2026-08-02T17:52:19Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-ff07c0257f231f82984c.txt,6c9b51ba8798d549ab28a640d307a32c8dc2b97d98162d8d62e968db46593fc9,856,856,134,79,,,,,html_low_word_count_or_link_dense,false,,,false,false,false,false,,,,856,856,html_low_word_count_or_link_dense
RMRDY-20260802-cd6973debe204a638ae5,readiness_lane_004,285,html,html,RMSRD-20260802-da4cecccca24b04e5d2d,RMV-20260801-02586,BRM5C-BRM5-20260731-02879-02,BRM5-20260731-02879,WI,Midwest,Whitestown,"Town of Whitestown, Wisconsin — Meeting Minutes (index/landing page)",https://sites.google.com/view/townofwhitestown/meeting-minutes,https://sites.google.com/view/townofwhitestown/meeting-minutes,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-da4cecccca24b04e5d2d.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-da4cecccca24b04e5d2d.html,sha256:029ee9ee3b105c8bca515f0de7eff08344a4bb95df721711bb49729da3faa949,locally_available,local_only_not_replicated,local_research_workspace,126156,029ee9ee3b105c8bca515f0de7eff08344a4bb95df721711bb49729da3faa949,126156,029ee9ee3b105c8bca515f0de7eff08344a4bb95df721711bb49729da3faa949,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,738,36,15,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:47:07Z,false,false,RMTXT-20260802-302506d70324444c64f6,text_extraction_lane_001,86,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-da4cecccca24b04e5d2d.html,2026-08-02T17:52:04Z,extracted_low_text_but_usable,stdlib_htmlparser_visible_text_cleanup,2026-08-02T17:52:19Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-302506d70324444c64f6.txt,1e31dd3c22eecae2199dcd8f404aef50d64e1e6f6470f060b4ecf0e6f24eaf98,366,366,50,55,,,,,html_low_word_count_or_link_dense,false,,,false,false,false,false,,,,366,366,html_low_word_count_or_link_dense
RMRDY-20260802-1c56f3b9e0a201b486db,readiness_lane_005,152,html,html,RMSRD-20260802-313456b5b6b84f75c780,RMV-20260801-03098,BRM5C-BRM5-20260731-14548-03,BRM5-20260731-14548,PA,Northeast,Maxatawny,Public Works (department page referencing employee-loaded services; no wage schedule shown),https://www.maxatawny.org/public-works.html,https://maxatawny.org/public-works.html,wage_schedule,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-313456b5b6b84f75c780.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-313456b5b6b84f75c780.html,sha256:be74f217b47eb49144bfb95e4a43d7cc22ab82ae72783b00ba20f4676253c894,locally_available,local_only_not_replicated,local_research_workspace,18572,be74f217b47eb49144bfb95e4a43d7cc22ab82ae72783b00ba20f4676253c894,18572,be74f217b47eb49144bfb95e4a43d7cc22ab82ae72783b00ba20f4676253c894,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,3503,30,17,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:55:04Z,false,false,RMTXT-20260802-277afecdf737b66cbcba,text_extraction_lane_001,90,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-313456b5b6b84f75c780.html,2026-08-02T17:52:04Z,extracted_ok,stdlib_htmlparser_visible_text_cleanup,2026-08-02T17:52:19Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-277afecdf737b66cbcba.txt,978211f0485d840ceb668ad0d284eb05310f6854f4fcdf061faf3621798c5854,4437,4433,736,111,,,,,,false,,,false,false,false,false,,,,4433,4437,usable_text_extracted
RMRDY-20260802-7ba1716aa3223f2c5c43,readiness_lane_003,324,html,html,RMSRD-20260802-383f86704a001d54952e,RMV-20260801-01527,BRM5C-BRM5-20260731-06177-01,BRM5-20260731-06177,OH,Midwest,Urbancrest,Resolution No. 25-20 — Adopt a Longevity Pay Scale for the Position of Part-Time Lifeguards,https://villageofurbancrestoh.us/minutes.htm,https://villageofurbancrestoh.us/minutes.htm,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-383f86704a001d54952e.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-383f86704a001d54952e.html,sha256:b7c7e253ec9b3f8866ffa2bcf44af9bf9c9cd5c2108e9ac9541831aff03d9c8e,locally_available,local_only_not_replicated,local_research_workspace,479975,b7c7e253ec9b3f8866ffa2bcf44af9bf9c9cd5c2108e9ac9541831aff03d9c8e,479975,b7c7e253ec9b3f8866ffa2bcf44af9bf9c9cd5c2108e9ac9541831aff03d9c8e,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,91376,20,1,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:39:08Z,false,false,RMTXT-20260802-0a4c8081dfe18a22cf63,text_extraction_lane_001,93,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-383f86704a001d54952e.html,2026-08-02T17:52:03Z,extracted_ok,stdlib_htmlparser_visible_text_cleanup,2026-08-02T17:52:19Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-0a4c8081dfe18a22cf63.txt,88e5b00437b97a3d724571381e8e42ca2b171a5625e0872e7ecd150850c2b3e6,230275,230078,37298,4387,,,,,,false,,,false,false,false,false,,,,230078,230275,usable_text_extracted
RMRDY-20260802-5ed80a102e1c9aca987b,readiness_lane_003,200,html,html,RMSRD-20260802-ad681e790ca0526c41ed,RMV-20260801-00076,BRM5C-BRM5-20260731-05150-01,BRM5-20260731-05150,MN,Midwest,Fayal,2022 Fayal Township Annual Meeting Packet (includes “Setting Town Board Salaries”),https://fayaltwp.org/wp-content/uploads/2022/03/2022-Annual-Meeting-Packet-Website.pdf,https://fayaltownshipmn.gov,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-ad681e790ca0526c41ed.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-ad681e790ca0526c41ed.html,sha256:c230602b79c6f6187f5e5cfc996979c920fe9067df2d3f6ed51c07a9bb663350,locally_available,local_only_not_replicated,local_research_workspace,34253,c230602b79c6f6187f5e5cfc996979c920fe9067df2d3f6ed51c07a9bb663350,34253,c230602b79c6f6187f5e5cfc996979c920fe9067df2d3f6ed51c07a9bb663350,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,683,24,22,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:39:05Z,false,false,RMTXT-20260802-63695603d1e7442ae572,text_extraction_lane_001,96,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-ad681e790ca0526c41ed.html,2026-08-02T17:52:03Z,extracted_ok,stdlib_htmlparser_visible_text_cleanup,2026-08-02T17:52:19Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-63695603d1e7442ae572.txt,2c2a13f582c622e0643d12352f665b714654b19b52d3ae52f55a9fdd2157336b,603,596,97,49,,,,,,false,,,false,false,false,false,,,,596,603,usable_text_extracted
RMRDY-20260802-c28b78cdd6e92f28af41,readiness_lane_003,257,html,html,RMSRD-20260802-5556e97f1699a26fd24e,RMV-20260801-00315,BRM5C-BRM5-20260731-05472-02,BRM5-20260731-05472,MO,Midwest,Chula,MEETINGS NOTICES/MINUTES (City of Chula) — index,https://www.cityofchula.com/team-4,https://cityofchula.com/team-4,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-5556e97f1699a26fd24e.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-5556e97f1699a26fd24e.html,sha256:9ff898268b32f514b7bab1336691c0102302b5670e487780157fcc4b41557a5d,locally_available,local_only_not_replicated,local_research_workspace,453574,9ff898268b32f514b7bab1336691c0102302b5670e487780157fcc4b41557a5d,453574,9ff898268b32f514b7bab1336691c0102302b5670e487780157fcc4b41557a5d,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,1766,90,26,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-08-02T16:39:06Z,false,false,RMTXT-20260802-7813cd96967f6e990f14,text_extraction_lane_001,98,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-5556e97f1699a26fd24e.html,2026-08-02T17:52:03Z,extracted_low_text_but_usable,stdlib_htmlparser_visible_text_cleanup,2026-08-02T17:52:19Z,artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-7813cd96967f6e990f14.txt,d6e23f7cc79004595fde39112c603ccc62117bd969c97257261f5b3473830efe,2061,2034,317,183,,,,,html_low_word_count_or_link_dense,false,,,false,false,false,false,,,,2034,2061,html_low_word_count_or_link_dense
