cleaned_id,cleaned_unit_type,original_unit_id,normalization_id,match_id,span_id,source_rating_id,municipality,state,region,source_family,cba_non_cba_hint,original_evidence_category,original_evidence_family,claim_readiness_bucket,downstream_use_bucket,original_normalization_status,original_matching_status,original_blocker_flags,final_side_label,reconciliation_confidence,reconciliation_reason_codes,raw_value_tokens,raw_span_snippet_sha256,raw_bounded_context_snippet_sha256,raw_evidence_pointer,source_locator_lineage_sha256,cleaned_analysis_use_primary_category,cleaned_analysis_use_secondary_tags,cleaned_blocker_status,cleaned_repair_status,cleaned_downstream_route,cleaned_claim_boundary,cleaned_confidence,cleaned_caveats,cleaned_period_label,cleaned_period_status,cleaned_pay_basis,cleaned_compensation_type,cleaned_non_scalar_structure_type,quant_qual_link_status,national_readiness_status
BRMCLEAN-8b3e79f2786f1765c64b5763,normalized_record,BRMQNORM-20260803-05e3a979b46dc78904894f74,BRMQNORM-20260803-05e3a979b46dc78904894f74,,BRMSPAN-20260802-28517ad65f8e6fcc7aeac002,BRMGRS-20260802-86a5a1124b02c913708f11ac,Athens,OH,Midwest,cba,cba_arbitration_factfinding_hint,quant_other_compensation_value,quantitative_compensation,directional_hint_only,local_context_candidate,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token""]",police_direct,high,"[""source_title_anchor:police_direct""]",[],73e411cf4a594230d6faa91ead05a391a1e7475d5aa4d930a5ddd34bc72ce003,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-05e3a979b46dc78904894f74,d5f1b38f8e3e280c41025677e1e2bf8d9ded17e2a6bed3f00a1e317471ce23fd,unresolved_or_defer,"[""clear_safety_side"",""explicit_period_available"",""needs_manual_review""]",repair_or_defer_remaining,routed_to_repair_needed,repair_or_defer,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",low,"[""no_explicit_normalizable_value_token""]",2018–2026,explicit_period_rescued,monthly,other,genuinely_no_quantitative_value,,national_insufficient_structure
BRMCLEAN-566652478801846adf91e96a,normalized_record,BRMQNORM-20260803-0fc08543b97c39ee0509bde6,BRMQNORM-20260803-0fc08543b97c39ee0509bde6,,BRMSPAN-20260802-68e3b175905879f5d905bafb,BRMGRS-20260802-4a7ff863f0434a698f898428,Granville,NY,Northeast,cba,cba_arbitration_factfinding_hint,quant_other_compensation_value,quantitative_compensation,quantitative_direct_text_claim_ready,quantitative_normalization_candidate,needs_value_review,not_applicable_record_unit,[],police_direct,high,"[""source_title_anchor:police_direct""]",[],038944d25f8736c41016f4e544a20b4b0f0f0fc115d856a74312df38efd11377,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-0fc08543b97c39ee0509bde6,c9418822432ee887a19684c96396ddc5baa018d275ad8f8f39ff349de5c68f5a,unresolved_or_defer,"[""clear_safety_side"",""explicit_period_available"",""needs_manual_review""]",repair_or_defer_remaining,routed_to_repair_needed,repair_or_defer,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",low,[],2018,explicit_period_rescued,monthly,other,genuinely_no_quantitative_value,,national_insufficient_structure
BRMCLEAN-e8e2d9414ce13bfc54a6a473,normalized_record,BRMQNORM-20260803-1040b7bb29be07113f5e10e7,BRMQNORM-20260803-1040b7bb29be07113f5e10e7,,BRMSPAN-20260802-4f6ccf86bd9bdfcf72ccfc0a,BRMGRS-20260802-2a1924142c84bc475d9e5919,Detroit,MN,Midwest,wage_schedule,non_cba_or_unresolved_hint,quant_other_compensation_value,quantitative_compensation,quantitative_direct_text_claim_ready,local_context_candidate,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token"",""no_cross_basis_conversion_performed""]",police_direct,high,"[""source_title_anchor:police_direct""]",[],cd9c445e7f941c9b53468ceb54041f89d27db63be361e64d081e8e40b405d673,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-1040b7bb29be07113f5e10e7,ab566fdf314a97fc791124e93bbe081fc845a0d866601bd15e41ef646a572927,unresolved_or_defer,"[""clear_safety_side"",""explicit_period_available"",""hourly_basis"",""needs_manual_review""]",repair_or_defer_remaining,routed_to_repair_needed,repair_or_defer,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",low,"[""no_cross_basis_conversion_performed"",""no_explicit_normalizable_value_token""]",2023–2025,explicit_period_rescued,hourly,other,genuinely_no_quantitative_value,,national_insufficient_structure
BRMCLEAN-e95a246d174818e9c3ba55c5,normalized_record,BRMQNORM-20260803-11b1da0f21c5c29d542f6e80,BRMQNORM-20260803-11b1da0f21c5c29d542f6e80,,BRMSPAN-20260802-769e996cac5e35ca3752fe50,BRMGRS-20260802-3f69ee135f346ae9ba3746c1,Bloomfield,MI,Midwest,wage_schedule,non_cba_or_unresolved_hint,quant_salary_schedule_table,quantitative_compensation,quantitative_direct_text_claim_ready,mechanism_summary_candidate,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token"",""no_cross_basis_conversion_performed""]",fire_direct,high,"[""source_title_anchor:fire_direct""]",[],b4d8f547b09ae09e93955750e7c2424d8fa9013c77267a3db4a6e470a28a8ad8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-11b1da0f21c5c29d542f6e80,292eb9a0797789c20b4b482410981be191656f6c11c0c0828eff4228c4e3d1f0,unresolved_or_defer,"[""annual_salary_basis"",""clear_safety_side"",""explicit_period_available"",""needs_manual_review""]",repair_or_defer_remaining,routed_to_repair_needed,repair_or_defer,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",low,"[""no_cross_basis_conversion_performed"",""no_explicit_normalizable_value_token""]",2025–2028,explicit_period_rescued,annual_salary,salary_schedule,genuinely_no_quantitative_value,,national_insufficient_structure
BRMCLEAN-dac324cdd62c24553cfd64ff,normalized_record,BRMQNORM-20260803-1558ea39ef5409e8a7a873a9,BRMQNORM-20260803-1558ea39ef5409e8a7a873a9,,BRMSPAN-20260802-54b6e8ec07a8d1c7de13f69e,BRMGRS-20260802-cd79ea989b8593bd0e9d09c4,Kewanee,IL,Midwest,cba,cba_arbitration_factfinding_hint,quant_salary_schedule_table,quantitative_compensation,source_navigation_or_reference_only,exclude_or_write_off,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token"",""no_cross_basis_conversion_performed""]",fire_direct,high,"[""source_title_anchor:fire_direct""]",[],c18f240d7b943f449b0c2a91f9ff4b86dae6524eda83b05daebc345cc68d160b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-1558ea39ef5409e8a7a873a9,585c5cf06b5d3a6c5694eb726d2a13e8cfc0e5221c2509dcf3410ff15b9cde7a,unresolved_or_defer,"[""annual_salary_basis"",""clear_safety_side"",""explicit_period_available"",""needs_manual_review""]",repair_or_defer_remaining,routed_to_repair_needed,repair_or_defer,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",low,"[""no_cross_basis_conversion_performed"",""no_explicit_normalizable_value_token""]",2019–2025,explicit_period_rescued,annual_salary,salary_schedule,genuinely_no_quantitative_value,,national_insufficient_structure
BRMCLEAN-8d38d9b1ea3e0764014627f3,normalized_record,BRMQNORM-20260803-1942f3ce69bcedad6533cebe,BRMQNORM-20260803-1942f3ce69bcedad6533cebe,,BRMSPAN-20260802-0d4429e079dd0b88392e2225,BRMGRS-20260802-0a6f6eb02cbfa508661945f7,Eagles Mere,PA,Northeast,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_cpi_indexed_adjustment,quantitative_compensation,directional_hint_only,local_context_candidate,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token"",""no_cross_basis_conversion_performed""]",non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",[],86ab737472c5f09c55a90bfecaeb2dbc983251dceb18d5fb9f4a3c8e0847c47b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-1942f3ce69bcedad6533cebe,82e5274e82ef9d449916ada3ce1840492038bd06cfd74e4252df6c3e70946f5e,unresolved_or_defer,"[""annual_salary_basis"",""clear_non_safety_side"",""explicit_period_available"",""needs_manual_review""]",repair_or_defer_remaining,routed_to_repair_needed,repair_or_defer,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",low,"[""no_cross_basis_conversion_performed"",""no_explicit_normalizable_value_token""]",2026,explicit_period_rescued,annual_salary,cola_or_raise,genuinely_no_quantitative_value,,national_insufficient_structure
BRMCLEAN-56f5a563bd1d6fe49a52d270,normalized_record,BRMQNORM-20260803-1c84a14ca8a954f2c234914d,BRMQNORM-20260803-1c84a14ca8a954f2c234914d,,BRMSPAN-20260802-1e0c831225215fd1bed986f7,BRMGRS-20260802-6f739953465bd33b9c980a9f,Upper St. Clair,PA,Northeast,budget_or_pay_plan,non_cba_or_unresolved_hint,quant_salary_schedule_table,quantitative_compensation,quantitative_needs_normalization,manual_review_candidate,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token"",""no_cross_basis_conversion_performed""]",police_direct,high,"[""source_title_anchor:police_direct""]",[],db66406c71cc841e50fd629715c6184722daf036687efbab4380e133b36d35e8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-1c84a14ca8a954f2c234914d,1bc3e0cce80015dd0e761a4ccad864814a27650810a81bd0bee722ec022c23b2,unresolved_or_defer,"[""annual_salary_basis"",""clear_safety_side"",""explicit_period_available"",""needs_manual_review""]",repair_or_defer_remaining,routed_to_repair_needed,repair_or_defer,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",low,"[""no_cross_basis_conversion_performed"",""no_explicit_normalizable_value_token""]",2025,explicit_period_rescued,annual_salary,salary_schedule,genuinely_no_quantitative_value,,national_insufficient_structure
BRMCLEAN-a2f844f28607d902648c5973,normalized_record,BRMQNORM-20260803-20a1f99be5fdf7418190bc9c,BRMQNORM-20260803-20a1f99be5fdf7418190bc9c,,BRMSPAN-20260802-e2b657413b924f9ee4c3465d,BRMGRS-20260802-8d12c9dc81b3367bf521873a,Kewaskum,WI,Midwest,arbitration_award,cba_arbitration_factfinding_hint,quant_other_compensation_value,quantitative_compensation,local_context_only,local_context_candidate,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token""]",police_direct,high,"[""source_title_anchor:police_direct""]",[],478f74259d859ae8902e2631fbb0b004e74faf8ae8abf567574fed1c55cbbb9f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-20a1f99be5fdf7418190bc9c,1127b0591622c6e9cc57c2486ddcb6ce900929a69566bb9f9128f4e7dc4c0623,unresolved_or_defer,"[""clear_safety_side"",""explicit_period_available"",""needs_manual_review""]",repair_or_defer_remaining,routed_to_repair_needed,repair_or_defer,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",low,"[""no_explicit_normalizable_value_token""]",1989,explicit_period_rescued,weekly,other,genuinely_no_quantitative_value,,national_insufficient_structure
BRMCLEAN-ae67383cf503ed5f22272812,normalized_record,BRMQNORM-20260803-220be6152d68426e3d49ade0,BRMQNORM-20260803-220be6152d68426e3d49ade0,,BRMSPAN-20260802-58b59a9138dc4eed7bc4b64c,BRMGRS-20260802-1f24a82b95062a9c6be47db5,Ohio,OH,Midwest,factfinding_report,cba_arbitration_factfinding_hint,quant_other_compensation_value,quantitative_compensation,quantitative_direct_text_claim_ready,manual_review_candidate,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token""]",police_direct,high,"[""source_title_anchor:police_direct""]",[],d12c2aedcfa5ab2e5acbac9f8baee7524b252df722e62219450cefc97d7f0b8a,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-220be6152d68426e3d49ade0,b395133a3352de0fa70e8702a92a3b0139d6cdc07e8d30d155a2071dac06dff3,unresolved_or_defer,"[""clear_safety_side"",""explicit_period_available"",""needs_manual_review""]",repair_or_defer_remaining,routed_to_repair_needed,repair_or_defer,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",low,"[""no_explicit_normalizable_value_token""]",2024–2025,explicit_period_rescued,monthly,other,genuinely_no_quantitative_value,,national_insufficient_structure
BRMCLEAN-4b15ccdd834157f4cd5b78b1,normalized_record,BRMQNORM-20260803-28a2e7ea1e4fe7b73d356461,BRMQNORM-20260803-28a2e7ea1e4fe7b73d356461,,BRMSPAN-20260802-b36a5518f6084499611d2a0c,BRMGRS-20260802-5b67a098e220639121f8625d,Franklin,WI,Midwest,wage_schedule,cba_arbitration_factfinding_hint,quant_salary_schedule_table,quantitative_compensation,quantitative_needs_normalization,manual_review_candidate,needs_value_review,not_applicable_record_unit,"[""no_explicit_normalizable_value_token"",""no_cross_basis_conversion_performed""]",police_direct,high,"[""source_title_anchor:police_direct""]",[],5631c7ecb7ac23af6446c3cca7398064e8a2801c939d0e972784f9556285a9e8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-28a2e7ea1e4fe7b73d356461,d79e180b75c2885ac0ca4f348ba10cbbd6f5c6d45031f70283b0238eb7508dd4,unresolved_or_defer,"[""annual_salary_basis"",""clear_safety_side"",""explicit_period_available"",""needs_manual_review""]",repair_or_defer_remaining,routed_to_repair_needed,repair_or_defer,"bounded local documentary use only; no final wage-gap, national, prevalence, or causal claim",low,"[""no_cross_basis_conversion_performed"",""no_explicit_normalizable_value_token""]",1983,explicit_period_rescued,annual_salary,salary_schedule,genuinely_no_quantitative_value,,national_insufficient_structure
