lane_id,scout_target_id,scheduled_offset_minutes,request_started_utc,request_finished_utc,elapsed_seconds,request_attempted,request_status,candidate_count,input_tokens,output_tokens,total_tokens,response_id_hash,backend,model,retry_count,secrets_redacted,raw_prompt_saved,raw_response_saved,error_type,error_detail_redacted
lane_2,TS4-2-c9096657aee2c128,8,2026-07-26T21:21:44Z,2026-07-26T21:22:10Z,25.956,yes,completed,0,26122,1152,27274,4907e06e31cd390e,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_2,TS4-2-2e6eaf46b4cc0a68,8,2026-07-26T21:22:10Z,2026-07-26T21:22:40Z,30.037,yes,completed,3,22001,2394,24395,9311c58a2c183caa,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_2,TS4-2-1003d13e0e282a86,8,2026-07-26T21:22:40Z,2026-07-26T21:22:53Z,13.077,yes,completed,0,18374,1043,19417,5d2ab62ce29b95ee,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_2,TS4-2-2f089fc4bb05b994,8,2026-07-26T21:22:53Z,2026-07-26T21:23:15Z,22.031,yes,completed,0,25309,1082,26391,9a555502f46f8741,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_2,TS4-2-9f1e31cd9514974f,8,2026-07-26T21:23:15Z,2026-07-26T21:23:43Z,27.911,yes,completed,2,29314,2332,31646,763985864058aae3,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_2,TS4-2-1ea3958be6eb01df,8,2026-07-26T21:23:43Z,2026-07-26T21:24:09Z,26.267,yes,completed,0,25211,1106,26317,2672b5542533177b,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_2,TS4-2-8a7bc986c079ef0f,8,2026-07-26T21:24:09Z,2026-07-26T21:24:32Z,22.33,yes,completed,3,17859,1898,19757,4ea068a81a109abf,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_2,TS4-2-3557b905468ad5c8,8,2026-07-26T21:24:32Z,2026-07-26T21:24:40Z,8.86,yes,completed,0,13412,503,13915,a352dca4f1e5b901,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_2,TS4-2-cb2fcd68106686b4,8,2026-07-26T21:24:40Z,2026-07-26T21:25:07Z,26.978,yes,completed,0,26294,1330,27624,176a23e3a1195947,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_2,TS4-2-a95f90834783d47c,8,2026-07-26T21:25:07Z,2026-07-26T21:25:24Z,16.637,yes,completed,0,17514,563,18077,d119c2f9b23828e7,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
