span_rating_id,source_rating_id,span_id,municipality,state,region,source_family,evidence_category,claim_readiness_bucket,downstream_use_bucket,final_side_relevance_rating,reconciliation_confidence,reconciliation_reason_codes,role_unit_anchor_category,period_cycle_anchor_category,primary_raw_period_anchor,pay_basis_hint,source_locator_lineage
BRMGRT-20260802-08cf2e6af4fda8e2024b5e61,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-0d9f6f8bab842a361f583775,Warren,MI,Midwest,cba,qual_non_base_compensation_mechanism,source_navigation_or_reference_only,exclude_or_write_off,not_applicable,original_rating_preserved,[],not_applicable,explicit_contract_period,1989-1992,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-7c5524d24cdd18d1833119de,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-2156ddc9ae33ee55937ca5be,Warren,MI,Midwest,cba,quant_allowance_or_reimbursement,source_navigation_or_reference_only,exclude_or_write_off,not_applicable,original_rating_preserved,[],not_applicable,explicit_contract_period,1989-1992,allowance,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-48fd6105807ce57fea6c09e2,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-3439a13f281b8605f98e22e2,Warren,MI,Midwest,cba,qual_non_base_compensation_mechanism,source_navigation_or_reference_only,exclude_or_write_off,not_applicable,original_rating_preserved,[],not_applicable,explicit_contract_period,1989-1992,allowance,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-f963db1886b10f97c99ce6fc,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-3498332bcec9c791acd5943e,Warren,MI,Midwest,cba,quant_longevity_or_service_pay,source_navigation_or_reference_only,exclude_or_write_off,not_applicable,original_rating_preserved,[],not_applicable,explicit_contract_period,1989-1992,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-5c46d7b69f6e48fcf62b7ba0,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-3f7b27530142af176cf49427,Warren,MI,Midwest,cba,qual_non_base_compensation_mechanism,source_navigation_or_reference_only,exclude_or_write_off,not_applicable,original_rating_preserved,[],not_applicable,explicit_contract_period,1989-1992,allowance,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-0c4471d66fd61a8d605e226f,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-6ea3b2b5959b4c5606fd2dc5,Warren,MI,Midwest,cba,qual_non_base_compensation_mechanism,source_navigation_or_reference_only,exclude_or_write_off,not_applicable,original_rating_preserved,[],not_applicable,explicit_contract_period,1989-1992,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-d45efa4fc99f4619857c586a,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-835ac87ccd7bdbcb0719ec8f,Warren,MI,Midwest,cba,quant_allowance_or_reimbursement,source_navigation_or_reference_only,exclude_or_write_off,not_applicable,original_rating_preserved,[],not_applicable,explicit_contract_period,1989-1992,allowance,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-e9c82cd99a09bfb32b600e10,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-9bd9f75b8eae5c28128a41ef,Warren,MI,Midwest,cba,quant_allowance_or_reimbursement,source_navigation_or_reference_only,exclude_or_write_off,not_applicable,original_rating_preserved,[],not_applicable,explicit_contract_period,1989-1992,allowance,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-e1968c00454647bbe4a0dc60,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-a548cbc6c8e415de3e8a30f9,Warren,MI,Midwest,cba,quant_overtime_or_holiday_rate,source_navigation_or_reference_only,exclude_or_write_off,not_applicable,original_rating_preserved,[],not_applicable,explicit_contract_period,1989-1992,allowance,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-bb16c41f3c7d34e7825cd1aa,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-af51ffe16f25bcf1e75f0630,Warren,MI,Midwest,cba,qual_non_base_compensation_mechanism,source_navigation_or_reference_only,exclude_or_write_off,not_applicable,original_rating_preserved,[],not_applicable,explicit_contract_period,1989-1992,allowance,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
