span_rating_id,source_rating_id,span_id,municipality,state,region,source_family,evidence_category,claim_readiness_bucket,downstream_use_bucket,final_side_relevance_rating,reconciliation_confidence,reconciliation_reason_codes,role_unit_anchor_category,period_cycle_anchor_category,primary_raw_period_anchor,pay_basis_hint,source_locator_lineage
BRMGRT-20260802-deb492e91200bbe0de411e20,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-1193dc85737a5a5283d8d5bf,Kinderhook,NY,Northeast,factfinding_report,quant_overtime_or_holiday_rate,quantitative_needs_normalization,manual_review_candidate,remains_unclear,low,"[""no_strong_or_multiple_moderate_side_anchor""]",unclear_role,missing_period_anchor,,overtime_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-1d4b9746c52aa9106a6ba4af,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-25571ff861769275c9e0ba2b,Kinderhook,NY,Northeast,factfinding_report,qual_non_base_compensation_mechanism,qualitative_mechanism_claim_ready,supporting_example_candidate,remains_unclear,low,"[""no_strong_or_multiple_moderate_side_anchor""]",unclear_role,missing_period_anchor,,overtime_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-16d2ecffb189abd1113fe4cc,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-45433a2a9fcc700e8c295edd,Kinderhook,NY,Northeast,factfinding_report,quant_longevity_or_service_pay,qualitative_mechanism_claim_ready,supporting_example_candidate,remains_unclear,low,"[""no_strong_or_multiple_moderate_side_anchor""]",unclear_role,missing_period_anchor,,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-943c318829029525965c3ef1,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-4e9ba4e190a8e92c4810e302,Kinderhook,NY,Northeast,factfinding_report,qual_non_base_compensation_mechanism,weak_or_not_supported,manual_review_candidate,remains_unclear,low,"[""no_strong_or_multiple_moderate_side_anchor""]",unclear_role,missing_period_anchor,,overtime_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-ab1c5556a78ae4d7bd7ca450,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-504ab1304dee97998fbd0268,Kinderhook,NY,Northeast,factfinding_report,quant_base_wage_direct_value,quantitative_direct_text_claim_ready,core_finding_candidate,remains_unclear,low,"[""no_strong_or_multiple_moderate_side_anchor""]",unclear_role,explicit_calendar_year,2021,hourly,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-d3ca6f841e5431ca5a2add7e,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-5f591893c1a38d3a4620a9fa,Kinderhook,NY,Northeast,factfinding_report,qual_non_base_compensation_mechanism,qualitative_mechanism_claim_ready,supporting_example_candidate,remains_unclear,low,"[""no_strong_or_multiple_moderate_side_anchor""]",unclear_role,missing_period_anchor,,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-6c1c9c9100819e492859714d,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-64166f9aa98af1a99eaa830a,Kinderhook,NY,Northeast,factfinding_report,qual_collective_bargaining,weak_or_not_supported,manual_review_candidate,remains_unclear,low,"[""no_strong_or_multiple_moderate_side_anchor""]",unclear_role,missing_period_anchor,,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-f052df90dd07387a04802e7a,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-6c2263dd18da1a66bc1487c3,Kinderhook,NY,Northeast,factfinding_report,quant_overtime_or_holiday_rate,qualitative_mechanism_claim_ready,supporting_example_candidate,remains_unclear,low,"[""no_strong_or_multiple_moderate_side_anchor""]",unclear_role,missing_period_anchor,,overtime_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-5224d65307ba603571e1f64f,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-7c0aeca8c13c573eba2b3381,Kinderhook,NY,Northeast,factfinding_report,quant_base_wage_direct_value,quantitative_direct_text_claim_ready,core_finding_candidate,remains_unclear,low,"[""no_strong_or_multiple_moderate_side_anchor""]",unclear_role,explicit_effective_date,"January 1, 2021",hourly,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-b2ce227866bc80dd11810476,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-81112a8187c13c535a5e4b26,Kinderhook,NY,Northeast,factfinding_report,quant_other_compensation_value,weak_or_not_supported,manual_review_candidate,remains_unclear,low,"[""no_strong_or_multiple_moderate_side_anchor""]",unclear_role,explicit_calendar_year,2019,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
