scout_candidate_id,scout_target_id,lane_id,shard_id,worker_id,state,region,municipality,county,unit_type_hint,occupation_group_hint,possible_bargaining_unit,possible_cycle_or_year,source_title,source_locator_or_url,source_domain,normalized_locator,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,sanitized_snippet,search_query_family,broad_geographic_target_reason,source_family_diversification_reason,matched_safety_non_safety_opportunity_flag,duplicate_locator_flag,prior_seen_locator_flag,candidate_quality_tier,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
B4X2500LIVE-20260729-000001,B4X2500-20260729-07501,scout_lane_004,broad_4x2500_shard_004,worker_004,IA,Midwest,Ackley,Hardin County (19083; primary); Franklin County (19069),non_safety,non_safety,,unclear,"REGULAR MEETING MINUTES | February 12, 2025 (Resolution 25-08: Amending the Employee Handbook regarding Pay Schedule)",https://www.ackleyiowa.net/post/regular-meeting-minutes-february-12-2025,ackleyiowa.net,https://ackleyiowa.net/post/regular-meeting-minutes-february-12-2025,wage_schedule,meeting_minutes,high,non_safety_constraint_signal,May indicate municipal wage/pay schedule changes for ordinary (non-safety) employees via employee handbook pay schedule amendment.,salary_wage_schedule,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000002,B4X2500-20260729-07501,scout_lane_004,broad_4x2500_shard_004,worker_004,IA,Midwest,Ackley,Hardin County (19083; primary); Franklin County (19069),non_safety,non_safety,,unclear,"REGULAR MEETING MINUTES | July 8, 2026 (Resolution 26-33: Setting Wages for Carrie Stahl and Brent Kuper)",https://www.ackleyiowa.net/post/regular-meeting-minutes-july-8-2026,ackleyiowa.net,https://ackleyiowa.net/post/regular-meeting-minutes-july-8-2026,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,Direct evidence of municipal wage-setting action for non-safety employees (pay-setting resolution) even though underlying wage terms are not present here.,salary_wage_schedule,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000003,B4X2500-20260729-07503,scout_lane_004,broad_4x2500_shard_004,worker_004,IA,Midwest,Agency,Wapello County (19179; primary),non_safety,non_safety,,unclear,"City Council Minutes (includes resolutions setting part-time/full-time pay & benefits) — December 12, 2024",https://cityofagency.com/documents/302/Minutes_12-12-2024.pdf,cityofagency.com,https://cityofagency.com/documents/302/Minutes_12-12-2024.pdf,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,"City council actions setting employee pay/benefits can function as authoritative civilian wage-setting sources (non-safety), but this minutes file alone is not sufficient to extract binding wage terms.",civil_service_hr_pay,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000004,B4X2500-20260729-07504,scout_lane_004,broad_4x2500_shard_004,worker_004,IA,Midwest,Alden,Hardin County (19083; primary),non_safety,non_safety,,unclear,Dr. Grace O. Doane Alden Public Library Personnel Policy,https://www.alden.lib.ia.us/application/files/3316/7882/3781/2023_Personnel_Policy.pdf,alden.lib.ia.us,https://alden.lib.ia.us/application/files/3316/7882/3781/2023_Personnel_Policy.pdf,wage_schedule,ordinance_or_policy,high,non_safety_constraint_signal,"May indicate how non-safety civilian employee salary increases are handled (policy-level mechanism), but it does not provide a wage schedule or contract term.",compensation_classification_study,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000005,B4X2500-20260729-07505,scout_lane_004,broad_4x2500_shard_004,worker_004,IA,Midwest,Allison,Butler County (19023; primary),unknown,unknown,,unclear,"Agendas and Minutes | City of Allison, IA (landing page with agenda/minutes files)",https://www.cityofallisonia.gov/agendas-and-minutes,cityofallisonia.gov,https://cityofallisonia.gov/agendas-and-minutes,agenda_packet_or_minutes,index_page,high,,City council agenda/minutes attachments are a common place where municipal labor pay policies/resolutions are posted.,personnel_policy,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000006,B4X2500-20260729-07505,scout_lane_004,broad_4x2500_shard_004,worker_004,IA,Midwest,Allison,Butler County (19023; primary),non_safety,non_safety,,unclear,"Code of Ordinances (PDF) — City of Allison, IA (contains compensation provisions, but not confirmed as employee wage schedule)",https://www.cityofallisonia.gov/sites/default/files/uploads/codeofordinances.pdf,cityofallisonia.gov,https://cityofallisonia.gov/sites/default/files/uploads/codeofordinances.pdf,wage_schedule,context_only,high,,"If Allison has no posted CBA/CBA-lite wage plan elsewhere, some employee compensation might be adopted by ordinance.",personnel_policy,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000007,B4X2500-20260729-07515,scout_lane_004,broad_4x2500_shard_004,worker_004,IA,Midwest,Buffalo,Scott County (19163; primary),non_safety,non_safety,,unclear,RESOLUTION 2025-20 — A Resolution for wage increases for Part Time Seasonal Mowers,https://www.buffaloiowa.org/data/files/2025-20ptmoverwageincrease-notpassed.pdf,buffaloiowa.org,https://buffaloiowa.org/data/files/2025-20ptmoverwageincrease-notpassed.pdf,other_local_government_pay_policy,ordinance_or_policy,medium,,Directly addresses municipal wage increases for a non-sworn municipal employee group (part-time seasonal mowing).,civil_service_hr_pay,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000008,B4X2500-20260729-07515,scout_lane_004,broad_4x2500_shard_004,worker_004,IA,Midwest,Buffalo,Scott County (19163; primary),police,police,,unclear,CITY CODE (Buffalo Iowa) — §2.1-4.05 COMPENSATION (police chief and police officers compensation via council resolution; police chief allowed to belong to police union; benefits per union contract),https://buffaloiowa.org/data/files/completecode.pdf,buffaloiowa.org,https://buffaloiowa.org/data/files/completecode.pdf,other_local_government_pay_policy,ordinance_or_policy,medium,,Indicates police compensation/benefits are governed by union contract and council resolutions—useful lead for where to locate binding police labor terms.,civil_service_hr_pay,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000009,B4X2500-20260729-07515,scout_lane_004,broad_4x2500_shard_004,worker_004,IA,Midwest,Buffalo,Scott County (19163; primary),police,police,,unclear,"Employee Relations Committee Meeting — January 19, 2023 (agenda notes include discussion of police officers’ job duties and union approval/attorney for certain employment arrangements)",https://www.buffaloiowa.org/data/files/2023-01-19employeerelations_1703102702.pdf,buffaloiowa.org,https://buffaloiowa.org/data/files/2023-01-19employeerelations_1703102702.pdf,mou_or_memorandum,context_only,high,,Potential lead that union approval/MOU work occurred; may point to additional labor documents referenced by the committee.,civil_service_hr_pay,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000010,B4X2500-20260729-07515,scout_lane_004,broad_4x2500_shard_004,worker_004,IA,Midwest,Buffalo,Scott County (19163; primary),fire,fire,,unclear,Buffalo Volunteer Fire Department — Fire Department Bi-Laws (2024 Annual Report; documents linked from City of Buffalo fire department page),https://www.buffaloiowa.org/fire-department,buffaloiowa.org,https://buffaloiowa.org/fire-department,unknown_or_needs_review,context_only,low,,Establishes the fire-department organization and where fire-related documents might be posted; not yet a qualifying labor source.,civil_service_hr_pay,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000011,B4X2500-20260729-07516,scout_lane_004,broad_4x2500_shard_004,worker_004,IA,Midwest,Calmar,Winneshiek County (19191; primary),unclear,unclear,,unclear,"Council Agenda (Calmar City Council) — July 6, 2026",https://calmaria.com/wp-content/uploads/2026/07/Agenda-July-6-2026.pdf,calmaria.com,https://calmaria.com/wp-content/uploads/2026/07/Agenda-July-6-2026.pdf,agenda_packet_or_minutes,agenda_cover_sheet,high,strike_or_no_strike_constraint,Contains City Council agenda item(s) that may reference police/fire department topics; could lead to attached wage-pay policy/materials elsewhere in the council packet.,compensation_classification_study,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000012,B4X2500-20260729-07516,scout_lane_004,broad_4x2500_shard_004,worker_004,IA,Midwest,Calmar,Winneshiek County (19191; primary),unclear,unclear,,unclear,"Council Minutes — July 6, 2026",https://calmaria.com/wp-content/uploads/2026/07/Council-Minutes-July-6-2026.pdf,calmaria.com,https://calmaria.com/wp-content/uploads/2026/07/Council-Minutes-July-6-2026.pdf,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,Council minutes may contain or point to wage/payment policy attachments or references to labor compensation decisions.,compensation_classification_study,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000013,B4X2500-20260729-07518,scout_lane_004,broad_4x2500_shard_004,worker_004,IA,Midwest,Collins,Story County (19169; primary),non_safety,non_safety,,unclear,CITY OF COLLINS 2024 WAGE REPORT (embedded in newspaper legal notice / council-related publication),https://iaarchives.newzgroup.com/IALegals/2025/44255-2025-02-06_1003.pdf,iaarchives.newzgroup.com,https://iaarchives.newzgroup.com/IALegals/2025/44255-2025-02-06_1003.pdf,unknown_or_needs_review,context_only,low,,May provide payroll/wage amounts for municipal employees; could be used as a weak/limited wage-setting context source if binding labor terms are not required.,agenda_minutes_attachment,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500LIVE-20260729-000014,B4X2500-20260729-07518,scout_lane_004,broad_4x2500_shard_004,worker_004,IA,Midwest,Collins,Story County (19169; primary),non_safety,non_safety,,unclear,"COLLINS CITY COUNCIL REGULAR MEETING MINUTES (May 11, 2023)",https://cityofcollins.municipalimpact.com/documents/200/May_11th_-_Regular_Meeting.pdf,cityofcollins.municipalimpact.com,https://cityofcollins.municipalimpact.com/documents/200/May_11th_-_Regular_Meeting.pdf,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,"Could contain motions/resolutions related to employee pay or wage increases, but retrieved text does not confirm an attached binding wage plan or agreement.",agenda_minutes_attachment,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
