mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-a1f164ceedf82d1f285189f6,ROOTCOMP-452586b9027c5023ae68affd,DeWitt charter,MI,undated-source-B4X2500LIVE-20260729-000398,compensation_outcome,lump_sum,police,implemented,high
MECHEXP-a00388195197be02b7b64268,ROOTCOMP-f6c5b1f38d66614cb979f5ea,Milaca,MN,undated-source-B4X2500LIVE-20260729-003054,compensation_outcome,lump_sum,police,implemented,high
MECHEXP-6ba6dbd71b14d9a1cf250cb8,ROOTCOMP-9f5de1e51facf7c06808270b,Midway,NC,2025,compensation_outcome,lump_sum,remains_unclear,implemented,high
MECHEXP-39441bb7176dd0eb2142fc73,ROOTCOMP-8674b513dd9b66ef5183813d,Monmouth Beach,NJ,2026,compensation_outcome,lump_sum,remains_unclear,implemented,high
MECHEXP-6aaa559b6856e5c4a30bf118,ROOTCOMP-cb056d020a3319fd77927354,Camillus,NY,undated-source-B4X2500LIVE-20260729-008907,compensation_outcome,lump_sum,police,implemented,high
MECHEXP-76e9720fcfd7f7058652aafd,ROOTCOMP-6533d469dedb49e66474e19c,Chester,NY,2025,compensation_outcome,lump_sum,remains_unclear,implemented,high
MECHEXP-db3ac3dcf54b7288fd84a46d,ROOTCOMP-ad99cb9525879511ac3871dc,Menands,NY,2025,compensation_outcome,lump_sum,police,implemented,high
MECHEXP-2514ea06c523106da4d29bf5,ROOTCOMP-a823ae70ee4ca712be5c4296,Brimfield,OH,2022,compensation_outcome,lump_sum,police,implemented,high
MECHEXP-f39c0595484c3140b30f28b8,ROOTCOMP-4220abd0b7385fdcd5999180,Butler,OH,2017,compensation_outcome,lump_sum,police,implemented,high
MECHEXP-4069d1580dab85489a15f925,ROOTCOMP-ed85cad17f54faee8e1beab1,Butler,OH,2018,compensation_outcome,lump_sum,remains_unclear,implemented,high
MECHEXP-756192861174b17fd3165887,ROOTCOMP-4175b19a5d0189229fe93ab2,Champion,OH,2020,compensation_outcome,lump_sum,police,implemented,high
MECHEXP-dad6c046f53566eabf375520,ROOTCOMP-67901a4769cc496a778acb60,Copley,OH,2020,compensation_outcome,lump_sum,police,formally_adopted,high
MECHEXP-22f2a6a6c647d031c4242d15,ROOTCOMP-1f99df04e1f36cdb18b4843c,Coventry,OH,2020,compensation_outcome,lump_sum,fire,implemented,high
MECHEXP-cf0a0b36cf6a82b92633c405,ROOTCOMP-1a4f4ba6d75a4c8a16c38678,Harrison,OH,2021,compensation_outcome,lump_sum,police,implemented,high
MECHEXP-b58ce588195e6eb3dcd09424,ROOTCOMP-8e37ddca1d8411133ba48577,Oakwood,OH,2019,compensation_outcome,lump_sum,police,implemented,high
MECHEXP-4ef2d1614a9f0b7951178c23,ROOTCOMP-4523d76deae21b953eebd85a,Russell,OH,2019,compensation_outcome,lump_sum,police,implemented,high
MECHEXP-b045ceaa25d40030ad4f2cd9,ROOTCOMP-0040ba014d5938c90d7d2dec,Russell,OH,2020,compensation_outcome,lump_sum,police,implemented,high
MECHEXP-4d0e3d9515a1aa77bc5973ca,ROOTCOMP-59664aa4f94b5bdcb4e32079,Wooster,OH,2021,compensation_outcome,lump_sum,fire,implemented,high
