mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-25756ef0f05671142aebd86f,ROOTCOMP-d6fefb719f3dacf660eaa5e1,Chignik,AK,undated-source-B4X2500LIVE-20260729-009821,institutional_channel,ordinance_council_adoption,remains_unclear,formally_adopted,high
MECHEXP-5b07257bb2b86260ad522462,ROOTCOMP-1270a740fa570d096bb60983,Chuathbaluk,AK,undated-source-B4X2500LIVE-20260729-004780,institutional_channel,ordinance_council_adoption,remains_unclear,implemented,high
MECHEXP-8933896c04c74c3f3dc51745,ROOTCOMP-31925e7a7b94d67d6bba46c3,Chuathbaluk,AK,undated-source-B4X2500LIVE-20260729-004780,institutional_channel,ordinance_council_adoption,side_independent,formally_adopted,high
MECHEXP-3e03d84769d5de7929ce5a69,ROOTCOMP-af3c5cdfd4b057b50f87727e,Graysville,AL,2016,institutional_channel,ordinance_council_adoption,remains_unclear,implemented,high
MECHEXP-52f7441fea9485127c276616,ROOTCOMP-8579bd70344616ba47d5c4e0,Stevenson,AL,undated-source-B4X2500LIVE-20260729-009226,institutional_channel,ordinance_council_adoption,side_independent,formally_adopted,high
MECHEXP-214bcb02ee688ce813f53c47,ROOTCOMP-cd2dd58ddfb43b62d0ba45f8,Valley Grande,AL,2020,institutional_channel,ordinance_council_adoption,remains_unclear,implemented,high
MECHEXP-20b294b379c78a1fb6eb80c3,ROOTCOMP-6aaf42989f0e08cfa5317f84,Cammack Village,AR,2024,institutional_channel,ordinance_council_adoption,police,implemented,high
MECHEXP-df66b671a20b8fcf9dc58560,ROOTCOMP-1262eb380252cc321a5399ba,Hazen,AR,undated-source-B4X2500LIVE-20260729-006727,institutional_channel,ordinance_council_adoption,police,implemented,high
MECHEXP-8d81176dfd7fcac8c9390ac8,ROOTCOMP-4d65163d3dc538fb2d9ad50b,Blue Lake,CA,2024,institutional_channel,ordinance_council_adoption,side_independent,formally_adopted,high
MECHEXP-4dea1dd06e9af3a304878670,ROOTCOMP-f7c869e33ce2212cae287fd7,Carmel-by-the-Sea,CA,2024,institutional_channel,ordinance_council_adoption,non_safety,implemented,high
MECHEXP-b1fc7d9ac7900d4539d7120a,ROOTCOMP-678cf9754dfe5e6ea83f8690,Colma,CA,2018,institutional_channel,ordinance_council_adoption,remains_unclear,formally_adopted,high
MECHEXP-65f7615941eefc61de0d7c72,ROOTCOMP-e22b462eca61c379b3e99691,Etna,CA,2023,institutional_channel,ordinance_council_adoption,remains_unclear,formally_adopted,high
MECHEXP-0fa4ad3dfddca9256051376d,ROOTCOMP-647f648f8ecd72a7f93fa921,Holtville,CA,2023,institutional_channel,ordinance_council_adoption,fire,implemented,high
MECHEXP-931bb050955a54c3d4231f41,ROOTCOMP-7f8ec2282377369884fe4d5d,Lakeport,CA,2021,institutional_channel,ordinance_council_adoption,remains_unclear,implemented,high
MECHEXP-8a3737112f62144e967f4c95,ROOTCOMP-8eaf51f5ac368f0f83e35473,Tulelake,CA,2021,institutional_channel,ordinance_council_adoption,remains_unclear,formally_adopted,high
