mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-eeee5738e339a2aa841c1af6,ROOTCOMP-d6fefb719f3dacf660eaa5e1,Chignik,AK,undated-source-B4X2500LIVE-20260729-009821,compensation_outcome,retroactive_pay,remains_unclear,formally_adopted,high
MECHEXP-11bc678fccdfd3c029869852,ROOTCOMP-66773447e6a05796c9613a66,Chuathbaluk,AK,undated-source-B4X2500LIVE-20260729-004780,compensation_outcome,retroactive_pay,remains_unclear,implemented,high
MECHEXP-2e4c409a1d96343f52e92733,ROOTCOMP-204b446134bf9cb11c02cc43,Egegik,AK,undated-source-B4X2500LIVE-20260729-009822,compensation_outcome,retroactive_pay,remains_unclear,implemented,high
MECHEXP-f88ce147bb41a86371dbcf4f,ROOTCOMP-1f2c469433c46c526f950716,Port Lions,AK,undated-source-B4X2500LIVE-20260729-002309,compensation_outcome,retroactive_pay,safety_combined,implemented,high
MECHEXP-0f2c91edacbb72c5796109e0,ROOTCOMP-df127a7827589ca659be5a16,Togiak,AK,undated-source-CBSRD-20260728-6dbe81366092e535caca,compensation_outcome,retroactive_pay,remains_unclear,formally_adopted,low
MECHEXP-b936fe0edcfa2a8e68b8a88c,ROOTCOMP-a50b90b39d2fad8b60c7012a,Whale Pass,AK,undated-source-B4X2500LIVE-20260729-002312,compensation_outcome,retroactive_pay,remains_unclear,implemented,high
MECHEXP-15b9aa79d012802f03bb9d4e,ROOTCOMP-619853891ac75c5d60ca57d7,Ashland,AL,2017,compensation_outcome,retroactive_pay,remains_unclear,implemented,high
MECHEXP-5ac83264c596e7b931751ab7,ROOTCOMP-4bf8e0842357958edb258979,Brundidge,AL,2025,compensation_outcome,retroactive_pay,remains_unclear,implemented,high
MECHEXP-7e647fb3cdb2d264d456736a,ROOTCOMP-af3c5cdfd4b057b50f87727e,Graysville,AL,2016,compensation_outcome,retroactive_pay,remains_unclear,implemented,high
MECHEXP-a790424f19c9340b8f4c6151,ROOTCOMP-72235c06cc403d6cea3b6108,Loachapoka,AL,2022,compensation_outcome,retroactive_pay,remains_unclear,implemented,high
MECHEXP-a690b4d643341a9bc71055f1,ROOTCOMP-cd2dd58ddfb43b62d0ba45f8,Valley Grande,AL,2020,compensation_outcome,retroactive_pay,remains_unclear,implemented,high
MECHEXP-69725b44ac3177e0fa642352,ROOTCOMP-ad06d93710f6ad3ce533ac78,Cammack Village,AR,2023,compensation_outcome,retroactive_pay,police,implemented,high
