mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-6507d9dd2c3e7c8bbb0871eb,ROOTCOMP-31925e7a7b94d67d6bba46c3,Chuathbaluk,AK,undated-source-B4X2500LIVE-20260729-004780,pressure_channel,fiscal_constraint,side_independent,formally_adopted,high
MECHEXP-518cc8bdcc6e37a9642f1d92,ROOTCOMP-8579bd70344616ba47d5c4e0,Stevenson,AL,undated-source-B4X2500LIVE-20260729-009226,pressure_channel,fiscal_constraint,side_independent,formally_adopted,high
MECHEXP-7d26bd61187d0f6fceeaacf7,ROOTCOMP-c3de95e9cf6bf33e7194be44,Hot Springs,AR,2024,pressure_channel,fiscal_constraint,non_safety,formally_adopted,high
MECHEXP-c87c800c59eeb1bea92f1618,ROOTCOMP-4d65163d3dc538fb2d9ad50b,Blue Lake,CA,2024,pressure_channel,fiscal_constraint,side_independent,formally_adopted,high
MECHEXP-53c9b554ff74b35deb212211,ROOTCOMP-e22b462eca61c379b3e99691,Etna,CA,2023,pressure_channel,fiscal_constraint,remains_unclear,formally_adopted,high
MECHEXP-de56cbf2699f98a7a466280f,ROOTCOMP-b830aedef8c79c31366acb76,Westmorland,CA,2024,pressure_channel,fiscal_constraint,remains_unclear,implemented,high
MECHEXP-b40847b2b87aed047a1cd3e2,ROOTCOMP-b25514e3897f9c276b0c773f,Westmorland,CA,2025,pressure_channel,fiscal_constraint,non_safety,implemented,high
MECHEXP-66835c9b4a587f901d117e59,ROOTCOMP-ca75d89b46c0ed5311f995c7,Castle Pines,CO,2024,pressure_channel,fiscal_constraint,remains_unclear,implemented,high
MECHEXP-a754dda6968f16baed3318bf,ROOTCOMP-8ef3ae30ad55d64d224da752,Dinosaur,CO,undated-source-B4X2500LIVE-20260729-004829,pressure_channel,fiscal_constraint,side_independent,formally_adopted,high
MECHEXP-d540f93cde3f01fc6eae26c2,ROOTCOMP-c4b877346b185afa15a6d840,Sewall's Point,FL,2021,pressure_channel,fiscal_constraint,remains_unclear,implemented,high
MECHEXP-8bcc07fd0ec13229280b83da,ROOTCOMP-1b29dfdf09ff5987a773febc,Buckhead,GA,undated-source-BRMGRS-20260802-7d838488546c50d5f639cdae,pressure_channel,fiscal_constraint,side_independent,implemented,high
MECHEXP-4962fc69b0c596823badc232,ROOTCOMP-cd22c641ecf31d838a35eb3e,Nicholson,GA,2025,pressure_channel,fiscal_constraint,side_independent,formally_adopted,high
MECHEXP-2847ca043283d8f29bf01266,ROOTCOMP-65a7972bd10f2f0549d0d8f1,Pinehurst,GA,2024,pressure_channel,fiscal_constraint,police,implemented,high
MECHEXP-2bc53090f40b6db73a9b097b,ROOTCOMP-5a236cbd11ea019c96d66187,Sandersville,GA,2025,pressure_channel,fiscal_constraint,police,implemented,high
MECHEXP-6166d7fa709952f911113794,ROOTCOMP-9d515c323c0a76ea278ad914,Social Circle,GA,2022,pressure_channel,fiscal_constraint,remains_unclear,formally_adopted,high
MECHEXP-dbd8f01a6eac1233bbcdff3e,ROOTCOMP-13e2873358b960601503bc17,Statham,GA,2022,pressure_channel,fiscal_constraint,side_independent,formally_adopted,high
MECHEXP-85a740eb17baa1ac0f69812f,ROOTCOMP-b9b7a2f20266b93987d1355b,Andrew,IA,undated-source-BRMGRS-20260802-b9e543c91933b26b74a8f15d,pressure_channel,fiscal_constraint,side_independent,implemented,high
MECHEXP-3a028dfe84b88251781d8f89,ROOTCOMP-ffb9af7ddbb8361ca4a58b1a,Calamus,IA,2024,pressure_channel,fiscal_constraint,non_safety,implemented,high
MECHEXP-41b13561b8ed0d2e6a2bb03f,ROOTCOMP-8a61462ed69c965f853fbfce,Calamus,IA,2024,pressure_channel,fiscal_constraint,side_independent,implemented,high
