mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-3d018428e3310a5c7bf5b57b,ROOTCOMP-a971f405851350cd8cd686ce,Buellton,CA,2026,compensation_outcome,classification_band_change,remains_unclear,implemented,high
MECHEXP-07e30946fc124ef631287be0,ROOTCOMP-f7c869e33ce2212cae287fd7,Carmel-by-the-Sea,CA,2024,compensation_outcome,classification_band_change,non_safety,implemented,high
MECHEXP-5b84595a84260f77ed269e5f,ROOTCOMP-edd7bc214a65116ea0521b22,Salisbury,CT,undated-source-B4X2500LIVE-20260729-005991,compensation_outcome,classification_band_change,remains_unclear,formally_adopted,high
MECHEXP-e204b0658556105809899f6d,ROOTCOMP-8528555589d8717250bad3c0,Geneva,IL,undated-source-BRMGRS-20260802-f01236b700542891a1aba100,compensation_outcome,classification_band_change,side_independent,implemented,high
MECHEXP-e1e81ccb9a101d6bbe82da2f,ROOTCOMP-11b00e149bbe06c8729dd152,Augusta,KS,2024,compensation_outcome,classification_band_change,side_independent,formally_adopted,high
MECHEXP-9c72713a0e75a1da88f2e3dd,ROOTCOMP-f20af5fdc5f9100192cd1712,Valley Falls,KS,2022,compensation_outcome,classification_band_change,police,implemented,high
MECHEXP-a17991ecc4ec181a5e13adb9,ROOTCOMP-73077f1c42a8d553afdad9b8,Bromley,KY,undated-source-B4X2500LIVE-20260729-006859,compensation_outcome,classification_band_change,remains_unclear,formally_adopted,high
MECHEXP-eb14dfd0b89254c282d52fdd,ROOTCOMP-f8994669062af3d4fce013d7,Calvert City,KY,2022,compensation_outcome,classification_band_change,remains_unclear,formally_adopted,high
MECHEXP-e5c2d13cb6664dcc54723446,ROOTCOMP-e85bad0a553c4d96d69c4c5a,Louisa,KY,2023,compensation_outcome,classification_band_change,police,implemented,high
MECHEXP-050278d918d821fd3e17aa2a,ROOTCOMP-d08f97ce27302deec4b2527f,Louisa,KY,2024,compensation_outcome,classification_band_change,police,formally_adopted,high
