mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-2f2eafa1879a43f69757bb3a,ROOTCOMP-d6fefb719f3dacf660eaa5e1,Chignik,AK,undated-source-B4X2500LIVE-20260729-009821,pressure_channel,none_identified,remains_unclear,formally_adopted,high
MECHEXP-67856a733785676ffeda03b3,ROOTCOMP-1270a740fa570d096bb60983,Chuathbaluk,AK,undated-source-B4X2500LIVE-20260729-004780,pressure_channel,none_identified,remains_unclear,implemented,high
MECHEXP-65be90245a8a4e734a461957,ROOTCOMP-66773447e6a05796c9613a66,Chuathbaluk,AK,undated-source-B4X2500LIVE-20260729-004780,institutional_channel,none_identified,remains_unclear,implemented,high
MECHEXP-b3c7dbc711453c2cc24310f2,ROOTCOMP-e76ba8adc52be1515bc9c465,Cold Bay,AK,2015,institutional_channel,none_identified,remains_unclear,implemented,high
MECHEXP-e379ce5259210cc34d913048,ROOTCOMP-e76ba8adc52be1515bc9c465,Cold Bay,AK,2015,pressure_channel,none_identified,remains_unclear,implemented,high
MECHEXP-08e53eb23d95267e1ab78f47,ROOTCOMP-204b446134bf9cb11c02cc43,Egegik,AK,undated-source-B4X2500LIVE-20260729-009822,institutional_channel,none_identified,remains_unclear,implemented,high
MECHEXP-493d38f9abfcc1b88510fefd,ROOTCOMP-204b446134bf9cb11c02cc43,Egegik,AK,undated-source-B4X2500LIVE-20260729-009822,pressure_channel,none_identified,remains_unclear,implemented,high
MECHEXP-0841201f4bb923be59cd189a,ROOTCOMP-b54559e6c56aa7e4635de327,Newhalen,AK,2020,institutional_channel,none_identified,remains_unclear,implemented,high
MECHEXP-486ab9bac449d7e9ca05897b,ROOTCOMP-b54559e6c56aa7e4635de327,Newhalen,AK,2020,pressure_channel,none_identified,remains_unclear,implemented,high
MECHEXP-1fe1f42641cf076fd7cd4181,ROOTCOMP-6bf31b7372232ed035c12381,Port Lions,AK,undated-source-B4X2500LIVE-20260729-002309,institutional_channel,none_identified,safety_combined,implemented,high
MECHEXP-8f8606939c1250cb886d3f57,ROOTCOMP-6bf31b7372232ed035c12381,Port Lions,AK,undated-source-B4X2500LIVE-20260729-002309,pressure_channel,none_identified,safety_combined,implemented,high
MECHEXP-84efeb3b297285e925127d3e,ROOTCOMP-df127a7827589ca659be5a16,Togiak,AK,undated-source-CBSRD-20260728-6dbe81366092e535caca,institutional_channel,none_identified,remains_unclear,formally_adopted,low
MECHEXP-d3ce0c3625ed5b3a5b1269df,ROOTCOMP-df127a7827589ca659be5a16,Togiak,AK,undated-source-CBSRD-20260728-6dbe81366092e535caca,pressure_channel,none_identified,remains_unclear,formally_adopted,low
MECHEXP-65fd2b824f731c768ef80318,ROOTCOMP-a50b90b39d2fad8b60c7012a,Whale Pass,AK,undated-source-B4X2500LIVE-20260729-002312,institutional_channel,none_identified,remains_unclear,implemented,high
MECHEXP-846e904e9e4b7a8c8c0ac04a,ROOTCOMP-a50b90b39d2fad8b60c7012a,Whale Pass,AK,undated-source-B4X2500LIVE-20260729-002312,pressure_channel,none_identified,remains_unclear,implemented,high
MECHEXP-cd212c33e845ed196704ea96,ROOTCOMP-619853891ac75c5d60ca57d7,Ashland,AL,2017,institutional_channel,none_identified,remains_unclear,implemented,high
MECHEXP-3ae4d339d0ddf247a6adec24,ROOTCOMP-619853891ac75c5d60ca57d7,Ashland,AL,2017,pressure_channel,none_identified,remains_unclear,implemented,high
MECHEXP-1ca82045a0c45aa7aaadfa90,ROOTCOMP-4bf8e0842357958edb258979,Brundidge,AL,2025,institutional_channel,none_identified,remains_unclear,implemented,high
MECHEXP-8df093a88d817e99ff0a8b8d,ROOTCOMP-4bf8e0842357958edb258979,Brundidge,AL,2025,pressure_channel,none_identified,remains_unclear,implemented,high
MECHEXP-5589d272418ca291820f51a0,ROOTCOMP-af3c5cdfd4b057b50f87727e,Graysville,AL,2016,pressure_channel,none_identified,remains_unclear,implemented,high
MECHEXP-465ed02c0b5d41c0930872b2,ROOTCOMP-72235c06cc403d6cea3b6108,Loachapoka,AL,2022,institutional_channel,none_identified,remains_unclear,implemented,high
MECHEXP-f6864b6daf4e10db4ca69455,ROOTCOMP-72235c06cc403d6cea3b6108,Loachapoka,AL,2022,pressure_channel,none_identified,remains_unclear,implemented,high
MECHEXP-e8614c7bb7f8cefb7fabd3c4,ROOTCOMP-cd2dd58ddfb43b62d0ba45f8,Valley Grande,AL,2020,pressure_channel,none_identified,remains_unclear,implemented,high
MECHEXP-29676d60821df46fb5e613b5,ROOTCOMP-226c66c47fffae6c84293edf,Batesville,AR,undated-source-CBSRD-20260728-229e87b6cec1a609381b,institutional_channel,none_identified,remains_unclear,formally_adopted,low
MECHEXP-c7719ce5cc6a515f5532cbad,ROOTCOMP-226c66c47fffae6c84293edf,Batesville,AR,undated-source-CBSRD-20260728-229e87b6cec1a609381b,pressure_channel,none_identified,remains_unclear,formally_adopted,low
MECHEXP-dc2c11b3fbc6ecd903be3506,ROOTCOMP-ad06d93710f6ad3ce533ac78,Cammack Village,AR,2023,institutional_channel,none_identified,police,implemented,high
MECHEXP-82d056a2e9fb030f93c0df68,ROOTCOMP-ad06d93710f6ad3ce533ac78,Cammack Village,AR,2023,pressure_channel,none_identified,police,implemented,high
MECHEXP-703e985b0cad71e0fdf97f68,ROOTCOMP-6aaf42989f0e08cfa5317f84,Cammack Village,AR,2024,pressure_channel,none_identified,police,implemented,high
MECHEXP-374f0b60694b250f92129169,ROOTCOMP-87947013413c80c3384df066,Hazen,AR,2020,institutional_channel,none_identified,police,implemented,high
MECHEXP-55b04e16dc7e20050e59aa01,ROOTCOMP-87947013413c80c3384df066,Hazen,AR,2020,pressure_channel,none_identified,police,implemented,high
MECHEXP-1180334e59e1fd5eac64b2a3,ROOTCOMP-e9fb536041986c9ead2da26e,Hazen,AR,2023,institutional_channel,none_identified,police,implemented,high
MECHEXP-796b2aea7a3519f3a186a6bf,ROOTCOMP-e9fb536041986c9ead2da26e,Hazen,AR,2023,pressure_channel,none_identified,police,implemented,high
MECHEXP-791c1d9306a5b03b3ede53cc,ROOTCOMP-1262eb380252cc321a5399ba,Hazen,AR,undated-source-B4X2500LIVE-20260729-006727,pressure_channel,none_identified,police,implemented,high
MECHEXP-d6641be1fb50776c9e267817,ROOTCOMP-b486f061948be93581557e31,Big Bear Lake,CA,2015,institutional_channel,none_identified,non_safety,implemented,high
MECHEXP-5a11f265207115aa9640c9ec,ROOTCOMP-b486f061948be93581557e31,Big Bear Lake,CA,2015,pressure_channel,none_identified,non_safety,implemented,high
MECHEXP-7586c87d725688f07e753712,ROOTCOMP-77a009d60f6be726a9525f32,Big Bear Lake,CA,2023,institutional_channel,none_identified,non_safety,implemented,high
MECHEXP-c2d8492583303a5fea44bddf,ROOTCOMP-77a009d60f6be726a9525f32,Big Bear Lake,CA,2023,pressure_channel,none_identified,non_safety,implemented,high
MECHEXP-7fd72c706c5af9d55a4aefa0,ROOTCOMP-e3d4b443772a6b6e877e7084,Biggs,CA,2022,institutional_channel,none_identified,remains_unclear,implemented,high
