mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-e4d342a42caae7e5a06a6610,ROOTCOMP-6bf31b7372232ed035c12381,Port Lions,AK,undated-source-B4X2500LIVE-20260729-002309,compensation_outcome,stipend_or_premium,safety_combined,implemented,high
MECHEXP-9e76bfe776d4d39610d97c67,ROOTCOMP-eb04f6c40bb27e5e0d83f67b,Princeville,IL,2023,compensation_outcome,stipend_or_premium,remains_unclear,implemented,high
MECHEXP-bb047baa3cfca5b478714405,ROOTCOMP-fc14ff1cb66c9a0c650ba269,Silvis,IL,2022,compensation_outcome,stipend_or_premium,police,implemented,high
MECHEXP-ed199586fca3583f3c154903,ROOTCOMP-76d43b51b0ea445fad152baa,Stone Park,IL,2025,compensation_outcome,stipend_or_premium,police,implemented,high
MECHEXP-2cb386a18b0318c1a52f6973,ROOTCOMP-d8d0aa979cf02984c2158d56,Clear Lake,IN,2025,compensation_outcome,stipend_or_premium,police,implemented,high
MECHEXP-87638bfb8a2b545dd7b9ea43,ROOTCOMP-2a7646891f2103d8177933f9,Clear Lake,IN,2025,compensation_outcome,stipend_or_premium,side_independent,implemented,high
MECHEXP-023f308ae018d9e08e42c119,ROOTCOMP-2d56ff997e4a034f93c565ba,West Bridgewater,MA,2023,compensation_outcome,stipend_or_premium,remains_unclear,implemented,high
MECHEXP-b425312373b7bea3bc2e8976,ROOTCOMP-31694f25fac2d8bc4f28790f,Hiram,ME,2025,compensation_outcome,stipend_or_premium,fire,formally_adopted,high
MECHEXP-ef2e5556795ab9e703358813,ROOTCOMP-42047a1c16684b5887fdb91d,Newburgh,ME,undated-source-B4X2500LIVE-20260729-001134,compensation_outcome,stipend_or_premium,fire,implemented,high
MECHEXP-af9c7af2283444c2ae199617,ROOTCOMP-8719db112ee50faef640b0dc,Ogunquit,ME,undated-source-B4X2500LIVE-20260729-001139,compensation_outcome,stipend_or_premium,fire,implemented,high
MECHEXP-d6c3d3b85aa55186af447663,ROOTCOMP-dabd353c75429e3bb427b9d9,Buchanan,MI,undated-source-B4X2500LIVE-20260729-007881,compensation_outcome,stipend_or_premium,remains_unclear,implemented,high
MECHEXP-bba8a7273d1559c1588fad50,ROOTCOMP-4e269ddc51fe8f2b3c926313,Ingham,MI,2019,compensation_outcome,stipend_or_premium,side_independent,implemented,high
MECHEXP-aecaca47c1de0a49847cebc8,ROOTCOMP-e31986e0c9e45c70c172b499,Lathrup Village,MI,2021,compensation_outcome,stipend_or_premium,police,implemented,high
MECHEXP-d065b477179c7b4f74b59137,ROOTCOMP-73772bceef176b53c2693bac,Oakland charter,MI,2025,compensation_outcome,stipend_or_premium,fire,implemented,high
MECHEXP-3dd4cc36e0d4c9dc11f1694e,ROOTCOMP-6c179dd278d1595d56eac06e,Port Huron charter,MI,2026,compensation_outcome,stipend_or_premium,fire,implemented,high
