mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-54095958a96a9a422cbb2221,ROOTCOMP-6dfaaea9e5d43c9ff47901e9,Summit,IL,undated-source-BRMGRS-20260802-d71d7044f9d486ac0e6d4596,institutional_channel,collective_bargaining,remains_unclear,implemented,high
MECHEXP-47a685196fb45f6bd714abe4,ROOTCOMP-e5d9067e0ea7ac4b428cb432,Jackson,MO,undated-source-BRMGRS-20260802-03119db0283cd7d3a165c992,institutional_channel,collective_bargaining,remains_unclear,formally_adopted,high
MECHEXP-4e60831667e018cb5be1c5f1,ROOTCOMP-b96f91f59a357aa36fb4d2e6,Long Beach,NJ,2020,institutional_channel,collective_bargaining,remains_unclear,formally_adopted,high
MECHEXP-ba151ab0ce32a2d8761d816c,ROOTCOMP-fec73e68a97093b208046813,Bay,OH,2021,institutional_channel,collective_bargaining,police,implemented,high
MECHEXP-ec91b4e3b7396346804c8055,ROOTCOMP-28a759aa014548b8940d34b4,Chester,OH,2021,institutional_channel,collective_bargaining,fire,implemented,high
MECHEXP-83b5bf3c6af78edb10f80be1,ROOTCOMP-dd04f8f50962d7a14936b136,Franklin,OH,2023,institutional_channel,collective_bargaining,fire,implemented,high
MECHEXP-beadf3b9fb50bcb8dd4e1377,ROOTCOMP-1a4f4ba6d75a4c8a16c38678,Harrison,OH,2021,institutional_channel,collective_bargaining,police,implemented,high
MECHEXP-bd107acd1b71797caa88c374,ROOTCOMP-05e61dcfa96eb812d54e35c9,Liberty,OH,2016,institutional_channel,collective_bargaining,fire,implemented,high
MECHEXP-3cf90c1e0ede4e1dc2291fc8,ROOTCOMP-649b011b90dd70cf1dd78c64,Conewago,PA,2024,institutional_channel,collective_bargaining,police,implemented,high
MECHEXP-1f772c51b6e76199992608d0,ROOTCOMP-73e7e0b55b4edb52d83bc957,Oakland,PA,undated-source-BRMGRS-20260802-fe04b1c5c13ad900afa924e1,institutional_channel,collective_bargaining,remains_unclear,implemented,high
MECHEXP-0cd6858bc6cbadfcb16d3c93,ROOTCOMP-00a489f8441a0924faa47d05,Pulaski,PA,2025,institutional_channel,collective_bargaining,police,implemented,high
MECHEXP-0d2416cb333102be86f9d418,ROOTCOMP-3113710d5271e1ac944e5b72,Tunkhannock,PA,2026,institutional_channel,collective_bargaining,police,formally_adopted,high
MECHEXP-2b1e86c6c33d65111c794300,ROOTCOMP-c68ef057a544de1bfb99a273,Washington,PA,2014,institutional_channel,collective_bargaining,non_safety,formally_adopted,high
MECHEXP-c3f4a3204ee17a229b42f9d9,ROOTCOMP-3a7101cbf0ebfe143758b4b5,Washington,PA,undated-source-BRMGRS-20260802-26ea73a3a1fd6c0825c7d2ac,institutional_channel,collective_bargaining,police,formally_adopted,high
MECHEXP-8c653ed3dbae7fee3ab77adb,ROOTCOMP-a53920f15d57896fd9bb708a,Baraboo,WI,2017,institutional_channel,collective_bargaining,police,formally_adopted,high
MECHEXP-c9e021711082ae79a482c911,ROOTCOMP-5f4bcb791da8f15ca9edbcfa,Baraboo,WI,undated-source-BRMGRS-20260802-230ddf78865eceb7f82c368a,institutional_channel,collective_bargaining,police,formally_adopted,high
MECHEXP-98660b11dbfee7b8e9d13108,ROOTCOMP-16b2c65b6320a9a48ff4d50c,Jefferson,WI,2022,institutional_channel,collective_bargaining,police,implemented,high
