mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-76dc7c73949a5eb2efb74ff8,ROOTCOMP-66773447e6a05796c9613a66,Chuathbaluk,AK,undated-source-B4X2500LIVE-20260729-004780,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-be58e228c3ea413488ac2034,ROOTCOMP-204b446134bf9cb11c02cc43,Egegik,AK,undated-source-B4X2500LIVE-20260729-009822,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-88b29833ff3108b5e297d025,ROOTCOMP-87947013413c80c3384df066,Hazen,AR,2020,timing_implementation,one_time,police,implemented,high
MECHEXP-8b77ecebcf3d4700b4314bf9,ROOTCOMP-e9fb536041986c9ead2da26e,Hazen,AR,2023,timing_implementation,one_time,police,implemented,high
MECHEXP-69cf8781caa30c4a0dae227a,ROOTCOMP-c3de95e9cf6bf33e7194be44,Hot Springs,AR,2024,timing_implementation,one_time,non_safety,formally_adopted,high
MECHEXP-db2b7787854763e226e80704,ROOTCOMP-8ff9c66d61a76f749c424126,Sand City,CA,2024,timing_implementation,one_time,police,implemented,high
MECHEXP-01401ed173ff56f868790e7d,ROOTCOMP-98c342a92b0fe300043e5502,Wheatland,CA,2025,timing_implementation,one_time,non_safety,implemented,high
MECHEXP-ae697d61dc380f91dda936e0,ROOTCOMP-fbae2d51501ca53daf5e2466,Biscayne Park,FL,2020,timing_implementation,one_time,police,implemented,high
MECHEXP-8fafbf213eccda9e60dbbf42,ROOTCOMP-f3f8d34a85b46b7620a18921,Danielsville,GA,undated-source-B4X2500LIVE-20260729-006802,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-2bc72e5f8a08f5e7f2e9a8f8,ROOTCOMP-aa9e8a4f30cd1672bbe09b1b,Madison,GA,2024,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-a684bd01af613eb6cdf195dd,ROOTCOMP-dbcbdf8e2ab2274ab6ccdcbe,Barrington Hills,IL,2015,timing_implementation,one_time,police,implemented,high
MECHEXP-85c1d8c4e4271c753838d10a,ROOTCOMP-864f0514751180abf23ad3bb,Barrington Hills,IL,2021,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-4dfbfaf50049e5aed4877d8b,ROOTCOMP-ca49dbdce0bbec48ca22543a,Bedford Park,IL,2024,timing_implementation,one_time,non_safety,implemented,high
MECHEXP-af0030e73d48a0be21b6ce5b,ROOTCOMP-be71973eabc6e4c8e4b874a0,Benton,IL,2021,timing_implementation,one_time,fire,implemented,high
MECHEXP-e7771113c0ef21e874ba12d2,ROOTCOMP-8546d048b273f62c05543cbc,Benton,IL,2023,timing_implementation,one_time,fire,implemented,high
MECHEXP-3c8863df17efd4e0a138c178,ROOTCOMP-48a063dffef6a99995878084,Broadview,IL,2017,timing_implementation,one_time,police,implemented,high
MECHEXP-6a67973b6b2c2f5c7db81fba,ROOTCOMP-cae41083bf85b211e5b22514,Casey,IL,undated-source-B4X2500LIVE-20260729-005063,timing_implementation,one_time,police,implemented,high
MECHEXP-844e04bc77546750ef094907,ROOTCOMP-1cd10f34e63b5ff1b0afa8d3,Fulton,IL,2026,timing_implementation,one_time,police,implemented,high
MECHEXP-d423d11973d2676ba8cccd61,ROOTCOMP-3657c2ffa8a941ac07a21400,Geneseo,IL,2018,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-ab01508a00aa44b78e82e831,ROOTCOMP-e54948bef880fc51f06a5f23,Geneseo,IL,2024,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-86afa2f5290c8e470dee6ff1,ROOTCOMP-3553a37a1d0e8e7aae3967a4,Geneva,IL,2022,timing_implementation,one_time,side_independent,implemented,high
MECHEXP-eee74f2ce763d2514c63ff51,ROOTCOMP-3021b532b5372eba57a2259d,Geneva,IL,2023,timing_implementation,one_time,side_independent,implemented,high
MECHEXP-8507200a17d839392ad55f93,ROOTCOMP-1c4ef251aa26fa627df647f6,Gibson City,IL,2015,timing_implementation,one_time,police,implemented,high
MECHEXP-15587016650df8c7928d2d02,ROOTCOMP-e74e8d243c5990d7da35144f,Hampshire,IL,undated-source-B4X2500LIVE-20260729-007607,timing_implementation,one_time,police,implemented,high
MECHEXP-7c7cb8ad690944078c53042c,ROOTCOMP-b68e285753c0e788d8764025,Hampshire,IL,undated-source-B4X2500LIVE-20260729-007608,timing_implementation,one_time,police,implemented,high
MECHEXP-d8ae1de36008630405df85aa,ROOTCOMP-554de71cabd2242885f23f4e,Hampshire,IL,undated-source-BRMGRS-20260802-43a3c5453897f1e76c13cba4,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-221d52f59984c025c081f8c5,ROOTCOMP-eeb8e23174bb9a703862f29b,Harrisburg,IL,2025,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-339b451d21386ae06910499a,ROOTCOMP-ca36a8405f1ae11eccec7c60,Jerome,IL,2018,timing_implementation,one_time,police,implemented,high
MECHEXP-c454ad32a5b61090562c71fc,ROOTCOMP-79431abeda09132d466d023a,Kane,IL,2023,timing_implementation,one_time,side_independent,implemented,high
MECHEXP-2d88236729098b7b08a9f8ad,ROOTCOMP-167774ec12c6fe997cd67ee2,Lawrenceville,IL,2025,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-e3d5170ad7bff9240fa501be,ROOTCOMP-25f5bd8e89894e4d7b528db7,Mount Vernon,IL,2022,timing_implementation,one_time,police,implemented,high
MECHEXP-28766242a5203c554c3cd445,ROOTCOMP-bdf44b20e41b0329e87f9f49,Mount Vernon,IL,2022,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-fddc367066aee76e160db119,ROOTCOMP-a49130b787f82f5db35ff1e3,Olney,IL,2020,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-d01e6797742bfbb98b539d1d,ROOTCOMP-e815a025c4ea1fa34244b82c,Riverton,IL,2024,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-b4c3a88b969907d9de567ec5,ROOTCOMP-75c5857ad500d37df16b9aa4,Rockdale,IL,2025,timing_implementation,one_time,police,implemented,high
MECHEXP-1567cd1106ab28fecbf3c3d3,ROOTCOMP-462282bcfa51c765c57feb7e,Sherman,IL,2024,timing_implementation,one_time,police,implemented,high
MECHEXP-abd9affb523f72e820549f78,ROOTCOMP-601ca0c1d2f131137b9ddebe,Stone Park,IL,2025,timing_implementation,one_time,police,implemented,high
MECHEXP-b6598a81e006f200f9d5fc9f,ROOTCOMP-0e47469cc25349ec91f06077,Taylorville,IL,2020,timing_implementation,one_time,side_independent,implemented,high
MECHEXP-50d975f81c798547a39da3ac,ROOTCOMP-33188f846153ba7462a1e2a4,Thornton,IL,2023,timing_implementation,one_time,police,implemented,high
MECHEXP-1d74f554fb793eee7c981a88,ROOTCOMP-c2936a0ce6c701f28a830bec,Dale,IN,undated-source-B4X2500LIVE-20260729-002725,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-cf6a970af4ef59afc96eed64,ROOTCOMP-f69706728f9124461a913729,Ferdinand,IN,2026,timing_implementation,one_time,fire,implemented,high
MECHEXP-220c44b6c4cc0882c0c1cdb2,ROOTCOMP-e8de35d9976643c469778f4e,Knox,IN,2022,timing_implementation,one_time,police,implemented,high
MECHEXP-c5de2644c60cbaff6c7c7a9d,ROOTCOMP-f66d8fb67c24599df4877077,Montpelier,IN,2024,timing_implementation,one_time,police,implemented,high
MECHEXP-bd98c7f01bec120ebc6b5452,ROOTCOMP-11a49247f7d7e3dd9d5714fe,Ogden Dunes,IN,2019,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-79d181af12e94535b269e230,ROOTCOMP-bf317db7de3009b093deb308,Silver Lake,IN,2025,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-174847df5f10fcf2499e8758,ROOTCOMP-fd61ff5408044b4ac7e94331,Lawrence,KS,undated-source-BRMGRS-20260802-1db7c6ef807023529844a2eb,timing_implementation,one_time,side_independent,implemented,high
MECHEXP-1f296afe68236d6cedaa5cbe,ROOTCOMP-3cfc548bc9276a6c5490ca1f,Lawrence,KS,undated-source-BRMGRS-20260802-f5bd2ad9baa20fd66834d1f9,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-5ae0405b092b7ca744009c8d,ROOTCOMP-c1d9a794038d082afc2fa421,Oberlin,LA,2025,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-16e7d88e73f87ece9fa60a1b,ROOTCOMP-3648408020a08a437fa18fce,Rowe,MA,2020,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-ac0d6aa0fa30f54dcf0eba18,ROOTCOMP-0cfff3e21883dd338840e3f6,Warwick,MA,undated-source-B4X2500LIVE-20260729-006107,timing_implementation,one_time,remains_unclear,implemented,high
MECHEXP-2431f4aa3546da2821795037,ROOTCOMP-41248b9b54edf00765a42d9d,Bay,MI,2026,timing_implementation,one_time,fire,implemented,high
MECHEXP-d189b5801c0145f9889f2b4b,ROOTCOMP-42022e29e283ec382dd248bc,Brownstown charter,MI,undated-source-B4X2500LIVE-20260729-005363,timing_implementation,one_time,police,implemented,high
MECHEXP-424da1a495b132ca91d09a74,ROOTCOMP-3a05197640d21a9d8877d3a5,Cassopolis,MI,2016,timing_implementation,one_time,police,implemented,high
