mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-8494d483c90371ea3b7be9a5,ROOTCOMP-cf0bb51f5c464e07eebb9daa,Kewanee,IL,2019,pressure_channel,inflation_indexing,fire,implemented,high
MECHEXP-3f5078df5d8bee3d80e12a86,ROOTCOMP-88136d6fa3ba6e8f3a6f36fd,Kewanee,IL,2020,pressure_channel,inflation_indexing,fire,implemented,high
MECHEXP-241db6fa30f891b8c1b2c79c,ROOTCOMP-c66ec031d12da2c6392c920a,Kewanee,IL,2021,pressure_channel,inflation_indexing,fire,implemented,high
MECHEXP-f5956e4e50ae1172ec161686,ROOTCOMP-75c5857ad500d37df16b9aa4,Rockdale,IL,2025,pressure_channel,inflation_indexing,police,implemented,high
MECHEXP-66083e88f0b93c908da21b29,ROOTCOMP-eb9cded3e16bad8df8360735,Urbana,IL,2024,pressure_channel,inflation_indexing,police,implemented,high
MECHEXP-51a05dbfc8bb5ecc4f990132,ROOTCOMP-5af8518094504b6cd635a812,Winnebago,IL,undated-source-BRMGRS-20260802-f3d1ffb85508cb7b3ec3c913,pressure_channel,inflation_indexing,police,implemented,high
MECHEXP-5eee9ebe8203af97f1abfb83,ROOTCOMP-4ad344c1ba5c6727fd76323f,Ellsworth,MI,2022,pressure_channel,inflation_indexing,police,implemented,high
MECHEXP-55522b028dd8095a787df755,ROOTCOMP-20d2e29070809f5b0fdabe60,Gaines,MI,2024,pressure_channel,inflation_indexing,remains_unclear,implemented,high
MECHEXP-216f6ed5e219e14e5ee41bfc,ROOTCOMP-420acab51387b707f60d8f7b,Reading,MI,2024,pressure_channel,inflation_indexing,remains_unclear,formally_adopted,high
MECHEXP-c657e639ce4e6328af8a0bf2,ROOTCOMP-781aa90696d9fd715e6a1b0f,Washington,MI,2017,pressure_channel,inflation_indexing,fire,implemented,high
MECHEXP-26aadce257d77a0be19a3d66,ROOTCOMP-adedd4955ef54b0039767b40,Washington,MI,2018,pressure_channel,inflation_indexing,fire,implemented,high
MECHEXP-3bebe55875f6d383b772821e,ROOTCOMP-19897bb29d7a0ea5179aa4e4,Chatfield,MN,2025,pressure_channel,inflation_indexing,police,formally_adopted,high
MECHEXP-f3fb5e4f46bb5e9262e0c395,ROOTCOMP-cad9faf0b692491ae5e64b34,Chatfield,MN,2026,pressure_channel,inflation_indexing,police,formally_adopted,high
MECHEXP-913919ce43aa7d75ba96d305,ROOTCOMP-2ecbcfba8c0fac4d35ed5c8b,Mantorville,MN,2023,pressure_channel,inflation_indexing,remains_unclear,formally_adopted,high
MECHEXP-5e315973501deb74f4b5bfb4,ROOTCOMP-8b07f068e6dc420b311340d6,Knowlton,NJ,2023,pressure_channel,inflation_indexing,remains_unclear,implemented,high
MECHEXP-eb3b1b89d37df95108067073,ROOTCOMP-f49f3abf2aa4c8145e2c7779,Franklin,OH,2026,pressure_channel,inflation_indexing,remains_unclear,implemented,high
MECHEXP-9cbb993a781196b3c22daf2d,ROOTCOMP-376b457f9c53b213709ea5da,Lebanon,OH,2024,pressure_channel,inflation_indexing,police,implemented,high
MECHEXP-e3cf00f04f55f70090cd7f38,ROOTCOMP-b996f2c0937a1027b65c4a1e,Lebanon,OH,2025,pressure_channel,inflation_indexing,police,implemented,high
MECHEXP-761195d35533a5df6534e925,ROOTCOMP-7507de84fccea43e92396f0e,Marion,OH,2021,pressure_channel,inflation_indexing,police,implemented,high
MECHEXP-e105faeb98e571ea4d6e5607,ROOTCOMP-8c172a5ff5d37281333de0be,Oxford,OH,2022,pressure_channel,inflation_indexing,remains_unclear,implemented,high
MECHEXP-22da263c40e0c43365f00b0f,ROOTCOMP-556a16461016dd4418150747,Oxford,OH,2023,pressure_channel,inflation_indexing,remains_unclear,implemented,high
MECHEXP-abff0a4f42627f02ce57a05e,ROOTCOMP-4b6ba2ae7667f680bb180f54,Union,OH,2014,pressure_channel,inflation_indexing,remains_unclear,implemented,high
MECHEXP-6c51864eb920fd190b1772de,ROOTCOMP-0e0ed8c473d2ea48cf587215,Union,OH,2020,pressure_channel,inflation_indexing,police,implemented,high
MECHEXP-c076447668cf6733aacc8f15,ROOTCOMP-d1900f5ba143cd85a1966bd1,Saxonburg,PA,2019,pressure_channel,inflation_indexing,police,implemented,high
MECHEXP-2bc6c0f91e3800407c27dba2,ROOTCOMP-7cfd3f25ab32606bb774bbb3,West Nottingham,PA,undated-source-BRMGRS-20260802-3c6816e0777a275ebd4123b8,pressure_channel,inflation_indexing,remains_unclear,implemented,high
MECHEXP-2df573f4484d0e95241e7f24,ROOTCOMP-53b9c46ed3747da892623274,Union Gap,WA,2022,pressure_channel,inflation_indexing,police,formally_adopted,high
MECHEXP-82a89a775f002af6b08b90e7,ROOTCOMP-c2da7c11a2bd6cdce135c2e0,Glendale,WI,2025,pressure_channel,inflation_indexing,police,implemented,high
MECHEXP-383dc23156adba685245af55,ROOTCOMP-dc1517996c6f35c182a43476,Glendale,WI,undated-source-BRMGRS-20260802-846d27b2199bd28daa2a6cef,pressure_channel,inflation_indexing,police,formally_adopted,high
MECHEXP-3586e8a2ac656c7b0ed23e0d,ROOTCOMP-0f5c47984fee916127885580,Jefferson,WI,2022,pressure_channel,inflation_indexing,police,implemented,high
MECHEXP-f8e154341309f71c34392e13,ROOTCOMP-56b0714c63c7f6813c1a3669,Jefferson,WI,undated-source-BRMGRS-20260802-6d9df8f6a7e5930ad6e26a1f,pressure_channel,inflation_indexing,police,implemented,high
MECHEXP-7e3b383345d382c8c7d3d069,ROOTCOMP-ff86b7f68e236fc0e1e03805,Tomahawk,WI,2025,pressure_channel,inflation_indexing,remains_unclear,implemented,high
