mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-f304eabd5126e8b1b1a00973,ROOTCOMP-d6fefb719f3dacf660eaa5e1,Chignik,AK,undated-source-B4X2500LIVE-20260729-009821,timing_implementation,ordinance_adoption,remains_unclear,formally_adopted,high
MECHEXP-3b30897255b1f9b64c76a966,ROOTCOMP-31925e7a7b94d67d6bba46c3,Chuathbaluk,AK,undated-source-B4X2500LIVE-20260729-004780,timing_implementation,ordinance_adoption,side_independent,formally_adopted,high
MECHEXP-d94f6f443c621a11a46b620f,ROOTCOMP-6aaf42989f0e08cfa5317f84,Cammack Village,AR,2024,timing_implementation,ordinance_adoption,police,implemented,high
MECHEXP-6f9f40eb9a5aa5b7c53f1886,ROOTCOMP-1262eb380252cc321a5399ba,Hazen,AR,undated-source-B4X2500LIVE-20260729-006727,timing_implementation,ordinance_adoption,police,implemented,high
MECHEXP-fd4183430491ef06838e82af,ROOTCOMP-c3de95e9cf6bf33e7194be44,Hot Springs,AR,2024,timing_implementation,ordinance_adoption,non_safety,formally_adopted,high
MECHEXP-53bd2073334da81edd97c527,ROOTCOMP-509c255348bfda60c75cce3f,Blue Lake,CA,2024,timing_implementation,ordinance_adoption,remains_unclear,formally_adopted,high
MECHEXP-bf02d6b91d8d0699a651c5f5,ROOTCOMP-5f609578975c2a20f72f2d0c,Colma,CA,2017,timing_implementation,ordinance_adoption,remains_unclear,formally_adopted,high
MECHEXP-2fc11ca12fc890c5f43821a8,ROOTCOMP-678cf9754dfe5e6ea83f8690,Colma,CA,2018,timing_implementation,ordinance_adoption,remains_unclear,formally_adopted,high
MECHEXP-ae8ce3be4e81884a80b310bb,ROOTCOMP-c7f61f8b689a6eb09ae7c638,Colma,CA,2019,timing_implementation,ordinance_adoption,police,formally_adopted,high
MECHEXP-a87cdd10e4082adc0187f25f,ROOTCOMP-d4251540f5c9c1c93e2eaffb,Gustine,CA,2026,timing_implementation,ordinance_adoption,remains_unclear,formally_adopted,high
MECHEXP-193d89ac2d0428eeb39a6275,ROOTCOMP-10fab2197c69fecbbcaa0c42,San Juan Bautista,CA,2022,timing_implementation,ordinance_adoption,remains_unclear,formally_adopted,high
MECHEXP-3446480331e4151f10281452,ROOTCOMP-8eaf51f5ac368f0f83e35473,Tulelake,CA,2021,timing_implementation,ordinance_adoption,remains_unclear,formally_adopted,high
