mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-889364e73dc1ca117e3e50eb,ROOTCOMP-31925e7a7b94d67d6bba46c3,Chuathbaluk,AK,undated-source-B4X2500LIVE-20260729-004780,institutional_channel,budget_pay_plan_process,side_independent,formally_adopted,high
MECHEXP-0ba6a8983c276bfb8908588c,ROOTCOMP-8579bd70344616ba47d5c4e0,Stevenson,AL,undated-source-B4X2500LIVE-20260729-009226,institutional_channel,budget_pay_plan_process,side_independent,formally_adopted,high
MECHEXP-4faac6e552f6aab5403f55ed,ROOTCOMP-c3de95e9cf6bf33e7194be44,Hot Springs,AR,2024,institutional_channel,budget_pay_plan_process,non_safety,formally_adopted,high
MECHEXP-0c39a45386a5289b0f40a030,ROOTCOMP-4d65163d3dc538fb2d9ad50b,Blue Lake,CA,2024,institutional_channel,budget_pay_plan_process,side_independent,formally_adopted,high
MECHEXP-40e69d7b6b58d6b2d62d1b18,ROOTCOMP-e22b462eca61c379b3e99691,Etna,CA,2023,institutional_channel,budget_pay_plan_process,remains_unclear,formally_adopted,high
MECHEXP-4c0c3c7f53d758a24f0465c1,ROOTCOMP-b830aedef8c79c31366acb76,Westmorland,CA,2024,institutional_channel,budget_pay_plan_process,remains_unclear,implemented,high
MECHEXP-1ea67b1827d883a792a1513c,ROOTCOMP-b25514e3897f9c276b0c773f,Westmorland,CA,2025,institutional_channel,budget_pay_plan_process,non_safety,implemented,high
MECHEXP-3f12b9ba858015df306ec336,ROOTCOMP-ca75d89b46c0ed5311f995c7,Castle Pines,CO,2024,institutional_channel,budget_pay_plan_process,remains_unclear,implemented,high
MECHEXP-1663837eec2b9d6e2f76452c,ROOTCOMP-8ef3ae30ad55d64d224da752,Dinosaur,CO,undated-source-B4X2500LIVE-20260729-004829,institutional_channel,budget_pay_plan_process,side_independent,formally_adopted,high
MECHEXP-938f6a7bbc65f07f291597df,ROOTCOMP-c4b877346b185afa15a6d840,Sewall's Point,FL,2021,institutional_channel,budget_pay_plan_process,remains_unclear,implemented,high
MECHEXP-a46675e96b87ca64823f5b15,ROOTCOMP-1b29dfdf09ff5987a773febc,Buckhead,GA,undated-source-BRMGRS-20260802-7d838488546c50d5f639cdae,institutional_channel,budget_pay_plan_process,side_independent,implemented,high
MECHEXP-c988f5b365ee6ca363714535,ROOTCOMP-f3f8d34a85b46b7620a18921,Danielsville,GA,undated-source-B4X2500LIVE-20260729-006802,institutional_channel,budget_pay_plan_process,remains_unclear,implemented,high
MECHEXP-4fe8e278ffebe3134a274ad4,ROOTCOMP-cd22c641ecf31d838a35eb3e,Nicholson,GA,2025,institutional_channel,budget_pay_plan_process,side_independent,formally_adopted,high
MECHEXP-bcffef461018342f17863389,ROOTCOMP-65a7972bd10f2f0549d0d8f1,Pinehurst,GA,2024,institutional_channel,budget_pay_plan_process,police,implemented,high
MECHEXP-4b34c0111897d2304a1c7d8f,ROOTCOMP-897891d9c77016ba5d5159ed,Sandersville,GA,2025,institutional_channel,budget_pay_plan_process,police,implemented,high
MECHEXP-a03d925c2dfdaf7b3515f601,ROOTCOMP-9d515c323c0a76ea278ad914,Social Circle,GA,2022,institutional_channel,budget_pay_plan_process,remains_unclear,formally_adopted,high
MECHEXP-d2f60ce8a83ff5f963216596,ROOTCOMP-13e2873358b960601503bc17,Statham,GA,2022,institutional_channel,budget_pay_plan_process,side_independent,formally_adopted,high
MECHEXP-b7c2adc356570f50342d711e,ROOTCOMP-b9b7a2f20266b93987d1355b,Andrew,IA,undated-source-BRMGRS-20260802-b9e543c91933b26b74a8f15d,institutional_channel,budget_pay_plan_process,side_independent,implemented,high
MECHEXP-b06f106b0b30222890a74a31,ROOTCOMP-ffb9af7ddbb8361ca4a58b1a,Calamus,IA,2024,institutional_channel,budget_pay_plan_process,non_safety,implemented,high
MECHEXP-cc07a33e614084c30463d727,ROOTCOMP-8a61462ed69c965f853fbfce,Calamus,IA,2024,institutional_channel,budget_pay_plan_process,side_independent,implemented,high
MECHEXP-44a8fa7e56922e98c85a074d,ROOTCOMP-647d5fbf28b42e61771a7fa8,Clarence,IA,2024,institutional_channel,budget_pay_plan_process,remains_unclear,implemented,high
MECHEXP-7dac1709404e15842b3aa092,ROOTCOMP-a6646f135f57dc66d5da404c,Colfax,IA,2026,institutional_channel,budget_pay_plan_process,remains_unclear,implemented,high
MECHEXP-4498f8d1663c95603acc32f9,ROOTCOMP-9e81e4788eb43967a59559fa,Dunkerton,IA,2020,institutional_channel,budget_pay_plan_process,remains_unclear,implemented,high
MECHEXP-4932824e0d08819acf4d1f91,ROOTCOMP-8e4b29f511239ff379c50e09,Gowrie,IA,undated-source-B4X2500LIVE-20260729-007485,institutional_channel,budget_pay_plan_process,police,implemented,high
MECHEXP-75008c7a325edbbd6dbaed1d,ROOTCOMP-cd809daff7f9a6bf560a8746,Hawkeye,IA,undated-source-BRMGRS-20260802-2750acaaab23932f49a06a46,institutional_channel,budget_pay_plan_process,side_independent,implemented,high
MECHEXP-0112031bb62b50365bd1c28c,ROOTCOMP-9091f7c558c719f9ede6574a,Moravia,IA,2024,institutional_channel,budget_pay_plan_process,non_safety,implemented,high
MECHEXP-f13ad821ab52b3ae6807d314,ROOTCOMP-9c3932306ebbdade36ac6125,Pilot Mound,IA,2025,institutional_channel,budget_pay_plan_process,side_independent,implemented,high
MECHEXP-19ab097ecb3a6ffcdb30e16b,ROOTCOMP-f56af7b389d44bd2eb28e775,St. Ansgar,IA,2018,institutional_channel,budget_pay_plan_process,remains_unclear,implemented,high
MECHEXP-dc20621e8dcc6a81a644c8cd,ROOTCOMP-bfddc970f8af6f1ecb88f578,Templeton,IA,undated-source-BRMGRS-20260802-fac6f03389e983e247b4b28d,institutional_channel,budget_pay_plan_process,side_independent,implemented,high
MECHEXP-2bb02bd9bb923916225e0f1b,ROOTCOMP-8ef97d336a80fdf699805b91,Webb,IA,2014,institutional_channel,budget_pay_plan_process,side_independent,implemented,high
MECHEXP-7a0d68be07c4dc63915a6d19,ROOTCOMP-6aa513790b3b37d25b978186,Webb,IA,2017,institutional_channel,budget_pay_plan_process,side_independent,implemented,high
MECHEXP-0fb6bf948412891a703fc24a,ROOTCOMP-636ffba21d179448d418c4ac,Moore,ID,2020,institutional_channel,budget_pay_plan_process,remains_unclear,formally_adopted,high
MECHEXP-facfa036f3d82314309d846f,ROOTCOMP-2caf386df9adc9199b74389a,Moore,ID,2020,institutional_channel,budget_pay_plan_process,non_safety,formally_adopted,high
MECHEXP-0b405a1e9585bd4b83b7e942,ROOTCOMP-fc49bcf3fb8f8675662c1ef3,Addison,IL,undated-source-RS429-728fa34f79dffe429f1c,institutional_channel,budget_pay_plan_process,side_independent,implemented,high
MECHEXP-424cc776aac7ff6f1e182d38,ROOTCOMP-73797a7a54bd8804da26593f,Bedford Park,IL,2020,institutional_channel,budget_pay_plan_process,non_safety,implemented,high
