mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-6768addc89d27cd6a020f77c,ROOTCOMP-8579bd70344616ba47d5c4e0,Stevenson,AL,undated-source-B4X2500LIVE-20260729-009226,timing_implementation,unclear,side_independent,formally_adopted,high
MECHEXP-00ae396ef943de59d3faf371,ROOTCOMP-4d65163d3dc538fb2d9ad50b,Blue Lake,CA,2024,timing_implementation,unclear,side_independent,formally_adopted,high
MECHEXP-4c654e75114f9db15dc0a5f9,ROOTCOMP-3d7b140f683fd69d39f731bf,Colfax,CA,2021,timing_implementation,unclear,remains_unclear,implemented,high
MECHEXP-6cb376c28a399ceeb3ec4885,ROOTCOMP-b64ed7697ee120c797b79cd7,Archer,FL,undated-source-B4X2500LIVE-20260729-001772,timing_implementation,unclear,remains_unclear,implemented,high
MECHEXP-b945cabfd67f27eb489a5c28,ROOTCOMP-cd809daff7f9a6bf560a8746,Hawkeye,IA,undated-source-BRMGRS-20260802-2750acaaab23932f49a06a46,timing_implementation,unclear,side_independent,implemented,high
MECHEXP-5f07cda275dfeb3b333c162b,ROOTCOMP-b6bc12371aae7256551831f4,Madrid,IA,2025,timing_implementation,unclear,remains_unclear,formally_adopted,high
MECHEXP-df02256e22269463127beee0,ROOTCOMP-9c3932306ebbdade36ac6125,Pilot Mound,IA,2025,timing_implementation,unclear,side_independent,implemented,high
MECHEXP-d21164f809a1c7ea66141f4b,ROOTCOMP-329d0a0286521d22457aac4d,Broadview,IL,2023,timing_implementation,unclear,fire,implemented,high
MECHEXP-6f9b12cdfe5aca81d6605043,ROOTCOMP-6b6d4507011e0682cdae31a7,Champaign,IL,2025,timing_implementation,unclear,side_independent,paid_or_observed,high
MECHEXP-2f125c89e1cf7426c83c3880,ROOTCOMP-d5bfdf7da468c3e767077d4d,Elk Grove,IL,undated-source-RS429-66fa6f654cb677ff7e4e,timing_implementation,unclear,safety_combined,implemented,high
MECHEXP-b40376267aa55393fbdb0eb4,ROOTCOMP-5a553f21bdb561d623c450c5,Flora,IL,2022,timing_implementation,unclear,remains_unclear,implemented,high
