mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-7e282c25434b8a05882d309a,ROOTCOMP-5f609578975c2a20f72f2d0c,Colma,CA,2017,compensation_outcome,uniform_or_equipment_allowance,remains_unclear,formally_adopted,high
MECHEXP-9bee3d5187fe694e0412a7fa,ROOTCOMP-0751b2d93ecc42c1b21eaa0d,Marlborough,CT,2025,compensation_outcome,uniform_or_equipment_allowance,remains_unclear,implemented,high
MECHEXP-c112a4aea99b89b7b4510b73,ROOTCOMP-cfd7515849c5c7d5111c31a6,Chattahoochee Hills,GA,2022,compensation_outcome,uniform_or_equipment_allowance,remains_unclear,formally_adopted,high
MECHEXP-47e9a2b36e42e036b6e6d1a4,ROOTCOMP-badc64e3396bd6949128b6df,Elburn,IL,2023,compensation_outcome,uniform_or_equipment_allowance,police,implemented,high
MECHEXP-3fbcb75efb9cc3b9f597d46d,ROOTCOMP-fba36f55e95143699331fb71,Elburn,IL,2025,compensation_outcome,uniform_or_equipment_allowance,police,implemented,high
MECHEXP-6352e72608a89ad31f0feab1,ROOTCOMP-8ef49b02c4f7f36640e1191d,Pecatonica,IL,2026,compensation_outcome,uniform_or_equipment_allowance,remains_unclear,implemented,high
MECHEXP-cf4997344f3e53f621d49f2b,ROOTCOMP-dfec0385b5f16d6df8483581,Newcastle,ME,2016,compensation_outcome,uniform_or_equipment_allowance,remains_unclear,implemented,high
MECHEXP-f6f46ab44b9395ac7d9685c1,ROOTCOMP-ee02f67ab9e4334a96da2cbe,Newcastle,ME,2023,compensation_outcome,uniform_or_equipment_allowance,remains_unclear,implemented,high
MECHEXP-27a3a7e7ea5e37a5f431958e,ROOTCOMP-96fd3e7fc88a863d950012e3,Sandy River,ME,2025,compensation_outcome,uniform_or_equipment_allowance,remains_unclear,implemented,high
MECHEXP-3a14ba526a96119af6423609,ROOTCOMP-b36e5aa0d59fa72998caf2ec,Gaylord,MI,2019,compensation_outcome,uniform_or_equipment_allowance,police,implemented,high
MECHEXP-1701464cf288d238cb185e7c,ROOTCOMP-7e139ae8a17be1d3e23b480c,Grosse Ile,MI,undated-source-BRMGRS-20260802-5574980324c1e88bc178473b,compensation_outcome,uniform_or_equipment_allowance,police,implemented,high
MECHEXP-d173519d04d73c129264bf28,ROOTCOMP-cc0a90b0fc56f93c78804835,Independence charter,MI,2023,compensation_outcome,uniform_or_equipment_allowance,remains_unclear,formally_adopted,high
MECHEXP-2c04664991dc35fa881969c3,ROOTCOMP-74682685d6213e8cdbb981ad,Isabella,MI,2023,compensation_outcome,uniform_or_equipment_allowance,remains_unclear,implemented,high
MECHEXP-1421b4e973de23f268c39e74,ROOTCOMP-c91e473ba212b882c6e4e84a,Orchard Lake Village,MI,2024,compensation_outcome,uniform_or_equipment_allowance,police,implemented,high
MECHEXP-8e76c7b44d69207501f9b62e,ROOTCOMP-c3339802aaf08f87684c4fd6,Baxter,MN,2025,compensation_outcome,uniform_or_equipment_allowance,police,implemented,high
MECHEXP-aa8f25c85ee4eaf8c8332853,ROOTCOMP-28c19dc1a4b3c390d7dba7ad,Crow Wing,MN,undated-source-BRMGRS-20260802-550e1faaf2a3e8ea9f07ce63,compensation_outcome,uniform_or_equipment_allowance,police,implemented,high
MECHEXP-2bf7e4b68593e6d837657abe,ROOTCOMP-6a3abe41dad84b846351e076,New Richland,MN,2026,compensation_outcome,uniform_or_equipment_allowance,police,formally_adopted,high
MECHEXP-ead2e0ede598a44c3aba6ab2,ROOTCOMP-0a25fb5b820bc7e824e60360,Plainview,MN,2017,compensation_outcome,uniform_or_equipment_allowance,police,implemented,high
MECHEXP-03d91959bcee4aa2814469bb,ROOTCOMP-2139f0d2fc6957f934d10249,Sleepy Eye,MN,undated-source-B4X2500LIVE-20260729-000563,compensation_outcome,uniform_or_equipment_allowance,police,implemented,high
MECHEXP-18775a608e0ab4df04628bbb,ROOTCOMP-66f014267cb25be7bfb568c7,Waterville,MN,undated-source-BRMGRS-20260802-fe05d488bff1722cf188b06a,compensation_outcome,uniform_or_equipment_allowance,police,implemented,high
MECHEXP-adf87f33e4a54c3524ad0ac2,ROOTCOMP-75d92e0424fd86cdd4fdaba8,Crane,MO,undated-source-B4X2500LIVE-20260729-000596,compensation_outcome,uniform_or_equipment_allowance,remains_unclear,implemented,high
MECHEXP-ae975c048762abbdb3c36298,ROOTCOMP-41f218dfe6c2d8fdbbeb3412,Alexandria,NJ,2026,compensation_outcome,uniform_or_equipment_allowance,remains_unclear,formally_adopted,high
MECHEXP-86b099f08ab7219d7b5f80c6,ROOTCOMP-a27547c74e0aa81a8b3b266c,Kingwood,NJ,2026,compensation_outcome,uniform_or_equipment_allowance,remains_unclear,formally_adopted,high
MECHEXP-8dc1ddec0294d1b0bba88afd,ROOTCOMP-ff04daca2921fe00eb484dc5,Wyckoff,NJ,2026,compensation_outcome,uniform_or_equipment_allowance,non_safety,implemented,high
MECHEXP-6ceba3d5f7af393df82dfeb3,ROOTCOMP-ef699e72c9f7359e26949fec,Chester,NY,2025,compensation_outcome,uniform_or_equipment_allowance,police,implemented,high
MECHEXP-ce1b8f1f8d8860ba5e88c397,ROOTCOMP-c5901a63dbc346e7ee3f2b85,Clarkstown,NY,undated-source-B4X2500LIVE-20260729-008912,compensation_outcome,uniform_or_equipment_allowance,police,implemented,high
MECHEXP-8b873e41530972b5da24c5ef,ROOTCOMP-c21dda6dcbe2b7e419aeedba,Cortlandt,NY,2024,compensation_outcome,uniform_or_equipment_allowance,police,implemented,high
MECHEXP-dada9f63f8d584bec4bf71c7,ROOTCOMP-234b06cd4ca072b9d0cfe2f0,Hamburg,NY,undated-source-B4X2500LIVE-20260729-003945,compensation_outcome,uniform_or_equipment_allowance,police,implemented,high
