mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-52f7f1b7743c4c1a4e21560d,ROOTCOMP-1270a740fa570d096bb60983,Chuathbaluk,AK,undated-source-B4X2500LIVE-20260729-004780,timing_implementation,recurring,remains_unclear,implemented,high
MECHEXP-33162c8161292340bd895cd7,ROOTCOMP-31925e7a7b94d67d6bba46c3,Chuathbaluk,AK,undated-source-B4X2500LIVE-20260729-004780,timing_implementation,recurring,side_independent,formally_adopted,high
MECHEXP-32ea23f76b5fdf4586679be7,ROOTCOMP-e76ba8adc52be1515bc9c465,Cold Bay,AK,2015,timing_implementation,recurring,remains_unclear,implemented,high
MECHEXP-78dcaf6efd8c41df9fa3412f,ROOTCOMP-b54559e6c56aa7e4635de327,Newhalen,AK,2020,timing_implementation,recurring,remains_unclear,implemented,high
MECHEXP-8ee258d1163cddd5e3e88068,ROOTCOMP-6bf31b7372232ed035c12381,Port Lions,AK,undated-source-B4X2500LIVE-20260729-002309,timing_implementation,recurring,safety_combined,implemented,high
MECHEXP-a53ad9b68406eb9dc29be5a5,ROOTCOMP-226c66c47fffae6c84293edf,Batesville,AR,undated-source-CBSRD-20260728-229e87b6cec1a609381b,timing_implementation,recurring,remains_unclear,formally_adopted,low
MECHEXP-abab6461e52ba0543afd1cd3,ROOTCOMP-e3d4b443772a6b6e877e7084,Biggs,CA,2022,timing_implementation,recurring,remains_unclear,implemented,high
MECHEXP-f995550df0dcbebd95718956,ROOTCOMP-509c255348bfda60c75cce3f,Blue Lake,CA,2024,timing_implementation,recurring,remains_unclear,formally_adopted,high
MECHEXP-feb0cbcc62d64e134f292bd2,ROOTCOMP-ceb4551cd1c7a3529346e5c1,Carmel-by-the-Sea,CA,2024,timing_implementation,recurring,fire,implemented,high
MECHEXP-053fe7712de789a14b9cdbdb,ROOTCOMP-8280ebcc4caf526d373b4a05,Carmel-by-the-Sea,CA,2024,timing_implementation,recurring,non_safety,implemented,high
MECHEXP-3e316e2ecbeaaf0038d65dcb,ROOTCOMP-13b7692570da921c139b20b2,Carmel-by-the-Sea,CA,2025,timing_implementation,recurring,non_safety,implemented,high
MECHEXP-84db3116057bede12820683e,ROOTCOMP-5f609578975c2a20f72f2d0c,Colma,CA,2017,timing_implementation,recurring,remains_unclear,formally_adopted,high
MECHEXP-84cf7e8a2259efb9d777ed68,ROOTCOMP-c7f61f8b689a6eb09ae7c638,Colma,CA,2019,timing_implementation,recurring,police,formally_adopted,high
MECHEXP-13d1613c3e3c0d916b3efacc,ROOTCOMP-6113ec41a058ab071fc6ddc8,Dos Palos,CA,2024,timing_implementation,recurring,police,implemented,high
MECHEXP-4ba56b27748e8769a514009d,ROOTCOMP-ac250e23c3fc676b6ee013e5,Escalon,CA,2025,timing_implementation,recurring,police,implemented,high
MECHEXP-7401f3ae7abc3f2560a83fec,ROOTCOMP-ee82caf72590329a53d9bfef,Escalon,CA,2025,timing_implementation,recurring,remains_unclear,implemented,high
MECHEXP-83696ee72f713cb850032d67,ROOTCOMP-365d82ee056fa0874b205c9d,Escalon,CA,2026,timing_implementation,recurring,police,implemented,high
MECHEXP-8a679b393f65df0e3e1860e5,ROOTCOMP-2d90efbdddba8522ee347b53,Escalon,CA,2026,timing_implementation,recurring,remains_unclear,implemented,high
MECHEXP-402dc0cceeeca4d43c4791c4,ROOTCOMP-e22b462eca61c379b3e99691,Etna,CA,2023,timing_implementation,recurring,remains_unclear,formally_adopted,high
MECHEXP-c7eda7c0bbe46b68982ffff4,ROOTCOMP-d4251540f5c9c1c93e2eaffb,Gustine,CA,2026,timing_implementation,recurring,remains_unclear,formally_adopted,high
MECHEXP-248cbe237bc92a8271ea5d7b,ROOTCOMP-d5372d0ff75524ff96da86a5,Lakeport,CA,2016,timing_implementation,recurring,police,implemented,high
MECHEXP-6ac1f15bb2d4aadb71c1d965,ROOTCOMP-7f8ec2282377369884fe4d5d,Lakeport,CA,2021,timing_implementation,recurring,remains_unclear,implemented,high
MECHEXP-0f824e30b3bf5a1c9548c799,ROOTCOMP-0302906b70d6b1d2bba29cc7,Sand City,CA,2020,timing_implementation,recurring,police,implemented,high
MECHEXP-405ac565b0ae862b56f8301b,ROOTCOMP-6eea590c08c4af3bfb842a41,Sand City,CA,2024,timing_implementation,recurring,non_safety,implemented,high
MECHEXP-9cf22922337f25ab87789664,ROOTCOMP-71fc4510e2ff114c68a82ce3,Sand City,CA,2024,timing_implementation,recurring,police,implemented,high
MECHEXP-5928fff338ecc99b70a5ae7c,ROOTCOMP-759586009c64d550669c8f8b,Sand City,CA,2025,timing_implementation,recurring,police,implemented,high
MECHEXP-5a1fbe9796f2d3ffa0a47d5c,ROOTCOMP-c55722b3a6fbbfbb6bf0f607,Sand City,CA,2025,timing_implementation,recurring,non_safety,implemented,high
MECHEXP-30d597f621ed6e6ee7218d75,ROOTCOMP-7ca74f3e487be8b7176e2eff,Sand City,CA,2026,timing_implementation,recurring,police,implemented,high
MECHEXP-0adffdc37c59d783d0e667d8,ROOTCOMP-0fe4dbe37d66bd85358069bc,Westmorland,CA,2025,timing_implementation,recurring,non_safety,formally_adopted,high
MECHEXP-8bef2d81177386994b25fdb3,ROOTCOMP-477debf8e9c7cd6cdbd88206,Westmorland,CA,2025,timing_implementation,recurring,remains_unclear,implemented,high
MECHEXP-df4f8ef421fb4436d2ad037c,ROOTCOMP-1d977f4d794a4cead0799fc6,Wheatland,CA,2025,timing_implementation,recurring,remains_unclear,formally_adopted,high
MECHEXP-574ace834730bd7a079027bc,ROOTCOMP-e436daf894cf91fe6a9006bb,Dinosaur,CO,undated-source-B4X2500LIVE-20260729-004829,timing_implementation,recurring,remains_unclear,implemented,high
MECHEXP-05638b8af85d70e4054173d8,ROOTCOMP-8ef3ae30ad55d64d224da752,Dinosaur,CO,undated-source-B4X2500LIVE-20260729-004829,timing_implementation,recurring,side_independent,formally_adopted,high
MECHEXP-9135594b0f13f2019ec0ffca,ROOTCOMP-9ffa0328e5791e5628bd6afe,Mountain Village,CO,2015,timing_implementation,recurring,remains_unclear,implemented,high
MECHEXP-4b6218173963f53542e4b43e,ROOTCOMP-335fd8dff1cadf74ddf9810c,Mountain Village,CO,2015,timing_implementation,recurring,police,implemented,high
MECHEXP-ff637209c7f71f8762f3b24f,ROOTCOMP-3b0e0bfefc882ddc98a9bd94,Andover,CT,2024,timing_implementation,recurring,remains_unclear,implemented,high
MECHEXP-2058ec8df5cdf6efa3c1c214,ROOTCOMP-1805b8e6dbb496b1190a8153,Andover,CT,2025,timing_implementation,recurring,remains_unclear,implemented,high
MECHEXP-5a698a93d0f1e2daa7908707,ROOTCOMP-4634a4838821badfe38584fe,Bethlehem,CT,undated-source-B4X2500LIVE-20260729-003497,timing_implementation,recurring,remains_unclear,formally_adopted,high
MECHEXP-ca0dc94f1a3214a75182d04a,ROOTCOMP-568542beaf2541239201fe7b,Fairfield,CT,undated-source-CBSRD-20260728-7de2d2ec0511e4911415,timing_implementation,recurring,remains_unclear,formally_adopted,low
MECHEXP-418f7638f2d27bbe55e3bb57,ROOTCOMP-0751b2d93ecc42c1b21eaa0d,Marlborough,CT,2025,timing_implementation,recurring,remains_unclear,implemented,high
MECHEXP-82c87981c015ada14c98b04a,ROOTCOMP-baefca1a69947871639dc1ff,Archer,FL,undated-source-B4X2500LIVE-20260729-001772,timing_implementation,recurring,remains_unclear,implemented,high
MECHEXP-28f2028c87919a57a2e64f64,ROOTCOMP-8aa7eea6527f9d2f9d800660,Atlantic Beach,FL,undated-source-CBSRD-20260728-6fc976296b9ad19d0711,timing_implementation,recurring,remains_unclear,formally_adopted,low
MECHEXP-044449b18c38547e8c8f605d,ROOTCOMP-9d9cef1e90b6e6ec64070512,Golden Beach,FL,2020,timing_implementation,recurring,police,implemented,high
MECHEXP-46816e7880fdbc9458a4d78f,ROOTCOMP-6d5868c2eecd16969854d0f4,Golden Beach,FL,2022,timing_implementation,recurring,police,implemented,high
MECHEXP-5dbf3e3fca030804fbf22b69,ROOTCOMP-00ff490bec9c2bc8a5b14c2d,Golden Beach,FL,2023,timing_implementation,recurring,police,formally_adopted,high
MECHEXP-e88dd51bbce2752d0b2e8678,ROOTCOMP-55d353bb6a2b43e9c341ce3d,Mexico Beach,FL,2022,timing_implementation,recurring,remains_unclear,formally_adopted,high
MECHEXP-0932b41562e6b4d98dbf7025,ROOTCOMP-f9f0fed797b1980f25207b01,Ocean Ridge,FL,2023,timing_implementation,recurring,remains_unclear,implemented,high
