mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-da7f2f68c8a3d62614ae74b5,ROOTCOMP-1270a740fa570d096bb60983,Chuathbaluk,AK,undated-source-B4X2500LIVE-20260729-004780,compensation_outcome,across_the_board_raise,remains_unclear,implemented,high
MECHEXP-7b2ff3db59ec8cf445842d72,ROOTCOMP-e76ba8adc52be1515bc9c465,Cold Bay,AK,2015,compensation_outcome,across_the_board_raise,remains_unclear,implemented,high
MECHEXP-a2ac0f6cacaf979d70d0a67c,ROOTCOMP-b54559e6c56aa7e4635de327,Newhalen,AK,2020,compensation_outcome,across_the_board_raise,remains_unclear,implemented,high
MECHEXP-668feb10a6f93ace893681b8,ROOTCOMP-226c66c47fffae6c84293edf,Batesville,AR,undated-source-CBSRD-20260728-229e87b6cec1a609381b,compensation_outcome,across_the_board_raise,remains_unclear,formally_adopted,low
MECHEXP-0ce523323f6062b224354b7e,ROOTCOMP-509c255348bfda60c75cce3f,Blue Lake,CA,2024,compensation_outcome,across_the_board_raise,remains_unclear,formally_adopted,high
MECHEXP-82e4a7a655a8605d690ac640,ROOTCOMP-f7c869e33ce2212cae287fd7,Carmel-by-the-Sea,CA,2024,compensation_outcome,across_the_board_raise,non_safety,implemented,high
MECHEXP-df46785839cd1e1abf4ca869,ROOTCOMP-6113ec41a058ab071fc6ddc8,Dos Palos,CA,2024,compensation_outcome,across_the_board_raise,police,implemented,high
MECHEXP-d942993aa0a8f03988afdb67,ROOTCOMP-ac250e23c3fc676b6ee013e5,Escalon,CA,2025,compensation_outcome,across_the_board_raise,police,implemented,high
MECHEXP-926db1d43a2fcaa975f384a5,ROOTCOMP-365d82ee056fa0874b205c9d,Escalon,CA,2026,compensation_outcome,across_the_board_raise,police,implemented,high
MECHEXP-9db1036f410c9cddaef60a80,ROOTCOMP-d4251540f5c9c1c93e2eaffb,Gustine,CA,2026,compensation_outcome,across_the_board_raise,remains_unclear,formally_adopted,high
MECHEXP-43bf47bc284e62aa93ad2d3e,ROOTCOMP-6eea590c08c4af3bfb842a41,Sand City,CA,2024,compensation_outcome,across_the_board_raise,non_safety,implemented,high
MECHEXP-5b306b676874d2fb8622d9ca,ROOTCOMP-71fc4510e2ff114c68a82ce3,Sand City,CA,2024,compensation_outcome,across_the_board_raise,police,implemented,high
MECHEXP-76a93773f03f3ea12e59a689,ROOTCOMP-759586009c64d550669c8f8b,Sand City,CA,2025,compensation_outcome,across_the_board_raise,police,implemented,high
MECHEXP-e0639e8b0332acccbb8c0c8e,ROOTCOMP-7ca74f3e487be8b7176e2eff,Sand City,CA,2026,compensation_outcome,across_the_board_raise,police,implemented,high
MECHEXP-acee13d11e3255a406e2b0ad,ROOTCOMP-0fe4dbe37d66bd85358069bc,Westmorland,CA,2025,compensation_outcome,across_the_board_raise,non_safety,formally_adopted,high
MECHEXP-415e119b19cc3346b8471d6f,ROOTCOMP-e436daf894cf91fe6a9006bb,Dinosaur,CO,undated-source-B4X2500LIVE-20260729-004829,compensation_outcome,across_the_board_raise,remains_unclear,implemented,high
MECHEXP-493db6362d037ee6ccfe6182,ROOTCOMP-9ffa0328e5791e5628bd6afe,Mountain Village,CO,2015,compensation_outcome,across_the_board_raise,remains_unclear,implemented,high
MECHEXP-48c3e9b88dac6bed2ef00850,ROOTCOMP-568542beaf2541239201fe7b,Fairfield,CT,undated-source-CBSRD-20260728-7de2d2ec0511e4911415,compensation_outcome,across_the_board_raise,remains_unclear,formally_adopted,low
MECHEXP-a6c0d7ed9e04fc06ec493422,ROOTCOMP-baefca1a69947871639dc1ff,Archer,FL,undated-source-B4X2500LIVE-20260729-001772,compensation_outcome,across_the_board_raise,remains_unclear,implemented,high
MECHEXP-decebb909ffeba3d16572cf3,ROOTCOMP-8aa7eea6527f9d2f9d800660,Atlantic Beach,FL,undated-source-CBSRD-20260728-6fc976296b9ad19d0711,compensation_outcome,across_the_board_raise,remains_unclear,formally_adopted,low
MECHEXP-414eaccbcd57f89b751fb678,ROOTCOMP-9d9cef1e90b6e6ec64070512,Golden Beach,FL,2020,compensation_outcome,across_the_board_raise,police,implemented,high
MECHEXP-947759c01245e41b94ed4e9e,ROOTCOMP-6d5868c2eecd16969854d0f4,Golden Beach,FL,2022,compensation_outcome,across_the_board_raise,police,implemented,high
MECHEXP-2b77bdcc2db3b24c648d8cf5,ROOTCOMP-00ff490bec9c2bc8a5b14c2d,Golden Beach,FL,2023,compensation_outcome,across_the_board_raise,police,formally_adopted,high
MECHEXP-d670eacf51f8bb8765e07294,ROOTCOMP-55d353bb6a2b43e9c341ce3d,Mexico Beach,FL,2022,compensation_outcome,across_the_board_raise,remains_unclear,formally_adopted,high
MECHEXP-2f1b36db769798c29b42ef2a,ROOTCOMP-5c7765ac3141b416e9a79713,Arnoldsville,GA,undated-source-B4X2500LIVE-20260729-009296,compensation_outcome,across_the_board_raise,remains_unclear,formally_adopted,high
MECHEXP-c0abb94a72843fd42739e42b,ROOTCOMP-897891d9c77016ba5d5159ed,Sandersville,GA,2025,compensation_outcome,across_the_board_raise,police,implemented,high
MECHEXP-9b8ff6005f81ea453b0a0a90,ROOTCOMP-9d515c323c0a76ea278ad914,Social Circle,GA,2022,compensation_outcome,across_the_board_raise,remains_unclear,formally_adopted,high
