mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-5b3acd7d98700ad961385ea3,ROOTCOMP-6dfaaea9e5d43c9ff47901e9,Summit,IL,undated-source-BRMGRS-20260802-d71d7044f9d486ac0e6d4596,pressure_channel,bargaining_leverage,remains_unclear,implemented,high
MECHEXP-735c70bb5717d3806a6e102d,ROOTCOMP-e5d9067e0ea7ac4b428cb432,Jackson,MO,undated-source-BRMGRS-20260802-03119db0283cd7d3a165c992,pressure_channel,bargaining_leverage,remains_unclear,formally_adopted,high
MECHEXP-9c7735e4d9784c13cda108eb,ROOTCOMP-b96f91f59a357aa36fb4d2e6,Long Beach,NJ,2020,pressure_channel,bargaining_leverage,remains_unclear,formally_adopted,high
MECHEXP-5602dde65ac8ed66ee66cfa7,ROOTCOMP-fec73e68a97093b208046813,Bay,OH,2021,pressure_channel,bargaining_leverage,police,implemented,high
MECHEXP-073058048b354ee6eadc497e,ROOTCOMP-28a759aa014548b8940d34b4,Chester,OH,2021,pressure_channel,bargaining_leverage,fire,implemented,high
MECHEXP-4c6e016ccafe04a1e6124d50,ROOTCOMP-dd04f8f50962d7a14936b136,Franklin,OH,2023,pressure_channel,bargaining_leverage,fire,implemented,high
MECHEXP-a181e92472d9913caa316e4c,ROOTCOMP-1a4f4ba6d75a4c8a16c38678,Harrison,OH,2021,pressure_channel,bargaining_leverage,police,implemented,high
MECHEXP-4e543a8527337dbeb89c55fd,ROOTCOMP-05e61dcfa96eb812d54e35c9,Liberty,OH,2016,pressure_channel,bargaining_leverage,fire,implemented,high
MECHEXP-eed5cfb217ddb7622c2082a0,ROOTCOMP-649b011b90dd70cf1dd78c64,Conewago,PA,2024,pressure_channel,bargaining_leverage,police,implemented,high
MECHEXP-9351694238cef679e30444e0,ROOTCOMP-73e7e0b55b4edb52d83bc957,Oakland,PA,undated-source-BRMGRS-20260802-fe04b1c5c13ad900afa924e1,pressure_channel,bargaining_leverage,remains_unclear,implemented,high
MECHEXP-7a0d88caf42283c4d3deb45b,ROOTCOMP-00a489f8441a0924faa47d05,Pulaski,PA,2025,pressure_channel,bargaining_leverage,police,implemented,high
MECHEXP-13d487bc6124b9baa3bc34ca,ROOTCOMP-3113710d5271e1ac944e5b72,Tunkhannock,PA,2026,pressure_channel,bargaining_leverage,police,formally_adopted,high
MECHEXP-18c0f651583929b66fd8a3fb,ROOTCOMP-c68ef057a544de1bfb99a273,Washington,PA,2014,pressure_channel,bargaining_leverage,non_safety,formally_adopted,high
MECHEXP-78be05bae6e04c27e85d5438,ROOTCOMP-3a7101cbf0ebfe143758b4b5,Washington,PA,undated-source-BRMGRS-20260802-26ea73a3a1fd6c0825c7d2ac,pressure_channel,bargaining_leverage,police,formally_adopted,high
MECHEXP-05674a4df7a038165ebd598f,ROOTCOMP-a53920f15d57896fd9bb708a,Baraboo,WI,2017,pressure_channel,bargaining_leverage,police,formally_adopted,high
MECHEXP-40d6d1aff0da46c6461bddc7,ROOTCOMP-5f4bcb791da8f15ca9edbcfa,Baraboo,WI,undated-source-BRMGRS-20260802-230ddf78865eceb7f82c368a,pressure_channel,bargaining_leverage,police,formally_adopted,high
MECHEXP-e4d0b80992897bc87afe18c7,ROOTCOMP-16b2c65b6320a9a48ff4d50c,Jefferson,WI,2022,pressure_channel,bargaining_leverage,police,implemented,high
