mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-24be860daaf67588205cc000,ROOTCOMP-c7f61f8b689a6eb09ae7c638,Colma,CA,2019,pressure_channel,market_recruitment_retention,police,formally_adopted,high
MECHEXP-56deb7af2c90a19f0b80c7f6,ROOTCOMP-ca75d89b46c0ed5311f995c7,Castle Pines,CO,2024,pressure_channel,market_recruitment_retention,remains_unclear,implemented,high
MECHEXP-3ad29e473fdcc853b9ecae2e,ROOTCOMP-fc93008f70ab9f2c1f02fc2d,Callender,IA,2025,pressure_channel,market_recruitment_retention,remains_unclear,implemented,high
MECHEXP-5e19da865d918ef5517f6a45,ROOTCOMP-4af398dee5803d928ad43482,Orland,IL,2015,pressure_channel,market_recruitment_retention,police,implemented,high
MECHEXP-859b70094230135e9e75827c,ROOTCOMP-8ef49b02c4f7f36640e1191d,Pecatonica,IL,2026,pressure_channel,market_recruitment_retention,remains_unclear,implemented,high
MECHEXP-cb0d651b4b7b0a3d87fa2bed,ROOTCOMP-b26183113226a9b11d9b6549,El Dorado,KS,undated-source-BRMGRS-20260802-13d2257a01705fe1b6774224,pressure_channel,market_recruitment_retention,side_independent,implemented,high
MECHEXP-5607cfbce885eca2dc52611d,ROOTCOMP-30ee4a111079fec1c4fad0ab,Northborough,MA,2023,pressure_channel,market_recruitment_retention,fire,implemented,high
MECHEXP-5e47a297ee4c8f394afdd699,ROOTCOMP-c797c755f9a5ce60b4db3463,Northborough,MA,2024,pressure_channel,market_recruitment_retention,fire,implemented,high
MECHEXP-a0025104c4648292943cb259,ROOTCOMP-cf0d8cbed3b3a803f1733dd1,Sheffield,MA,undated-source-B4X2500LIVE-20260729-003582,pressure_channel,market_recruitment_retention,remains_unclear,implemented,high
MECHEXP-8c68235f21701700147df2bd,ROOTCOMP-ffdf01350168698b9858ff69,Westhampton,MA,2014,pressure_channel,market_recruitment_retention,remains_unclear,formally_adopted,high
MECHEXP-25d8591bf6971923375d6319,ROOTCOMP-a4b2a5a79cc116d3d8ec3d23,Covert,MI,2026,pressure_channel,market_recruitment_retention,non_safety,implemented,high
