mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-ac35ba7b3b9d23007435015a,ROOTCOMP-e22b462eca61c379b3e99691,Etna,CA,2023,timing_implementation,budget_appropriation,remains_unclear,formally_adopted,high
MECHEXP-317e445297f1a9f70f779344,ROOTCOMP-b830aedef8c79c31366acb76,Westmorland,CA,2024,timing_implementation,budget_appropriation,remains_unclear,implemented,high
MECHEXP-d7c2420bae7ddbe6af4d9912,ROOTCOMP-b25514e3897f9c276b0c773f,Westmorland,CA,2025,timing_implementation,budget_appropriation,non_safety,implemented,high
MECHEXP-2f7d4997f0942b777db799ea,ROOTCOMP-ca75d89b46c0ed5311f995c7,Castle Pines,CO,2024,timing_implementation,budget_appropriation,remains_unclear,implemented,high
MECHEXP-0240c249d3bad22ab9b54520,ROOTCOMP-8ef3ae30ad55d64d224da752,Dinosaur,CO,undated-source-B4X2500LIVE-20260729-004829,timing_implementation,budget_appropriation,side_independent,formally_adopted,high
MECHEXP-ef6e35f950571d3ac13e0ed3,ROOTCOMP-c4b877346b185afa15a6d840,Sewall's Point,FL,2021,timing_implementation,budget_appropriation,remains_unclear,implemented,high
MECHEXP-ede73e604b4e294f1c21849c,ROOTCOMP-f3f8d34a85b46b7620a18921,Danielsville,GA,undated-source-B4X2500LIVE-20260729-006802,timing_implementation,budget_appropriation,remains_unclear,implemented,high
MECHEXP-43c6b89f8a89b8acf57dbbf2,ROOTCOMP-5a236cbd11ea019c96d66187,Sandersville,GA,2025,timing_implementation,budget_appropriation,police,implemented,high
MECHEXP-52e60a080fb855e5b93e2e8e,ROOTCOMP-9d515c323c0a76ea278ad914,Social Circle,GA,2022,timing_implementation,budget_appropriation,remains_unclear,formally_adopted,high
MECHEXP-8c52580618c7a9e2580d2f09,ROOTCOMP-b9b7a2f20266b93987d1355b,Andrew,IA,undated-source-BRMGRS-20260802-b9e543c91933b26b74a8f15d,timing_implementation,budget_appropriation,side_independent,implemented,high
MECHEXP-f280ef035a634faa9e6dc28b,ROOTCOMP-647d5fbf28b42e61771a7fa8,Clarence,IA,2024,timing_implementation,budget_appropriation,remains_unclear,implemented,high
MECHEXP-6ddf0ca0b96480ffb3f860a6,ROOTCOMP-a6646f135f57dc66d5da404c,Colfax,IA,2026,timing_implementation,budget_appropriation,remains_unclear,implemented,high
MECHEXP-0153c7b1701c9b99c43535fd,ROOTCOMP-9e81e4788eb43967a59559fa,Dunkerton,IA,2020,timing_implementation,budget_appropriation,remains_unclear,implemented,high
MECHEXP-b6cf5304ebd30b3002473d2e,ROOTCOMP-8e4b29f511239ff379c50e09,Gowrie,IA,undated-source-B4X2500LIVE-20260729-007485,timing_implementation,budget_appropriation,police,implemented,high
MECHEXP-76ce551ece350737b878e4fc,ROOTCOMP-9091f7c558c719f9ede6574a,Moravia,IA,2024,timing_implementation,budget_appropriation,non_safety,implemented,high
MECHEXP-f27b4da891a7c74cdedb2c4c,ROOTCOMP-f56af7b389d44bd2eb28e775,St. Ansgar,IA,2018,timing_implementation,budget_appropriation,remains_unclear,implemented,high
MECHEXP-6676b9bd7c46eb11419c7fac,ROOTCOMP-bfddc970f8af6f1ecb88f578,Templeton,IA,undated-source-BRMGRS-20260802-fac6f03389e983e247b4b28d,timing_implementation,budget_appropriation,side_independent,implemented,high
MECHEXP-0b09cdd3afce9b45f504a1a8,ROOTCOMP-6aa513790b3b37d25b978186,Webb,IA,2017,timing_implementation,budget_appropriation,side_independent,implemented,high
MECHEXP-b5b06b7e3aaeb48827a45539,ROOTCOMP-636ffba21d179448d418c4ac,Moore,ID,2020,timing_implementation,budget_appropriation,remains_unclear,formally_adopted,high
MECHEXP-0c90231970cab220f40b3a88,ROOTCOMP-2caf386df9adc9199b74389a,Moore,ID,2020,timing_implementation,budget_appropriation,non_safety,formally_adopted,high
MECHEXP-395529e64f41fc2ab3603ca2,ROOTCOMP-b76e94142a6ae22d47a8db01,Farmington,IL,undated-source-B4X2500LIVE-20260729-007586,timing_implementation,budget_appropriation,police,formally_adopted,high
MECHEXP-4630e4ec92ac1fc620d2b24e,ROOTCOMP-7d04579c30302299d916c22b,Geneva,IL,2022,timing_implementation,budget_appropriation,fire,implemented,high
MECHEXP-9bd64d2f53dec83fad6433fc,ROOTCOMP-678c340536b092b9b4a300b6,Princeton,IL,2025,timing_implementation,budget_appropriation,police,formally_adopted,high
MECHEXP-95fa9a9e138f5c58efa5b086,ROOTCOMP-f81da4a29d07a6f3d3c9b31d,Lincoln,KS,undated-source-BRMGRS-20260802-9492c6ee7f7a82834b0231de,timing_implementation,budget_appropriation,side_independent,formally_adopted,high
MECHEXP-adc7b24e8f7c8886745a1e63,ROOTCOMP-62da5a864aa780a538709ea7,Audubon Park,KY,2020,timing_implementation,budget_appropriation,remains_unclear,formally_adopted,high
