mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-f17e89c2d0b026e1893b842d,ROOTCOMP-e22b462eca61c379b3e99691,Etna,CA,2023,compensation_outcome,longevity,remains_unclear,formally_adopted,high
MECHEXP-0a90a8aed6ac6fd39409bbdd,ROOTCOMP-8ef3ae30ad55d64d224da752,Dinosaur,CO,undated-source-B4X2500LIVE-20260729-004829,compensation_outcome,longevity,side_independent,formally_adopted,high
MECHEXP-550f5c48cd99450f8f0af873,ROOTCOMP-ef5683259b288b6ec14aba1a,Moore,ID,2020,compensation_outcome,longevity,remains_unclear,implemented,high
MECHEXP-a83fd1afb4b9232ce0d5d488,ROOTCOMP-7dfec0b1af9fffacb25a6137,Hammond,IN,2025,compensation_outcome,longevity,side_independent,implemented,high
MECHEXP-c0ac312e01966741c5ac0872,ROOTCOMP-8c1f104c0af99ff31f22430e,Lapel,IN,2023,compensation_outcome,longevity,remains_unclear,implemented,high
MECHEXP-0fe712de5a34ef8a6ca824cf,ROOTCOMP-2095f770349bd4fbebc5fc66,Newcastle,IN,undated-source-BRMGRS-20260802-76f3f4ec66d86a32e1901c39,compensation_outcome,longevity,non_safety,implemented,high
MECHEXP-8c93043c6c10f5790ad6f9aa,ROOTCOMP-aa2b778e0a4673e7631d95e4,Wabash,IN,2022,compensation_outcome,longevity,fire,implemented,high
MECHEXP-c51f08cca52f9a8cb622c8d0,ROOTCOMP-9ab609991385ffad9c681d73,Norfolk,MA,2021,compensation_outcome,longevity,remains_unclear,implemented,high
MECHEXP-63bf1348fe426d1194bf5a56,ROOTCOMP-faef23f1d05de59780e9a942,Evart,MI,2022,compensation_outcome,longevity,police,implemented,high
MECHEXP-6bfd9b3777ced3415610d0a0,ROOTCOMP-462819c544603c8d808a9a01,Nashwauk,MN,2026,compensation_outcome,longevity,police,implemented,high
MECHEXP-d3c22fb48d0c714b0f4ca405,ROOTCOMP-7842e676c875ab64a84288fe,Lavallette,NJ,2024,compensation_outcome,longevity,remains_unclear,implemented,high
MECHEXP-271381f9ce95a5225af9a607,ROOTCOMP-8742949c5265c5dc38ab3392,Northvale,NJ,undated-source-B4X2500LIVE-20260729-003835,compensation_outcome,longevity,police,implemented,high
MECHEXP-b4b5d430ddaba2213584c45a,ROOTCOMP-ef20570731444b70637886a9,Riverton,NJ,2023,compensation_outcome,longevity,remains_unclear,formally_adopted,high
