text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,source_review_pilot_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,extraction_readiness_rating,content_artifact_path,content_hash,content_byte_size,content_type_observed,pdf_page_count,text_layer_status,text_table_detection_pilot_id,text_table_detection_lane_id,pilot_selection_rank,page_count_bin,artifact_byte_size_bin,sample_selection_reason
ttd_9f2661fb5cab7878b1924b21,pr_933e160f8ffd12ac976bf124,sr_0689c0a62473bdcdafeb9aa1,NSCQ-IA-20260720-0040,TRI-041fb70c72b1a858d389,VER-269c22656ae06650a7da,SOURCE-REVIEW-BATCH2-500-2026-07-24,IA,Marshalltown,CITY OF MARSHALLTOWN,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0145_sr_0689c0a62473bdcdafeb9aa1.pdf,143087da7e78261e8619f6ab3355413a084a1a490781bd5f78a64e3cc15192f8,354791,application/pdf,20,partial,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,915,11_to_25,small_le_512_kib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_72110f1ccfd32be2381c4241,pr_47ceee1bfcd4e884d87da768,sr_ce890863b7372813765466de,NSCQ-MO-20260720-0024,TRI-22b522edf3cc6d4c45f3,VER-7c4c34951b870868f193,SOURCE-REVIEW-BATCH2-500-2026-07-24,MO,Republic,CITY OF REPUBLIC,fire,cba,p1,unknown,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0010_sr_ce890863b7372813765466de.pdf,6b117fd8f92e9afab49ce48d599506d754d3b52aaaa40dab6757912dfbab14ed,341522,application/pdf,25,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,916,11_to_25,small_le_512_kib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_c6dd2d07d5023b5bae0ecbd3,pr_168fe47cbea12bf594b242dd,sr_511114747f83b44ebfa8b081,NSCQ-TX-20260720-0079,TRI-4bc0895a8b620a03e750,VER-027a61adaeec6000b7ed,SOURCE-REVIEW-BATCH2-500-2026-07-24,TX,Bryan,CITY OF BRYAN,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0025_sr_511114747f83b44ebfa8b081.pdf,e3746852ccf19730dbdc81d993b5525d3432ed606cca5e0db3fa66ec528450c1,68655,application/pdf,17,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,917,11_to_25,small_le_512_kib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_f004c30ae3d7f3850760df3b,pr_540daa1db2e9cfcc4b3b64d9,sr_6c7f8e55645600b7b8f9d7a1,NSCQ-CA-20260720-0090,TRI-11a98892c3f42798ce8c,VER-c1199b10d7e3bc6be7f5,SOURCE-REVIEW-BATCH2-500-2026-07-24,CA,Roseville,CITY OF ROSEVILLE,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0178_sr_6c7f8e55645600b7b8f9d7a1.pdf,dd931a476e994ad7341895a6ef63fa42309aa7a870abe33886c32204f98416b8,1376426,application/pdf,46,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,918,26_to_50,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_1650812909f23bebefd00171,pr_6df19d019d55922b5bcb5ef7,sr_b60c97c3cf8fb9ae5f06d54d,NSCQ-FL-20260720-0053,TRI-fcf2b4d984cad92a0fe7,VER-1aa7497f41ed45b50774,SOURCE-REVIEW-BATCH2-500-2026-07-24,FL,Pompano Beach,CITY OF POMPANO BEACH,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0180_sr_b60c97c3cf8fb9ae5f06d54d.pdf,5ec5c7bd8dbf49acd745b32ecc448bf62c0131cc436b825a13cbf4204a4f435d,839135,application/pdf,41,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,919,26_to_50,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_061738b35675f91a4a62378e,pr_357eb5e8a684d181d2962f49,sr_d52b4b96c793e8aab32ecf55,NSCQ-ID-20260720-0016,TRI-2ace17abac7b823706df,VER-39bd5d2560d3b8ece02b,SOURCE-REVIEW-BATCH2-500-2026-07-24,ID,Lewiston,CITY OF LEWISTON,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0067_sr_d52b4b96c793e8aab32ecf55.pdf,ff4e7fdbd83e80982ea53268da52e74817bd198218add88dd7eaa1faf82b9ef3,1070172,application/pdf,38,partial,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,920,26_to_50,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_a43aeee358fd3e199af6cf73,pr_e3454824a35c640cd882b12d,sr_eead7747b3c2edef47e79614,NSCQ-KS-20260720-0012,TRI-9cf4abe824546ac718fd,VER-c9bbeb77da506c190181,SOURCE-REVIEW-BATCH2-500-2026-07-24,KS,Lawrence,CITY OF LAWRENCE,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0061_sr_eead7747b3c2edef47e79614.pdf,9805fb6df4c2d4da99e7d3598125d97fe5d4d794bd5a880f536dd5bb40357e6e,174148,application/pdf,37,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,921,26_to_50,small_le_512_kib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_4ebfdde79540052d6f5a0b4e,pr_6e80536270f6de1b07cd35af,sr_aaf11ba6d7479f9c01df9983,NSCQ-MI-20260720-0023,TRI-132484111f90e24c1876,VER-7e3bb69025ac4385ea04,SOURCE-REVIEW-BATCH2-500-2026-07-24,MI,Troy,CITY OF TROY,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0035_sr_aaf11ba6d7479f9c01df9983.pdf,c683a908f8ea5f1bcf3e56e34b778361385f84a2dc5413559743d5c8b28c5b8c,1326516,application/pdf,32,partial,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,922,26_to_50,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_cb5cfe58764d4d9f73c6790f,pr_3e20747912dec111cb54c197,sr_13ae2a66730c336002ab1547,NSCQ-NH-20260720-0017,TRI-81b6599e1394dabf96f8,VER-9d1094d722fd04e0a2ec,SOURCE-REVIEW-BATCH2-500-2026-07-24,NH,Dover,CITY OF DOVER,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0235_sr_13ae2a66730c336002ab1547.pdf,3656d6c000b9c2a85394819ac278b44cbea8e9e9b9bf01471fd73e47b5be61b9,4185546,application/pdf,41,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,923,26_to_50,large_2_to_5_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_22276a0cadd9c33c6f41eb37,pr_4eaebb5db8b2e1c488bb9052,sr_562b6adde7ec1c95b2e2dc60,NSCQ-OH-20260720-0457,TRI-bcde07227b2b42b1aa50,VER-a08567d742808dcc350c,SOURCE-REVIEW-BATCH2-500-2026-07-24,OH,Greenville,CITY OF GREENVILLE,fire,cba,p1,official_state_repository,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0217_sr_562b6adde7ec1c95b2e2dc60.pdf,67a50c27c472848687ae4dc76976f78891b000457246c5039ad167624d96a70f,2523801,application/pdf,45,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,924,26_to_50,large_2_to_5_mib,complete durable parse_text_layer_later universe under frozen heuristic
