claim_recommendation,confidence_basis,correction_fields,cross_exam_result_id,department,exact_excerpt_or_table_row,expected_claim_consequence,formula,headline_id,implementation_sequence_id,lane_id,lineage_fields,linked_claim,mathematical_inputs,municipality,packet_memberships,period,primary_outcome,proposed_interpretation,record_type,registry_hash,rejection_reason,reproduced_result,review_record_id,reviewer_rationale,side,source_coordinates,source_hash,source_id,source_title,staffing_review_class,state,supporting_disposition,surrounding_context,unresolved_reason
candidate_for_mechanism_supported_only,strong_bounded_context,{},XRESULT-fa13e257c155a07ff868daff,,"Council action, ordinances, budgets, pay plans, and classification systems translate compensation proposals into funded policy, while also imposing fiscal limits.",retain only within reviewed boundary,,,,cross_exam_lane_005,"{""canonical_record_key"":""claim:CLAIM-F"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl""}",CLAIM-F,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",,"[""claim""]",,upheld_with_narrower_wording,mechanism_supported_only,claim_recommendation,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-2c922f2c80b2d4279d7af936,"The recommendation reconciles the mathematical status with counterexamples, conflicts, unresolved linkage, and the documented scope boundary; it is not a final claim decision.",,"{""claim_id"":""CLAIM-F""}",,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl,Canonical claim-by-claim mathematical evidence table,,,contextualizes_claim,"Internal bounded mechanism claim; no national prevalence, wage-gap estimate, or causal-effect estimate.",
candidate_for_conditional,strong_bounded_context,{},XRESULT-868b7d2170f60c027ca602d7,,"Step, seniority, rank, and COLA structures embed recurring wage growth rather than requiring a wholly discretionary raise each year.",retain only within reviewed boundary,,,,cross_exam_lane_005,"{""canonical_record_key"":""claim:CLAIM-B"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl""}",CLAIM-B,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",,"[""claim""]",,upheld_with_narrower_wording,descriptively_supported,claim_recommendation,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-2e9213b04aa6e2be03ba9d5b,"The recommendation reconciles the mathematical status with counterexamples, conflicts, unresolved linkage, and the documented scope boundary; it is not a final claim decision.",,"{""claim_id"":""CLAIM-B""}",,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl,Canonical claim-by-claim mathematical evidence table,,,contextualizes_claim,"Internal bounded mechanism claim; no national prevalence, wage-gap estimate, or causal-effect estimate.",
candidate_for_mechanism_supported_only,strong_bounded_context,{},XRESULT-cf32583ba1af48c27d997046,,Retroactive effective dates and implementation provisions turn bargaining delay into payable increases and back pay instead of eliminating scheduled growth.,retain only within reviewed boundary,,,,cross_exam_lane_005,"{""canonical_record_key"":""claim:CLAIM-E"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl""}",CLAIM-E,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",,"[""claim""]",,upheld_with_narrower_wording,mechanism_supported_only,claim_recommendation,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-455afce016cdf9dfdc5119d7,"The recommendation reconciles the mathematical status with counterexamples, conflicts, unresolved linkage, and the documented scope boundary; it is not a final claim decision.",,"{""claim_id"":""CLAIM-E""}",,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl,Canonical claim-by-claim mathematical evidence table,,,contextualizes_claim,"Internal bounded mechanism claim; no national prevalence, wage-gap estimate, or causal-effect estimate.",
candidate_for_unsupported,strong_bounded_context,{},XRESULT-afb6991fc8c8330544a76c8d,,The mechanism caused an observed wage difference,retain only within reviewed boundary,,,,cross_exam_lane_005,"{""canonical_record_key"":""claim:UNSUP-06"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl""}",UNSUP-06,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",,"[""claim""]",,upheld_with_narrower_wording,unsupported_by_current_math,claim_recommendation,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-47fea6fe8d52016dd2bf7295,"The recommendation reconciles the mathematical status with counterexamples, conflicts, unresolved linkage, and the documented scope boundary; it is not a final claim decision.",,"{""claim_id"":""UNSUP-06""}",,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl,Canonical claim-by-claim mathematical evidence table,,,bounds_claim,Documentary mechanism interpretation is not causal estimation.,
candidate_for_unsupported,strong_bounded_context,{},XRESULT-52b98669238daf63a16faa52,,A precise claim that safety wages grow X percent faster,retain only within reviewed boundary,,,,cross_exam_lane_005,"{""canonical_record_key"":""claim:UNSUP-05"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl""}",UNSUP-05,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",,"[""claim""]",,upheld_with_narrower_wording,unsupported_by_current_math,claim_recommendation,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-490b3c11573461d36216d9ee,"The recommendation reconciles the mathematical status with counterexamples, conflicts, unresolved linkage, and the documented scope boundary; it is not a final claim decision.",,"{""claim_id"":""UNSUP-05""}",,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl,Canonical claim-by-claim mathematical evidence table,,,bounds_claim,Global wage-gap readiness fails.,
candidate_for_unsupported,strong_bounded_context,{},XRESULT-ebc19b3c38d6a6047587415f,,A causal effect estimate of a mechanism,retain only within reviewed boundary,,,,cross_exam_lane_005,"{""canonical_record_key"":""claim:UNSUP-03"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl""}",UNSUP-03,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",,"[""claim""]",,upheld_with_narrower_wording,unsupported_by_current_math,claim_recommendation,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-5b03c165bb5555ea55ccbf71,"The recommendation reconciles the mathematical status with counterexamples, conflicts, unresolved linkage, and the documented scope boundary; it is not a final claim decision.",,"{""claim_id"":""UNSUP-03""}",,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl,Canonical claim-by-claim mathematical evidence table,,,bounds_claim,No counterfactual identification design or treatment-effect analysis was run.,
candidate_for_unsupported,strong_bounded_context,{},XRESULT-a80e59da425543b731c638e2,,A regression-based claim,retain only within reviewed boundary,,,,cross_exam_lane_005,"{""canonical_record_key"":""claim:UNSUP-04"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl""}",UNSUP-04,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",,"[""claim""]",,upheld_with_narrower_wording,unsupported_by_current_math,claim_recommendation,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-79e6802944392b04e35e09a8,"The recommendation reconciles the mathematical status with counterexamples, conflicts, unresolved linkage, and the documented scope boundary; it is not a final claim decision.",,"{""claim_id"":""UNSUP-04""}",,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl,Canonical claim-by-claim mathematical evidence table,,,bounds_claim,No regression was run or authorized.,
candidate_for_mechanism_supported_only,strong_bounded_context,{},XRESULT-3da5b7fb9ac59076fcfd906e,,"Safety compensation is exposed to recurring formal negotiation and impasse-resolution institutions that can lift wage floors, preserve leverage, and lock increases into agreements or awards.",retain only within reviewed boundary,,,,cross_exam_lane_005,"{""canonical_record_key"":""claim:CLAIM-A"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl""}",CLAIM-A,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",,"[""claim""]",,upheld_with_narrower_wording,mechanism_supported_only,claim_recommendation,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-8adf044e61628a51a31ae977,"The recommendation reconciles the mathematical status with counterexamples, conflicts, unresolved linkage, and the documented scope boundary; it is not a final claim decision.",,"{""claim_id"":""CLAIM-A""}",,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl,Canonical claim-by-claim mathematical evidence table,,,contextualizes_claim,"Internal bounded mechanism claim; no national prevalence, wage-gap estimate, or causal-effect estimate.",
candidate_for_mechanism_supported_only,strong_bounded_context,{},XRESULT-0c97b379b8b4ce0c9383fe6a,,"Recruitment, retention, and comparator pressure provides an explicit institutional justification for raising schedules or adding targeted premiums, with public-safety staffing making the channel especially salient in many records.",retain only within reviewed boundary,,,,cross_exam_lane_005,"{""canonical_record_key"":""claim:CLAIM-D"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl""}",CLAIM-D,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",,"[""claim""]",,upheld_with_narrower_wording,mechanism_supported_only,claim_recommendation,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-9bfb9964ed660cf2d8d8fc7b,"The recommendation reconciles the mathematical status with counterexamples, conflicts, unresolved linkage, and the documented scope boundary; it is not a final claim decision.",,"{""claim_id"":""CLAIM-D""}",,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl,Canonical claim-by-claim mathematical evidence table,,,contextualizes_claim,"Internal bounded mechanism claim; no national prevalence, wage-gap estimate, or causal-effect estimate.",
candidate_for_unsupported,strong_bounded_context,{},XRESULT-1f90f1dd3e70bafa129c0327,,A national prevalence estimate for any mechanism,retain only within reviewed boundary,,,,cross_exam_lane_005,"{""canonical_record_key"":""claim:UNSUP-02"",""context_basis"":"""",""source_accessible"":true,""source_pointer"":""docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl""}",UNSUP-02,"{""denominator"":"""",""non_safety_value"":"""",""numerator"":"""",""raw_value"":"""",""safety_value"":""""}",,"[""claim""]",,upheld_with_narrower_wording,unsupported_by_current_math,claim_recommendation,4ddf318975645fbe7e36d0e2f5db9604f4f276d2ac7f269c7353f9a141007d96,,,XREVIEW-9c15cc0de6b4d3e84cd8b1d2,"The recommendation reconciles the mathematical status with counterexamples, conflicts, unresolved linkage, and the documented scope boundary; it is not a final claim decision.",,"{""claim_id"":""UNSUP-02""}",,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.jsonl,Canonical claim-by-claim mathematical evidence table,,,bounds_claim,Evidence-unit counts are not population-weighted denominators.,
