verification_id,candidate_queue_row_id,candidate_queue_stable_key,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,candidate_title,candidate_source_type,candidate_priority,candidate_status_before_verification,triage_bucket,duplicate_source_group_id,duplicate_group_size,duplicate_group_role,near_duplicate_candidate_key,population,state_candidate_rows_per_covered,unit_type_scouted,source_owner_type,scout_confidence,triage_score,source_wave,verification_stage
VER-7480b9ae9961bcf4ee02,NSCQ-KS-20260720-0020,NSCQ-KS-20260720-0020,cog_2025_164850,164850,KS,Hutchinson,CITY OF HUTCHINSON,https://content.civicplus.com/api/assets/11cf6237-938f-425a-8562-0d5c6128fd0b?cache=1800,"Memorandum of Understanding Between the City of Hutchinson, Kansas and Service Employees International Union, SEIU Local 513 / Hutchinson / Reno County Emergency Communication Employees (Dispatchers) (2023)",cba,high,scheduled,high_priority_later_verify,URL-0611d34160a7f709844a,1,primary,KEY-395d4acb08e37f04f873,39662,1.708333,non_safety,city,high,100,POST-PI-AGGRESSIVE-3X300-ATTEMPT3-LANE1-2026-07-23,candidate_lead_planned_not_verified
VER-749a0172968ba64025cc,NSCQ-KS-20260720-0034,NSCQ-KS-20260720-0034,cog_2025_164714,164714,KS,Pittsburg,CITY OF PITTSBURG,https://www.pittks.org/wp-content/uploads/2018/01/S-1051-Salary-Ordinance-2018.pdf,S-1051 - Salary Ordinance 2018,ordinance_or_policy,high,scheduled,high_priority_later_verify,URL-9c13ce0f5ab3fbb783d5,1,primary,KEY-c0c3b358338a31647ff9,20504,1.708333,non_safety,city,medium,94,POST-PI-AGGRESSIVE-3X300-ATTEMPT3-LANE3-2026-07-23,candidate_lead_planned_not_verified
VER-9129ed2cf5308f93011a,NSCQ-KS-20260720-0037,NSCQ-KS-20260720-0037,cog_2025_164714,164714,KS,Pittsburg,CITY OF PITTSBURG,https://www.pittks.org/wp-content/uploads/2020/12/S-1076-Salary-Ordinance-2021.pdf,S-1076 - Salary Ordinance 2021,ordinance_or_policy,high,scheduled,high_priority_later_verify,URL-3d63f68bfd060ccdc76f,2,primary,KEY-8edeccda86aec0919b61,20504,1.708333,police,city,medium,94,POST-PI-AGGRESSIVE-3X300-ATTEMPT3-LANE3-2026-07-23,candidate_lead_planned_not_verified
VER-d9faf90e67f735ef7234,NSCQ-KS-20260720-0039,NSCQ-KS-20260720-0039,cog_2025_164714,164714,KS,Pittsburg,CITY OF PITTSBURG,https://www.pittks.org/wp-content/uploads/2020/12/S-1076-Salary-Ordinance-2021.pdf,S-1076 - Salary Ordinance 2021,ordinance_or_policy,held,duplicate_hold,likely_duplicate_hold,URL-3d63f68bfd060ccdc76f,2,linked_duplicate,KEY-38e5ecdcb2071be23217,20504,1.708333,fire,city,medium,79,POST-PI-AGGRESSIVE-3X300-ATTEMPT3-LANE3-2026-07-23,candidate_lead_planned_not_verified
VER-16225d6d545d0ce917a0,NSCQ-IN-20260720-0010,NSCQ-IN-20260720-0010,cog_2025_211708,211708,IN,Bloomington,CITY OF BLOOMINGTON,https://bloomington.in.gov/onboard/legislationFiles/5776,"ORDINANCE 23-25 — AN ORDINANCE TO FIX THE SALARIES OF APPOINTED OFFICERS, NON-UNION, (and related pay/salary schedule language tied to AFSCME Local 2487 Step Charts)",wage_schedule_or_compensation_plan,high,scheduled,high_priority_later_verify,URL-dd394f352bd2e794a8e5,1,primary,KEY-4501b24ab1a64f693743,78840,1.705882,non_safety,city,medium,82,POST-PI-PARALLEL-ROUND1-LANE2-2026-07-23,candidate_lead_planned_not_verified
VER-88f0991ba7aea08e60ed,NSCQ-IN-20260720-0012,NSCQ-IN-20260720-0012,cog_2025_194673,194673,IN,Lafayette,CITY OF LAFAYETTE,https://www.lafayette.in.gov/AgendaCenter/ViewFile/Item/21831?fileID=72155,"Agreement Between City of Lafayette and Lafayette Arman Lodge #49, Fraternal Order of Police (FOP)",cba,high,scheduled,high_priority_later_verify,URL-e08517d1e47a1f902880,1,primary,KEY-239a300632434dec8df8,71216,1.705882,police,city,high,75,POST-PI-PARALLEL-ROUND2-3X150-LANE1-2026-07-23,candidate_lead_planned_not_verified
VER-23bb5066605fc19553be,NSCQ-IN-20260720-0017,NSCQ-IN-20260720-0017,cog_2025_207940,207940,IN,Muncie,CITY OF MUNCIE,https://www.muncie.in.gov/egov/documents/1607293675_02342.pdf,Muncie Fire Department Collective Bargaining Agreement (AGREEMENT) — IAFF Local 1348,cba,high,scheduled,high_priority_later_verify,URL-0c7f88be4f2911f1579f,1,primary,KEY-2eeff9db94e3e2479613,65081,1.705882,fire,city,high,100,POST-PI-PARALLEL-ROUND2-3X150-LANE1-2026-07-23,candidate_lead_planned_not_verified
VER-1bb454e9a7caee0bb1be,NSCQ-IN-20260720-0035,NSCQ-IN-20260720-0035,cog_2025_194675,194675,IN,Mishawaka,CITY OF MISHAWAKA,https://mishawaka.in.gov/download/?wpdmdl=10680,Compensation plan language for Civil City non-union employees (Longevity Bonus schedule),wage_schedule_or_compensation_plan,high,scheduled,high_priority_later_verify,URL-3a1be083106f48c2665a,3,linked_duplicate,KEY-df2da1dd694cac44c610,50842,1.705882,non_safety,city,low,81,POST-PI-PARALLEL-ROUND2-3X150-LANE2-2026-07-23,candidate_lead_planned_not_verified
VER-23f78629d2115f2adad8,NSCQ-IN-20260720-0033,NSCQ-IN-20260720-0033,cog_2025_194675,194675,IN,Mishawaka,CITY OF MISHAWAKA,https://mishawaka.in.gov/download/?wpdmdl=10680,"Salary Ordinance (sworn police employees) — biweekly salaries for year beginning January 1, 2025",wage_schedule_or_compensation_plan,medium,scheduled,medium_priority_later_verify,URL-3a1be083106f48c2665a,3,primary,KEY-c65d43b827902a4d5f9c,50842,1.705882,police,city,medium,51,POST-PI-PARALLEL-ROUND2-3X150-LANE2-2026-07-23,candidate_lead_planned_not_verified
VER-60b8434d9b18f565b573,NSCQ-IN-20260720-0034,NSCQ-IN-20260720-0034,cog_2025_194675,194675,IN,Mishawaka,CITY OF MISHAWAKA,https://mishawaka.in.gov/download/?wpdmdl=10680,"Salary Ordinance (sworn fire employees) — biweekly salaries for year beginning January 1, 2025 and continuing for two years",wage_schedule_or_compensation_plan,medium,scheduled,medium_priority_later_verify,URL-3a1be083106f48c2665a,3,linked_duplicate,KEY-be9e6c72945df6ed89c8,50842,1.705882,fire,city,medium,51,POST-PI-PARALLEL-ROUND2-3X150-LANE2-2026-07-23,candidate_lead_planned_not_verified
