verification_id,candidate_queue_row_id,candidate_queue_stable_key,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,candidate_title,candidate_source_type,candidate_priority,candidate_status_before_verification,triage_bucket,duplicate_source_group_id,duplicate_group_size,duplicate_group_role,near_duplicate_candidate_key,population,state_candidate_rows_per_covered,unit_type_scouted,source_owner_type,scout_confidence,triage_score,source_wave,verification_stage
VER-1e09c6923c3f49f160a6,NSCQ-KS-20260720-0019,NSCQ-KS-20260720-0019,cog_2025_164850,164850,KS,Hutchinson,CITY OF HUTCHINSON,https://content.civicplus.com/api/assets/f898414e-93cd-42bd-8844-de4a6d66aff7?cache=1800,"Memorandum of Understanding (Amendment No. 1) Between the City of Hutchinson, Kansas and the International Association of Fire Fighters Local 179 (2023)",memorandum_or_settlement,high,scheduled,high_priority_later_verify,URL-fc2120853680ff739674,1,primary,KEY-456337270f9f4bbbf926,39662,1.708333,fire,city,medium,100,POST-PI-AGGRESSIVE-3X300-ATTEMPT3-LANE1-2026-07-23,candidate_lead_planned_not_verified
VER-5514205e230f395413e2,NSCQ-KS-20260720-0027,NSCQ-KS-20260720-0027,cog_2025_126896,126896,KS,Dodge City,CITY OF DODGE CITY,https://www.dodgecity.org/Archive.aspx?ADID=1266,"Memorandum of Understanding (City of Dodge City, Kansas and Fraternal Order of Police, Lodge #49) (01/01/2018–12/31/2020)",cba,high,scheduled,high_priority_later_verify,URL-814abc212946dd5698e8,1,primary,KEY-6d620971b207f80dffec,27514,1.708333,police,city,high,86,POST-PI-AGGRESSIVE-3X300-ATTEMPT3-LANE2-2026-07-23,candidate_lead_planned_not_verified
VER-d52356e29475708b6dbf,NSCQ-KS-20260720-0036,NSCQ-KS-20260720-0036,cog_2025_164714,164714,KS,Pittsburg,CITY OF PITTSBURG,https://www.pittks.org/wp-content/uploads/2017/04/S-1012-Salary-Ordinance-2014.pdf,S-1012 - Salary Ordinance 2014,ordinance_or_policy,high,scheduled,high_priority_later_verify,URL-b8c277060947c66e8b25,2,primary,KEY-4e7967c5e4802f345feb,20504,1.708333,police,city,low,87,POST-PI-AGGRESSIVE-3X300-ATTEMPT3-LANE3-2026-07-23,candidate_lead_planned_not_verified
VER-6a250ac8deebaee3e4b3,NSCQ-KS-20260720-0038,NSCQ-KS-20260720-0038,cog_2025_164714,164714,KS,Pittsburg,CITY OF PITTSBURG,https://www.pittks.org/wp-content/uploads/2017/04/S-1012-Salary-Ordinance-2014.pdf,S-1012 - Salary Ordinance 2014,ordinance_or_policy,held,duplicate_hold,likely_duplicate_hold,URL-b8c277060947c66e8b25,2,linked_duplicate,KEY-4b49caeb865324bdbf9b,20504,1.708333,fire,city,low,72,POST-PI-AGGRESSIVE-3X300-ATTEMPT3-LANE3-2026-07-23,candidate_lead_planned_not_verified
VER-1948a01d5e917bc8f836,NSCQ-IN-20260720-0009,NSCQ-IN-20260720-0009,cog_2025_211708,211708,IN,Bloomington,CITY OF BLOOMINGTON,https://bloomdocs.org/wp-content/uploads/simple-file-list/2023-2026-FOP-COB-Contract-for-vote-2.pdf,2023-2026 FOP COB Contract (for vote) 2,cba,high,scheduled,high_priority_later_verify,URL-581dfefa51fb577adb1c,1,primary,KEY-487a9059b51e201746a9,78840,1.705882,police,third_party,medium,71,POST-PI-PARALLEL-ROUND1-LANE2-2026-07-23,candidate_lead_planned_not_verified
VER-55ddd19bd30d2b12b61a,NSCQ-IN-20260720-0022,NSCQ-IN-20260720-0022,cog_2025_163537,163537,IN,Noblesville,CITY OF NOBLESVILLE,https://www.noblesville.in.gov/egov/documents/1696949700_24224.pdf,Meet and Confer Agreement (F.O.P.) - City of Noblesville / Noblesville Police Department,memorandum_or_settlement,high,scheduled,high_priority_later_verify,URL-5c96a1fcd3b0392fa09e,1,primary,KEY-4f6dd4738b8382c942ba,73916,1.705882,police,city,high,86,POST-PI-PARALLEL-ROUND2-3X150-LANE1-2026-07-23,candidate_lead_planned_not_verified
VER-8e474f986863f65d8a09,NSCQ-IN-20260720-0016,NSCQ-IN-20260720-0016,cog_2025_163571,163571,IN,Greenwood,CITY OF GREENWOOD,https://www.greenwood.in.gov/egov/documents/1538755000_65038.pdf,"ORDINANCE NO. 18-23: AN ORDINANCE FIXING SALARIES OF APPOINTED OFFICERS AND EMPLOYEES OF THE CITY OF GREENWOOD, INDIANA AND CITY UTILITIES FOR THE YEAR 2019",wage_schedule_or_compensation_plan,high,scheduled,high_priority_later_verify,URL-ba7a942e12b026c10beb,1,primary,KEY-5fa18525ebd2c5c5ef36,66296,1.705882,non_safety,city,medium,89,POST-PI-PARALLEL-ROUND2-3X150-LANE1-2026-07-23,candidate_lead_planned_not_verified
VER-f6e61a99933e04f2721d,NSCQ-IN-20260720-0029,NSCQ-IN-20260720-0029,cog_2025_163482,163482,IN,Jeffersonville,CITY OF JEFFERSONVILLE,https://cityofjeff.net/wp-content/uploads/2022/06/June6.2022.pdf,ORDINANCE NO. 2022-OR-29: Ordinance Fixing the Salaries of Appointed Officers and Employees for All Departments for the Year 2022 (includes non-union civilian pay grid references),ordinance_or_policy,high,scheduled,high_priority_later_verify,URL-31cf84357aae773d2a81,1,primary,KEY-b7009dfbe9239cdbaf01,51235,1.705882,non_safety,city,medium,82,POST-PI-PARALLEL-ROUND2-3X150-LANE2-2026-07-23,candidate_lead_planned_not_verified
VER-1cd929ae3f89d974ec29,NSCQ-IN-20260720-0031,NSCQ-IN-20260720-0031,cog_2025_103839,103839,IN,Lawrence,CITY OF LAWRENCE,https://www.cityoflawrence.org/sites/default/files/attachments/Resolution%20No.%203%2C%202024%20-%20establishing%20salaries%20and%20wages%20for%202025_0.pdf,"RESOLUTION NO. 3, 2024 - establishing salaries and wages for 2025",ordinance_or_policy,high,scheduled,high_priority_later_verify,URL-f7b369c17fcb94775390,1,primary,KEY-f7531c718b3f13933f82,49235,1.705882,non_safety,city,medium,76,POST-PI-PARALLEL-ROUND2-3X150-LANE2-2026-07-23,candidate_lead_planned_not_verified
VER-27e9c6619accfde02c8f,NSCQ-IN-20260720-0037,NSCQ-IN-20260720-0037,cog_2025_163644,163644,IN,Portage,CITY OF PORTAGE,https://www.portagein.gov/DocumentCenter/View/4748/Fire-3151-CBA_2020-2022,Fire 3151 CBA 2020-2022,cba,high,scheduled,high_priority_later_verify,URL-349da6ac4bea992fb96c,1,primary,KEY-7c6b1cd14338538b3754,38513,1.705882,fire,city,high,100,POST-PI-PARALLEL-ROUND2-3X150-LANE3-2026-07-23,candidate_lead_planned_not_verified
