verification_row_id,verification_lane_id,verification_lane_sequence,candidate_id,scout_candidate_id,scout_target_id,lane_id,shard_id,worker_id,state,region,municipality,county,unit_type_hint,occupation_group_hint,possible_bargaining_unit,possible_cycle_or_year,source_title,source_locator_or_url,source_domain,normalized_locator,canonical_review_locator,canonical_locator_before_verification,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,sanitized_snippet,search_query_family,broad_geographic_target_reason,source_family_diversification_reason,matched_safety_non_safety_opportunity_flag,candidate_quality_tier,discovery_run_id,lane_completed_at,review_score,review_score_reasons,primary_bucket,priority_bucket,prior_duplicate_source,cba_non_cba_hint,review_method,verification_status,http_status_code,final_url_or_locator,final_canonical_locator,redirect_count,content_type,content_length_header,verification_method,verification_attempt_count,verification_started_at,verification_completed_at,error_class,error_message_redacted,pre_duplicate_verification_status,checkpoint_id,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
B4X2500V-20260730-02885,verification_lane_003,1,B4X2500LIVE-20260729-007317,B4X2500LIVE-20260729-007317,B4X2500-20260729-07341,scout_lane_003,broad_4x2500_shard_003,worker_003,AK,West,Newhalen,Lake and Peninsula Borough (02164; primary),non_safety,non_safety,,unclear,City of Newhalen Code of Ordinances 2020 (Personnel; salary schedule provisions),https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Newhalen%20Code%20of%20Ordinances%202020.pdf,commerce.alaska.gov,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Newhalen%20Code%20of%20Ordinances%202020.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Newhalen%20Code%20of%20Ordinances%202020.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Newhalen%20Code%20of%20Ordinances%202020.pdf,budget_or_pay_plan,ordinance_or_policy,high,non_safety_constraint_signal,"Contains general municipal personnel/pay governance language (e.g., salary schedule concept) that may point to where actual wage schedules/pay plans are adopted, but it is not sufficient as a wage-setting comparator by itself.",arbitration_factfinding,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,low_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:06:24.910229-04:00,87,upstream_quality_low_candidate:5;source_family_budget_or_pay_plan:16;document_type_ordinance_or_policy:15;family_confidence_high:8;unit_hint_non_safety:10;mechanism_hint_present:8;structured_web_locator:5;document_shaped_locator:5;government_domain_hint:4;compensation_or_labor_terms:5;geographic_balance_west:4;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,reachable,200,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Newhalen%20Code%20of%20Ordinances%202020.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Newhalen%20Code%20of%20Ordinances%202020.pdf,0,application/pdf,1110915,HEAD,1,2026-07-30T11:43:11Z,2026-07-30T11:43:11Z,,,,verification_lane_003-0001,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-02886,verification_lane_003,2,B4X2500LIVE-20260729-004781,B4X2500LIVE-20260729-004781,B4X2500-20260729-04842,scout_lane_002,broad_4x2500_shard_002,worker_002,AK,West,Edna Bay,Prince of Wales-Hyder Census Area (02198; primary),non_safety,non_safety,,unclear (handbook; no binding wage schedule/term duration clause located),City of Edna Bay Personnel Handbook (Reviewed by the AMLJIA: 01/27/2016; Revised: 02/26/2017),https://cityofednabay.org/sites/default/files/public/Municipal%20Files/Municipal%20Records/Documents/City%20of%20Edna%20Bay%20Personnel%20Handbook%20%282-2017%29.pdf,cityofednabay.org,https://cityofednabay.org/sites/default/files/public/Municipal%20Files/Municipal%20Records/Documents/City%20of%20Edna%20Bay%20Personnel%20Handbook%20%282-2017%29.pdf,https://cityofednabay.org/sites/default/files/public/Municipal%20Files/Municipal%20Records/Documents/City%20of%20Edna%20Bay%20Personnel%20Handbook%20%282-2017%29.pdf,https://cityofednabay.org/sites/default/files/public/Municipal%20Files/Municipal%20Records/Documents/City%20of%20Edna%20Bay%20Personnel%20Handbook%20%282-2017%29.pdf,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,"Includes a 'Salary Administration' section describing how compensation is determined and administered, which may help contextualize non-safety municipal wage/compensation setting (but likely not sufficient as a wage comparator).",arbitration_factfinding,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,medium_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:11:56.433744-04:00,91,upstream_quality_medium_candidate:12;source_family_other_local_government_pay_policy:16;document_type_ordinance_or_policy:15;family_confidence_medium:4;unit_hint_non_safety:10;mechanism_hint_present:8;cycle_or_year_present:5;structured_web_locator:5;document_shaped_locator:5;compensation_or_labor_terms:5;geographic_balance_west:4;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,reachable,200,https://cityofednabay.org/sites/default/files/public/Municipal%20Files/Municipal%20Records/Documents/City%20of%20Edna%20Bay%20Personnel%20Handbook%20%282-2017%29.pdf,https://cityofednabay.org/sites/default/files/public/Municipal%20Files/Municipal%20Records/Documents/City%20of%20Edna%20Bay%20Personnel%20Handbook%20%282-2017%29.pdf,0,application/pdf,457230,HEAD,1,2026-07-30T11:43:11Z,2026-07-30T11:43:11Z,,,,verification_lane_003-0002,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-02887,verification_lane_003,3,B4X2500LIVE-20260729-004780,B4X2500LIVE-20260729-004780,B4X2500-20260729-04839,scout_lane_002,broad_4x2500_shard_002,worker_002,AK,West,Chuathbaluk,Bethel Census Area (02050; primary),non_safety,non_safety,,unclear,"City of Chuathbaluk City Ordinances (includes Personnel Policies: Classification, Compensation, Salary Schedules; Work Week, Pay; overtime; pay and salary schedules established by City Council)",https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Chuathbaluk%20City%20Ordinances.pdf,commerce.alaska.gov,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Chuathbaluk%20City%20Ordinances.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Chuathbaluk%20City%20Ordinances.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Chuathbaluk%20City%20Ordinances.pdf,wage_schedule,ordinance_or_policy,high,non_safety_constraint_signal,"This is the closest official city-source discovered that discusses classification/compensation/salary schedules for city employees (non-safety/general personnel), but it appears to be a policy framework rather than an executed binding wage schedule.",broad_pay_document_index,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,medium_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:11:56.433744-04:00,100,upstream_quality_medium_candidate:12;source_family_wage_schedule:24;document_type_ordinance_or_policy:15;family_confidence_high:8;unit_hint_non_safety:10;mechanism_hint_present:8;structured_web_locator:5;document_shaped_locator:5;government_domain_hint:4;compensation_or_labor_terms:5;geographic_balance_west:4;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,reachable,200,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Chuathbaluk%20City%20Ordinances.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Chuathbaluk%20City%20Ordinances.pdf,0,application/pdf,700588,HEAD,1,2026-07-30T11:43:11Z,2026-07-30T11:43:11Z,,,,verification_lane_003-0003,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-02888,verification_lane_003,4,B4X2500LIVE-20260729-006701,B4X2500LIVE-20260729-006701,B4X2500-20260729-06541,scout_lane_003,broad_4x2500_shard_003,worker_003,AL,South,South Vinemont,Cullman County (01043; primary),unclear,unclear,,unclear,December 8 2025 Regular Session (Town Council minutes) - Town of South Vinemont,https://cdn.prod.website-files.com/5d278ee3fc344f96bcddda2d/69614aeddd0a44f5e0608aec_December%208%202025%20Regular%20Session.pdf,cdn.prod.website-files.com,https://cdn.prod.website-files.com/5d278ee3fc344f96bcddda2d/69614aeddd0a44f5e0608aec_December%208%202025%20Regular%20Session.pdf,https://cdn.prod.website-files.com/5d278ee3fc344f96bcddda2d/69614aeddd0a44f5e0608aec_December%208%202025%20Regular%20Session.pdf,https://cdn.prod.website-files.com/5d278ee3fc344f96bcddda2d/69614aeddd0a44f5e0608aec_December%208%202025%20Regular%20Session.pdf,agenda_packet_or_minutes,meeting_minutes,high,,"Council minutes are a plausible location for wage/pay policy, compensation classifications, or pay-related actions affecting ordinary municipal employees.",compensation_classification_study,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,low_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:06:24.910229-04:00,58,upstream_quality_low_candidate:5;source_family_agenda_packet_or_minutes:9;document_type_meeting_minutes:15;family_confidence_high:8;unit_hint_unclear:2;structured_web_locator:5;document_shaped_locator:5;compensation_or_labor_terms:5;geographic_balance_south:2;non_cba_source_diversity:2,medium_priority_verification_ready,medium_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,reachable,200,https://cdn.prod.website-files.com/5d278ee3fc344f96bcddda2d/69614aeddd0a44f5e0608aec_December%208%202025%20Regular%20Session.pdf,https://cdn.prod.website-files.com/5d278ee3fc344f96bcddda2d/69614aeddd0a44f5e0608aec_December%208%202025%20Regular%20Session.pdf,0,application/pdf,1145390,HEAD,1,2026-07-30T11:43:11Z,2026-07-30T11:43:11Z,,,,verification_lane_003-0004,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-02889,verification_lane_003,5,B4X2500LIVE-20260729-009208,B4X2500LIVE-20260729-009208,B4X2500-20260729-09027,scout_lane_004,broad_4x2500_shard_004,worker_004,AL,South,Nauvoo,Walker County (01127; primary); Winston County (01133),non_safety,non_safety,,unclear,Minutes - Regular Scheduled Council Meeting (Resolution Adopting Updated Personnel Policies and Procedures Manual and Employee Handbook),https://nauvooal.gov/documents/690/minutes_11.21.2025.pdf,nauvooal.gov,https://nauvooal.gov/documents/690/minutes_11.21.2025.pdf,https://nauvooal.gov/documents/690/minutes_11.21.2025.pdf,https://nauvooal.gov/documents/690/minutes_11.21.2025.pdf,agenda_packet_or_minutes,meeting_minutes,high,,"Personnel policies and employee handbook can include compensation/benefits, pay administration, classification framework, or wage-related rules for ordinary municipal employees.",civil_service_hr_pay,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,medium_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:18:57.502441-04:00,77,upstream_quality_medium_candidate:12;source_family_agenda_packet_or_minutes:9;document_type_meeting_minutes:15;family_confidence_high:8;unit_hint_non_safety:10;structured_web_locator:5;document_shaped_locator:5;government_domain_hint:4;compensation_or_labor_terms:5;geographic_balance_south:2;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,reachable,200,https://nauvooal.gov/documents/690/minutes_11.21.2025.pdf,https://nauvooal.gov/documents/690/minutes_11.21.2025.pdf,0,application/pdf,not_reported,HEAD,1,2026-07-30T11:43:11Z,2026-07-30T11:43:11Z,,,,verification_lane_003-0005,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-02890,verification_lane_003,6,B4X2500LIVE-20260729-009226,B4X2500LIVE-20260729-009226,B4X2500-20260729-09044,scout_lane_004,broad_4x2500_shard_004,worker_004,AL,South,Stevenson,Jackson County (01071; primary),non_safety,non_safety,,unclear (policy describes process/annual approval; year not confirmed for the operative version),City of Stevenson Personnel Policy (includes salary and wage schedule / compensation plan language; Appendix reference),https://mccmeetingspublic.blob.core.usgovcloudapi.net/stevwa-meet-862894a348774e7ebccc0ea22c7a953a/ITEM-Attachment-001-6e59bc930fa649359e7652e215e44c52.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,https://mccmeetingspublic.blob.core.usgovcloudapi.net/stevwa-meet-862894a348774e7ebccc0ea22c7a953a/ITEM-Attachment-001-6e59bc930fa649359e7652e215e44c52.pdf,https://mccmeetingspublic.blob.core.usgovcloudapi.net/stevwa-meet-862894a348774e7ebccc0ea22c7a953a/ITEM-Attachment-001-6e59bc930fa649359e7652e215e44c52.pdf,https://mccmeetingspublic.blob.core.usgovcloudapi.net/stevwa-meet-862894a348774e7ebccc0ea22c7a953a/ITEM-Attachment-001-6e59bc930fa649359e7652e215e44c52.pdf,budget_or_pay_plan,ordinance_or_policy,high,non_safety_constraint_signal,Gives HR compensation/classification framework indicating how Stevenson sets salary/wage ranges for ordinary municipal employees (non-safety comparator context).,labor_relations_index,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,low_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:18:57.502441-04:00,86,upstream_quality_low_candidate:5;source_family_budget_or_pay_plan:16;document_type_ordinance_or_policy:15;family_confidence_high:8;unit_hint_non_safety:10;mechanism_hint_present:8;cycle_or_year_present:5;structured_web_locator:5;document_shaped_locator:5;compensation_or_labor_terms:5;geographic_balance_south:2;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,reachable,200,https://mccmeetingspublic.blob.core.usgovcloudapi.net/stevwa-meet-862894a348774e7ebccc0ea22c7a953a/ITEM-Attachment-001-6e59bc930fa649359e7652e215e44c52.pdf,https://mccmeetingspublic.blob.core.usgovcloudapi.net/stevwa-meet-862894a348774e7ebccc0ea22c7a953a/ITEM-Attachment-001-6e59bc930fa649359e7652e215e44c52.pdf,0,application/pdf,1341860,HEAD,1,2026-07-30T11:43:11Z,2026-07-30T11:43:11Z,,,,verification_lane_003-0006,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-02891,verification_lane_003,7,B4X2500LIVE-20260729-006696,B4X2500LIVE-20260729-006696,B4X2500-20260729-06531,scout_lane_003,broad_4x2500_shard_003,worker_003,AL,South,Perdido Beach,Baldwin County (01003; primary),unclear,unclear,,unclear,"Council Minutes (index; links to monthly PDF minutes, 2012–2024 shown)",https://townofperdidobeach.org/wp/page-2/minutes/council-minutes/,townofperdidobeach.org,https://townofperdidobeach.org/wp/page-2/minutes/council-minutes,https://townofperdidobeach.org/wp/page-2/minutes/council-minutes,https://townofperdidobeach.org/wp/page-2/minutes/council-minutes,budget_or_pay_plan,meeting_minutes,high,non_safety_constraint_signal,"Municipal council minutes often include adoption of employee pay plans, compensation ordinances, and/or authorization of negotiated labor MOUs/agreements.",agenda_minutes_attachment,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,medium_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:06:24.910229-04:00,75,upstream_quality_medium_candidate:12;source_family_budget_or_pay_plan:16;document_type_meeting_minutes:15;family_confidence_high:8;unit_hint_unclear:2;mechanism_hint_present:8;structured_web_locator:5;compensation_or_labor_terms:5;geographic_balance_south:2;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,unavailable,404,https://townofperdidobeach.org/wp/page-2/minutes/council-minutes,https://townofperdidobeach.org/wp/page-2/minutes/council-minutes,1,text/html,68314,HEAD,1,2026-07-30T11:43:11Z,2026-07-30T11:43:12Z,,,,verification_lane_003-0007,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-02892,verification_lane_003,8,B4X2500LIVE-20260729-006676,B4X2500LIVE-20260729-006676,B4X2500-20260729-06475,scout_lane_003,broad_4x2500_shard_003,worker_003,AL,South,Ashville,St. Clair County (01115; primary),unclear,unclear,,unclear,"City Council Meeting Minutes (May 1, 2023) - Council action approving pay increase",https://www.cityofashville.org/Sites/Ashville/Documents/Minutes/05-01-23%20minutes.pdf,cityofashville.org,https://cityofashville.org/Sites/Ashville/Documents/Minutes/05-01-23%20minutes.pdf,https://cityofashville.org/Sites/Ashville/Documents/Minutes/05-01-23%20minutes.pdf,https://cityofashville.org/Sites/Ashville/Documents/Minutes/05-01-23%20minutes.pdf,agenda_packet_or_minutes,meeting_minutes,high,,May help locate related agenda attachments or ordinance/pay-plan documents that actually set compensation.,cba_agreement,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,low_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:06:24.910229-04:00,58,upstream_quality_low_candidate:5;source_family_agenda_packet_or_minutes:9;document_type_meeting_minutes:15;family_confidence_high:8;unit_hint_unclear:2;structured_web_locator:5;document_shaped_locator:5;compensation_or_labor_terms:5;geographic_balance_south:2;non_cba_source_diversity:2,medium_priority_verification_ready,medium_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,reachable,200,https://cityofashville.org/Sites/Ashville/Documents/Minutes/05-01-23%20minutes.pdf,https://cityofashville.org/Sites/Ashville/Documents/Minutes/05-01-23%20minutes.pdf,0,application/pdf,87487,HEAD,1,2026-07-30T11:43:11Z,2026-07-30T11:43:12Z,,,,verification_lane_003-0008,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-02893,verification_lane_003,9,B4X2500LIVE-20260729-009191,B4X2500LIVE-20260729-009191,B4X2500-20260729-08994,scout_lane_004,broad_4x2500_shard_004,worker_004,AL,South,Cowarts,Houston County (01069; primary),non_safety,non_safety,,unclear,Houston County Municipalities (Chapter 35A) — Article 4 Cowarts; Part 2 Civil Service System (includes compensation-plan section reference),https://al.elaws.us/code/t45_ch35a,al.elaws.us,https://al.elaws.us/code/t45_ch35a,https://al.elaws.us/code/t45_ch35a,https://al.elaws.us/code/t45_ch35a,civil_service_or_hr_pay_plan,wage_schedule_or_compensation_plan,high,non_safety_constraint_signal,"Cowarts is referenced in Alabama’s local-law civil service framework; this may govern how municipal civilian compensation/compensation planning is set, but operative details were not accessible during scouting.",agenda_minutes_attachment,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,low_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:18:57.502441-04:00,88,upstream_quality_low_candidate:5;source_family_civil_service_or_hr_pay_plan:24;document_type_wage_schedule_or_compensation_plan:15;family_confidence_high:8;unit_hint_non_safety:10;mechanism_hint_present:8;structured_web_locator:5;government_domain_hint:4;compensation_or_labor_terms:5;geographic_balance_south:2;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,blocked_or_forbidden,503,https://al.elaws.us/code/t45_ch35a,https://al.elaws.us/code/t45_ch35a,0,text/html,326,HEAD,2,2026-07-30T11:43:17Z,2026-07-30T11:43:18Z,head_http_503,head_http_503,,verification_lane_003-0009,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-02894,verification_lane_003,10,B4X2500LIVE-20260729-001704,B4X2500LIVE-20260729-001704,B4X2500-20260729-01483,scout_lane_001,broad_4x2500_shard_001,worker_001,AL,South,Brookwood,Tuscaloosa County (01125; primary),non_safety,non_safety,,unclear,Ordinance No. 2021-3: An Ordinance To Change The Town Of Brookwood Employee Manual As It Relates To Employee Sick Leave And Vacation Time Structures (Exhibit A attached),https://assets.caboosecms.com/media/15255531_2021-3_changingemployeemanualasitrelatestoemployeesickleaveandvacationtimestructures.pdf?1729621249=,assets.caboosecms.com,https://assets.caboosecms.com/media/15255531_2021-3_changingemployeemanualasitrelatestoemployeesickleaveandvacationtimestructures.pdf,https://assets.caboosecms.com/media/15255531_2021-3_changingemployeemanualasitrelatestoemployeesickleaveandvacationtimestructures.pdf?1729621249=,https://assets.caboosecms.com/media/15255531_2021-3_changingemployeemanualasitrelatestoemployeesickleaveandvacationtimestructures.pdf,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,Municipal employee compensation-adjacent policy (leave structures) enacted by the city council; may help contextualize HR/benefit rules for non-safety staff.,compensation_classification_study,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,medium_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,84,upstream_quality_medium_candidate:12;source_family_other_local_government_pay_policy:16;document_type_ordinance_or_policy:15;family_confidence_medium:4;unit_hint_non_safety:10;mechanism_hint_present:8;structured_web_locator:5;document_shaped_locator:5;compensation_or_labor_terms:5;geographic_balance_south:2;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,reachable,200,https://assets.caboosecms.com/media/15255531_2021-3_changingemployeemanualasitrelatestoemployeesickleaveandvacationtimestructures.pdf,https://assets.caboosecms.com/media/15255531_2021-3_changingemployeemanualasitrelatestoemployeesickleaveandvacationtimestructures.pdf,0,application/pdf,230200,HEAD,1,2026-07-30T11:43:17Z,2026-07-30T11:43:17Z,,,,verification_lane_003-0010,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
