verification_row_id,verification_lane_id,verification_lane_sequence,candidate_id,scout_candidate_id,scout_target_id,lane_id,shard_id,worker_id,state,region,municipality,county,unit_type_hint,occupation_group_hint,possible_bargaining_unit,possible_cycle_or_year,source_title,source_locator_or_url,source_domain,normalized_locator,canonical_review_locator,canonical_locator_before_verification,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,sanitized_snippet,search_query_family,broad_geographic_target_reason,source_family_diversification_reason,matched_safety_non_safety_opportunity_flag,candidate_quality_tier,discovery_run_id,lane_completed_at,review_score,review_score_reasons,primary_bucket,priority_bucket,prior_duplicate_source,cba_non_cba_hint,review_method,verification_status,http_status_code,final_url_or_locator,final_canonical_locator,redirect_count,content_type,content_length_header,verification_method,verification_attempt_count,verification_started_at,verification_completed_at,error_class,error_message_redacted,pre_duplicate_verification_status,checkpoint_id,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
B4X2500V-20260730-00001,verification_lane_001,1,B4X2500LIVE-20260729-007315,B4X2500LIVE-20260729-007315,B4X2500-20260729-07339,scout_lane_003,broad_4x2500_shard_003,worker_003,AK,West,Coffman Cove,Prince of Wales-Hyder Census Area (02198; primary),non_safety,non_safety,,unclear,Title III (Personnel) / Chapter 3.04 Classification and Pay Plan (repealed by Ordinance 16-05),https://www.ccalaska.com/media/2756,ccalaska.com,https://ccalaska.com/media/2756,https://ccalaska.com/media/2756,https://ccalaska.com/media/2756,budget_or_pay_plan,ordinance_or_policy,high,non_safety_constraint_signal,"The City code explicitly contains a 'Classification and Pay Plan' chapter under Title III (Personnel), which is the most direct municipal non-safety pay-setting source family found for this employer.",cba_agreement,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,low_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:06:24.910229-04:00,78,upstream_quality_low_candidate:5;source_family_budget_or_pay_plan:16;document_type_ordinance_or_policy:15;family_confidence_high:8;unit_hint_non_safety:10;mechanism_hint_present:8;structured_web_locator:5;compensation_or_labor_terms:5;geographic_balance_west:4;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,blocked_or_forbidden,403,https://ccalaska.com/media/2756,https://ccalaska.com/media/2756,0,text/html,not_reported,HEAD,1,2026-07-30T11:27:11Z,2026-07-30T11:27:11Z,head_http_403,head_http_403,,verification_lane_001-0001,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-00030,verification_lane_001,30,B4X2500LIVE-20260729-009241,B4X2500LIVE-20260729-009241,B4X2500-20260729-09103,scout_lane_004,broad_4x2500_shard_004,worker_004,AR,South,Lincoln,Washington County (05143; primary),non_safety,non_safety,,unclear,Chapter 2.33: Compensation (salaries for certain officers fixed; amended 4-15-2025 by Ord. No. 2025-16),https://ecode360.com/32099511,ecode360.com,https://ecode360.com/32099511,https://ecode360.com/32099511,https://ecode360.com/32099511,wage_schedule,ordinance_or_policy,high,non_safety_constraint_signal,"Contains a compensation schedule adopted/amended by ordinance, but likely not a general municipal labor wage schedule for non-safety employees.",local_pay_policy,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,low_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:18:57.502441-04:00,84,upstream_quality_low_candidate:5;source_family_wage_schedule:24;document_type_ordinance_or_policy:15;family_confidence_high:8;unit_hint_non_safety:10;mechanism_hint_present:8;structured_web_locator:5;compensation_or_labor_terms:5;geographic_balance_south:2;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,blocked_or_forbidden,403,https://ecode360.com/32099511,https://ecode360.com/32099511,0,text/html,not_reported,HEAD,1,2026-07-30T11:27:30Z,2026-07-30T11:27:30Z,head_http_403,head_http_403,,verification_lane_001-0030,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-00037,verification_lane_001,37,B4X2500LIVE-20260729-004210,B4X2500LIVE-20260729-004210,B4X2500-20260729-03984,scout_lane_002,broad_4x2500_shard_002,worker_002,AL,South,Columbiana,Shelby County (01117; primary),unclear,unclear,,unclear,Chapter 2.55: PERSONNEL SYSTEM — eCode360 codification page (personnel system / pay-rate principle),https://ecode360.com/49742758,ecode360.com,https://ecode360.com/49742758,https://ecode360.com/49742758,https://ecode360.com/49742758,other_local_government_pay_policy,ordinance_or_policy,medium,market_or_comparability_pressure;non_safety_constraint_signal,"May provide the legal framework for how pay is governed/classified, but it is not itself a labor-source wage document for police, fire, or non-safety units.",agenda_minutes_attachment,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,low_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:11:56.433744-04:00,64,upstream_quality_low_candidate:5;source_family_other_local_government_pay_policy:16;document_type_ordinance_or_policy:15;family_confidence_medium:4;unit_hint_unclear:2;mechanism_hint_present:8;structured_web_locator:5;compensation_or_labor_terms:5;geographic_balance_south:2;non_cba_source_diversity:2,medium_priority_verification_ready,medium_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,blocked_or_forbidden,403,https://ecode360.com/49742758,https://ecode360.com/49742758,0,text/html,not_reported,HEAD,1,2026-07-30T11:27:36Z,2026-07-30T11:27:36Z,head_http_403,head_http_403,,verification_lane_001-0037,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-00039,verification_lane_001,39,B4X2500LIVE-20260729-004782,B4X2500LIVE-20260729-004782,B4X2500-20260729-04847,scout_lane_002,broad_4x2500_shard_002,worker_002,CA,West,Angels,Calaveras County (06009; primary),fire,fire,"United Firefighters of Los Angeles City, Local 112, IAFF, AFL-CIO-CLC","June 30, 2024 – June 30, 2028",Memorandum of Understanding (MOU #23) for the Firefighters and Fire Captains Representation Unit,https://cao.lacity.gov/content/MOUs/MOU23-28.pdf,cao.lacity.gov,https://cao.lacity.gov/content/MOUs/MOU23-28.pdf,https://cao.lacity.gov/content/MOUs/MOU23-28.pdf,https://cao.lacity.gov/content/MOUs/MOU23-28.pdf,mou_or_memorandum,cba,high,,Fire sworn/safety labor-source within the City of Los Angeles bargaining framework; includes salaries and benefits terms in an executed MOU.,personnel_policy,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,high_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:11:56.433744-04:00,100,upstream_quality_high_candidate:18;source_family_mou_or_memorandum:24;document_type_cba:15;family_confidence_high:8;unit_hint_fire:10;cycle_or_year_present:5;structured_web_locator:5;document_shaped_locator:5;government_domain_hint:4;geographic_balance_west:4;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,timeout,,,,,not_reported,not_reported,HEAD,2,2026-07-30T11:27:36Z,2026-07-30T11:27:53Z,ReadTimeout,ReadTimeout,,verification_lane_001-0039,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-00045,verification_lane_001,45,B4X2500LIVE-20260729-007346,B4X2500LIVE-20260729-007346,B4X2500-20260729-07364,scout_lane_003,broad_4x2500_shard_003,worker_003,CA,West,Vernon,Los Angeles County (06037; primary),police,police,Vernon Police Management Association (VPMA),unclear,Vernon Police Management Association MOU,https://www.cityofvernonca.gov/home/showpublisheddocument/4907/638989937968070000,cityofvernonca.gov,https://cityofvernonca.gov/home/showpublisheddocument/4907/638989937968070000,https://cityofvernonca.gov/home/showpublisheddocument/4907/638989937968070000,https://cityofvernonca.gov/home/showpublisheddocument/4907/638989937968070000,mou_or_memorandum,cba,high,,Police MOU would be relevant only for police/safety comparators; included as a labor-source URL lead for the requested employer.,mou_settlement,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,low_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:06:24.910229-04:00,77,upstream_quality_low_candidate:5;source_family_mou_or_memorandum:24;document_type_cba:15;family_confidence_high:8;unit_hint_police:10;structured_web_locator:5;government_domain_hint:4;geographic_balance_west:4;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,blocked_or_forbidden,403,https://cityofvernonca.gov/home/showpublisheddocument/4907/638989937968070000,https://cityofvernonca.gov/home/showpublisheddocument/4907/638989937968070000,0,text/html,436,HEAD,1,2026-07-30T11:27:53Z,2026-07-30T11:27:53Z,head_http_403,head_http_403,,verification_lane_001-0045,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-00054,verification_lane_001,54,B4X2500LIVE-20260729-002346,B4X2500LIVE-20260729-002346,B4X2500-20260729-02363,scout_lane_001,broad_4x2500_shard_001,worker_001,CA,West,Ross,Marin County (06041; primary),police,police,Ross Police Officers Association,"July 1, 2022 through June 30, 2025",Memorandum of Understanding (Ross Police Officers Association) 1/22-6/30/25,https://www.townofrossca.gov/sites/default/files/fileattachments/human_resources/page/110/police_mou.1.22-6.30.25_0.pdf,townofrossca.gov,https://townofrossca.gov/sites/default/files/fileattachments/human_resources/page/110/police_mou.1.22-6.30.25_0.pdf,https://townofrossca.gov/sites/default/files/fileattachments/human_resources/page/110/police_mou.1.22-6.30.25_0.pdf,https://townofrossca.gov/sites/default/files/fileattachments/human_resources/page/110/police_mou.1.22-6.30.25_0.pdf,mou_or_memorandum,memorandum_or_settlement,high,,Contains operative term (duration) and salary/fringe provisions for the Town's police bargaining unit.,labor_relations_index,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,high_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,100,upstream_quality_high_candidate:18;source_family_mou_or_memorandum:24;document_type_memorandum_or_settlement:15;family_confidence_high:8;unit_hint_police:10;cycle_or_year_present:5;structured_web_locator:5;document_shaped_locator:5;government_domain_hint:4;compensation_or_labor_terms:5;geographic_balance_west:4;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,blocked_or_forbidden,,,,,not_reported,not_reported,HEAD,2,2026-07-30T11:27:59Z,2026-07-30T11:28:01Z,RemoteProtocolError,RemoteProtocolError,,verification_lane_001-0054,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-00061,verification_lane_001,61,B4X2500LIVE-20260729-009860,B4X2500LIVE-20260729-009860,B4X2500-20260729-09864,scout_lane_004,broad_4x2500_shard_004,worker_004,CA,West,Sutter Creek,Amador County (06005; primary),non_safety,non_safety,SEIU / POA / Unrepresented (varies by classification),FY 2025-2026 (salary schedule period shown by document title; binding nature vs. merely a pay table should be confirmed).,City of Sutter Creek 2025-2026 Salary Schedule,https://www.cityofsuttercreek.org/media/9976,cityofsuttercreek.org,https://cityofsuttercreek.org/media/9976,https://cityofsuttercreek.org/media/9976,https://cityofsuttercreek.org/media/9976,wage_schedule,wage_schedule_or_compensation_plan,high,non_safety_constraint_signal,Contains pay rates/steps for multiple non-safety (civilian) classifications alongside other groups; can support wage comparisons if treated as the authoritative pay table for the period.,arbitration_factfinding,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,medium_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:18:57.502441-04:00,98,upstream_quality_medium_candidate:12;source_family_wage_schedule:24;document_type_wage_schedule_or_compensation_plan:15;family_confidence_high:8;unit_hint_non_safety:10;mechanism_hint_present:8;cycle_or_year_present:5;structured_web_locator:5;compensation_or_labor_terms:5;geographic_balance_west:4;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,blocked_or_forbidden,403,https://cityofsuttercreek.org/media/9976,https://cityofsuttercreek.org/media/9976,0,text/html,not_reported,HEAD,1,2026-07-30T11:28:06Z,2026-07-30T11:28:06Z,head_http_403,head_http_403,,verification_lane_001-0061,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-00068,verification_lane_001,68,B4X2500LIVE-20260729-007330,B4X2500LIVE-20260729-007330,B4X2500-20260729-07357,scout_lane_003,broad_4x2500_shard_003,worker_003,CA,West,Mount Shasta,Siskiyou County (06093; primary),police,police,General Teamsters Local 137,"March 31, 2025 – June 30, 2029",Memorandum of Understanding Between City of Mt. Shasta and General Teamsters Local 137 – Police Unit (Police MOU 2025-2029),https://www.mtshastaca.gov/media/5671,mtshastaca.gov,https://mtshastaca.gov/media/5671,https://mtshastaca.gov/media/5671,https://mtshastaca.gov/media/5671,wage_schedule,cba,high,,Executed police-unit MOU with operative wage schedule and term dates for City of Mt. Shasta police classifications.,compensation_classification_study,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,high_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:06:24.910229-04:00,100,upstream_quality_high_candidate:18;source_family_wage_schedule:24;document_type_cba:15;family_confidence_high:8;unit_hint_police:10;cycle_or_year_present:5;structured_web_locator:5;government_domain_hint:4;compensation_or_labor_terms:5;geographic_balance_west:4;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,blocked_or_forbidden,403,https://mtshastaca.gov/media/5671,https://mtshastaca.gov/media/5671,0,text/html,not_reported,HEAD,1,2026-07-30T11:28:12Z,2026-07-30T11:28:12Z,head_http_403,head_http_403,,verification_lane_001-0068,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-00073,verification_lane_001,73,B4X2500LIVE-20260729-007360,B4X2500LIVE-20260729-007360,B4X2500-20260729-07380,scout_lane_003,broad_4x2500_shard_003,worker_003,CO,West,Deer Trail,Arapahoe County (08005; primary),non_safety,non_safety,,unclear,"Deer Trail Board of Trustees Regular Meeting Minutes (June 2, 2009) — maintenance employee wage increase",https://pattio75.tripod.com/June%202%2C%202009%20-%20MINUTES.htm,pattio75.tripod.com,https://pattio75.tripod.com/June%202%2C%202009%20-%20MINUTES.htm,https://pattio75.tripod.com/June%202%2C%202009%20-%20MINUTES.htm,https://pattio75.tripod.com/June%202%2C%202009%20-%20MINUTES.htm,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,Municipal wage adjustment reflected in Town Board minutes (non-safety/general municipal staff).,civil_service_hr_pay,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,medium_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:06:24.910229-04:00,78,upstream_quality_medium_candidate:12;source_family_agenda_packet_or_minutes:9;document_type_meeting_minutes:15;family_confidence_high:8;unit_hint_non_safety:10;mechanism_hint_present:8;structured_web_locator:5;compensation_or_labor_terms:5;geographic_balance_west:4;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,blocked_or_forbidden,,,,,not_reported,not_reported,HEAD,2,2026-07-30T11:28:18Z,2026-07-30T11:28:19Z,ConnectError,ConnectError,,verification_lane_001-0073,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
B4X2500V-20260730-00074,verification_lane_001,74,B4X2500LIVE-20260729-007365,B4X2500LIVE-20260729-007365,B4X2500-20260729-07386,scout_lane_003,broad_4x2500_shard_003,worker_003,CO,West,Hot Sulphur Springs,Grand County (08049; primary),non_safety,non_safety,,unclear,"REGULAR BOARD MEETING August 17, 2023 (includes payroll approvals and wage/raise discussion)",https://townofhotsulphursprings.com/wp-content/uploads/2023/11/2023-08-17-Board-of-Trustees-Minutes.pdf,townofhotsulphursprings.com,https://townofhotsulphursprings.com/wp-content/uploads/2023/11/2023-08-17-Board-of-Trustees-Minutes.pdf,https://townofhotsulphursprings.com/wp-content/uploads/2023/11/2023-08-17-Board-of-Trustees-Minutes.pdf,https://townofhotsulphursprings.com/wp-content/uploads/2023/11/2023-08-17-Board-of-Trustees-Minutes.pdf,agenda_packet_or_minutes,meeting_minutes,high,strike_or_no_strike_constraint,Town board minutes may reference municipal employee compensation actions; useful as context but not a labor-source comparator by itself.,broad_pay_document_index,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,medium_candidate,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:06:24.910229-04:00,83,upstream_quality_medium_candidate:12;source_family_agenda_packet_or_minutes:9;document_type_meeting_minutes:15;family_confidence_high:8;unit_hint_non_safety:10;mechanism_hint_present:8;structured_web_locator:5;document_shaped_locator:5;compensation_or_labor_terms:5;geographic_balance_west:4;non_cba_source_diversity:2,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,blocked_or_forbidden,,,,,not_reported,not_reported,HEAD,2,2026-07-30T11:28:18Z,2026-07-30T11:28:19Z,ConnectError,ConnectError,,verification_lane_001-0074,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.
